codigo,nivel,padre,nombre,label
61000,2,60000,Servicio de la Deuda Pública Interna,61000 - Servicio de la Deuda Pública Interna
61100,3,61000,Amortización de la Deuda Pública Interna a Corto Plazo,61100 - Amortización de la Deuda Pública Interna a Corto Plazo
61200,3,61000,Intereses de la Deuda Pública Interna a Corto Plazo,61200 - Intereses de la Deuda Pública Interna a Corto Plazo
61300,3,61000,Comisiones y Otros Gastos de la Deuda Pública Interna a Corto Plazo,61300 - Comisiones y Otros Gastos de la Deuda Pública Interna a Corto Plazo
61400,3,61000,Intereses por Mora y Multas de la Deuda Pública Interna a Corto Plazo,61400 - Intereses por Mora y Multas de la Deuda Pública Interna a Corto Plazo
61600,3,61000,Amortización de la Deuda Pública Interna a Largo Plazo,61600 - Amortización de la Deuda Pública Interna a Largo Plazo
61700,3,61000,Intereses de la Deuda Pública Interna a Largo Plazo,61700 - Intereses de la Deuda Pública Interna a Largo Plazo
61800,3,61000,Comisiones y Otros Gastos de la Deuda Pública Interna a Largo Plazo,61800 - Comisiones y Otros Gastos de la Deuda Pública Interna a Largo Plazo
61900,3,61000,Intereses por Mora y Multas de la Deuda Pública Interna a Largo Plazo,61900 - Intereses por Mora y Multas de la Deuda Pública Interna a Largo Plazo
62000,2,60000,Servicio de la Deuda Pública Externa,62000 - Servicio de la Deuda Pública Externa
62100,3,62000,Amortización de la Deuda Pública Externa a Corto Plazo,62100 - Amortización de la Deuda Pública Externa a Corto Plazo
62200,3,62000,Intereses de la Deuda Pública Externa a Corto Plazo,62200 - Intereses de la Deuda Pública Externa a Corto Plazo
62300,3,62000,Comisiones y Otros Gastos de la Deuda Pública Externa a Corto Plazo,62300 - Comisiones y Otros Gastos de la Deuda Pública Externa a Corto Plazo
62400,3,62000,Intereses por Mora y Multas de la Deuda Pública Externa a Corto Plazo,62400 - Intereses por Mora y Multas de la Deuda Pública Externa a Corto Plazo
62600,3,62000,Amortización de la Deuda Pública Externa a Largo Plazo,62600 - Amortización de la Deuda Pública Externa a Largo Plazo
62700,3,62000,Intereses de la Deuda Pública Externa a Largo Plazo,62700 - Intereses de la Deuda Pública Externa a Largo Plazo
62800,3,62000,Comisiones y Otros Gastos de la Deuda Pública Externa a Largo Plazo,62800 - Comisiones y Otros Gastos de la Deuda Pública Externa a Largo Plazo
62900,3,62000,Intereses por Mora y Multas de la Deuda Pública Externa a Largo Plazo,62900 - Intereses por Mora y Multas de la Deuda Pública Externa a Largo Plazo
63000,2,60000,Disminución de Cuentas por Pagar a Corto Plazo,63000 - Disminución de Cuentas por Pagar a Corto Plazo
63100,3,63000,Disminución de Cuentas por Pagar a Corto Plazo por Deudas Comerciales con Proveedores,63100 - Disminución de Cuentas por Pagar a Corto Plazo por Deudas Comerciales con Proveedores
63200,3,63000,Disminución de Cuentas por Pagar a Corto Plazo con Contratistas,63200 - Disminución de Cuentas por Pagar a Corto Plazo con Contratistas
63300,3,63000,Disminución de Cuentas por Pagar a Corto Plazo por Sueldos y Jornales,63300 - Disminución de Cuentas por Pagar a Corto Plazo por Sueldos y Jornales
63400,3,63000,Disminución de Cuentas por Pagar a Corto Plazo por Aportes Patronales,63400 - Disminución de Cuentas por Pagar a Corto Plazo por Aportes Patronales
63500,3,63000,Disminución de Cuentas por Pagar a Corto Plazo por Retenciones,63500 - Disminución de Cuentas por Pagar a Corto Plazo por Retenciones
63600,3,63000,"Disminución de Cuentas por Pagar a Corto Plazo por Impuestos, Regalías y Tasas","63600 - Disminución de Cuentas por Pagar a Corto Plazo por Impuestos, Regalías y Tasas"
63700,3,63000,Disminución de Cuentas por Pagar a Corto Plazo por Jubilaciones y Pensiones,63700 - Disminución de Cuentas por Pagar a Corto Plazo por Jubilaciones y Pensiones
63800,3,63000,Disminución de Cuentas por Pagar a Corto Plazo por Intereses,63800 - Disminución de Cuentas por Pagar a Corto Plazo por Intereses
63900,3,63000,Disminución de Otros Pasivos y Otras Cuentas por Pagar a Corto Plazo,63900 - Disminución de Otros Pasivos y Otras Cuentas por Pagar a Corto Plazo
64000,2,60000,Disminución de Cuentas por Pagar a Largo Plazo,64000 - Disminución de Cuentas por Pagar a Largo Plazo
64100,3,64000,Disminución de Cuentas por Pagar a Largo Plazo por Deudas Comerciales,64100 - Disminución de Cuentas por Pagar a Largo Plazo por Deudas Comerciales
64200,3,64000,Disminución de Otras Cuentas por Pagar a Largo Plazo,64200 - Disminución de Otras Cuentas por Pagar a Largo Plazo
65000,2,60000,Gastos Devengados No Pagados – TGN,65000 - Gastos Devengados No Pagados – TGN
65100,3,65000,Gastos Devengados No Pagados por Servicios Personales,65100 - Gastos Devengados No Pagados por Servicios Personales
65200,3,65000,"Gastos Devengados No Pagados por Servicios No Personales, Materiales y Suministros,","65200 - Gastos Devengados No Pagados por Servicios No Personales, Materiales y Suministros,"
65210,4,65200,Gastos Devengados No Pagados por Servicios No Personales,65210 - Gastos Devengados No Pagados por Servicios No Personales
65220,4,65200,Gastos Devengados No Pagados por Materiales y Suministros,65220 - Gastos Devengados No Pagados por Materiales y Suministros
65230,4,65200,Gastos Devengados No Pagados por Activos Reales,65230 - Gastos Devengados No Pagados por Activos Reales
65240,4,65200,Gastos Devengados No Pagados por Activos Financieros,65240 - Gastos Devengados No Pagados por Activos Financieros
65300,3,65000,Gastos Devengados No Pagados por Transferencias,65300 - Gastos Devengados No Pagados por Transferencias
65400,3,65000,Gastos Devengados No Pagados por Retenciones,65400 - Gastos Devengados No Pagados por Retenciones
65500,3,65000,Gastos Devengados No Pagados por Intereses Deuda Pública Interna,65500 - Gastos Devengados No Pagados por Intereses Deuda Pública Interna
65600,3,65000,Gastos Devengados No Pagados por Intereses Deuda Pública Externa,65600 - Gastos Devengados No Pagados por Intereses Deuda Pública Externa
65700,3,65000,Gastos Devengados No Pagados por Comisiones Deuda Pública Interna,65700 - Gastos Devengados No Pagados por Comisiones Deuda Pública Interna
65800,3,65000,Gastos Devengados No Pagados por Comisiones Deuda Pública Externa,65800 - Gastos Devengados No Pagados por Comisiones Deuda Pública Externa
65900,3,65000,Otros Gastos Devengados No Pagados,65900 - Otros Gastos Devengados No Pagados
66000,2,60000,Gastos Devengados No Pagados – Otras Fuentes,66000 - Gastos Devengados No Pagados – Otras Fuentes
66100,3,66000,Gastos Devengados No Pagados por Servicios Personales,66100 - Gastos Devengados No Pagados por Servicios Personales
66200,3,66000,"Gastos Devengados No Pagados por Servicios No Personales, Materiales y Suministros,","66200 - Gastos Devengados No Pagados por Servicios No Personales, Materiales y Suministros,"
66210,4,66200,Gastos Devengados No Pagados por Servicios No Personales,66210 - Gastos Devengados No Pagados por Servicios No Personales
66220,4,66200,Gastos Devengados No Pagados por Materiales y Suministros,66220 - Gastos Devengados No Pagados por Materiales y Suministros
66230,4,66200,Gastos Devengados No Pagados por Activos Reales,66230 - Gastos Devengados No Pagados por Activos Reales
66240,4,66200,Gastos Devengados No Pagados por Activos Financieros,66240 - Gastos Devengados No Pagados por Activos Financieros
66250,4,66200,Gastos Devengados No Pagados por Servicio de la Deuda,66250 - Gastos Devengados No Pagados por Servicio de la Deuda
66300,3,66000,Gastos Devengados No Pagados por Transferencias,66300 - Gastos Devengados No Pagados por Transferencias
66400,3,66000,Gastos Devengados No pagados por Retenciones,66400 - Gastos Devengados No pagados por Retenciones
66900,3,66000,Otros Gastos No Pagados,66900 - Otros Gastos No Pagados
67000,2,60000,Obligaciones por Afectaciones al Tesoro General de la Nación,67000 - Obligaciones por Afectaciones al Tesoro General de la Nación
67100,3,67000,Obligaciones por Afectaciones al Tesoro General de la Nación,67100 - Obligaciones por Afectaciones al Tesoro General de la Nación
68000,2,60000,Disminución de Otros Pasivos,68000 - Disminución de Otros Pasivos
68200,3,68000,Pago de Beneficios Sociales,68200 - Pago de Beneficios Sociales
69000,2,60000,Devolución de Fondos - Fideicomisos,69000 - Devolución de Fondos - Fideicomisos
69100,3,69000,Devolución de Fondos - Fideicomiso de Corto Plazo,69100 - Devolución de Fondos - Fideicomiso de Corto Plazo
69200,3,69000,Devolución de Fondos - Fideicomiso de Largo Plazo,69200 - Devolución de Fondos - Fideicomiso de Largo Plazo
70000,1,,TRANSFERENCIAS,70000 - TRANSFERENCIAS
71000,2,70000,Transferencias Corrientes al Sector Privado,71000 - Transferencias Corrientes al Sector Privado
71100,3,71000,Pensiones y Jubilaciones,71100 - Pensiones y Jubilaciones
71200,3,71000,Becas,71200 - Becas
71210,4,71200,Becas de Estudios Otorgadas a los Servidores Públicos,71210 - Becas de Estudios Otorgadas a los Servidores Públicos
71220,4,71200,Becas de Estudios Otorgadas a los Estudiantes Universitarios,71220 - Becas de Estudios Otorgadas a los Estudiantes Universitarios
71230,4,71200,Becas de Estudios Otorgadas a Particulares,71230 - Becas de Estudios Otorgadas a Particulares
71300,3,71000,"Donaciones, Ayudas Sociales y Premios a Personas","71300 - Donaciones, Ayudas Sociales y Premios a Personas"
71500,3,71000,Subsidios a Personas ó Instituciones Privadas,71500 - Subsidios a Personas ó Instituciones Privadas
71600,3,71000,Subsidios y Donaciones a Personas e Instituciones Privadas sin Fines de Lucro,71600 - Subsidios y Donaciones a Personas e Instituciones Privadas sin Fines de Lucro
71610,4,71600,A Personas e Instituciones Privadas sin Fines de Lucro,71610 - A Personas e Instituciones Privadas sin Fines de Lucro
71630,4,71600,Otros de Carácter Social Establecidos por Norma Legal,71630 - Otros de Carácter Social Establecidos por Norma Legal
71700,3,71000,Subvenciones Económicas a Empresas,71700 - Subvenciones Económicas a Empresas
71800,3,71000,Pensiones Vitalicias,71800 - Pensiones Vitalicias
71900,3,71000,Transferencias por las Compras de Control Tributario,71900 - Transferencias por las Compras de Control Tributario
72000,2,70000,Transferencias Corrientes al Sector Público No Financiero por Participación en Tributos,72000 - Transferencias Corrientes al Sector Público No Financiero por Participación en Tributos
72200,3,72000,"Transferencias Corrientes a Instituciones Públicas Descentralizadas, Universidades","72200 - Transferencias Corrientes a Instituciones Públicas Descentralizadas, Universidades"
72400,3,72000,Transferencias Corrientes al Gobierno Autónomo Departamental por Participación en,72400 - Transferencias Corrientes al Gobierno Autónomo Departamental por Participación en
72410,4,72400,Para Educación,72410 - Para Educación
72420,4,72400,Otras,72420 - Otras
72500,3,72000,Transferencias Corrientes a los Gobiernos Autónomos Municipales e Indígena Originario,72500 - Transferencias Corrientes a los Gobiernos Autónomos Municipales e Indígena Originario
72510,4,72500,Para Salud,72510 - Para Salud
72520,4,72500,Otras,72520 - Otras
73000,2,70000,Transferencias Corrientes al Sector Público No Financiero por Subsidios o Subvenciones,73000 - Transferencias Corrientes al Sector Público No Financiero por Subsidios o Subvenciones
73100,3,73000,Transferencias Corrientes al Órgano Ejecutivo del Estado Plurinacional por Subsidios o,73100 - Transferencias Corrientes al Órgano Ejecutivo del Estado Plurinacional por Subsidios o
73200,3,73000,"Transferencias Corrientes a los Órganos Legislativo, Judicial y Electoral, Entidades de","73200 - Transferencias Corrientes a los Órganos Legislativo, Judicial y Electoral, Entidades de"
73300,3,73000,Transferencias Corrientes del Fondo Compensatorio Nacional de Salud,73300 - Transferencias Corrientes del Fondo Compensatorio Nacional de Salud
73400,3,73000,Transferencias Corrientes a Entidades Territoriales Autónomas por Subsidios o,73400 - Transferencias Corrientes a Entidades Territoriales Autónomas por Subsidios o
73410,4,73400,Gobierno Autónomo Departamental,73410 - Gobierno Autónomo Departamental
73420,4,73400,Gobierno Autónomo Municipal,73420 - Gobierno Autónomo Municipal
73430,4,73400,Gobierno Autónomo Indígena Originario Campesino,73430 - Gobierno Autónomo Indígena Originario Campesino
73440,4,73400,Gobierno Autónomo Regional,73440 - Gobierno Autónomo Regional
73600,3,73000,Transferencias Corrientes a Instituciones de Seguridad Social por Subsidios o,73600 - Transferencias Corrientes a Instituciones de Seguridad Social por Subsidios o
73700,3,73000,Transferencias Corrientes a Empresas Públicas Nacionales por Subsidios o Subvenciones,73700 - Transferencias Corrientes a Empresas Públicas Nacionales por Subsidios o Subvenciones
73800,3,73000,Transferencias Corrientes a Empresas Públicas de las Entidades Territoriales Autónomas,73800 - Transferencias Corrientes a Empresas Públicas de las Entidades Territoriales Autónomas
73810,4,73800,Empresas Públicas Departamentales,73810 - Empresas Públicas Departamentales
73820,4,73800,Empresas Públicas Municipales,73820 - Empresas Públicas Municipales
73830,4,73800,Empresas Públicas Indígenas Originarias Campesinas,73830 - Empresas Públicas Indígenas Originarias Campesinas
73840,4,73800,Empresas Públicas Regionales,73840 - Empresas Públicas Regionales
74000,2,70000,Transferencias Corrientes al Sector Público Financiero,74000 - Transferencias Corrientes al Sector Público Financiero
74100,3,74000,Transferencias Corrientes a Instituciones Públicas Financieras No Bancarias,74100 - Transferencias Corrientes a Instituciones Públicas Financieras No Bancarias
74200,3,74000,Transferencias Corrientes a Instituciones Públicas Financieras Bancarias,74200 - Transferencias Corrientes a Instituciones Públicas Financieras Bancarias
75000,2,70000,Transferencias de Capital al Sector Privado,75000 - Transferencias de Capital al Sector Privado
75100,3,75000,Transferencias de Capital a Personas,75100 - Transferencias de Capital a Personas
75110,4,75100,En Efectivo,75110 - En Efectivo
75120,4,75100,En Especie,75120 - En Especie
75200,3,75000,Transferencias de Capital a Instituciones Privadas sin Fines de Lucro,75200 - Transferencias de Capital a Instituciones Privadas sin Fines de Lucro
75210,4,75200,A Instituciones Privadas sin Fines de Lucro,75210 - A Instituciones Privadas sin Fines de Lucro
75211,5,75210,En Efectivo,75211 - En Efectivo
75212,5,75210,En Especie,75212 - En Especie
75220,4,75200,Otras de carácter económico – productivo,75220 - Otras de carácter económico – productivo
75221,5,75220,En Efectivo,75221 - En Efectivo
75222,5,75220,En Especie,75222 - En Especie
75300,3,75000,Transferencias de Capital a Empresas Privadas,75300 - Transferencias de Capital a Empresas Privadas
75310,4,75300,En Efectivo,75310 - En Efectivo
75320,4,75300,En Especie,75320 - En Especie
77000,2,70000,Transferencias de Capital al Sector Público No Financiero por Subsidios o Subvenciones,77000 - Transferencias de Capital al Sector Público No Financiero por Subsidios o Subvenciones
77100,3,77000,Transferencias de Capital al Órgano Ejecutivo del Estado Plurinacional por Subsidios o,77100 - Transferencias de Capital al Órgano Ejecutivo del Estado Plurinacional por Subsidios o
77200,3,77000,"Transferencias de Capital a los Órganos Legislativo, Judicial y Electoral, Entidades de","77200 - Transferencias de Capital a los Órganos Legislativo, Judicial y Electoral, Entidades de"
77400,3,77000,Transferencias de Capital a los Gobiernos Autónomos Departamentales y Regional por,77400 - Transferencias de Capital a los Gobiernos Autónomos Departamentales y Regional por
77410,4,77400,Al Gobierno Autónomo Departamental,77410 - Al Gobierno Autónomo Departamental
77440,4,77400,Al Gobierno Autónomo Regional,77440 - Al Gobierno Autónomo Regional
77500,3,77000,Transferencias de Capital a los Gobiernos Autónomos Municipales e Indígena Originario,77500 - Transferencias de Capital a los Gobiernos Autónomos Municipales e Indígena Originario
77520,4,77500,Por Patentes Petroleras,77520 - Por Patentes Petroleras
77530,4,77500,Otras,77530 - Otras
77600,3,77000,Transferencias de Capital a Instituciones de Seguridad Social por Subsidios o Subvenciones,77600 - Transferencias de Capital a Instituciones de Seguridad Social por Subsidios o Subvenciones
77700,3,77000,Transferencias de Capital a Empresas Públicas Nacionales por Subsidios o Subvenciones,77700 - Transferencias de Capital a Empresas Públicas Nacionales por Subsidios o Subvenciones
77800,3,77000,Transferencias de Capital a Empresas Públicas de las Entidades Territoriales Autónomas,77800 - Transferencias de Capital a Empresas Públicas de las Entidades Territoriales Autónomas
77810,4,77800,A Empresas Públicas Departamentales,77810 - A Empresas Públicas Departamentales
77820,4,77800,A Empresas Públicas Municipales,77820 - A Empresas Públicas Municipales
77830,4,77800,A Empresas Públicas Indígenas Originarias y Campesinas,77830 - A Empresas Públicas Indígenas Originarias y Campesinas
77840,4,77800,A Empresas Públicas Regionales,77840 - A Empresas Públicas Regionales
78000,2,70000,Transferencias de Capital al Sector Público Financiero,78000 - Transferencias de Capital al Sector Público Financiero
78100,3,78000,Transferencias de Capital a Instituciones Públicas Financieras No Bancarias,78100 - Transferencias de Capital a Instituciones Públicas Financieras No Bancarias
78200,3,78000,Transferencias de Capital a Instituciones Públicas Financieras Bancarias,78200 - Transferencias de Capital a Instituciones Públicas Financieras Bancarias
79000,2,70000,"Transferencias a Gobiernos Extranjeros, Organismos Internacionales y otros","79000 - Transferencias a Gobiernos Extranjeros, Organismos Internacionales y otros"
79100,3,79000,Transferencias Corrientes a Gobiernos Extranjeros y Organismos Internacionales por,79100 - Transferencias Corrientes a Gobiernos Extranjeros y Organismos Internacionales por
79200,3,79000,Transferencias Corrientes a Gobiernos Extranjeros y Organismos Internacionales por,79200 - Transferencias Corrientes a Gobiernos Extranjeros y Organismos Internacionales por
79300,3,79000,Otras Transferencias Corrientes al Exterior,79300 - Otras Transferencias Corrientes al Exterior
79310,4,79300,Transferencias al Exterior en Efectivo,79310 - Transferencias al Exterior en Efectivo
79320,4,79300,Transferencias al Exterior en Especie,79320 - Transferencias al Exterior en Especie
79400,3,79000,Transferencias de Capital al Exterior,79400 - Transferencias de Capital al Exterior
79500,3,79000,Transferencias a Organismos Internacionales,79500 - Transferencias a Organismos Internacionales
80000,1,,"IMPUESTOS, REGALÍAS Y TASAS","80000 - IMPUESTOS, REGALÍAS Y TASAS"
81000,2,80000,Renta Interna,81000 - Renta Interna
81100,3,81000,Impuesto sobre las Utilidades de las Empresas,81100 - Impuesto sobre las Utilidades de las Empresas
81200,3,81000,Impuesto a las Transacciones,81200 - Impuesto a las Transacciones
81300,3,81000,Impuesto al Valor Agregado Mercado Interno,81300 - Impuesto al Valor Agregado Mercado Interno
81400,3,81000,Impuesto al Valor Agregado Importaciones,81400 - Impuesto al Valor Agregado Importaciones
81500,3,81000,Impuesto a los Consumos Específicos Mercado Interno,81500 - Impuesto a los Consumos Específicos Mercado Interno
81600,3,81000,Impuesto a los Consumos Específicos Importaciones,81600 - Impuesto a los Consumos Específicos Importaciones
81700,3,81000,Impuesto Especial a los Hidrocarburos y sus Derivados Mercado Interno,81700 - Impuesto Especial a los Hidrocarburos y sus Derivados Mercado Interno
81800,3,81000,Impuesto Especial a los Hidrocarburos y sus Derivados Importación,81800 - Impuesto Especial a los Hidrocarburos y sus Derivados Importación
81900,3,81000,Otros Impuestos,81900 - Otros Impuestos
81910,4,81900,Impuesto a las Salidas Aéreas al Exterior,81910 - Impuesto a las Salidas Aéreas al Exterior
81950,4,81900,Impuesto a la Transmisión Gratuita de Bienes- ITGB,81950 - Impuesto a la Transmisión Gratuita de Bienes- ITGB
81960,4,81900,Impuesto a las Transacciones Financieras – ITF,81960 - Impuesto a las Transacciones Financieras – ITF
81990,4,81900,Otros,81990 - Otros
82000,2,80000,Renta Aduanera,82000 - Renta Aduanera
82100,3,82000,Gravamen Arancelario,82100 - Gravamen Arancelario
83000,2,80000,Impuestos Municipales,83000 - Impuestos Municipales
83100,3,83000,Impuesto a la Propiedad de Bienes,83100 - Impuesto a la Propiedad de Bienes
83110,4,83100,Bienes Inmuebles,83110 - Bienes Inmuebles
83120,4,83100,Vehículos Automotores,83120 - Vehículos Automotores
83200,3,83000,Impuesto a las Transferencias onerosas de bienes inmuebles y vehículos automotores,83200 - Impuesto a las Transferencias onerosas de bienes inmuebles y vehículos automotores
83210,4,83200,Bienes Inmuebles,83210 - Bienes Inmuebles
83220,4,83200,Vehículos Automotores,83220 - Vehículos Automotores
84000,2,80000,Regalías,84000 - Regalías
84100,3,84000,Regalías Mineras,84100 - Regalías Mineras
84200,3,84000,Regalías por Hidrocarburos,84200 - Regalías por Hidrocarburos
84230,4,84200,6% Participación TGN,84230 - 6% Participación TGN
84240,4,84200,11% Sobre Producción por Regalías Departamentales,84240 - 11% Sobre Producción por Regalías Departamentales
84250,4,84200,1% Sobre Producción para Regalías Compensatoria Departamental,84250 - 1% Sobre Producción para Regalías Compensatoria Departamental
84300,3,84000,Regalías Agropecuarias,84300 - Regalías Agropecuarias
84900,3,84000,Otras Regalías,84900 - Otras Regalías
85000,2,80000,"Tasas, Multas y Otros","85000 - Tasas, Multas y Otros"
85100,3,85000,Tasas,85100 - Tasas
85200,3,85000,Derechos,85200 - Derechos
85300,3,85000,Contribuciones por Mejoras,85300 - Contribuciones por Mejoras
85400,3,85000,Multas,85400 - Multas
85500,3,85000,Intereses Penales,85500 - Intereses Penales
85900,3,85000,Otros,85900 - Otros
86000,2,80000,Patentes,86000 - Patentes
86100,3,86000,Patentes,86100 - Patentes
90000,1,,OTROS GASTOS,90000 - OTROS GASTOS
91000,2,90000,Intereses de Instituciones Financieras,91000 - Intereses de Instituciones Financieras
91100,3,91000,Intereses de Instituciones Públicas Financieras no Bancarias,91100 - Intereses de Instituciones Públicas Financieras no Bancarias
91200,3,91000,Intereses de Instituciones Públicas Financieras Bancarias,91200 - Intereses de Instituciones Públicas Financieras Bancarias
92000,2,90000,Otros Gastos Financieros,92000 - Otros Gastos Financieros
92100,3,92000,Gastos Financieros por Operaciones con Activos Virtuales,92100 - Gastos Financieros por Operaciones con Activos Virtuales
94000,2,90000,Beneficios Sociales y Otros,94000 - Beneficios Sociales y Otros
94100,3,94000,Indemnización,94100 - Indemnización
94200,3,94000,Desahucio,94200 - Desahucio
94300,3,94000,Otros Beneficios Sociales,94300 - Otros Beneficios Sociales
95000,2,90000,Contingencias Judiciales y otras,95000 - Contingencias Judiciales y otras
95100,3,95000,Contingencias Judiciales y otras,95100 - Contingencias Judiciales y otras
96000,2,90000,Otras Pérdidas y Devoluciones,96000 - Otras Pérdidas y Devoluciones
96100,3,96000,Pérdidas en Operaciones Cambiarias,96100 - Pérdidas en Operaciones Cambiarias
96200,3,96000,Devoluciones,96200 - Devoluciones
96900,3,96000,Otras Pérdidas,96900 - Otras Pérdidas
97000,2,90000,Comisiones y Bonificaciones,97000 - Comisiones y Bonificaciones
97100,3,97000,Comisiones por Ventas,97100 - Comisiones por Ventas
97200,3,97000,Bonificaciones por Ventas,97200 - Bonificaciones por Ventas
98000,2,90000,Retiros de Capital,98000 - Retiros de Capital
98100,3,98000,Del Sector Público,98100 - Del Sector Público
98200,3,98000,Del Sector Privado,98200 - Del Sector Privado
98300,3,98000,Pago de Dividendos,98300 - Pago de Dividendos
99000,2,90000,Previsiones para Gastos Corrientes y de Capital,99000 - Previsiones para Gastos Corrientes y de Capital
99100,3,99000,Previsiones para Gastos de Capital,99100 - Previsiones para Gastos de Capital
99200,3,99000,Previsiones para Gastos Corrientes,99200 - Previsiones para Gastos Corrientes
