codigo_entidad,nombre_entidad,departamento_sigep,tipo,grupo_eta,presupuesto_total,key,depto_key,nivel,departamento_pop,provincia,municipio,area,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
1312,Gobierno Autónomo Municipal de Sacaba,Cochabamba,municipal,GAM,330508349.0,sacaba,cochabamba,Municipio/TIOC,Cochabamba,Chapare,Sacaba,Sacaba,117100,172466,219092.0,106199,112893,1508.5368201486133
1313,Gobierno Autónomo Municipal de Colomi,Cochabamba,municipal,GAM,20489492.0,colomi,cochabamba,Municipio/TIOC,Cochabamba,Chapare,Colomi,Colomi,17372,19285,21846.0,11140,10706,937.9058866611737
1314,Gobierno Autónomo Municipal de Villa Tunari,Cochabamba,municipal,GAM,106261435.0,villa tunari,cochabamba,Municipio/TIOC,Cochabamba,Chapare,Villa Tunari,Villa Tunari,52886,71386,93747.0,50362,43385,1133.4915783971753
1315,Gobierno Autónomo Municipal de Punata,Cochabamba,municipal,GAM,62651031.0,punata,cochabamba,Municipio/TIOC,Cochabamba,Punata,Punata,Punata,26140,28887,35248.0,16528,18720,1777.4350601452566
1316,Gobierno Autónomo Municipal de Villa Rivero,Cochabamba,municipal,GAM,8682894.0,villa rivero,cochabamba,Municipio/TIOC,Cochabamba,Punata,Villa Rivero,Villa Rivero,5857,8135,8599.0,4197,4402,1009.7562507268287
1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),Cochabamba,municipal,GAM,25297045.0,san benito,cochabamba,Municipio/TIOC,Cochabamba,Punata,San Benito,San Benito,12720,13562,13054.0,6370,6684,1937.8768959705837
1318,Gobierno Autónomo Municipal de Tacachi,Cochabamba,municipal,GAM,1363498.0,tacachi,cochabamba,Municipio/TIOC,Cochabamba,Punata,Tacachi,Tacachi,1076,1303,1287.0,645,642,1059.4390054390055
1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,Cochabamba,municipal,GAM,4771498.0,villa gualberto villarroel,cochabamba,Municipio/TIOC,Cochabamba,Punata,Villa Gualberto Villarroel,Villa Gualberto Villarroel,1942,2768,3822.0,1901,1921,1248.4296180010465
1320,Gobierno Autónomo Municipal de Tarata,Cochabamba,municipal,GAM,11827815.0,tarata,cochabamba,Municipio/TIOC,Cochabamba,Esteban Arze,Tarata,Tarata,8715,8242,11273.0,5617,5656,1049.2162689612348
1321,Gobierno Autónomo Municipal de Anzaldo,Cochabamba,municipal,GAM,7446837.0,anzaldo,cochabamba,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Anzaldo,9126,7192,7335.0,3603,3732,1015.2470347648261
1322,Gobierno Autónomo Municipal de Arbieto,Cochabamba,municipal,GAM,35523205.0,arbieto,cochabamba,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Arbieto,9438,17445,29375.0,14187,15188,1209.3005957446808
1323,Gobierno Autónomo Municipal de Sacabamba,Cochabamba,municipal,GAM,4648017.0,sacabamba,cochabamba,Municipio/TIOC,Cochabamba,Esteban Arze,Sacabamba,Sacabamba,4718,4366,4987.0,2516,2471,932.0266693402847
1324,Gobierno Autónomo Municipal de Cliza,Cochabamba,municipal,GAM,36582558.0,cliza,cochabamba,Municipio/TIOC,Cochabamba,Germán Jordán,Cliza,Cliza,19747,21899,21155.0,10373,10782,1729.2629638383362
1325,Gobierno Autónomo Municipal de Toco,Cochabamba,municipal,GAM,10016954.0,toco,cochabamba,Municipio/TIOC,Cochabamba,Germán Jordán,Toco,Toco,6705,7057,7382.0,3740,3642,1356.9431048496342
1326,Gobierno Autónomo Municipal de Tolata,Cochabamba,municipal,GAM,15289728.0,tolata,cochabamba,Municipio/TIOC,Cochabamba,Germán Jordán,Tolata,Tolata,5316,5542,8687.0,4598,4089,1760.0699896396916
1327,Gobierno Autónomo Municipal de Capinota,Cochabamba,municipal,GAM,21527872.0,capinota,cochabamba,Municipio/TIOC,Cochabamba,Capinota,Capinota,Capinota,16945,19477,19427.0,9365,10062,1108.1418644155042
1328,Gobierno Autónomo Municipal de Santivañez,Cochabamba,municipal,GAM,11361634.0,santivanez,cochabamba,Municipio/TIOC,Cochabamba,Capinota,Santiváñez,Santiváñez,6402,6527,7940.0,3966,3974,1430.9362720403024
1329,Gobierno Autónomo Municipal de Sicaya,Cochabamba,municipal,GAM,4373205.0,sicaya,cochabamba,Municipio/TIOC,Cochabamba,Capinota,Sicaya,Sicaya,2235,3740,3980.0,2071,1909,1098.7952261306532
1330,Gobierno Autónomo Municipal de Tapacari,Cochabamba,municipal,GAM,23450715.0,tapacari,cochabamba,Municipio/TIOC,Cochabamba,Tapacarí,Tapacarí,Tapacarí,25919,24625,24666.0,12900,11766,950.7303575772319
1331,Gobierno Autónomo Municipal de Totora,Cochabamba,municipal,GAM,19686463.0,totora,cochabamba,Municipio/TIOC,Cochabamba,Carrasco,Totora,Totora,12927,14665,14821.0,7823,6998,1328.2816948923823
1332,Gobierno Autónomo Municipal de Pojo,Cochabamba,municipal,GAM,14766564.0,pojo,cochabamba,Municipio/TIOC,Cochabamba,Carrasco,Pojo,Pojo,11515,10156,11865.0,6159,5706,1244.5481668773705
1333,Gobierno Autónomo Municipal de Pocona,Cochabamba,municipal,GAM,11603755.0,pocona,cochabamba,Municipio/TIOC,Cochabamba,Carrasco,Pocona,Pocona,13488,10750,12258.0,6199,6059,946.6271006689509
1334,Gobierno Autónomo Municipal de Chimoré,Cochabamba,municipal,GAM,37932967.0,chimore,cochabamba,Municipio/TIOC,Cochabamba,Carrasco,Chimoré,Chimoré,14834,21736,27521.0,14637,12884,1378.3280767413976
1335,Gobierno Autónomo Municipal de Puerto Villarroel,Cochabamba,municipal,GAM,89805237.0,puerto villarroel,cochabamba,Municipio/TIOC,Cochabamba,Carrasco,Puerto Villarroel,Puerto Villarroel,40790,46627,64595.0,33538,31057,1390.2815542998685
1336,Gobierno Autónomo Municipal de Arani,Cochabamba,municipal,GAM,14051831.0,arani,cochabamba,Municipio/TIOC,Cochabamba,Arani,Arani,Arani,11542,9504,11183.0,5392,5791,1256.5350084950371
1337,Gobierno Autónomo Municipal de Vacas,Cochabamba,municipal,GAM,9168031.0,vacas,cochabamba,Municipio/TIOC,Cochabamba,Arani,Vacas,Vacas,12511,8940,8409.0,4114,4295,1090.2641217742894
1338,Gobierno Autónomo Municipal de Arque,Cochabamba,municipal,GAM,13660801.0,arque,cochabamba,Municipio/TIOC,Cochabamba,Arque,Arque,Arque,11806,10597,10632.0,5559,5073,1284.8759405568096
1339,Gobierno Autónomo Municipal de Tacopaya,Cochabamba,municipal,GAM,10749066.0,tacopaya,cochabamba,Municipio/TIOC,Cochabamba,Arque,Tacopaya,Tacopaya,11658,10253,10750.0,5726,5024,999.9131162790698
1340,Gobierno Autónomo Municipal de Bolivar,Cochabamba,municipal,GAM,7855912.0,bolivar,cochabamba,Municipio/TIOC,Cochabamba,Bolívar,Bolívar,Bolívar,8635,7279,8282.0,4585,3697,948.5525235450374
1341,Gobierno Autónomo Municipal de Tiraque,Cochabamba,municipal,GAM,18867960.0,tiraque,cochabamba,Municipio/TIOC,Cochabamba,Tiraque,Tiraque,Tiraque,20772,21231,18475.0,9200,9275,1021.2698240866035
1342,Gobierno Autónomo Municipal de Mizque,Cochabamba,municipal,GAM,26652742.0,mizque,cochabamba,Municipio/TIOC,Cochabamba,Mizque,Mizque,Mizque,21372,19864,19896.0,9952,9944,1339.6030357860877
1343,Gobierno Autónomo Municipal de Vila Vila,Cochabamba,municipal,GAM,5177409.0,vila vila,cochabamba,Municipio/TIOC,Cochabamba,Mizque,Vila Vila,Vila Vila,4591,5459,5244.0,2643,2601,987.3014874141876
1344,Gobierno Autónomo Municipal de Alalay,Cochabamba,municipal,GAM,3528141.0,alalay,cochabamba,Municipio/TIOC,Cochabamba,Mizque,Alalay,Alalay,4931,3447,3512.0,1860,1652,1004.5959567198178
1345,Gobierno Autónomo Municipal de Entre Rios,Cochabamba,municipal,GAM,59456897.0,entre rios,cochabamba,Municipio/TIOC,Cochabamba,Carrasco,Entre Ríos,Entre Ríos,22187,31550,45780.0,23681,22099,1298.7526649191786
1346,Gobierno Autónomo Municipal de Cocapata,Cochabamba,municipal,GAM,26506372.0,cocapata,cochabamba,Municipio/TIOC,Cochabamba,Ayopaya,Cocapata,Cocapata,17061,18076,19608.0,10671,8937,1351.8141574867402
1347,Gobierno Autónomo Municipal de Shinahota,Cochabamba,municipal,GAM,30585034.0,shinahota,cochabamba,Municipio/TIOC,Cochabamba,Tiraque,Shinahota,Shinahota,14709,20841,27172.0,14200,12972,1125.6084940379803
1401,Gobierno Autónomo Municipal de Oruro,Oruro,municipal,GAM,577774709.0,oruro,oruro,Municipio/TIOC,Oruro,Cercado,Oruro,Oruro,201504,264943,298350.0,142260,156090,1936.5668141444612
1402,Gobierno Autónomo Municipal de Caracollo,Oruro,municipal,GAM,32785074.0,caracollo,oruro,Municipio/TIOC,Oruro,Cercado,Caracollo,Caracollo,20619,23115,22850.0,11464,11386,1434.7953610503282
1403,Gobierno Autónomo Municipal de El Choro,Oruro,municipal,GAM,11860727.0,el choro,oruro,Municipio/TIOC,Oruro,Cercado,El Choro,El Choro,5710,8725,9997.0,5118,4879,1186.4286285885767
1404,Gobierno Autónomo Municipal de Challapata,Oruro,municipal,GAM,47320012.0,challapata,oruro,Municipio/TIOC,Oruro,Abaroa,Challapata,Challapata,24370,28918,35427.0,18417,17010,1335.704744968527
1405,Gobierno Autónomo Municipal de Santuario de Quillacas,Oruro,municipal,GAM,11289263.0,santuario de quillacas,oruro,Municipio/TIOC,Oruro,Abaroa,Santuario de Quillacas,Santuario de Quillacas,3305,4051,5161.0,2665,2496,2187.417748498353
1406,Gobierno Autónomo Municipal de Huanuni,Oruro,municipal,GAM,30838958.0,huanuni,oruro,Municipio/TIOC,Oruro,Pantaleón Dalence,Huanuni,Huanuni,19428,24677,20118.0,10232,9886,1532.903767770156
1407,Gobierno Autónomo Municipal de Machacamarca,Oruro,municipal,GAM,8232802.0,machacamarca,oruro,Municipio/TIOC,Oruro,Pantaleón Dalence,Machacamarca,Machacamarca,4180,4820,6120.0,3069,3051,1345.2290849673202
1408,Gobierno Autónomo Municipal de Poopó (Villa Poopó),Oruro,municipal,GAM,15738980.0,poopo,oruro,Municipio/TIOC,Oruro,Poopó,Poopó,Poopó,6163,7587,9189.0,4726,4463,1712.8066166068124
1409,Gobierno Autónomo Municipal de Pazña,Oruro,municipal,GAM,7223015.0,pazna,oruro,Municipio/TIOC,Oruro,Poopó,Pazña,Pazña,5469,5955,4251.0,2177,2074,1699.1331451423196
1410,Gobierno Autónomo Municipal de Antequera,Oruro,municipal,GAM,10684771.0,antequera,oruro,Municipio/TIOC,Oruro,Poopó,Antequera,Antequera,3352,3264,3666.0,1898,1768,2914.5583742498634
1411,Gobierno Autónomo Municipal de Eucaliptus,Oruro,municipal,GAM,10377993.0,eucaliptus,oruro,Municipio/TIOC,Oruro,Tomás Barrón,Eucaliptus,Eucaliptus,5424,5267,5335.0,2762,2573,1945.2657919400187
1412,Gobierno Autónomo Municipal de Santiago de Huari,Oruro,municipal,GAM,17800567.0,santiago de huari,oruro,Municipio/TIOC,Oruro,Sebastián Pagador,Santiago de Huari,Santiago de Huari,10221,13283,13502.0,7249,6253,1318.365205154792
1413,Gobierno Autónomo Municipal de Totora,Oruro,municipal,GAM,9667747.0,totora,oruro,Municipio/TIOC,Oruro,San Pedro de Totora,Totora,Totora,4941,5531,6637.0,3502,3135,1456.6441163176135
1414,Gobierno Autónomo Municipal de Corque,Oruro,municipal,GAM,17924466.0,corque,oruro,Municipio/TIOC,Oruro,Carangas,Corque,Corque,8548,9221,16101.0,8170,7931,1113.251723495435
1415,Gobierno Autónomo Municipal de Choquecota,Oruro,municipal,GAM,3413990.0,choquecota,oruro,Municipio/TIOC,Oruro,Carangas,Choquecota,Choquecota,1615,1850,2504.0,1295,1209,1363.414536741214
1416,Gobierno Autónomo Municipal de Curahuara de Carangas,Oruro,municipal,GAM,7523030.0,curahuara de carangas,oruro,Municipio/TIOC,Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,5278,4184,6683.0,3472,3211,1125.696543468502
1417,Gobierno Autónomo Municipal de Turco,Oruro,municipal,GAM,9552263.0,turco,oruro,Municipio/TIOC,Oruro,Sajama,Turco,Turco,4160,5207,5803.0,3028,2775,1646.090470446321
1418,Gobierno Autónomo Municipal de Huachacalla,Oruro,municipal,GAM,4567457.0,huachacalla,oruro,Municipio/TIOC,Oruro,Litoral,Huachacalla,Huachacalla,1650,1003,4011.0,2074,1937,1138.7327349788084
1419,Gobierno Autónomo Municipal de Escara,Oruro,municipal,GAM,6934522.0,escara,oruro,Municipio/TIOC,Oruro,Litoral,Escara,Escara,863,4223,4231.0,2234,1997,1638.9794374852281
1420,Gobierno Autónomo Municipal de Cruz de Machacamarca,Oruro,municipal,GAM,3013700.0,cruz de machacamarca,oruro,Municipio/TIOC,Oruro,Litoral,Cruz de Machacamarca,Cruz de Machacamarca,869,1967,1517.0,778,739,1986.618325642716
1422,Gobierno Autónomo Municipal de Esmeralda,Oruro,municipal,GAM,4910318.0,esmeralda,oruro,Municipio/TIOC,Oruro,Litoral,Esmeralda,Esmeralda,952,2702,3882.0,1911,1971,1264.8938691396188
1423,Gobierno Autónomo Municipal de Toledo,Oruro,municipal,GAM,13414809.0,toledo,oruro,Municipio/TIOC,Oruro,Saucarí,Toledo,Toledo,7763,10149,12202.0,6236,5966,1099.3942796262909
1424,Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca),Oruro,municipal,GAM,7118340.0,andamarca,oruro,Municipio/TIOC,Oruro,Sur Carangas,Andamarca,Andamarca,4588,5216,6311.0,3282,3029,1127.925843764855
1425,Gobierno Autónomo Municipal de Belén de Andamarca,Oruro,municipal,GAM,3363289.0,belen de andamarca,oruro,Municipio/TIOC,Oruro,Sur Carangas,Belén de Andamarca,Belén de Andamarca,1548,2016,3061.0,1569,1492,1098.7549820320157
1427,Gobierno Autónomo Municipal de Pampa Aullagas,Oruro,municipal,GAM,5151173.0,pampa aullagas,oruro,Municipio/TIOC,Oruro,Ladislao Cabrera,Pampa Aullagas,Pampa Aullagas,2975,2973,3197.0,1661,1536,1611.2521113543949
1428,Gobierno Autónomo Municipal de La Rivera,Oruro,municipal,GAM,2918255.0,la rivera,oruro,Municipio/TIOC,Oruro,Mejillones,La Rivera,La Rivera,390,509,1262.0,616,646,2312.404912836767
1429,Gobierno Autónomo Municipal de Todos Santos,Oruro,municipal,GAM,1632674.0,todos santos,oruro,Municipio/TIOC,Oruro,Mejillones,Todos Santos,Todos Santos,387,727,1140.0,607,533,1432.1701754385965
1430,Gobierno Autónomo Municipal de Carangas,Oruro,municipal,GAM,5366864.0,carangas,oruro,Municipio/TIOC,Oruro,Mejillones,Carangas,Carangas,353,840,1129.0,575,554,4753.643932683791
1431,Gobierno Autónomo Municipal de Sabaya,Oruro,municipal,GAM,17685181.0,sabaya,oruro,Municipio/TIOC,Oruro,Sabaya,Sabaya,Sabaya,4684,8018,15504.0,7988,7516,1140.6850490196077
1432,Gobierno Autónomo Municipal de Coipasa,Oruro,municipal,GAM,3541469.0,coipasa,oruro,Municipio/TIOC,Oruro,Sabaya,Coipasa,Coipasa,616,903,1406.0,739,667,2518.825746799431
1501,Gobierno Autónomo Municipal de Potosí,Potosí,municipal,GAM,393195227.0,potosi,potosi,Municipio/TIOC,Potosí,Tomás Frías,Potosí,Potosí,145057,191302,218702.0,104539,114163,1797.8583963566862
1502,Gobierno Autónomo Municipal de Tinguipaya,Potosí,municipal,GAM,39168376.0,tinguipaya,potosi,Municipio/TIOC,Potosí,Tomás Frías,Tinguipaya,Tinguipaya,21794,27200,28942.0,16216,12726,1353.340335844102
1503,Gobierno Autónomo Municipal de Yocalla,Potosí,municipal,GAM,13179641.0,yocalla,potosi,Municipio/TIOC,Potosí,Tomás Frías,Yocalla,Yocalla,8046,8979,12253.0,6276,5977,1075.625642699747
1504,Gobierno Autónomo Municipal de Urmiri,Potosí,municipal,GAM,4488097.0,urmiri,potosi,Municipio/TIOC,Potosí,Tomás Frías,Urmiri,Urmiri,2025,2759,3121.0,1852,1269,1438.031720602371
1505,Gobierno Autónomo Municipal de Uncía,Potosí,municipal,GAM,42020650.0,uncia,potosi,Municipio/TIOC,Potosí,Rafael Bustillo,Uncía,Uncía,18704,22020,22768.0,11672,11096,1845.601282501757
1506,Gobierno Autónomo Municipal de Chayanta,Potosí,municipal,GAM,18383004.0,chayanta,potosi,Municipio/TIOC,Potosí,Rafael Bustillo,Chayanta,Chayanta,14165,16129,16021.0,8334,7687,1147.4317458335934
1507,Gobierno Autónomo Municipal de Llallagua,Potosí,municipal,GAM,60503562.0,llallagua,potosi,Municipio/TIOC,Potosí,Rafael Bustillo,Llallagua,Llallagua,36909,41104,41686.0,19749,21937,1451.412032816773
1508,Gobierno Autónomo Municipal de Betanzos,Potosí,municipal,GAM,33608920.0,betanzos,potosi,Municipio/TIOC,Potosí,Cornelio Saavedra,Betanzos,Betanzos,36308,33922,31904.0,15953,15951,1053.4390672016048
1509,Gobierno Autónomo Municipal de Chaqui,Potosí,municipal,GAM,9515621.0,chaqui,potosi,Municipio/TIOC,Potosí,Cornelio Saavedra,Chaquí,Chaquí,9644,9910,9285.0,4585,4700,1024.8380183091008
1510,Gobierno Autónomo Municipal de Tacobamba,Potosí,municipal,GAM,16412622.0,tacobamba,potosi,Municipio/TIOC,Potosí,Cornelio Saavedra,Tacobamba,Tacobamba,12754,11835,14366.0,7839,6527,1142.4628985103718
1511,Gobierno Autónomo Municipal de Colquechaca,Potosí,municipal,GAM,29450067.0,colquechaca,potosi,Municipio/TIOC,Potosí,Chayanta,Colquechaca,Colquechaca,13816,15260,16363.0,9160,7203,1799.7963087453402
1512,Gobierno Autónomo Municipal de Ravelo,Potosí,municipal,GAM,18645113.0,ravelo,potosi,Municipio/TIOC,Potosí,Chayanta,Ravelo,Ravelo,20536,21213,16909.0,8930,7979,1102.6739014725886
1513,Gobierno Autónomo Municipal de Pocoata,Potosí,municipal,GAM,37323341.0,pocoata,potosi,Municipio/TIOC,Potosí,Chayanta,Pocoata,Pocoata,20116,26330,32641.0,16977,15664,1143.4496798504947
1514,Gobierno Autónomo Municipal de Ocurí,Potosí,municipal,GAM,14867447.0,ocuri,potosi,Municipio/TIOC,Potosí,Chayanta,Ocurí,Ocurí,18516,16118,14532.0,8250,6282,1023.0833333333334
1516,Gobierno Autónomo Municipal de Toro Toro,Potosí,municipal,GAM,14595571.0,toro toro,potosi,Municipio/TIOC,Potosí,Charcas,Toro Toro,Toro Toro,10535,10870,10714.0,5511,5203,1362.2896210565616
1517,Gobierno Autónomo Municipal de Cotagaita,Potosí,municipal,GAM,41484146.0,cotagaita,potosi,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Cotagaita,24025,31801,29221.0,14451,14770,1419.6689367235892
1518,Gobierno Autónomo Municipal de Vitichi,Potosí,municipal,GAM,10592641.0,vitichi,potosi,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Vitichi,11298,10646,10184.0,4886,5298,1040.1257855459544
1519,Gobierno Autónomo Municipal de Tupiza,Potosí,municipal,GAM,64026962.0,tupiza,potosi,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Tupiza,38337,44814,45590.0,22111,23479,1404.4080280763326
1520,Gobierno Autónomo Municipal de Atocha,Potosí,municipal,GAM,21445708.0,atocha,potosi,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Atocha,9536,11234,9610.0,4996,4614,2231.6033298647244
1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",Potosí,municipal,GAM,84434720.0,colcha k,potosi,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""","Colcha ""K""",9645,12997,12740.0,6923,5817,6627.529042386185
1522,Gobierno Autónomo Municipal de San Pedro de Quemes,Potosí,municipal,GAM,5985878.0,san pedro de quemes,potosi,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,San Pedro de Quemes,815,1060,1621.0,876,745,3692.706971005552
1524,Gobierno Autónomo Municipal de Mojinete,Potosí,municipal,GAM,1237707.0,mojinete,potosi,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Mojinete,716,1180,1025.0,516,509,1207.5190243902439
1525,Gobierno Autónomo Municipal de San Antonio de Esmoruco,Potosí,municipal,GAM,2254656.0,san antonio de esmoruco,potosi,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,San Antonio de Esmoruco,1666,2284,1936.0,968,968,1164.595041322314
1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),Potosí,municipal,GAM,18065632.0,sacaca,potosi,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Sacaca,18725,19611,17205.0,9169,8036,1050.0222028480093
1527,Gobierno Autónomo Municipal de Caripuyo,Potosí,municipal,GAM,8798383.0,caripuyo,potosi,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,9030,8704,8458.0,4656,3802,1040.2439110900923
1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),Potosí,municipal,GAM,17396501.0,puna,potosi,Municipio/TIOC,Potosí,José María Linares,Puna,Puna,23612,21917,16389.0,7911,8478,1061.4742205137593
1529,"Gobierno Autónomo Municipal de Caiza ""D""",Potosí,municipal,GAM,14303070.0,caiza d,potosi,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""","Caiza ""D""",10914,12067,12999.0,6463,6536,1100.3207939072236
1530,Gobierno Autónomo Municipal de Uyuni,Potosí,municipal,GAM,61108753.0,uyuni,potosi,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Uyuni,18705,29672,35318.0,17133,18185,1730.2438699813126
1531,Gobierno Autónomo Municipal de Tomave,Potosí,municipal,GAM,8885091.0,tomave,potosi,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Tomave,7970,8854,7845.0,3902,3943,1132.5801147227533
1532,Gobierno Autónomo Municipal de Porco,Potosí,municipal,GAM,29845352.0,porco,potosi,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Porco,5959,10866,14654.0,7978,6676,2036.6693053091306
1533,Gobierno Autónomo Municipal de Arampampa,Potosí,municipal,GAM,3773629.0,arampampa,potosi,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Arampampa,4859,4170,3666.0,1930,1736,1029.3587015821058
1534,Gobierno Autónomo Municipal de Acasio,Potosí,municipal,GAM,4636348.0,acasio,potosi,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Acasio,5764,6161,4471.0,2193,2278,1036.9823305748155
1535,Gobierno Autónomo Municipal de Llica,Potosí,municipal,GAM,5316867.0,llica,potosi,Municipio/TIOC,Potosí,Daniel Campos,Llica,Llica,2901,4150,4187.0,2142,2045,1269.8512061141628
1536,Gobierno Autónomo Municipal de Tahua,Potosí,municipal,GAM,1620696.0,tahua,potosi,Municipio/TIOC,Potosí,Daniel Campos,Tahua,Tahua,2166,1700,1546.0,803,743,1048.3156532988357
1537,Gobierno Autónomo Municipal de Villazón,Potosí,municipal,GAM,72813971.0,villazon,potosi,Municipio/TIOC,Potosí,Modesto Omiste,Villazón,Villazón,36266,44906,49340.0,23609,25731,1475.7594446696392
1538,Gobierno Autónomo Municipal de San Agustín,Potosí,municipal,GAM,2290357.0,san agustin,potosi,Municipio/TIOC,Potosí,Enrique Baldivieso,San Agustín,San Agustín,1640,1684,2126.0,1057,1069,1077.3080903104421
1539,Gobierno Autónomo Municipal de Ckochas,Potosí,municipal,GAM,14798435.0,ckochas,potosi,Municipio/TIOC,Potosí,José María Linares,Ckochas,Ckochas,16886,15812,14338.0,7403,6935,1032.1129167247873
1540,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,Potosí,municipal,GAM,8518166.0,chuquihuta ayllu jucumani,potosi,Municipio/TIOC,Potosí,Rafael Bustillo,Chuquihuta Ayllu Jucumani,Chuquihuta Ayllu Jucumani,6476,8019,8220.0,4489,3731,1036.2732360097323
1541,Gobierno Autónomo Municipal de San Pedro de Macha,Potosí,municipal,GAM,23743424.0,san pedro de macha,potosi,Municipio/TIOC,Potosí,Chayanta,San Pedro de Macha,San Pedro de Macha,17221,19939,21011.0,11569,9442,1130.0473085526628
1601,Gobierno Autónomo Municipal de Tarija,Tarija,municipal,GAM,567296182.0,tarija,tarija,Municipio/TIOC,Tarija,Cercado,Tarija,Tarija,153457,205375,238749.0,116148,122601,2376.119615160692
1602,Gobierno Autónomo Municipal de Padcaya,Tarija,municipal,GAM,38045325.0,padcaya,tarija,Municipio/TIOC,Tarija,Arce,Padcaya,Padcaya,19260,18681,17817.0,9173,8644,2135.338440814952
1603,Gobierno Autónomo Municipal de Bermejo,Tarija,municipal,GAM,92477448.0,bermejo,tarija,Municipio/TIOC,Tarija,Arce,Bermejo,Bermejo,33310,34505,36970.0,18312,18658,2501.4186637814446
1604,Gobierno Autónomo Municipal de Yacuiba,Tarija,municipal,GAM,194028218.0,yacuiba,tarija,Municipio/TIOC,Tarija,Gran Chaco,Yacuiba,Yacuiba,83518,92245,97634.0,48721,48913,1987.3017391482476
1605,Gobierno Autónomo Municipal de Caraparí,Tarija,municipal,GAM,51198627.0,carapari,tarija,Municipio/TIOC,Tarija,Gran Chaco,Caraparí,Caraparí,9035,15366,15559.0,8061,7498,3290.611671701266
1607,Gobierno Autónomo Municipal de Uriondo (Concepción),Tarija,municipal,GAM,33139396.0,uriondo,tarija,Municipio/TIOC,Tarija,Avilez,Uriondo,Uriondo,12331,14781,15923.0,7813,8110,2081.228160522515
1608,Gobierno Autónomo Municipal de Yunchara,Tarija,municipal,GAM,9529971.0,yunchara,tarija,Municipio/TIOC,Tarija,Avilez,Yunchará,Yunchará,5173,5490,4754.0,2338,2416,2004.6215818258308
1609,Gobierno Autónomo Municipal de San Lorenzo,Tarija,municipal,GAM,44450081.0,san lorenzo,tarija,Municipio/TIOC,Tarija,Méndez,San Lorenzo,San Lorenzo,21375,23863,30346.0,14954,15392,1464.7756211691822
1610,Gobierno Autónomo Municipal de El Puente,Tarija,municipal,GAM,22257153.0,el puente,tarija,Municipio/TIOC,Tarija,Méndez,El Puente,El Puente,10663,11354,9523.0,4691,4832,2337.199726976793
1611,Gobierno Autónomo Municipal de Entre Ríos,Tarija,municipal,GAM,33960713.0,entre rios,tarija,Municipio/TIOC,Tarija,O'Connor,Entre Ríos,Entre Ríos,19339,21991,20864.0,10728,10136,1627.7182227760736
1701,Gobierno Autónomo Municipal de Santa Cruz de La Sierra,Santa Cruz,municipal,GAM,4791974704.0,santa cruz de la sierra,santa cruz,Municipio/TIOC,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,Santa Cruz de la Sierra,1131778,1444425,1610982.0,799830,811152,2974.5675023060467
1702,Gobierno Autónomo Municipal de Cotoca,Santa Cruz,municipal,GAM,175825894.0,cotoca,santa cruz,Municipio/TIOC,Santa Cruz,Andrés Ibáñez,Cotoca,Cotoca,36425,55633,106603.0,54479,52124,1649.3522133523447
1703,Gobierno Autónomo Municipal de Porongo (Ayacucho),Santa Cruz,municipal,GAM,159088092.0,porongo,santa cruz,Municipio/TIOC,Santa Cruz,Andrés Ibáñez,Porongo,Porongo,11085,15317,23126.0,11983,11143,6879.187581077575
1704,Gobierno Autónomo Municipal de La Guardia,Santa Cruz,municipal,GAM,257239659.0,la guardia,santa cruz,Municipio/TIOC,Santa Cruz,Andrés Ibáñez,La Guardia,La Guardia,39552,89284,147726.0,73823,73903,1741.3296169936234
