;;;;;;;;;;;;;No Pobre;;;Pobre;;
N°;NIVEL;DEPARTAMENTO;PROVINCIA;MUNICIPIO / TIOC;ÁREA;Inadecuados Materiales de la Vivienda;Insuficientes Espacios en la Vivienda;Inadecuados Servicios de Agua y Saneamiento;Inadecuados Insumos Energéticos;Insuficiencia en educación;Inadecuada atención en salud;Total Población No Pobre;Necesidades Básicas Satisfechas;Umbral;Total Población Pobre;Moderada;Indigente;Marginal
1061;Provincia;SANTA CRUZ ;Velasco;;Urbana;10.181;30.552;12.767;6.479;12.625;5.133;67,9;17,2;50,7;32,1;30,1;2;0
1062;Provincia;SANTA CRUZ ;Velasco;;Rural;29.146;40.328;20.867;32.998;28.550;9.669;26,4;4,3;22,1;73,6;62,2;11,1;0,3
1063;Municipio;SANTA CRUZ ;Velasco;San Ignacio;San Ignacio;28.694;52.770;21.672;27.370;30.092;12.224;46,2;9,8;36,4;53,8;47,6;6,2;0,1
1064;Municipio;SANTA CRUZ ;Velasco;San Ignacio;Urbana;8.240;24.512;11.214;5.071;10.107;4.783;65,8;16;49,8;34,2;31,8;2,4;0
1065;Municipio;SANTA CRUZ ;Velasco;San Ignacio;Rural;20.454;28.258;10.458;22.299;19.985;7.441;28,1;4,1;24;71,9;62,1;9,7;0,1
1066;Municipio;SANTA CRUZ ;Velasco;San Miguel;San Miguel;6.159;11.436;7.516;7.795;7.163;1.582;43,9;12,1;31,8;56,1;47,4;8,3;0,4
1067;Municipio;SANTA CRUZ ;Velasco;San Miguel;Urbana;1.059;3.827;1.126;1.046;1.649;200;77,7;22,3;55,4;22,3;21,9;0,4;0
1068;Municipio;SANTA CRUZ ;Velasco;San Miguel;Rural;5.100;7.609;6.390;6.749;5.514;1.382;25;6,3;18,6;75;61,7;12,7;0,6
1069;Municipio;SANTA CRUZ ;Velasco;San Rafael;San Rafael;4.474;6.674;4.446;4.312;3.920;996;36,7;8,2;28,4;63,3;51,3;11,6;0,5
1070;Municipio;SANTA CRUZ ;Velasco;San Rafael;Urbana;882;2.213;427;362;869;150;73,4;20,6;52,7;26,6;25,9;0,8;0
1071;Municipio;SANTA CRUZ ;Velasco;San Rafael;Rural;3.592;4.461;4.019;3.950;3.051;846;18,8;2,2;16,6;81,2;63,7;16,9;0,7
1072;Provincia;SANTA CRUZ ;Ichilo;;Ichilo;19.630;72.393;29.365;17.342;39.543;13.607;66,1;16,1;49,9;33,9;29,4;4,4;0,2
1073;Provincia;SANTA CRUZ ;Ichilo;;Urbana;4.254;44.666;13.346;1.769;20.287;8.215;77,5;20,2;57,2;22,5;21,7;0,9;0
1074;Provincia;SANTA CRUZ ;Ichilo;;Rural;15.376;27.727;16.019;15.573;19.256;5.392;48,5;9,8;38,7;51,5;41,4;9,7;0,4
1075;Municipio;SANTA CRUZ ;Ichilo;Buena Vista;Buena Vista;2.375;9.940;2.254;2.551;5.556;1.366;71,9;19,5;52,4;28,1;26,2;1,8;0
1076;Municipio;SANTA CRUZ ;Ichilo;Buena Vista;Urbana;444;3.970;767;341;1.727;585;82,3;25,7;56,6;17,7;17,1;0,6;0
1077;Municipio;SANTA CRUZ ;Ichilo;Buena Vista;Rural;1.931;5.970;1.487;2.210;3.829;781;64,7;15,2;49,5;35,3;32,5;2,7;0,1
1078;Municipio;SANTA CRUZ ;Ichilo;San Carlos;San Carlos;2.549;14.229;4.533;2.176;7.364;2.554;71;15,1;55,9;29;26,6;2,3;0,1
1079;Municipio;SANTA CRUZ ;Ichilo;San Carlos;Urbana;901;9.414;2.832;491;4.488;1.829;76;17,2;58,8;24;23,1;0,9;0
1080;Municipio;SANTA CRUZ ;Ichilo;San Carlos;Rural;1.648;4.815;1.701;1.685;2.876;725;60,5;10,8;49,7;39,5;33,9;5,4;0,2
1081;Municipio;SANTA CRUZ ;Ichilo;Yapacaní;Yapacaní;12.601;40.622;20.283;11.274;22.866;8.745;62;15,3;46,7;38;31,9;5,8;0,3
1082;Municipio;SANTA CRUZ ;Ichilo;Yapacaní;Urbana;2.407;26.678;8.920;772;12.236;5.339;75,9;20,2;55,7;24,1;23,2;0,9;0
1083;Municipio;SANTA CRUZ ;Ichilo;Yapacaní;Rural;10.194;13.944;11.363;10.502;10.630;3.406;38,4;7;31,4;61,6;46,7;14,3;0,7
1084;Municipio;SANTA CRUZ ;Ichilo;San Juan;San Juan;2.105;7.602;2.295;1.341;3.757;942;72;18,2;53,8;28;24,8;3,1;0,1
1085;Municipio;SANTA CRUZ ;Ichilo;San Juan;Urbana;502;4.604;827;165;1.836;462;85,5;21,9;63,6;14,5;13,3;1,3;0
1086;Municipio;SANTA CRUZ ;Ichilo;San Juan;Rural;1.603;2.998;1.468;1.176;1.921;480;51,9;12,8;39,1;48,1;42;5,8;0,3
1087;Provincia;SANTA CRUZ ;Chiquitos;;Chiquitos;20.887;78.618;26.908;22.806;53.919;26.718;57,5;18,5;39;42,5;37,1;5,2;0,1
1088;Provincia;SANTA CRUZ ;Chiquitos;;Urbana;5.892;30.921;9.843;2.246;10.251;4.189;79,9;22,3;57,6;20,1;19,3;0,8;0
1089;Provincia;SANTA CRUZ ;Chiquitos;;Rural;14.995;47.697;17.065;20.560;43.668;22.529;44,3;16,2;28,1;55,7;47,6;7,9;0,2
1090;Municipio;SANTA CRUZ ;Chiquitos;San José;San José;10.770;28.696;11.566;12.351;20.740;11.876;46,5;14,7;31,8;53,5;43,9;9,4;0,2
1091;Municipio;SANTA CRUZ ;Chiquitos;San José;Urbana;2.284;9.800;1.558;652;2.939;1.132;83,4;24,7;58,7;16,6;16,1;0,4;0
1092;Municipio;SANTA CRUZ ;Chiquitos;San José;Rural;8.486;18.896;10.008;11.699;17.801;10.744;29,2;10;19,1;70,8;56,9;13,6;0,3
1093;Municipio;SANTA CRUZ ;Chiquitos;Pailón;Pailón;6.782;37.305;11.709;7.025;28.553;13.019;59,9;18,7;41,2;40,1;36,9;3,1;0,1
1094;Municipio;SANTA CRUZ ;Chiquitos;Pailón;Urbana;2.104;13.327;6.359;674;5.323;2.114;73,9;13,7;60,1;26,1;24,9;1,2;0
1095;Municipio;SANTA CRUZ ;Chiquitos;Pailón;Rural;4.678;23.978;5.350;6.351;23.230;10.905;53,3;21,1;32,2;46,7;42,5;4;0,1
1096;Municipio;SANTA CRUZ ;Chiquitos;Roboré;Roboré;3.335;12.617;3.633;3.430;4.626;1.823;75,3;26,3;49;24,7;22,6;2,1;0,1
1097;Municipio;SANTA CRUZ ;Chiquitos;Roboré;Urbana;1.504;7.794;1.926;920;1.989;943;85;32,6;52,4;15;14,6;0,5;0
1098;Municipio;SANTA CRUZ ;Chiquitos;Roboré;Rural;1.831;4.823;1.707;2.510;2.637;880;58,4;15,4;43;41,6;36,5;4,9;0,1
1099;Provincia;SANTA CRUZ ;Sara;;Sara;9.259;33.002;8.951;6.679;15.939;3.123;73,6;24,7;48,9;26,4;24,6;1,8;0
1100;Provincia;SANTA CRUZ ;Sara;;Urbana;2.329;19.337;4.074;1.034;6.971;1.701;84,5;34;50,5;15,5;15,2;0,3;0
1101;Provincia;SANTA CRUZ ;Sara;;Rural;6.930;13.665;4.877;5.645;8.968;1.422;58;11,4;46,6;42;38;3,9;0,1
1102;Municipio;SANTA CRUZ ;Sara;Portachuelo;Portachuelo;1.246;15.107;1.798;1.305;5.541;1.260;87;39,1;47,9;13;12,6;0,4;0
1103;Municipio;SANTA CRUZ ;Sara;Portachuelo;Urbana;546;11.848;1.055;308;3.764;905;91,2;45,1;46,2;8,8;8,6;0,1;0
1104;Municipio;SANTA CRUZ ;Sara;Portachuelo;Rural;700;3.259;743;997;1.777;355;69,8;14,9;54,9;30,2;28,7;1,5;0
1105;Municipio;SANTA CRUZ ;Sara;Santa Rosa;Santa Rosa;7.047;13.281;5.319;4.896;8.512;1.378;58,4;11,2;47,1;41,6;37,8;3,8;0,1
1106;Municipio;SANTA CRUZ ;Sara;Santa Rosa;Urbana;1.053;3.656;1.419;537;1.814;405;69,5;13,4;56,1;30,5;29,6;0,9;0
1107;Municipio;SANTA CRUZ ;Sara;Santa Rosa;Rural;5.994;9.625;3.900;4.359;6.698;973;54,4;10,4;44;45,6;40,7;4,8;0,1
1108;Municipio;SANTA CRUZ ;Sara;Colpa Bélgica;Colpa Bélgica;966;4.614;1.834;478;1.886;485;73,2;15,7;57,5;26,8;26,2;0,5;0
1109;Municipio;SANTA CRUZ ;Sara;Colpa Bélgica;Urbana;730;3.833;1.600;189;1.393;391;76,3;17;59,3;23,7;23,3;0,4;0
1110;Municipio;SANTA CRUZ ;Sara;Colpa Bélgica;Rural;236;781;234;289;493;94;57,7;9,4;48,3;42,3;41;1,1;0,1
1111;Provincia;SANTA CRUZ ;Cordillera;;Cordillera;43.110;95.502;35.770;46.808;51.801;15.195;56,2;15,8;40,4;43,8;41,1;2,6;0
1112;Provincia;SANTA CRUZ ;Cordillera;;Urbana;7.053;30.732;8.280;2.498;10.417;3.709;82,5;30,4;52,1;17,5;17,1;0,4;0
1113;Provincia;SANTA CRUZ ;Cordillera;;Rural;36.057;64.770;27.490;44.310;41.384;11.486;41,6;7,7;33,9;58,4;54,4;3,9;0
1114;Municipio;SANTA CRUZ ;Cordillera;Lagunillas;Lagunillas;1.832;4.654;1.660;3.184;2.110;373;59;11,4;47,6;41;39,2;1,8;0,1
1115;Municipio;SANTA CRUZ ;Cordillera;Lagunillas;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1116;Municipio;SANTA CRUZ ;Cordillera;Lagunillas;Rural;1.832;4.654;1.660;3.184;2.110;373;59;11,4;47,6;41;39,2;1,8;0,1
1117;Municipio;SANTA CRUZ ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Charagua (Autonomía Guaraní Charagua Iyambae);16.617;28.357;11.554;19.795;17.386;4.163;41,5;8,7;32,7;58,5;55,4;3,1;0
1118;Municipio;SANTA CRUZ ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Urbana;1.046;3.835;1.419;554;1.180;274;78,3;27,8;50,5;21,7;21,2;0,5;0
1119;Municipio;SANTA CRUZ ;Cordillera;Charagua (Autonomía Guaraní Charagua Iyambae);Rural;15.571;24.522;10.135;19.241;16.206;3.889;35;5,4;29,6;65;61,4;3,6;0
1120;Municipio;SANTA CRUZ ;Cordillera;Cabezas;Cabezas;5.820;22.089;7.973;7.523;17.636;5.839;57,2;11,4;45,8;42,8;39,6;3,2;0
1121;Municipio;SANTA CRUZ ;Cordillera;Cabezas;Urbana;2.061;6.729;3.635;959;3.069;595;67,5;10,4;57,1;32,5;31,7;0,8;0
1122;Municipio;SANTA CRUZ ;Cordillera;Cabezas;Rural;3.759;15.360;4.338;6.564;14.567;5.244;53,3;11,7;41,6;46,7;42,5;4,1;0
1123;Municipio;SANTA CRUZ ;Cordillera;Cuevo;Cuevo;1.375;3.762;987;2.032;1.547;263;66,9;17,4;49,5;33,1;31,8;1,4;0
1124;Municipio;SANTA CRUZ ;Cordillera;Cuevo;Urbana;333;1.872;207;183;557;76;88,1;27,3;60,7;11,9;11,7;0,2;0
1125;Municipio;SANTA CRUZ ;Cordillera;Cuevo;Rural;1.042;1.890;780;1.849;990;187;42,3;5,9;36,4;57,7;54,9;2,7;0
1126;Municipio;SANTA CRUZ ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Gutiérrez (Autonomía Indígena Kereimba Iyaambae);9.546;12.089;7.563;9.493;4.720;957;30,6;4,3;26,3;69,4;65,5;3,9;0
1127;Municipio;SANTA CRUZ ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1128;Municipio;SANTA CRUZ ;Cordillera;Gutiérrez (Autonomía Indígena Kereimba Iyaambae);Rural;9.546;12.089;7.563;9.493;4.720;957;30,6;4,3;26,3;69,4;65,5;3,9;0
1129;Municipio;SANTA CRUZ ;Cordillera;Camiri;Camiri;6.282;20.694;4.945;3.419;6.282;3.203;79,9;34;45,8;20,1;19,4;0,7;0
1130;Municipio;SANTA CRUZ ;Cordillera;Camiri;Urbana;2.939;15.746;2.537;444;4.582;2.646;87,7;39,3;48,5;12,3;12;0,3;0
1131;Municipio;SANTA CRUZ ;Cordillera;Camiri;Rural;3.343;4.948;2.408;2.975;1.700;557;45,9;11,4;34,5;54,1;51,4;2,6;0
1132;Municipio;SANTA CRUZ ;Cordillera;Boyuibe;Boyuibe;1.638;3.857;1.088;1.362;2.120;397;64,1;15,4;48,6;35,9;29,3;6,5;0,1
1133;Municipio;SANTA CRUZ ;Cordillera;Boyuibe;Urbana;674;2.550;482;358;1.029;118;83,3;21,2;62,1;16,7;16,5;0,2;0
1134;Municipio;SANTA CRUZ ;Cordillera;Boyuibe;Rural;964;1.307;606;1.004;1.091;279;18,6;1,7;16,9;81,4;59,5;21,5;0,5
1135;Provincia;SANTA CRUZ ;Valle Grande;;Valle Grande;6.339;15.344;6.459;7.170;9.696;1.785;72,2;30,3;41,9;27,8;25,2;2,5;0
1136;Provincia;SANTA CRUZ ;Valle Grande;;Urbana;769;6.355;669;161;2.752;637;91;41,7;49,3;9;8,8;0,2;0
1137;Provincia;SANTA CRUZ ;Valle Grande;;Rural;5.570;8.989;5.790;7.009;6.944;1.148;59,2;22,4;36,8;40,8;36,7;4,1;0
1138;Municipio;SANTA CRUZ ;Valle Grande;Vallegrande;Vallegrande;3.587;9.898;3.536;3.841;5.974;1.194;75,7;31,8;43,9;24,3;22,5;1,8;0
1139;Municipio;SANTA CRUZ ;Valle Grande;Vallegrande;Urbana;769;6.355;669;161;2.752;637;91;41,7;49,3;9;8,8;0,2;0
1140;Municipio;SANTA CRUZ ;Valle Grande;Vallegrande;Rural;2.818;3.543;2.867;3.680;3.222;557;49,6;14,9;34,7;50,4;45,8;4,5;0
1141;Municipio;SANTA CRUZ ;Valle Grande;Trigal;Trigal;339;1.375;468;487;684;69;84;33,8;50,2;16;15,3;0,7;0
1142;Municipio;SANTA CRUZ ;Valle Grande;Trigal;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1143;Municipio;SANTA CRUZ ;Valle Grande;Trigal;Rural;339;1.375;468;487;684;69;84;33,8;50,2;16;15,3;0,7;0
1144;Municipio;SANTA CRUZ ;Valle Grande;Moromoro;Moromoro;1.040;1.705;1.034;1.065;1.470;301;57;17,2;39,8;43;38,9;4,1;0
1145;Municipio;SANTA CRUZ ;Valle Grande;Moromoro;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1146;Municipio;SANTA CRUZ ;Valle Grande;Moromoro;Rural;1.040;1.705;1.034;1.065;1.470;301;57;17,2;39,8;43;38,9;4,1;0
1147;Municipio;SANTA CRUZ ;Valle Grande;Postrervalle;Postrervalle;608;1.087;594;700;757;81;63,9;33,5;30,4;36,1;28,6;7,5;0
1148;Municipio;SANTA CRUZ ;Valle Grande;Postrervalle;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1149;Municipio;SANTA CRUZ ;Valle Grande;Postrervalle;Rural;608;1.087;594;700;757;81;63,9;33,5;30,4;36,1;28,6;7,5;0
1150;Municipio;SANTA CRUZ ;Valle Grande;Pucará;Pucará;765;1.279;827;1.077;811;140;58,1;29;29;41,9;37,8;4,1;0
1151;Municipio;SANTA CRUZ ;Valle Grande;Pucará;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1152;Municipio;SANTA CRUZ ;Valle Grande;Pucará;Rural;765;1.279;827;1.077;811;140;58,1;29;29;41,9;37,8;4,1;0
1153;Provincia;SANTA CRUZ ;Florida;;Florida;6.379;24.712;10.450;6.240;17.177;5.270;68,7;20;48,7;31,3;27,3;3,9;0,1
1154;Provincia;SANTA CRUZ ;Florida;;Urbana;1.327;10.664;4.132;388;6.472;2.561;78,7;26,3;52,4;21,3;20,2;1;0
1155;Provincia;SANTA CRUZ ;Florida;;Rural;5.052;14.048;6.318;5.852;10.705;2.709;60,3;14,8;45,6;39,7;33,2;6,3;0,2
1156;Municipio;SANTA CRUZ ;Florida;Samaipata;Samaipata;1.778;7.379;2.888;1.928;4.745;1.350;72,6;24,5;48,2;27,4;24,3;3,1;0
1157;Municipio;SANTA CRUZ ;Florida;Samaipata;Urbana;351;3.205;941;97;1.385;643;85,4;35,5;50;14,6;13,9;0,7;0
1158;Municipio;SANTA CRUZ ;Florida;Samaipata;Rural;1.427;4.174;1.947;1.831;3.360;707;62,5;15,8;46,8;37,5;32,5;5;0
1159;Municipio;SANTA CRUZ ;Florida;Pampagrande;Pampagrande;1.607;6.461;2.270;1.648;5.189;1.661;67,6;17,8;49,8;32,4;28,3;4;0,1
1160;Municipio;SANTA CRUZ ;Florida;Pampagrande;Urbana;376;2.553;714;124;2.107;714;75,7;20,3;55,4;24,3;23;1,3;0
1161;Municipio;SANTA CRUZ ;Florida;Pampagrande;Rural;1.231;3.908;1.556;1.524;3.082;947;62;16,1;45,9;38;32;5,8;0,2
1162;Municipio;SANTA CRUZ ;Florida;Mairana;Mairana;2.095;8.457;4.356;1.811;5.803;2.002;66,5;18,8;47,7;33,5;28,6;4,7;0,2
1163;Municipio;SANTA CRUZ ;Florida;Mairana;Urbana;600;4.906;2.477;167;2.980;1.204;75,9;23,4;52,5;24,1;23;1,1;0
1164;Municipio;SANTA CRUZ ;Florida;Mairana;Rural;1.495;3.551;1.879;1.644;2.823;798;51,8;11,6;40,2;48,2;37,4;10,4;0,4
1165;Municipio;SANTA CRUZ ;Florida;Quirusillas;Quirusillas;899;2.415;936;853;1.440;257;66,3;15,3;51;33,7;30,4;3,3;0
1166;Municipio;SANTA CRUZ ;Florida;Quirusillas;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1167;Municipio;SANTA CRUZ ;Florida;Quirusillas;Rural;899;2.415;936;853;1.440;257;66,3;15,3;51;33,7;30,4;3,3;0
1168;Provincia;SANTA CRUZ ;Obispo Santisteban;;Obispo Santisteban;22.226;145.325;41.265;7.667;63.019;18.533;79,9;26;54;20,1;19,3;0,7;0,1
1169;Provincia;SANTA CRUZ ;Obispo Santisteban;;Urbana;15.581;127.771;36.789;4.038;51.770;16.696;82,4;27,8;54,6;17,6;17,2;0,5;0
1170;Provincia;SANTA CRUZ ;Obispo Santisteban;;Rural;6.645;17.554;4.476;3.629;11.249;1.837;60,4;11,4;49;39,6;36,5;2,6;0,6
1171;Municipio;SANTA CRUZ ;Obispo Santisteban;Montero;Montero;9.606;93.097;25.067;2.038;35.418;12.503;83,9;30,1;53,8;16,1;15,7;0,4;0
1172;Municipio;SANTA CRUZ ;Obispo Santisteban;Montero;Urbana;9.508;92.423;24.795;1.854;35.052;12.423;84;30,2;53,9;16;15,6;0,4;0
1173;Municipio;SANTA CRUZ ;Obispo Santisteban;Montero;Rural;98;674;272;184;366;80;61,5;14,8;46,6;38,5;34,7;3,9;0
1174;Municipio;SANTA CRUZ ;Obispo Santisteban;General Saavedra;General Saavedra;4.033;13.535;4.351;2.168;7.954;1.228;65,1;13,1;51,9;34,9;33,6;1,3;0
1175;Municipio;SANTA CRUZ ;Obispo Santisteban;General Saavedra;Urbana;990;6.194;2.477;465;3.001;537;75,1;17,7;57,4;24,9;24,4;0,5;0
1176;Municipio;SANTA CRUZ ;Obispo Santisteban;General Saavedra;Rural;3.043;7.341;1.874;1.703;4.953;691;56;9;47;44;42;1,9;0
1177;Municipio;SANTA CRUZ ;Obispo Santisteban;Mineros;Mineros;3.413;18.029;4.117;1.583;8.988;2.483;76,2;24,3;52;23,8;22,7;1,1;0
1178;Municipio;SANTA CRUZ ;Obispo Santisteban;Mineros;Urbana;1.941;14.457;3.173;675;6.429;2.086;81,3;28,2;53,1;18,7;18;0,7;0
1179;Municipio;SANTA CRUZ ;Obispo Santisteban;Mineros;Rural;1.472;3.572;944;908;2.559;397;54,6;7,5;47,1;45,4;42,8;2,7;0
1180;Municipio;SANTA CRUZ ;Obispo Santisteban;Fernández Alonso;Fernández Alonso;2.234;10.129;3.915;1.052;5.738;1.584;71,7;16,6;55,1;28,3;25,6;1,8;0,9
1181;Municipio;SANTA CRUZ ;Obispo Santisteban;Fernández Alonso;Urbana;1.383;8.341;3.193;605;4.504;1.246;75,7;17,9;57,9;24,3;23,5;0,8;0
1182;Municipio;SANTA CRUZ ;Obispo Santisteban;Fernández Alonso;Rural;851;1.788;722;447;1.234;338;51,2;10,1;41;48,8;36,3;7;5,5
1183;Municipio;SANTA CRUZ ;Obispo Santisteban;San Pedro;San Pedro;2.940;10.535;3.815;826;4.921;735;75,8;15,6;60,2;24,2;23,4;0,9;0
1184;Municipio;SANTA CRUZ ;Obispo Santisteban;San Pedro;Urbana;1.759;6.356;3.151;439;2.784;404;75,6;13,7;61,9;24,4;24;0,5;0
1185;Municipio;SANTA CRUZ ;Obispo Santisteban;San Pedro;Rural;1.181;4.179;664;387;2.137;331;76,1;18,7;57,4;23,9;22,4;1,6;0
1186;Provincia;SANTA CRUZ ;Ñuflo de Chávez;;Ñuflo de Chávez;37.091;94.088;46.885;30.878;54.897;16.142;57,8;13,5;44,3;42,2;38,8;3,3;0,1
1187;Provincia;SANTA CRUZ ;Ñuflo de Chávez;;Urbana;12.965;49.041;26.212;5.817;22.655;8.169;68,2;16;52,3;31,8;30,4;1,3;0
1188;Provincia;SANTA CRUZ ;Ñuflo de Chávez;;Rural;24.126;45.047;20.673;25.061;32.242;7.973;47;11;36;53;47,5;5,4;0,2
1189;Municipio;SANTA CRUZ ;Ñuflo de Chávez;Concepción;Concepción;14.176;23.061;15.364;13.865;12.274;5.084;39,5;9,1;30,4;60,5;53,6;6,7;0,2
1190;Municipio;SANTA CRUZ ;Ñuflo de Chávez;Concepción;Urbana;4.847;11.828;7.360;3.606;4.642;2.467;55,1;14,5;40,6;44,9;42;2,9;0
1191;Municipio;SANTA CRUZ ;Ñuflo de Chávez;Concepción;Rural;9.329;11.233;8.004;10.259;7.632;2.617;23,4;3,5;19,9;76,6;65,5;10,7;0,4
1192;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Javier;San Javier;6.030;11.779;5.021;3.715;5.717;1.620;52,4;10,6;41,8;47,6;44,2;3,3;0,1
1193;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Javier;Urbana;2.409;6.461;2.779;568;2.713;929;63,4;14,6;48,9;36,6;35,2;1,3;0,1
1194;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Javier;Rural;3.621;5.318;2.242;3.147;3.004;691;38,7;5,7;33;61,3;55,4;5,8;0,1
1195;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Julián;San Julián;9.647;30.731;16.558;5.940;18.375;4.266;65,5;14,9;50,5;34,5;32,1;2,4;0
1196;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Julián;Urbana;2.937;16.705;10.861;873;8.455;2.660;73,7;18,1;55,6;26,3;25,6;0,7;0
1197;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Julián;Rural;6.710;14.026;5.697;5.067;9.920;1.606;55,5;11,1;44,4;44,5;40;4,5;0,1
1198;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Antonio de Lomerio;San Antonio de Lomerio;2.651;5.003;1.937;4.488;2.519;217;49,6;10,5;39,1;50,4;49;1,4;0
1199;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Antonio de Lomerio;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1200;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Antonio de Lomerio;Rural;2.651;5.003;1.937;4.488;2.519;217;49,6;10,5;39,1;50,4;49;1,4;0
1201;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Ramón;San Ramón;2.519;6.742;3.291;1.366;3.315;756;61,3;11,5;49,9;38,7;36;2,6;0
1202;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Ramón;Urbana;1.930;5.901;2.588;562;2.745;640;66,2;12,5;53,7;33,8;32,4;1,4;0
1203;Municipio;SANTA CRUZ ;Ñuflo de Chávez;San Ramón;Rural;589;841;703;804;570;116;31,3;4,9;26,4;68,7;58,8;9,6;0,3
1204;Municipio;SANTA CRUZ ;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;2.068;16.772;4.714;1.504;12.697;4.199;70,7;19,7;51;29,3;27,8;1,6;0
1205;Municipio;SANTA CRUZ ;Ñuflo de Chávez;Cuatro Cañadas;Urbana;842;8.146;2.624;208;4.100;1.473;79,4;16,7;62,8;20,6;19,9;0,6;0
1206;Municipio;SANTA CRUZ ;Ñuflo de Chávez;Cuatro Cañadas;Rural;1.226;8.626;2.090;1.296;8.597;2.726;63,8;22,1;41,7;36,2;33,8;2,3;0,1
1207;Provincia;SANTA CRUZ ;Ángel Sandoval;;Ángel Sandoval;5.689;11.534;5.209;4.556;6.168;1.825;56,3;10,1;46,2;43,7;41;2,7;0
1208;Provincia;SANTA CRUZ ;Ángel Sandoval;;Urbana;1.655;5.847;3.448;928;2.326;758;68,1;13,2;54,9;31,9;30,5;1,4;0
1209;Provincia;SANTA CRUZ ;Ángel Sandoval;;Rural;4.034;5.687;1.761;3.628;3.842;1.067;44,1;7;37,1;55,9;51,8;4,1;0
1210;Municipio;SANTA CRUZ ;Ángel Sandoval;San Matías;San Matías;5.689;11.534;5.209;4.556;6.168;1.825;56,3;10,1;46,2;43,7;41;2,7;0
1211;Municipio;SANTA CRUZ ;Ángel Sandoval;San Matías;Urbana;1.655;5.847;3.448;928;2.326;758;68,1;13,2;54,9;31,9;30,5;1,4;0
1212;Municipio;SANTA CRUZ ;Ángel Sandoval;San Matías;Rural;4.034;5.687;1.761;3.628;3.842;1.067;44,1;7;37,1;55,9;51,8;4,1;0
1213;Provincia;SANTA CRUZ ;Manuel María Caballero;;Manuel María Caballero;6.538;14.850;7.480;3.847;11.776;2.843;61,5;17,3;44,2;38,5;34,4;4;0,1
1214;Provincia;SANTA CRUZ ;Manuel María Caballero;;Urbana;1.348;6.086;1.671;228;4.170;1.191;77,1;25,9;51,2;22,9;22,3;0,6;0
1215;Provincia;SANTA CRUZ ;Manuel María Caballero;;Rural;5.190;8.764;5.809;3.619;7.606;1.652;49,7;10,8;38,8;50,3;43,6;6,5;0,2
1216;Municipio;SANTA CRUZ ;Manuel María Caballero;Comarapa;Comarapa;5.006;10.860;5.738;3.110;8.736;2.070;60,1;18;42,1;39,9;35,4;4,4;0,1
1217;Municipio;SANTA CRUZ ;Manuel María Caballero;Comarapa;Urbana;618;3.689;723;110;2.310;704;81;30,9;50,1;19;18,4;0,6;0
1218;Municipio;SANTA CRUZ ;Manuel María Caballero;Comarapa;Rural;4.388;7.171;5.015;3.000;6.426;1.366;48,1;10,6;37,5;51,9;45,2;6,6;0,2
1219;Municipio;SANTA CRUZ ;Manuel María Caballero;Saipina;Saipina;1.532;3.990;1.742;737;3.040;773;65,3;15,4;50;34,7;31,7;2,8;0,1
1220;Municipio;SANTA CRUZ ;Manuel María Caballero;Saipina;Urbana;730;2.397;948;118;1.860;487;70,5;17,5;53,1;29,5;28,8;0,7;0
1221;Municipio;SANTA CRUZ ;Manuel María Caballero;Saipina;Rural;802;1.593;794;619;1.180;286;57;12;45;43;36,4;6,2;0,4
1222;Provincia;SANTA CRUZ ;Germán Busch;;Germán Busch;6.677;30.519;10.223;5.394;11.100;3.928;77,7;20,1;57,7;22,3;20,7;1,6;0,1
1223;Provincia;SANTA CRUZ ;Germán Busch;;Urbana;3.613;23.297;7.663;1.580;6.879;2.520;84,8;22,8;62,1;15,2;14,8;0,3;0
1224;Provincia;SANTA CRUZ ;Germán Busch;;Rural;3.064;7.222;2.560;3.814;4.221;1.408;54,9;11,4;43,5;45,1;39,5;5,5;0,1
