codigo_entidad,nombre_entidad_sigep,departamento,key_sigep,municipio_ine_sugerido,poblacion_2024,score_aprox,municipio_ine_final
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,Puerto Menor de Rurrenabaque,21240,0.8085,
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,Puerto Siles,1091,0.5161,
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,TIOC-Territorio Indígena Multiétnico,3973,0.3636,
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,Baures,7488,0.24,
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,Trinidad,128589,0.2222,
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,Santa Ana,18088,0.2857,
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,Riberalta,110302,0.2857,
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,puerto rurrenabaque,Huacaraje,4630,0.1429,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,Santa Rosa,2889,0.6667,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,Santos Mercado,2347,0.4706,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,San Pedro,3518,0.4138,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,Nueva Esperanza,1598,0.2286,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,San Lorenzo,9832,0.3871,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,Sena,10522,0.3333,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,Filadelfia,8045,0.3333,
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,santa rosa del abuna,Villa Nueva,2511,0.1935,
