codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,presupuesto_total,provincia_ine,municipio_ine,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
1330,Gobierno Autónomo Municipal de Tapacari,Cochabamba,municipal,GAM,23450715.0,Tapacarí,Tapacarí,25919.0,24625.0,24666.0,12900.0,11766.0,950.7303575772319
1331,Gobierno Autónomo Municipal de Totora,Cochabamba,municipal,GAM,19686463.0,Carrasco,Totora,12927.0,14665.0,14821.0,7823.0,6998.0,1328.2816948923823
1332,Gobierno Autónomo Municipal de Pojo,Cochabamba,municipal,GAM,14766564.0,Carrasco,Pojo,11515.0,10156.0,11865.0,6159.0,5706.0,1244.5481668773705
1333,Gobierno Autónomo Municipal de Pocona,Cochabamba,municipal,GAM,11603755.0,Carrasco,Pocona,13488.0,10750.0,12258.0,6199.0,6059.0,946.6271006689509
1334,Gobierno Autónomo Municipal de Chimoré,Cochabamba,municipal,GAM,37932967.0,Carrasco,Chimoré,14834.0,21736.0,27521.0,14637.0,12884.0,1378.3280767413976
1335,Gobierno Autónomo Municipal de Puerto Villarroel,Cochabamba,municipal,GAM,89805237.0,Carrasco,Puerto Villarroel,40790.0,46627.0,64595.0,33538.0,31057.0,1390.2815542998685
1336,Gobierno Autónomo Municipal de Arani,Cochabamba,municipal,GAM,14051831.0,Arani,Arani,11542.0,9504.0,11183.0,5392.0,5791.0,1256.5350084950371
1337,Gobierno Autónomo Municipal de Vacas,Cochabamba,municipal,GAM,9168031.0,Arani,Vacas,12511.0,8940.0,8409.0,4114.0,4295.0,1090.2641217742894
1338,Gobierno Autónomo Municipal de Arque,Cochabamba,municipal,GAM,13660801.0,Arque,Arque,11806.0,10597.0,10632.0,5559.0,5073.0,1284.8759405568096
1339,Gobierno Autónomo Municipal de Tacopaya,Cochabamba,municipal,GAM,10749066.0,Arque,Tacopaya,11658.0,10253.0,10750.0,5726.0,5024.0,999.9131162790698
1340,Gobierno Autónomo Municipal de Bolivar,Cochabamba,municipal,GAM,7855912.0,Bolívar,Bolívar,8635.0,7279.0,8282.0,4585.0,3697.0,948.5525235450374
1341,Gobierno Autónomo Municipal de Tiraque,Cochabamba,municipal,GAM,18867960.0,Tiraque,Tiraque,20772.0,21231.0,18475.0,9200.0,9275.0,1021.2698240866035
1342,Gobierno Autónomo Municipal de Mizque,Cochabamba,municipal,GAM,26652742.0,Mizque,Mizque,21372.0,19864.0,19896.0,9952.0,9944.0,1339.6030357860877
1343,Gobierno Autónomo Municipal de Vila Vila,Cochabamba,municipal,GAM,5177409.0,Mizque,Vila Vila,4591.0,5459.0,5244.0,2643.0,2601.0,987.3014874141876
1344,Gobierno Autónomo Municipal de Alalay,Cochabamba,municipal,GAM,3528141.0,Mizque,Alalay,4931.0,3447.0,3512.0,1860.0,1652.0,1004.5959567198178
1345,Gobierno Autónomo Municipal de Entre Rios,Cochabamba,municipal,GAM,59456897.0,Carrasco,Entre Ríos,22187.0,31550.0,45780.0,23681.0,22099.0,1298.7526649191786
1346,Gobierno Autónomo Municipal de Cocapata,Cochabamba,municipal,GAM,26506372.0,Ayopaya,Cocapata,17061.0,18076.0,19608.0,10671.0,8937.0,1351.8141574867402
1347,Gobierno Autónomo Municipal de Shinahota,Cochabamba,municipal,GAM,30585034.0,Tiraque,Shinahota,14709.0,20841.0,27172.0,14200.0,12972.0,1125.6084940379803
1401,Gobierno Autónomo Municipal de Oruro,Oruro,municipal,GAM,577774709.0,Cercado,Oruro,201504.0,264943.0,298350.0,142260.0,156090.0,1936.5668141444612
1402,Gobierno Autónomo Municipal de Caracollo,Oruro,municipal,GAM,32785074.0,Cercado,Caracollo,20619.0,23115.0,22850.0,11464.0,11386.0,1434.7953610503282
1403,Gobierno Autónomo Municipal de El Choro,Oruro,municipal,GAM,11860727.0,Cercado,El Choro,5710.0,8725.0,9997.0,5118.0,4879.0,1186.4286285885767
1404,Gobierno Autónomo Municipal de Challapata,Oruro,municipal,GAM,47320012.0,Abaroa,Challapata,24370.0,28918.0,35427.0,18417.0,17010.0,1335.704744968527
1405,Gobierno Autónomo Municipal de Santuario de Quillacas,Oruro,municipal,GAM,11289263.0,Abaroa,Santuario de Quillacas,3305.0,4051.0,5161.0,2665.0,2496.0,2187.417748498353
1406,Gobierno Autónomo Municipal de Huanuni,Oruro,municipal,GAM,30838958.0,Pantaleón Dalence,Huanuni,19428.0,24677.0,20118.0,10232.0,9886.0,1532.903767770156
1407,Gobierno Autónomo Municipal de Machacamarca,Oruro,municipal,GAM,8232802.0,Pantaleón Dalence,Machacamarca,4180.0,4820.0,6120.0,3069.0,3051.0,1345.2290849673202
1408,Gobierno Autónomo Municipal de Poopó (Villa Poopó),Oruro,municipal,GAM,15738980.0,Poopó,Poopó,6163.0,7587.0,9189.0,4726.0,4463.0,1712.8066166068124
1409,Gobierno Autónomo Municipal de Pazña,Oruro,municipal,GAM,7223015.0,Poopó,Pazña,5469.0,5955.0,4251.0,2177.0,2074.0,1699.1331451423196
1410,Gobierno Autónomo Municipal de Antequera,Oruro,municipal,GAM,10684771.0,Poopó,Antequera,3352.0,3264.0,3666.0,1898.0,1768.0,2914.5583742498634
1411,Gobierno Autónomo Municipal de Eucaliptus,Oruro,municipal,GAM,10377993.0,Tomás Barrón,Eucaliptus,5424.0,5267.0,5335.0,2762.0,2573.0,1945.2657919400187
1412,Gobierno Autónomo Municipal de Santiago de Huari,Oruro,municipal,GAM,17800567.0,Sebastián Pagador,Santiago de Huari,10221.0,13283.0,13502.0,7249.0,6253.0,1318.365205154792
1413,Gobierno Autónomo Municipal de Totora,Oruro,municipal,GAM,9667747.0,San Pedro de Totora,Totora,4941.0,5531.0,6637.0,3502.0,3135.0,1456.6441163176135
1414,Gobierno Autónomo Municipal de Corque,Oruro,municipal,GAM,17924466.0,Carangas,Corque,8548.0,9221.0,16101.0,8170.0,7931.0,1113.251723495435
1415,Gobierno Autónomo Municipal de Choquecota,Oruro,municipal,GAM,3413990.0,Carangas,Choquecota,1615.0,1850.0,2504.0,1295.0,1209.0,1363.414536741214
1416,Gobierno Autónomo Municipal de Curahuara de Carangas,Oruro,municipal,GAM,7523030.0,Sajama,Curahuara de Carangas,5278.0,4184.0,6683.0,3472.0,3211.0,1125.696543468502
1417,Gobierno Autónomo Municipal de Turco,Oruro,municipal,GAM,9552263.0,Sajama,Turco,4160.0,5207.0,5803.0,3028.0,2775.0,1646.090470446321
1418,Gobierno Autónomo Municipal de Huachacalla,Oruro,municipal,GAM,4567457.0,Litoral,Huachacalla,1650.0,1003.0,4011.0,2074.0,1937.0,1138.7327349788084
1419,Gobierno Autónomo Municipal de Escara,Oruro,municipal,GAM,6934522.0,Litoral,Escara,863.0,4223.0,4231.0,2234.0,1997.0,1638.9794374852281
1420,Gobierno Autónomo Municipal de Cruz de Machacamarca,Oruro,municipal,GAM,3013700.0,Litoral,Cruz de Machacamarca,869.0,1967.0,1517.0,778.0,739.0,1986.618325642716
1421,Gobierno Autónomo Municipal de Yunguyo de Litoral,Oruro,municipal,GAM,1303623.0,Litoral,Yunguyo del Litoral,221.0,514.0,875.0,444.0,431.0,1489.854857142857
1422,Gobierno Autónomo Municipal de Esmeralda,Oruro,municipal,GAM,4910318.0,Litoral,Esmeralda,952.0,2702.0,3882.0,1911.0,1971.0,1264.8938691396188
1423,Gobierno Autónomo Municipal de Toledo,Oruro,municipal,GAM,13414809.0,Saucarí,Toledo,7763.0,10149.0,12202.0,6236.0,5966.0,1099.3942796262909
1424,Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca),Oruro,municipal,GAM,7118340.0,Sur Carangas,Andamarca,4588.0,5216.0,6311.0,3282.0,3029.0,1127.925843764855
1425,Gobierno Autónomo Municipal de Belén de Andamarca,Oruro,municipal,GAM,3363289.0,Sur Carangas,Belén de Andamarca,1548.0,2016.0,3061.0,1569.0,1492.0,1098.7549820320157
1427,Gobierno Autónomo Municipal de Pampa Aullagas,Oruro,municipal,GAM,5151173.0,Ladislao Cabrera,Pampa Aullagas,2975.0,2973.0,3197.0,1661.0,1536.0,1611.2521113543949
1428,Gobierno Autónomo Municipal de La Rivera,Oruro,municipal,GAM,2918255.0,Mejillones,La Rivera,390.0,509.0,1262.0,616.0,646.0,2312.404912836767
1429,Gobierno Autónomo Municipal de Todos Santos,Oruro,municipal,GAM,1632674.0,Mejillones,Todos Santos,387.0,727.0,1140.0,607.0,533.0,1432.1701754385965
1430,Gobierno Autónomo Municipal de Carangas,Oruro,municipal,GAM,5366864.0,Mejillones,Carangas,353.0,840.0,1129.0,575.0,554.0,4753.643932683791
1431,Gobierno Autónomo Municipal de Sabaya,Oruro,municipal,GAM,17685181.0,Sabaya,Sabaya,4684.0,8018.0,15504.0,7988.0,7516.0,1140.6850490196077
1432,Gobierno Autónomo Municipal de Coipasa,Oruro,municipal,GAM,3541469.0,Sabaya,Coipasa,616.0,903.0,1406.0,739.0,667.0,2518.825746799431
1434,Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca),Oruro,municipal,GAM,11517896.0,Nor Carangas,Santiago de Huayllamarca,5790.0,5502.0,5996.0,3188.0,2808.0,1920.9299533022015
1435,Gobierno Autónomo Municipal de Soracachi,Oruro,municipal,GAM,27060543.0,Cercado,Paria,13978.0,12846.0,15764.0,8057.0,7707.0,1716.6038442019792
1501,Gobierno Autónomo Municipal de Potosí,Potosí,municipal,GAM,393195227.0,Tomás Frías,Potosí,145057.0,191302.0,218702.0,104539.0,114163.0,1797.8583963566862
1502,Gobierno Autónomo Municipal de Tinguipaya,Potosí,municipal,GAM,39168376.0,Tomás Frías,Tinguipaya,21794.0,27200.0,28942.0,16216.0,12726.0,1353.340335844102
1503,Gobierno Autónomo Municipal de Yocalla,Potosí,municipal,GAM,13179641.0,Tomás Frías,Yocalla,8046.0,8979.0,12253.0,6276.0,5977.0,1075.625642699747
1504,Gobierno Autónomo Municipal de Urmiri,Potosí,municipal,GAM,4488097.0,Tomás Frías,Urmiri,2025.0,2759.0,3121.0,1852.0,1269.0,1438.031720602371
1505,Gobierno Autónomo Municipal de Uncía,Potosí,municipal,GAM,42020650.0,Rafael Bustillo,Uncía,18704.0,22020.0,22768.0,11672.0,11096.0,1845.601282501757
1506,Gobierno Autónomo Municipal de Chayanta,Potosí,municipal,GAM,18383004.0,Rafael Bustillo,Chayanta,14165.0,16129.0,16021.0,8334.0,7687.0,1147.4317458335934
1507,Gobierno Autónomo Municipal de Llallagua,Potosí,municipal,GAM,60503562.0,Rafael Bustillo,Llallagua,36909.0,41104.0,41686.0,19749.0,21937.0,1451.412032816773
1508,Gobierno Autónomo Municipal de Betanzos,Potosí,municipal,GAM,33608920.0,Cornelio Saavedra,Betanzos,36308.0,33922.0,31904.0,15953.0,15951.0,1053.4390672016048
1509,Gobierno Autónomo Municipal de Chaqui,Potosí,municipal,GAM,9515621.0,Cornelio Saavedra,Chaquí,9644.0,9910.0,9285.0,4585.0,4700.0,1024.8380183091008
1510,Gobierno Autónomo Municipal de Tacobamba,Potosí,municipal,GAM,16412622.0,Cornelio Saavedra,Tacobamba,12754.0,11835.0,14366.0,7839.0,6527.0,1142.4628985103718
1511,Gobierno Autónomo Municipal de Colquechaca,Potosí,municipal,GAM,29450067.0,Chayanta,Colquechaca,13816.0,15260.0,16363.0,9160.0,7203.0,1799.7963087453402
1512,Gobierno Autónomo Municipal de Ravelo,Potosí,municipal,GAM,18645113.0,Chayanta,Ravelo,20536.0,21213.0,16909.0,8930.0,7979.0,1102.6739014725886
1513,Gobierno Autónomo Municipal de Pocoata,Potosí,municipal,GAM,37323341.0,Chayanta,Pocoata,20116.0,26330.0,32641.0,16977.0,15664.0,1143.4496798504947
1514,Gobierno Autónomo Municipal de Ocurí,Potosí,municipal,GAM,14867447.0,Chayanta,Ocurí,18516.0,16118.0,14532.0,8250.0,6282.0,1023.0833333333334
1515,Gobierno Autónomo Municipal de San Pedro de Buena Vista,Potosí,municipal,GAM,48207623.0,Charcas,San Pedro,27639.0,30012.0,28416.0,15059.0,13357.0,1696.4957418355855
1516,Gobierno Autónomo Municipal de Toro Toro,Potosí,municipal,GAM,14595571.0,Charcas,Toro Toro,10535.0,10870.0,10714.0,5511.0,5203.0,1362.2896210565616
1517,Gobierno Autónomo Municipal de Cotagaita,Potosí,municipal,GAM,41484146.0,Nor Chichas,Cotagaita,24025.0,31801.0,29221.0,14451.0,14770.0,1419.6689367235892
1518,Gobierno Autónomo Municipal de Vitichi,Potosí,municipal,GAM,10592641.0,Nor Chichas,Vitichi,11298.0,10646.0,10184.0,4886.0,5298.0,1040.1257855459544
1519,Gobierno Autónomo Municipal de Tupiza,Potosí,municipal,GAM,64026962.0,Sur Chichas,Tupiza,38337.0,44814.0,45590.0,22111.0,23479.0,1404.4080280763326
1520,Gobierno Autónomo Municipal de Atocha,Potosí,municipal,GAM,21445708.0,Sur Chichas,Atocha,9536.0,11234.0,9610.0,4996.0,4614.0,2231.6033298647244
1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",Potosí,municipal,GAM,84434720.0,Nor Lípez,"Colcha ""K""",9645.0,12997.0,12740.0,6923.0,5817.0,6627.529042386185
1522,Gobierno Autónomo Municipal de San Pedro de Quemes,Potosí,municipal,GAM,5985878.0,Nor Lípez,San Pedro de Quemes,815.0,1060.0,1621.0,876.0,745.0,3692.706971005552
1523,Gobierno Autónomo Municipal de San Pablo de Lípez,Potosí,municipal,GAM,3842453.0,Sur Lípez,San Pablo,2523.0,3371.0,3150.0,1650.0,1500.0,1219.8263492063493
1524,Gobierno Autónomo Municipal de Mojinete,Potosí,municipal,GAM,1237707.0,Sur Lípez,Mojinete,716.0,1180.0,1025.0,516.0,509.0,1207.5190243902439
1525,Gobierno Autónomo Municipal de San Antonio de Esmoruco,Potosí,municipal,GAM,2254656.0,Sur Lípez,San Antonio de Esmoruco,1666.0,2284.0,1936.0,968.0,968.0,1164.595041322314
1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),Potosí,municipal,GAM,18065632.0,Alonso de Ibáñez,Sacaca,18725.0,19611.0,17205.0,9169.0,8036.0,1050.0222028480093
1527,Gobierno Autónomo Municipal de Caripuyo,Potosí,municipal,GAM,8798383.0,Alonso de Ibáñez,Caripuyo,9030.0,8704.0,8458.0,4656.0,3802.0,1040.2439110900923
1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),Potosí,municipal,GAM,17396501.0,José María Linares,Puna,23612.0,21917.0,16389.0,7911.0,8478.0,1061.4742205137593
1529,"Gobierno Autónomo Municipal de Caiza ""D""",Potosí,municipal,GAM,14303070.0,José María Linares,"Caiza ""D""",10914.0,12067.0,12999.0,6463.0,6536.0,1100.3207939072236
1530,Gobierno Autónomo Municipal de Uyuni,Potosí,municipal,GAM,61108753.0,Antonio Quijarro,Uyuni,18705.0,29672.0,35318.0,17133.0,18185.0,1730.2438699813126
1531,Gobierno Autónomo Municipal de Tomave,Potosí,municipal,GAM,8885091.0,Antonio Quijarro,Tomave,7970.0,8854.0,7845.0,3902.0,3943.0,1132.5801147227533
1532,Gobierno Autónomo Municipal de Porco,Potosí,municipal,GAM,29845352.0,Antonio Quijarro,Porco,5959.0,10866.0,14654.0,7978.0,6676.0,2036.6693053091306
1533,Gobierno Autónomo Municipal de Arampampa,Potosí,municipal,GAM,3773629.0,General Bernardino Bilbao,Arampampa,4859.0,4170.0,3666.0,1930.0,1736.0,1029.3587015821058
1534,Gobierno Autónomo Municipal de Acasio,Potosí,municipal,GAM,4636348.0,General Bernardino Bilbao,Acasio,5764.0,6161.0,4471.0,2193.0,2278.0,1036.9823305748155
1535,Gobierno Autónomo Municipal de Llica,Potosí,municipal,GAM,5316867.0,Daniel Campos,Llica,2901.0,4150.0,4187.0,2142.0,2045.0,1269.8512061141628
1536,Gobierno Autónomo Municipal de Tahua,Potosí,municipal,GAM,1620696.0,Daniel Campos,Tahua,2166.0,1700.0,1546.0,803.0,743.0,1048.3156532988357
1537,Gobierno Autónomo Municipal de Villazón,Potosí,municipal,GAM,72813971.0,Modesto Omiste,Villazón,36266.0,44906.0,49340.0,23609.0,25731.0,1475.7594446696392
1538,Gobierno Autónomo Municipal de San Agustín,Potosí,municipal,GAM,2290357.0,Enrique Baldivieso,San Agustín,1640.0,1684.0,2126.0,1057.0,1069.0,1077.3080903104421
1539,Gobierno Autónomo Municipal de Ckochas,Potosí,municipal,GAM,14798435.0,José María Linares,Ckochas,16886.0,15812.0,14338.0,7403.0,6935.0,1032.1129167247873
1540,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,Potosí,municipal,GAM,8518166.0,Rafael Bustillo,Chuquihuta Ayllu Jucumani,6476.0,8019.0,8220.0,4489.0,3731.0,1036.2732360097323
1541,Gobierno Autónomo Municipal de San Pedro de Macha,Potosí,municipal,GAM,23743424.0,Chayanta,San Pedro de Macha,17221.0,19939.0,21011.0,11569.0,9442.0,1130.0473085526628
1601,Gobierno Autónomo Municipal de Tarija,Tarija,municipal,GAM,567296182.0,Cercado,Tarija,153457.0,205375.0,238749.0,116148.0,122601.0,2376.119615160692
1602,Gobierno Autónomo Municipal de Padcaya,Tarija,municipal,GAM,38045325.0,Arce,Padcaya,19260.0,18681.0,17817.0,9173.0,8644.0,2135.338440814952
1603,Gobierno Autónomo Municipal de Bermejo,Tarija,municipal,GAM,92477448.0,Arce,Bermejo,33310.0,34505.0,36970.0,18312.0,18658.0,2501.4186637814446
1604,Gobierno Autónomo Municipal de Yacuiba,Tarija,municipal,GAM,194028218.0,Gran Chaco,Yacuiba,83518.0,92245.0,97634.0,48721.0,48913.0,1987.3017391482476
1605,Gobierno Autónomo Municipal de Caraparí,Tarija,municipal,GAM,51198627.0,Gran Chaco,Caraparí,9035.0,15366.0,15559.0,8061.0,7498.0,3290.611671701266
1606,Gobierno Autónomo Municipal de Villamontes,Tarija,municipal,GAM,93009878.0,Gran Chaco,Villa Montes,23765.0,39867.0,46071.0,23557.0,22514.0,2018.8378372511993
1607,Gobierno Autónomo Municipal de Uriondo (Concepción),Tarija,municipal,GAM,33139396.0,Avilez,Uriondo,12331.0,14781.0,15923.0,7813.0,8110.0,2081.228160522515
1608,Gobierno Autónomo Municipal de Yunchara,Tarija,municipal,GAM,9529971.0,Avilez,Yunchará,5173.0,5490.0,4754.0,2338.0,2416.0,2004.6215818258308
1609,Gobierno Autónomo Municipal de San Lorenzo,Tarija,municipal,GAM,44450081.0,Méndez,San Lorenzo,21375.0,23863.0,30346.0,14954.0,15392.0,1464.7756211691822
1610,Gobierno Autónomo Municipal de El Puente,Tarija,municipal,GAM,22257153.0,Méndez,El Puente,10663.0,11354.0,9523.0,4691.0,4832.0,2337.199726976793
1611,Gobierno Autónomo Municipal de Entre Ríos,Tarija,municipal,GAM,33960713.0,O'Connor,Entre Ríos,19339.0,21991.0,20864.0,10728.0,10136.0,1627.7182227760736
1701,Gobierno Autónomo Municipal de Santa Cruz de La Sierra,Santa Cruz,municipal,GAM,4791974704.0,Andrés Ibáñez,Santa Cruz de la Sierra,1131778.0,1444425.0,1610982.0,799830.0,811152.0,2974.5675023060467
1702,Gobierno Autónomo Municipal de Cotoca,Santa Cruz,municipal,GAM,175825894.0,Andrés Ibáñez,Cotoca,36425.0,55633.0,106603.0,54479.0,52124.0,1649.3522133523447
1703,Gobierno Autónomo Municipal de Porongo (Ayacucho),Santa Cruz,municipal,GAM,159088092.0,Andrés Ibáñez,Porongo,11085.0,15317.0,23126.0,11983.0,11143.0,6879.187581077575
1704,Gobierno Autónomo Municipal de La Guardia,Santa Cruz,municipal,GAM,257239659.0,Andrés Ibáñez,La Guardia,39552.0,89284.0,147726.0,73823.0,73903.0,1741.3296169936234
1705,Gobierno Autónomo Municipal de El Torno,Santa Cruz,municipal,GAM,91566756.0,Andrés Ibáñez,El Torno,37961.0,49652.0,55697.0,28264.0,27433.0,1644.015943408083
1706,Gobierno Autónomo Municipal de Warnes,Santa Cruz,municipal,GAM,359415375.0,Warnes,Warnes,45318.0,96406.0,151248.0,76819.0,74429.0,2376.3314225642653
1707,Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco),Santa Cruz,municipal,GAM,77924456.0,Velasco,San Ignacio,41412.0,52362.0,67103.0,35121.0,31982.0,1161.2663517279407
1708,Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco),Santa Cruz,municipal,GAM,21771696.0,Velasco,San Miguel,10273.0,11327.0,15239.0,8164.0,7075.0,1428.6827219633835
1709,Gobierno Autónomo Municipal de San Rafael,Santa Cruz,municipal,GAM,14731530.0,Velasco,San Rafael,5017.0,6139.0,8842.0,4934.0,3908.0,1666.0857272110381
1710,Gobierno Autónomo Municipal de Buena Vista,Santa Cruz,municipal,GAM,26553990.0,Ichilo,Buena Vista,13273.0,12879.0,13651.0,7381.0,6270.0,1945.2047469049887
1711,Gobierno Autónomo Municipal de San Carlos,Santa Cruz,municipal,GAM,25580506.0,Ichilo,San Carlos,16502.0,20093.0,18942.0,9807.0,9135.0,1350.4648928307465
1712,Gobierno Autónomo Municipal de Yapacaní,Santa Cruz,municipal,GAM,82374547.0,Ichilo,Yapacaní,31538.0,50558.0,57794.0,31127.0,26667.0,1425.3131293905942
1713,Gobierno Autónomo Municipal de San José,Santa Cruz,municipal,GAM,51078195.0,Chiquitos,San José,16599.0,28922.0,40974.0,21959.0,19015.0,1246.6001610777566
1714,Gobierno Autónomo Municipal de Pailón,Santa Cruz,municipal,GAM,85183116.0,Chiquitos,Pailón,28520.0,37866.0,54495.0,28647.0,25848.0,1563.136361134049
1715,Gobierno Autónomo Municipal de Roboré,Santa Cruz,municipal,GAM,20940824.0,Chiquitos,Roboré,15240.0,15641.0,18763.0,10024.0,8739.0,1116.0701380376272
1716,Gobierno Autónomo Municipal de Portachuelo,Santa Cruz,municipal,GAM,28807102.0,Sara,Portachuelo,16408.0,17885.0,20743.0,10641.0,10102.0,1388.7625705057128
1717,Gobierno Autónomo Municipal de Santa Rosa del Sara,Santa Cruz,municipal,GAM,20610729.0,Sara,Santa Rosa,15052.0,19217.0,17999.0,9776.0,8223.0,1145.1041168953832
1718,Gobierno Autónomo Municipal de Lagunillas,Santa Cruz,municipal,GAM,9443826.0,Cordillera,Lagunillas,5283.0,5366.0,5946.0,3083.0,2863.0,1588.2653884964682
1720,Gobierno Autónomo Municipal de Cabezas,Santa Cruz,municipal,GAM,35215475.0,Cordillera,Cabezas,22296.0,26434.0,32961.0,17494.0,15467.0,1068.398258547981
1721,Gobierno Autónomo Municipal de Cuevo,Santa Cruz,municipal,GAM,4926870.0,Cordillera,Cuevo,3406.0,5052.0,5335.0,2859.0,2476.0,923.4995313964387
1723,Gobierno Autónomo Municipal de Camiri,Santa Cruz,municipal,GAM,41500000.0,Cordillera,Camiri,30897.0,33838.0,32285.0,15739.0,16546.0,1285.4266687316092
1724,Gobierno Autónomo Municipal de Boyuibe,Santa Cruz,municipal,GAM,5737583.0,Cordillera,Boyuibe,4031.0,5087.0,5612.0,2980.0,2632.0,1022.377583749109
1725,Gobierno Autónomo Municipal de Vallegrande,Santa Cruz,municipal,GAM,31403432.0,Valle Grande,Vallegrande,16837.0,17208.0,17249.0,8787.0,8462.0,1820.5943532958433
1726,Gobierno Autónomo Municipal de Trigal,Santa Cruz,municipal,GAM,2451369.0,Valle Grande,Trigal,2133.0,2135.0,2359.0,1197.0,1162.0,1039.1559983043662
1727,Gobierno Autónomo Municipal de Moro Moro,Santa Cruz,municipal,GAM,4354001.0,Valle Grande,Moromoro,3366.0,2767.0,2793.0,1443.0,1350.0,1558.8976011457214
1728,Gobierno Autónomo Municipal de Postrer Valle,Santa Cruz,municipal,GAM,1757150.0,Valle Grande,Postrervalle,2545.0,2390.0,1806.0,993.0,813.0,972.9512735326689
1729,Gobierno Autónomo Municipal de Pucara,Santa Cruz,municipal,GAM,2055912.0,Valle Grande,Pucará,2548.0,2076.0,2015.0,1097.0,918.0,1020.3037220843672
1730,Gobierno Autónomo Municipal de Samaipata,Santa Cruz,municipal,GAM,19597083.0,Florida,Samaipata,9739.0,10472.0,11843.0,6247.0,5596.0,1654.7397618846576
1731,Gobierno Autónomo Municipal de Pampa Grande,Santa Cruz,municipal,GAM,11020084.0,Florida,Pampagrande,7933.0,9198.0,9692.0,4942.0,4750.0,1137.0288898060255
1732,Gobierno Autónomo Municipal de Mairana,Santa Cruz,municipal,GAM,15445949.0,Florida,Mairana,7747.0,10177.0,12735.0,6635.0,6100.0,1212.8738908519827
1733,Gobierno Autónomo Municipal de Quirusillas,Santa Cruz,municipal,GAM,3096414.0,Florida,Quirusillas,2028.0,2995.0,3086.0,1560.0,1526.0,1003.3745949449125
1734,Gobierno Autónomo Municipal de Montero,Santa Cruz,municipal,GAM,216889857.0,Obispo Santisteban,Montero,80341.0,109518.0,126886.0,63754.0,63132.0,1709.3285074791545
1735,Gobierno Autónomo Municipal de General Agustín Saavedra,Santa Cruz,municipal,GAM,28924415.0,Obispo Santisteban,General Saavedra,16592.0,14209.0,16598.0,8578.0,8020.0,1742.6445957344258
1736,Gobierno Autónomo Municipal de Mineros,Santa Cruz,municipal,GAM,33974300.0,Obispo Santisteban,Mineros,19846.0,23251.0,23110.0,11768.0,11342.0,1470.1125054089139
1737,Gobierno Autónomo Municipal de Concepción,Santa Cruz,municipal,GAM,40278991.0,Ñuflo de Chávez,Concepción,14522.0,18800.0,30118.0,16297.0,13821.0,1337.3727007105385
1738,Gobierno Autónomo Municipal de San Javier,Santa Cruz,municipal,GAM,19413631.0,Ñuflo de Chávez,San Javier,11316.0,13620.0,14888.0,7733.0,7155.0,1303.9784390112843
1739,Gobierno Autónomo Municipal de San Julián,Santa Cruz,municipal,GAM,105893072.0,Ñuflo de Chávez,San Julián,38027.0,47416.0,44909.0,22834.0,22075.0,2357.94767195885
1740,Gobierno Autónomo Municipal de San Matías,Santa Cruz,municipal,GAM,15400060.0,Ángel Sandoval,San Matías,13073.0,14470.0,15378.0,8051.0,7327.0,1001.4345168422421
1741,Gobierno Autónomo Municipal de Comarapa,Santa Cruz,municipal,GAM,24151388.0,Manuel María Caballero,Comarapa,14660.0,15919.0,17195.0,8813.0,8382.0,1404.5587670834545
1742,Gobierno Autónomo Municipal de Saipina,Santa Cruz,municipal,GAM,7443749.0,Manuel María Caballero,Saipina,5350.0,7390.0,6048.0,3111.0,2937.0,1230.7786044973545
1743,Gobierno Autónomo Municipal de Puerto Suárez,Santa Cruz,municipal,GAM,25197005.0,Germán Busch,Puerto Suárez,15209.0,19829.0,17417.0,9424.0,7993.0,1446.690302577941
1744,Gobierno Autónomo Municipal de Puerto Quijarro,Santa Cruz,municipal,GAM,45697585.0,Germán Busch,Puerto Quijarro,12903.0,16659.0,17974.0,9381.0,8593.0,2542.4271169467006
1745,Gobierno Autónomo Municipal de Ascención de Guarayos,Santa Cruz,municipal,GAM,41847791.0,Guarayos,Ascención de Guarayos,16984.0,27070.0,34079.0,18178.0,15901.0,1227.9641714839051
1746,Gobierno Autónomo Municipal de Urubicha,Santa Cruz,municipal,GAM,6477432.0,Guarayos,Urubichá,5960.0,7026.0,6555.0,3351.0,3204.0,988.166590389016
1747,Gobierno Autónomo Municipal de El Puente,Santa Cruz,municipal,GAM,20523153.0,Guarayos,El Puente,8633.0,14205.0,17290.0,9824.0,7466.0,1186.9955465587045
1748,Gobierno Autónomo Municipal de Okinawa Uno,Santa Cruz,municipal,GAM,13560292.0,Warnes,Okinawa Uno,11661.0,12482.0,10665.0,5502.0,5163.0,1271.4760431317393
1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,Santa Cruz,municipal,GAM,6095105.0,Ñuflo de Chávez,San Antonio de Lomerio,6293.0,6481.0,6364.0,3271.0,3093.0,957.747485857951
