codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,ingresos_total,recursos_propios,recursos_especificos,recursos_especificos_gam_gaioc,otros_recursos_especificos,transferencias_tgn,coparticipacion,idh,regalias,otros_recursos,autonomia_fiscal_pct,autonomia_fiscal_aplica,autonomia_fiscal_base,dependencia_tgn_pct,coparticipacion_pct,idh_pct,regalias_pct,recursos_especificos_pct,recursos_especificos_gam_gaioc_pct,otros_recursos_especificos_pct
"1323","Gobierno Autónomo Municipal de Sacabamba","Cochabamba","municipal","GAM",4648017.0,19000.0,20000.0,19000.0,1000.0,4628017.0,4117823.0,465444.0,0.0,44750.0,0.408776,True,"20/210 Recursos Específicos GAM/GAIOC",99.569709,88.593114,10.013819,0.0,0.430291,0.408776,0.021515
"1317","Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza)","Cochabamba","municipal","GAM",25297045.0,2570000.0,2606569.0,2570000.0,30000.0,19528924.0,10744749.0,1214494.0,6569.0,7569681.0,10.159289,True,"20/210 Recursos Específicos GAM/GAIOC",77.19844,42.474325,4.800932,0.025967,10.303848,10.159289,0.118591
"1328","Gobierno Autónomo Municipal de Santivañez","Cochabamba","municipal","GAM",11361634.0,3931000.0,4062594.0,3931000.0,130000.0,7299040.0,6541294.0,739371.0,1594.0,18375.0,34.598897,True,"20/210 Recursos Específicos GAM/GAIOC",64.242872,57.573532,6.507611,0.01403,35.757128,34.598897,1.144202
"1347","Gobierno Autónomo Municipal de Shinahota","Cochabamba","municipal","GAM",30585034.0,4800018.0,5518461.0,4800018.0,718443.0,25066573.0,22502949.0,2543540.0,0.0,20084.0,15.694009,True,"20/210 Recursos Específicos GAM/GAIOC",81.956989,73.575033,8.31629,0.0,18.043011,15.694009,2.349002
"1329","Gobierno Autónomo Municipal de Sicaya","Cochabamba","municipal","GAM",4373205.0,455000.0,646242.0,455000.0,5000.0,3726963.0,3323118.0,371095.0,186242.0,32750.0,10.404269,True,"20/210 Recursos Específicos GAM/GAIOC",85.222691,75.98816,8.485653,4.258707,14.777309,10.404269,0.114333
"1303","Gobierno Autónomo Municipal de Sipe Sipe","Cochabamba","municipal","GAM",70839127.0,13568294.0,13725878.0,13568294.0,156957.0,57113249.0,51845532.0,5224937.0,627.0,42780.0,19.153672,True,"20/210 Recursos Específicos GAM/GAIOC",80.623875,73.187706,7.375778,0.000885,19.376125,19.153672,0.221568
"1318","Gobierno Autónomo Municipal de Tacachi","Cochabamba","municipal","GAM",1363498.0,170000.0,180000.0,170000.0,10000.0,1183498.0,1060840.0,119908.0,0.0,2750.0,12.467932,True,"20/210 Recursos Específicos GAM/GAIOC",86.798661,77.802828,8.794146,0.0,13.201339,12.467932,0.733408
"1339","Gobierno Autónomo Municipal de Tacopaya","Cochabamba","municipal","GAM",10749066.0,512613.0,650000.0,512613.0,31000.0,10099066.0,9085742.0,991311.0,106387.0,22013.0,4.768907,True,"20/210 Recursos Específicos GAM/GAIOC",93.952963,84.525874,9.222299,0.989733,6.047037,4.768907,0.288397
"1330","Gobierno Autónomo Municipal de Tapacari","Cochabamba","municipal","GAM",23450715.0,500000.0,739160.0,500000.0,0.0,22711555.0,20397065.0,2305509.0,239160.0,8981.0,2.132131,True,"20/210 Recursos Específicos GAM/GAIOC",96.848028,86.978435,9.831295,1.019841,3.151972,2.132131,0.0
"1320","Gobierno Autónomo Municipal de Tarata","Cochabamba","municipal","GAM",11827815.0,1297475.0,1333116.0,1297475.0,34790.0,10494699.0,9402549.0,1055775.0,851.0,36375.0,10.969693,True,"20/210 Recursos Específicos GAM/GAIOC",88.728975,79.495232,8.926205,0.007195,11.271025,10.969693,0.294137
"1304","Gobierno Autónomo Municipal de Tiquipaya","Cochabamba","municipal","GAM",128326653.0,50350900.0,51050900.0,50350900.0,700000.0,72216066.0,55212977.0,5788675.0,0.0,11214414.0,39.23651,True,"20/210 Recursos Específicos GAM/GAIOC",56.275189,43.025339,4.510891,0.0,39.781993,39.23651,0.545483
"1341","Gobierno Autónomo Municipal de Tiraque","Cochabamba","municipal","GAM",18867960.0,1933525.0,2018835.0,1933525.0,85000.0,16849125.0,15122793.0,1709351.0,310.0,16981.0,10.247663,True,"20/210 Recursos Específicos GAM/GAIOC",89.300195,80.150652,9.059543,0.001643,10.699805,10.247663,0.450499
"1325","Gobierno Autónomo Municipal de Toco","Cochabamba","municipal","GAM",10016954.0,500000.0,500000.0,500000.0,0.0,9516954.0,5992583.0,677350.0,0.0,2847021.0,4.991537,True,"20/210 Recursos Específicos GAM/GAIOC",95.008463,59.824404,6.762036,0.0,4.991537,4.991537,0.0
"1326","Gobierno Autónomo Municipal de Tolata","Cochabamba","municipal","GAM",15289728.0,1980000.0,2000000.0,1980000.0,20000.0,13289728.0,6528930.0,842762.0,0.0,5918036.0,12.949871,True,"20/210 Recursos Específicos GAM/GAIOC",86.919323,42.701414,5.511949,0.0,13.080677,12.949871,0.130807
"1331","Gobierno Autónomo Municipal de Totora","Cochabamba","municipal","GAM",19686463.0,1231353.0,1303952.0,1231353.0,72599.0,18382511.0,12276150.0,1387591.0,0.0,4718770.0,6.254821,True,"20/210 Recursos Específicos GAM/GAIOC",93.376403,62.358332,7.048453,0.0,6.623597,6.254821,0.368776
"1337","Gobierno Autónomo Municipal de Vacas","Cochabamba","municipal","GAM",9168031.0,557000.0,712220.0,557000.0,155220.0,8455811.0,7604372.0,831714.0,0.0,19725.0,6.075459,True,"20/210 Recursos Específicos GAM/GAIOC",92.231484,82.94444,9.071893,0.0,7.768516,6.075459,1.693057
"1343","Gobierno Autónomo Municipal de Vila Vila","Cochabamba","municipal","GAM",5177409.0,250000.0,265000.0,250000.0,15000.0,4912409.0,4409801.0,490533.0,0.0,12075.0,4.82867,True,"20/210 Recursos Específicos GAM/GAIOC",94.88161,85.173897,9.474488,0.0,5.11839,4.82867,0.28972
"1316","Gobierno Autónomo Municipal de Villa Rivero","Cochabamba","municipal","GAM",8682894.0,730000.0,750000.0,730000.0,20000.0,7932894.0,7109126.0,803555.0,0.0,20213.0,8.407335,True,"20/210 Recursos Específicos GAM/GAIOC",91.362327,81.875075,9.254461,0.0,8.637673,8.407335,0.230338
"1314","Gobierno Autónomo Municipal de Villa Tunari","Cochabamba","municipal","GAM",106261435.0,9695500.0,14107266.0,9695500.0,4411734.0,92154169.0,79469904.0,8982595.0,32.0,3701670.0,9.124194,True,"20/210 Recursos Específicos GAM/GAIOC",86.724002,74.787155,8.453297,3e-05,13.275998,9.124194,4.151773
"1305","Gobierno Autónomo Municipal de Vinto","Cochabamba","municipal","GAM",81379151.0,23000000.0,23558740.0,23000000.0,558740.0,51740924.0,46368529.0,5241101.0,0.0,131294.0,28.262767,True,"20/210 Recursos Específicos GAM/GAIOC",63.580073,56.978389,6.440349,0.0,28.949356,28.262767,0.686589
"902","Gobierno Autónomo Departamental de La Paz","La Paz","departamental","GAD",1677807458.0,None,427628325.0,0.0,142627193.0,1210438947.0,3000.0,51866372.0,285001132.0,1158569575.0,None,False,"No calculado para entidades no GAM/GAIOC",72.144091,0.000179,3.091318,16.986522,25.48733,0.0,8.500808
"1204","Gobierno Autónomo Municipal Ecológico Productivo de Achocalla","La Paz","municipal","GAM",110473572.0,62000000.0,62000000.0,62000000.0,0.0,48473572.0,38299991.0,3991459.0,0.0,6182122.0,56.12202,True,"20/210 Recursos Específicos GAM/GAIOC",43.87798,34.668917,3.613044,0.0,56.12202,56.12202,0.0
"1224","Gobierno Autónomo Municipal de Achacachi","La Paz","municipal","GAM",45067967.0,1449700.0,1689700.0,1449700.0,240000.0,43242703.0,39128045.0,4077756.0,0.0,36902.0,3.216697,True,"20/210 Recursos Específicos GAM/GAIOC",95.949975,86.82008,9.048014,0.0,3.749226,3.216697,0.532529
"1285","Gobierno Autónomo Municipal de Alto Beni","La Paz","municipal","GAM",10227654.0,572089.0,574263.0,572089.0,2174.0,9653391.0,8728653.0,909663.0,0.0,15075.0,5.593551,True,"20/210 Recursos Específicos GAM/GAIOC",94.385193,85.343648,8.894151,0.0,5.614807,5.593551,0.021256
"1225","Gobierno Autónomo Municipal de Ancoraimes","La Paz","municipal","GAM",22464885.0,1630000.0,1682533.0,1630000.0,0.0,20782352.0,14050314.0,1464263.0,52533.0,5267775.0,7.255768,True,"20/210 Recursos Específicos GAM/GAIOC",92.510387,62.543449,6.518008,0.233845,7.489613,7.255768,0.0
"1249","Gobierno Autónomo Municipal de Apolo","La Paz","municipal","GAM",18833316.0,700000.0,1331090.0,700000.0,0.0,17502226.0,15835285.0,1650286.0,631090.0,16655.0,3.716818,True,"20/210 Recursos Específicos GAM/GAIOC",92.932259,84.081237,8.762589,3.350923,7.067741,3.716818,0.0
"1237","Gobierno Autónomo Municipal de Aucapata","La Paz","municipal","GAM",6443660.0,5000.0,260488.0,5000.0,0.0,6183172.0,5586870.0,582239.0,255488.0,14063.0,0.077596,True,"20/210 Recursos Específicos GAM/GAIOC",95.957453,86.703364,9.035843,3.964952,4.042547,0.077596,0.0
"1236","Gobierno Autónomo Municipal de Ayata","La Paz","municipal","GAM",9509993.0,10000.0,171596.0,10000.0,0.0,9338397.0,7446666.0,776060.0,161596.0,1115671.0,0.105153,True,"20/210 Recursos Específicos GAM/GAIOC",98.195624,78.303591,8.160469,1.699223,1.804376,0.105153,0.0
"1213","Gobierno Autónomo Municipal de Ayo Ayo","La Paz","municipal","GAM",11357460.0,1000000.0,1004989.0,1000000.0,0.0,10352471.0,9353851.0,974818.0,4989.0,23802.0,8.804786,True,"20/210 Recursos Específicos GAM/GAIOC",91.151287,82.358652,8.583063,0.043927,8.848713,8.804786,0.0
"1263","Gobierno Autónomo Municipal de Batallas","La Paz","municipal","GAM",30560704.0,650000.0,650000.0,650000.0,0.0,29910704.0,17895774.0,1876437.0,0.0,10138493.0,2.126914,True,"20/210 Recursos Específicos GAM/GAIOC",97.873086,58.558121,6.140032,0.0,2.126914,2.126914,0.0
"1255","Gobierno Autónomo Municipal de Cairoma","La Paz","municipal","GAM",15730198.0,300000.0,1100259.0,300000.0,0.0,14629939.0,11354150.0,1183280.0,800259.0,2092509.0,1.90716,True,"20/210 Recursos Específicos GAM/GAIOC",93.005435,72.180592,7.522347,5.087406,6.994565,1.90716,0.0
"1220","Gobierno Autónomo Municipal de Cajuata","La Paz","municipal","GAM",16790899.0,70000.0,826375.0,70000.0,0.0,15964524.0,12873912.0,1341664.0,756375.0,1748948.0,0.416893,True,"20/210 Recursos Específicos GAM/GAIOC",95.078435,76.671964,7.990424,4.504672,4.921565,0.416893,0.0
"1240","Gobierno Autónomo Municipal de Calacoto","La Paz","municipal","GAM",11257213.0,114227.0,185468.0,114227.0,0.0,11071745.0,10023943.0,1044652.0,71241.0,3150.0,1.014701,True,"20/210 Recursos Específicos GAM/GAIOC",98.352452,89.044624,9.279846,0.632848,1.647548,1.014701,0.0
"1214","Gobierno Autónomo Municipal de Calamarca","La Paz","municipal","GAM",37537262.0,10000000.0,10000000.0,10000000.0,0.0,27537262.0,12702647.0,1323816.0,0.0,13510799.0,26.640196,True,"20/210 Recursos Específicos GAM/GAIOC",73.359804,33.8401,3.526672,0.0,26.640196,26.640196,0.0
"1239","Gobierno Autónomo Municipal de Caquiaviri","La Paz","municipal","GAM",14233739.0,20000.0,32870.0,20000.0,0.0,14200869.0,12856453.0,1339844.0,12870.0,4572.0,0.140511,True,"20/210 Recursos Específicos GAM/GAIOC",99.76907,90.323793,9.413156,0.090419,0.23093,0.140511,0.0
"1248","Gobierno Autónomo Municipal de Carabuco","La Paz","municipal","GAM",18411309.0,700000.0,2182572.0,700000.0,0.0,16228737.0,14339634.0,1494414.0,1482572.0,394689.0,3.802011,True,"20/210 Recursos Específicos GAM/GAIOC",88.145482,77.884924,8.116826,8.052507,11.854518,3.802011,0.0
"1210","Gobierno Autónomo Municipal de Caranavi","La Paz","municipal","GAM",87897286.0,8735396.0,8946846.0,8735396.0,5070.0,78950440.0,49079657.0,5114870.0,206380.0,24755913.0,9.938186,True,"20/210 Recursos Específicos GAM/GAIOC",89.821249,55.837511,5.819144,0.234797,10.178751,9.938186,0.005768
"1275","Gobierno Autónomo Municipal de Catacora","La Paz","municipal","GAM",4890386.0,1000.0,1000.0,1000.0,0.0,4889386.0,4427927.0,461459.0,0.0,0.0,0.020448,True,"20/210 Recursos Específicos GAM/GAIOC",99.979552,90.543507,9.436045,0.0,0.020448,0.020448,0.0
"1273","Gobierno Autónomo Municipal de Chacarilla","La Paz","municipal","GAM",2174255.0,50000.0,303751.0,50000.0,0.0,1870504.0,1688532.0,175972.0,253751.0,6000.0,2.299638,True,"20/210 Recursos Específicos GAM/GAIOC",86.029652,77.660256,8.093439,11.67071,13.970348,2.299638,0.0
"1242","Gobierno Autónomo Municipal de Charaña","La Paz","municipal","GAM",5100585.0,300000.0,300000.0,300000.0,0.0,4800585.0,3428609.0,357315.0,0.0,1014661.0,5.881678,True,"20/210 Recursos Específicos GAM/GAIOC",94.118322,67.219917,7.005373,0.0,5.881678,5.881678,0.0
"1287","Gobierno Autónomo Municipal de Chua Cocani","La Paz","municipal","GAM",7448504.0,850000.0,850000.0,850000.0,0.0,6598504.0,5971799.0,622355.0,0.0,4350.0,11.411688,True,"20/210 Recursos Específicos GAM/GAIOC",88.588312,80.174475,8.355436,0.0,11.411688,11.411688,0.0
"1256","Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad)","La Paz","municipal","GAM",29064222.0,1200000.0,1200000.0,1200000.0,0.0,27864222.0,15195955.0,1583657.0,0.0,11084610.0,4.128788,True,"20/210 Recursos Específicos GAM/GAIOC",95.871212,52.284059,5.44882,0.0,4.128788,4.128788,0.0
"1235","Gobierno Autónomo Municipal de Chuma","La Paz","municipal","GAM",16437519.0,50000.0,204697.0,50000.0,0.0,16232822.0,14691307.0,1531065.0,154697.0,10450.0,0.304182,True,"20/210 Recursos Específicos GAM/GAIOC",98.754696,89.376669,9.314453,0.941121,1.245304,0.304182,0.0
"1217","Gobierno Autónomo Municipal de Collana","La Paz","municipal","GAM",8833532.0,250000.0,343976.0,250000.0,0.0,8489556.0,4593372.0,478702.0,93976.0,3417482.0,2.830125,True,"20/210 Recursos Específicos GAM/GAIOC",96.10602,51.999268,5.419146,1.063855,3.89398,2.830125,0.0
"1216","Gobierno Autónomo Municipal de Colquencha","La Paz","municipal","GAM",12947346.0,170000.0,376830.0,170000.0,0.0,12570516.0,10262549.0,1069519.0,206830.0,1238448.0,1.31301,True,"20/210 Recursos Específicos GAM/GAIOC",97.089519,79.263727,8.260527,1.59747,2.910481,1.31301,0.0
"1221","Gobierno Autónomo Municipal de Colquiri","La Paz","municipal","GAM",29951096.0,560000.0,8292402.0,560000.0,0.0,21538356.0,19500838.0,2032293.0,7732402.0,5225.0,1.869715,True,"20/210 Recursos Específicos GAM/GAIOC",71.911746,65.10893,6.785371,25.816758,27.686473,1.869715,0.0
"1241","Gobierno Autónomo Municipal de Comanche","La Paz","municipal","GAM",5349775.0,80000.0,81195.0,80000.0,0.0,5268580.0,4324005.0,450629.0,1195.0,493946.0,1.49539,True,"20/210 Recursos Específicos GAM/GAIOC",98.482273,80.825923,8.423326,0.022337,1.517727,1.49539,0.0
"1231","Gobierno Autónomo Municipal de Combaya","La Paz","municipal","GAM",3478989.0,230889.0,231325.0,230889.0,436.0,3247664.0,2911491.0,303423.0,0.0,32750.0,6.636669,True,"20/210 Recursos Específicos GAM/GAIOC",93.350798,83.687847,8.721585,0.0,6.649202,6.636669,0.012532
"1232","Gobierno Autónomo Municipal de Copacabana","La Paz","municipal","GAM",19251842.0,1800000.0,1800104.0,1800000.0,104.0,17451738.0,15496744.0,1510270.0,0.0,444724.0,9.349755,True,"20/210 Recursos Específicos GAM/GAIOC",90.649705,80.494864,7.844808,0.0,9.350295,9.349755,0.00054
"1266","Gobierno Autónomo Municipal de Coripata","La Paz","municipal","GAM",27291772.0,650000.0,843521.0,650000.0,3735.0,25313785.0,20678284.0,2071629.0,189786.0,2563872.0,2.38167,True,"20/210 Recursos Específicos GAM/GAIOC",92.752442,75.767466,7.590672,0.695396,3.090752,2.38167,0.013685
"1238","Gobierno Autónomo Municipal de Corocoro","La Paz","municipal","GAM",15484722.0,120000.0,968909.0,120000.0,0.0,14515813.0,11136328.0,1160581.0,848909.0,2218904.0,0.774957,True,"20/210 Recursos Específicos GAM/GAIOC",93.742807,71.918166,7.495007,5.482236,6.257193,0.774957,0.0
"1265","Gobierno Autónomo Municipal de Coroico","La Paz","municipal","GAM",27925251.0,1431384.0,2389363.0,1431384.0,0.0,25289909.0,22888709.0,2385362.0,957979.0,15838.0,5.12577,True,"20/210 Recursos Específicos GAM/GAIOC",90.562871,81.964202,8.541954,3.430512,8.556281,5.12577,0.0
"1270","Gobierno Autónomo Municipal de Curva","La Paz","municipal","GAM",9161783.0,40000.0,1196554.0,40000.0,0.0,7965229.0,5339951.0,556507.0,1156554.0,2068771.0,0.436596,True,"20/210 Recursos Específicos GAM/GAIOC",86.939726,58.285063,6.074222,12.623678,13.060274,0.436596,0.0
"1209","Gobierno Autónomo Municipal de Desaguadero","La Paz","municipal","GAM",13436897.0,3800000.0,3896531.0,3800000.0,0.0,7233744.0,6540463.0,681618.0,96531.0,11663.0,28.280339,True,"20/210 Recursos Específicos GAM/GAIOC",53.834929,48.675397,5.072734,0.718402,28.998741,28.280339,0.0
"1205","Gobierno Autónomo Municipal de El Alto de La Paz","La Paz","municipal","GAM",1490573041.0,429481700.0,436814709.0,429481700.0,7063057.0,1018846048.0,875554634.0,86201057.0,269952.0,57090357.0,28.813194,True,"20/210 Recursos Específicos GAM/GAIOC",68.352642,58.739465,5.783082,0.018111,29.305153,28.813194,0.473848
"1283","Gobierno Autónomo Municipal de Escoma","La Paz","municipal","GAM",8340439.0,245500.0,245500.0,245500.0,0.0,8094939.0,7324453.0,763323.0,0.0,7163.0,2.94349,True,"20/210 Recursos Específicos GAM/GAIOC",97.05651,87.818555,9.152072,0.0,2.94349,2.94349,0.0
"1269","Gobierno Autónomo Municipal de General Juan José Pérez (Charazani)","La Paz","municipal","GAM",15766181.0,65000.0,122978.0,65000.0,0.0,15643203.0,13180691.0,1373634.0,57978.0,1088878.0,0.412275,True,"20/210 Recursos Específicos GAM/GAIOC",99.219989,83.601038,8.712535,0.367736,0.780011,0.412275,0.0
"1227","Gobierno Autónomo Municipal de Guanay","La Paz","municipal","GAM",20610091.0,1221600.0,5475015.0,1221600.0,32.0,15135076.0,13612177.0,1418602.0,4253383.0,104297.0,5.927194,True,"20/210 Recursos Específicos GAM/GAIOC",73.43527,66.046176,6.883046,20.637381,26.56473,5.927194,0.000155
"1207","Gobierno Autónomo Municipal de Guaqui","La Paz","municipal","GAM",8793424.0,880000.0,880000.0,880000.0,0.0,7913424.0,7149032.0,745042.0,0.0,19350.0,10.007478,True,"20/210 Recursos Específicos GAM/GAIOC",89.992522,81.299753,8.472718,0.0,10.007478,10.007478,0.0
"1281","Gobierno Autónomo Municipal de Huarina","La Paz","municipal","GAM",10914396.0,1126000.0,1126000.0,1126000.0,0.0,9788396.0,7197252.0,750067.0,0.0,1841077.0,10.31665,True,"20/210 Recursos Específicos GAM/GAIOC",89.68335,65.942742,6.872272,0.0,10.31665,10.31665,0.0
"1286","Gobierno Autónomo Municipal de Huatajata","La Paz","municipal","GAM",6951578.0,1200000.0,1200000.0,1200000.0,0.0,5751578.0,4236710.0,441532.0,0.0,1073336.0,17.262268,True,"20/210 Recursos Específicos GAM/GAIOC",82.737732,60.946018,6.351536,0.0,17.262268,17.262268,0.0
"1284","Gobierno Autónomo Municipal de Humanata","La Paz","municipal","GAM",5501945.0,345000.0,345000.0,345000.0,0.0,5156945.0,4668196.0,486499.0,0.0,2250.0,6.27051,True,"20/210 Recursos Específicos GAM/GAIOC",93.72949,84.846286,8.842309,0.0,6.27051,6.27051,0.0
"1222","Gobierno Autónomo Municipal de Ichoca","La Paz","municipal","GAM",9486150.0,25000.0,521180.0,25000.0,0.0,8953100.0,7928035.0,826226.0,496180.0,198839.0,0.263542,True,"20/210 Recursos Específicos GAM/GAIOC",94.380755,83.574843,8.709814,5.230573,5.494115,0.263542,0.0
"1218","Gobierno Autónomo Municipal de Inquisivi","La Paz","municipal","GAM",23286166.0,2500000.0,2934238.0,2500000.0,0.0,20082452.0,15600005.0,1625765.0,434238.0,2856682.0,10.735988,True,"20/210 Recursos Específicos GAM/GAIOC",86.241986,66.992587,6.981677,1.86479,12.600778,10.735988,0.0
"1257","Gobierno Autónomo Municipal de Irupana (Villa de Lanza)","La Paz","municipal","GAM",26478359.0,734347.0,2212030.0,734347.0,56618.0,24266329.0,19184913.0,1999369.0,1421065.0,3082047.0,2.773386,True,"20/210 Recursos Específicos GAM/GAIOC",91.645895,72.455068,7.550955,5.366892,8.354105,2.773386,0.213827
"1267","Gobierno Autónomo Municipal de Ixiamas","La Paz","municipal","GAM",23227708.0,1500000.0,1775973.0,1500000.0,107468.0,21154359.0,10381436.0,1081909.0,168505.0,9691014.0,6.457805,True,"20/210 Recursos Específicos GAM/GAIOC",91.073812,44.69419,4.657838,0.725448,7.645924,6.457805,0.462672
"1279","Gobierno Autónomo Municipal de Jesús de Machaca","La Paz","municipal","GAM",25394213.0,195000.0,350048.0,195000.0,5000.0,25044165.0,14097702.0,1469202.0,150048.0,9477261.0,0.767891,True,"20/210 Recursos Específicos GAM/GAIOC",98.621544,55.515412,5.785578,0.590875,1.378456,0.767891,0.01969
"1260","Gobierno Autónomo Municipal de La Asunta","La Paz","municipal","GAM",58639357.0,880000.0,1053509.0,880000.0,37123.0,57585848.0,38399266.0,3949698.0,136386.0,15236884.0,1.500699,True,"20/210 Recursos Específicos GAM/GAIOC",98.20341,65.483777,6.735575,0.232584,1.79659,1.500699,0.063307
"1201","Gobierno Autónomo Municipal de La Paz","La Paz","municipal","GAM",1724178990.0,955751585.0,979802085.0,955751585.0,22157490.0,714048399.0,643919065.0,68584714.0,1893010.0,1544620.0,55.432272,True,"20/210 Recursos Específicos GAM/GAIOC",41.413821,37.346416,3.977819,0.109792,56.827168,55.432272,1.285104
"1262","Gobierno Autónomo Municipal de Laja","La Paz","municipal","GAM",52102316.0,9453778.0,9456766.0,9453778.0,0.0,39646547.0,32101225.0,3345452.0,2988.0,4199870.0,18.144641,True,"20/210 Recursos Específicos GAM/GAIOC",76.093637,61.611896,6.420928,0.005735,18.150376,18.144641,0.0
"1251","Gobierno Autónomo Municipal de Luribay","La Paz","municipal","GAM",10677161.0,140000.0,140000.0,140000.0,0.0,9730582.0,8796827.0,916767.0,0.0,16988.0,1.31121,True,"20/210 Recursos Específicos GAM/GAIOC",91.134544,82.389195,8.586243,0.0,1.31121,1.31121,0.0
"1254","Gobierno Autónomo Municipal de Malla","La Paz","municipal","GAM",7739622.0,18000.0,383463.0,18000.0,45000.0,5538803.0,4045493.0,421604.0,320463.0,1071706.0,0.232569,True,"20/210 Recursos Específicos GAM/GAIOC",71.564257,52.269904,5.447346,4.140551,4.954544,0.232569,0.581424
"1276","Gobierno Autónomo Municipal de Mapiri","La Paz","municipal","GAM",25040043.0,1255000.0,5016199.0,1255000.0,0.0,20023844.0,18128230.0,1889246.0,3761199.0,6368.0,5.011972,True,"20/210 Recursos Específicos GAM/GAIOC",79.967291,72.39696,7.544899,15.020737,20.032709,5.011972,0.0
"1203","Gobierno Autónomo Municipal de Mecapaca","La Paz","municipal","GAM",27231767.0,8442191.0,8442191.0,8442191.0,0.0,18789576.0,17005868.0,1772278.0,0.0,11430.0,31.00126,True,"20/210 Recursos Específicos GAM/GAIOC",68.99874,62.448639,6.508127,0.0,31.00126,31.00126,0.0
"1247","Gobierno Autónomo Municipal de Mocomoco","La Paz","municipal","GAM",18856701.0,300000.0,300000.0,300000.0,0.0,18556701.0,14676342.0,1529505.0,0.0,2350854.0,1.590946,True,"20/210 Recursos Específicos GAM/GAIOC",98.409054,77.83091,8.111201,0.0,1.590946,1.590946,0.0
"1244","Gobierno Autónomo Municipal de Nazacara de Pacajes","La Paz","municipal","GAM",3711909.0,40000.0,40000.0,40000.0,0.0,3671909.0,3317204.0,345705.0,0.0,9000.0,1.077613,True,"20/210 Recursos Específicos GAM/GAIOC",98.922387,89.366523,9.313402,0.0,1.077613,1.077613,0.0
"1202","Gobierno Autónomo Municipal de Palca","La Paz","municipal","GAM",38601942.0,12300000.0,13812043.0,12300000.0,0.0,23013306.0,17991884.0,1875037.0,1512043.0,3146385.0,31.863682,True,"20/210 Recursos Específicos GAM/GAIOC",59.616964,46.608754,4.857364,3.917013,35.780695,31.863682,0.0
"1259","Gobierno Autónomo Municipal de Palos Blancos","La Paz","municipal","GAM",47454535.0,4000000.0,4180097.0,4000000.0,20047.0,42947898.0,22823090.0,2338922.0,160050.0,17785886.0,8.429121,True,"20/210 Recursos Específicos GAM/GAIOC",90.503253,48.094645,4.928764,0.33727,8.808635,8.429121,0.042245
"1272","Gobierno Autónomo Municipal de Papel Pampa","La Paz","municipal","GAM",7269599.0,1500000.0,1500000.0,1500000.0,0.0,5769599.0,5172843.0,539091.0,0.0,57665.0,20.633875,True,"20/210 Recursos Específicos GAM/GAIOC",79.366125,71.157199,7.415691,0.0,20.633875,20.633875,0.0
"1215","Gobierno Autónomo Municipal de Patacamaya","La Paz","municipal","GAM",28743849.0,5000000.0,5000000.0,5000000.0,0.0,23743849.0,20825225.0,2170315.0,0.0,748309.0,17.395026,True,"20/210 Recursos Específicos GAM/GAIOC",82.604974,72.451066,7.550537,0.0,17.395026,17.395026,0.0
"1250","Gobierno Autónomo Municipal de Pelechuco","La Paz","municipal","GAM",11659479.0,100000.0,1703548.0,100000.0,0.0,9955931.0,7476596.0,779178.0,1603548.0,1700157.0,0.857671,True,"20/210 Recursos Específicos GAM/GAIOC",85.389158,64.124615,6.682786,13.75317,14.610842,0.857671,0.0
"1261","Gobierno Autónomo Municipal de Pucarani","La Paz","municipal","GAM",65742628.0,2800000.0,3140331.0,2800000.0,0.0,62092738.0,41720393.0,4406233.0,340331.0,15966112.0,4.259033,True,"20/210 Recursos Específicos GAM/GAIOC",94.448214,63.460184,6.702247,0.517672,4.776704,4.259033,0.0
"1246","Gobierno Autónomo Municipal de Puerto Acosta","La Paz","municipal","GAM",17894764.0,1400310.0,1400480.0,1400310.0,170.0,16494284.0,11589430.0,1207801.0,0.0,3697053.0,7.82525,True,"20/210 Recursos Específicos GAM/GAIOC",92.1738,64.764363,6.749466,0.0,7.8262,7.82525,0.00095
"1264","Gobierno Autónomo Municipal de Puerto Pérez","La Paz","municipal","GAM",7948356.0,120000.0,120000.0,120000.0,0.0,7828356.0,6546282.0,682225.0,0.0,599849.0,1.509746,True,"20/210 Recursos Específicos GAM/GAIOC",98.490254,82.360201,8.583221,0.0,1.509746,1.509746,0.0
"1230","Gobierno Autónomo Municipal de Quiabaya","La Paz","municipal","GAM",4281427.0,50000.0,355455.0,50000.0,0.0,3925972.0,3509253.0,365719.0,305455.0,51000.0,1.167835,True,"20/210 Recursos Específicos GAM/GAIOC",91.697745,81.964565,8.541988,7.13442,8.302255,1.167835,0.0
"1219","Gobierno Autónomo Municipal de Quime","La Paz","municipal","GAM",12239928.0,634000.0,1957954.0,634000.0,40000.0,10281974.0,9298148.0,969013.0,1283954.0,14813.0,5.179769,True,"20/210 Recursos Específicos GAM/GAIOC",84.00355,75.965708,7.916819,10.489882,15.99645,5.179769,0.326799
"1278","Gobierno Autónomo Municipal de San Andrés de Machaca","La Paz","municipal","GAM",7853726.0,390000.0,390000.0,390000.0,0.0,7463726.0,6511364.0,678586.0,0.0,273776.0,4.965796,True,"20/210 Recursos Específicos GAM/GAIOC",95.034204,82.90796,8.640307,0.0,4.965796,4.965796,0.0
