codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,ingresos_total,recursos_propios,recursos_especificos,recursos_especificos_gam_gaioc,otros_recursos_especificos,transferencias_tgn,coparticipacion,idh,regalias,otros_recursos,autonomia_fiscal_pct,autonomia_fiscal_aplica,autonomia_fiscal_base,dependencia_tgn_pct,coparticipacion_pct,idh_pct,regalias_pct,recursos_especificos_pct,recursos_especificos_gam_gaioc_pct,otros_recursos_especificos_pct
"1268","Gobierno Autónomo Municipal de San Buenaventura","La Paz","municipal","GAM",10276537.0,900000.0,940266.0,900000.0,40266.0,9312271.0,8409404.0,876392.0,0.0,26475.0,8.757814,True,"20/210 Recursos Específicos GAM/GAIOC",90.61682,81.831107,8.528087,0.0,9.149639,8.757814,0.391825
"1271","Gobierno Autónomo Municipal de San Pedro de Curahuara","La Paz","municipal","GAM",10385954.0,0.0,0.0,0.0,0.0,10385954.0,7518996.0,783598.0,0.0,2083360.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",100.0,72.395815,7.544786,0.0,0.0,0.0,0.0
"1233","Gobierno Autónomo Municipal de San Pedro de Tiquina","La Paz","municipal","GAM",8560323.0,200000.0,200000.0,200000.0,0.0,8360323.0,7563059.0,788189.0,0.0,9075.0,2.33636,True,"20/210 Recursos Específicos GAM/GAIOC",97.66364,88.350159,9.207468,0.0,2.33636,2.33636,0.0
"1245","Gobierno Autónomo Municipal de Santiago de Callapa","La Paz","municipal","GAM",7949954.0,250000.0,250884.0,250000.0,0.0,7699070.0,6651938.0,710110.0,884.0,337022.0,3.144672,True,"20/210 Recursos Específicos GAM/GAIOC",96.844208,83.67266,8.932253,0.01112,3.155792,3.144672,0.0
"1282","Gobierno Autónomo Municipal de Santiago de Huata","La Paz","municipal","GAM",10133057.0,1619000.0,1619000.0,1619000.0,0.0,8513225.0,7696911.0,802139.0,0.0,14175.0,15.977409,True,"20/210 Recursos Específicos GAM/GAIOC",84.01438,75.95843,7.916061,0.0,15.977409,15.977409,0.0
"1274","Gobierno Autónomo Municipal de Santiago de Machaca","La Paz","municipal","GAM",11705478.0,175000.0,175000.0,175000.0,0.0,11530478.0,5625114.0,586225.0,0.0,5319139.0,1.495027,True,"20/210 Recursos Específicos GAM/GAIOC",98.504973,48.055398,5.008125,0.0,1.495027,1.495027,0.0
"1252","Gobierno Autónomo Municipal de Sapahaqui","La Paz","municipal","GAM",20042207.0,800000.0,800000.0,800000.0,0.0,19242207.0,13651251.0,1422674.0,0.0,4168282.0,3.991576,True,"20/210 Recursos Específicos GAM/GAIOC",96.008424,68.112514,7.09839,0.0,3.991576,3.991576,0.0
"1211","Gobierno Autónomo Municipal de Sica Sica (Villa Aroma)","La Paz","municipal","GAM",38535569.0,2609118.0,2611631.0,2609118.0,0.0,35923938.0,27889457.0,2906519.0,2513.0,5127962.0,6.770675,True,"20/210 Recursos Específicos GAM/GAIOC",93.222804,72.373285,7.542432,0.006521,6.777196,6.770675,0.0
"1226","Gobierno Autónomo Municipal de Sorata","La Paz","municipal","GAM",38465729.0,3000000.0,6275517.0,3000000.0,0.0,32190212.0,25958013.0,3101016.0,3275517.0,3131183.0,7.79915,True,"20/210 Recursos Específicos GAM/GAIOC",83.685433,67.483481,8.061763,8.515416,16.314567,7.79915,0.0
"1228","Gobierno Autónomo Municipal de Tacacoma","La Paz","municipal","GAM",10632316.0,100000.0,1694394.0,100000.0,0.0,8928720.0,8068538.0,840869.0,1594394.0,19313.0,0.940529,True,"20/210 Recursos Específicos GAM/GAIOC",83.977188,75.886928,7.908616,14.995736,15.936264,0.940529,0.0
"1280","Gobierno Autónomo Municipal de Taraco","La Paz","municipal","GAM",10836830.0,1498200.0,1498200.0,1498200.0,0.0,9338630.0,6244491.0,650774.0,0.0,2443365.0,13.825076,True,"20/210 Recursos Específicos GAM/GAIOC",86.174924,57.622856,6.005206,0.0,13.825076,13.825076,0.0
"1277","Gobierno Autónomo Municipal de Teoponte","La Paz","municipal","GAM",40897486.0,315450.0,7772258.0,315450.0,137.0,33125228.0,11197851.0,1166992.0,7456671.0,20760385.0,0.771319,True,"20/210 Recursos Específicos GAM/GAIOC",80.995756,27.380292,2.853457,18.23259,19.004244,0.771319,0.000335
"1208","Gobierno Autónomo Municipal de Tiahuanacu","La Paz","municipal","GAM",13479705.0,575971.0,575971.0,575971.0,0.0,12903734.0,11280157.0,1175570.0,0.0,448007.0,4.272875,True,"20/210 Recursos Específicos GAM/GAIOC",95.727125,83.682521,8.721037,0.0,4.272875,4.272875,0.0
"1229","Gobierno Autónomo Municipal de Tipuani","La Paz","municipal","GAM",13374478.0,500000.0,4744710.0,500000.0,0.0,8629768.0,6351739.0,661951.0,4244710.0,1616078.0,3.738464,True,"20/210 Recursos Específicos GAM/GAIOC",64.524148,47.491491,4.94936,31.737388,35.475852,3.738464,0.0
"1234","Gobierno Autónomo Municipal de Tito Yupanqui","La Paz","municipal","GAM",6950684.0,50000.0,50000.0,50000.0,0.0,6900684.0,6245323.0,650861.0,0.0,4500.0,0.719354,True,"20/210 Recursos Específicos GAM/GAIOC",99.280646,89.85192,9.363985,0.0,0.719354,0.719354,0.0
"1212","Gobierno Autónomo Municipal de Umala","La Paz","municipal","GAM",14643089.0,400000.0,400000.0,400000.0,0.0,14243089.0,7499874.0,781605.0,0.0,5961610.0,2.731664,True,"20/210 Recursos Específicos GAM/GAIOC",97.268336,51.217841,5.337706,0.0,2.731664,2.731664,0.0
"1206","Gobierno Autónomo Municipal de Viacha","La Paz","municipal","GAM",185661872.0,64284038.0,65345028.0,64284038.0,1047058.0,120316844.0,104717499.0,9829884.0,13932.0,5769461.0,34.624254,True,"20/210 Recursos Específicos GAM/GAIOC",64.804282,56.402264,5.294509,0.007504,35.195718,34.624254,0.56396
"1223","Gobierno Autónomo Municipal de Villa Libertad Licoma","La Paz","municipal","GAM",7475587.0,100000.0,100000.0,100000.0,0.0,7375587.0,6689378.0,675034.0,0.0,11175.0,1.337688,True,"20/210 Recursos Específicos GAM/GAIOC",98.662312,89.48298,9.029846,0.0,1.337688,1.337688,0.0
"1243","Gobierno Autónomo Municipal de Waldo Ballivián","La Paz","municipal","GAM",6363941.0,341760.0,341769.0,341760.0,9.0,6022172.0,5451355.0,568117.0,0.0,2700.0,5.370257,True,"20/210 Recursos Específicos GAM/GAIOC",94.629601,85.660049,8.927126,0.0,5.370399,5.370257,0.000141
"1253","Gobierno Autónomo Municipal de Yaco","La Paz","municipal","GAM",15412548.0,80000.0,297075.0,80000.0,0.0,15115473.0,10228462.0,1065966.0,217075.0,3821045.0,0.519058,True,"20/210 Recursos Específicos GAM/GAIOC",98.072512,66.36451,6.916222,1.40843,1.927488,0.519058,0.0
"1258","Gobierno Autónomo Municipal de Yanacachi","La Paz","municipal","GAM",8132544.0,550000.0,1152318.0,550000.0,193680.0,6980226.0,6304351.0,657012.0,408638.0,18863.0,6.762951,True,"20/210 Recursos Específicos GAM/GAIOC",85.830781,77.520036,8.0788,5.024725,14.169219,6.762951,2.381543
"904","Gobierno Autónomo Departamental de Oruro","Oruro","departamental","GAD",717151658.0,None,165923118.0,0.0,40851301.0,364797787.0,177357.0,51883372.0,125071817.0,312737058.0,None,False,"No calculado para entidades no GAM/GAIOC",50.867593,0.024731,7.234644,17.440079,23.136406,0.0,5.696327
"3402","Gobierno Autónomo Indígena Originario Campesino de Salinas","Oruro","indigena_originario_campesino","GAIOC",20361054.0,125000.0,683853.0,125000.0,0.0,19677201.0,13223922.0,3973720.0,558853.0,2479559.0,0.613917,True,"20/210 Recursos Específicos GAM/GAIOC",96.641367,64.947139,19.516278,2.744715,3.358633,0.613917,0.0
"3401","Gobierno Autónomo Indígena Originario Campesino de la Nación Originaria Uru","Oruro","indigena_originario_campesino","GAIOC",3559849.0,0.0,0.0,0.0,0.0,3559849.0,1967044.0,591086.0,0.0,1001719.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",100.0,55.256389,16.604244,0.0,0.0,0.0,0.0
"1424","Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca)","Oruro","municipal","GAM",7118340.0,300000.0,300000.0,300000.0,0.0,6818340.0,5237691.0,1573899.0,0.0,6750.0,4.214466,True,"20/210 Recursos Específicos GAM/GAIOC",95.785534,73.580231,22.110478,0.0,4.214466,4.214466,0.0
"1410","Gobierno Autónomo Municipal de Antequera","Oruro","municipal","GAM",10684771.0,820440.0,6762047.0,820440.0,0.0,3922724.0,3004606.0,902868.0,5941607.0,15250.0,7.678592,True,"20/210 Recursos Específicos GAM/GAIOC",36.713225,28.120453,8.450045,55.608183,63.286775,7.678592,0.0
"1425","Gobierno Autónomo Municipal de Belén de Andamarca","Oruro","municipal","GAM",3363289.0,115000.0,115000.0,115000.0,0.0,3248289.0,2490813.0,748476.0,0.0,9000.0,3.419272,True,"20/210 Recursos Específicos GAM/GAIOC",96.580728,74.058845,22.254287,0.0,3.419272,3.419272,0.0
"1402","Gobierno Autónomo Municipal de Caracollo","Oruro","municipal","GAM",32785074.0,2539388.0,3468425.0,2539388.0,0.0,29316649.0,19178262.0,5762968.0,929037.0,4375419.0,7.745561,True,"20/210 Recursos Específicos GAM/GAIOC",89.420719,58.496931,17.578023,2.833719,10.579281,7.745561,0.0
"1430","Gobierno Autónomo Municipal de Carangas","Oruro","municipal","GAM",5366864.0,1748000.0,1748000.0,1748000.0,0.0,3618864.0,939459.0,282303.0,0.0,2397102.0,32.570231,True,"20/210 Recursos Específicos GAM/GAIOC",67.429769,17.504804,5.260111,0.0,32.570231,32.570231,0.0
"1404","Gobierno Autónomo Municipal de Challapata","Oruro","municipal","GAM",47320012.0,3448105.0,3672032.0,3448105.0,200000.0,43647980.0,29380120.0,8828574.0,23927.0,5439286.0,7.28678,True,"20/210 Recursos Específicos GAM/GAIOC",92.240002,62.08815,18.657168,0.050564,7.759998,7.28678,0.422654
"1415","Gobierno Autónomo Municipal de Choquecota","Oruro","municipal","GAM",3413990.0,180000.0,180000.0,180000.0,0.0,3233990.0,2477511.0,744479.0,0.0,12000.0,5.272423,True,"20/210 Recursos Específicos GAM/GAIOC",94.727577,72.569369,21.806713,0.0,5.272423,5.272423,0.0
"1432","Gobierno Autónomo Municipal de Coipasa","Oruro","municipal","GAM",3541469.0,2000000.0,2010377.0,2000000.0,0.0,1531092.0,1168088.0,351004.0,10377.0,12000.0,56.47374,True,"20/210 Recursos Específicos GAM/GAIOC",43.233246,32.983149,9.911254,0.293014,56.766754,56.47374,0.0
"1414","Gobierno Autónomo Municipal de Corque","Oruro","municipal","GAM",17924466.0,300000.0,300000.0,300000.0,0.0,17324492.0,13318700.0,4002200.0,0.0,3592.0,1.67369,True,"20/210 Recursos Específicos GAM/GAIOC",96.652765,74.304585,22.328141,0.0,1.67369,1.67369,0.0
"1420","Gobierno Autónomo Municipal de Cruz de Machacamarca","Oruro","municipal","GAM",3013700.0,1380000.0,1380000.0,1380000.0,0.0,1633700.0,1256214.0,377486.0,0.0,0.0,45.790888,True,"20/210 Recursos Específicos GAM/GAIOC",54.209112,41.683446,12.525666,0.0,45.790888,45.790888,0.0
"1416","Gobierno Autónomo Municipal de Curahuara de Carangas","Oruro","municipal","GAM",7523030.0,300000.0,300000.0,300000.0,0.0,7223030.0,5546133.0,1666584.0,0.0,10313.0,3.987755,True,"20/210 Recursos Específicos GAM/GAIOC",96.012245,73.722064,22.153095,0.0,3.987755,3.987755,0.0
"1403","Gobierno Autónomo Municipal de El Choro","Oruro","municipal","GAM",11860727.0,600000.0,617916.0,600000.0,0.0,11242811.0,8640527.0,2596434.0,17916.0,5850.0,5.058712,True,"20/210 Recursos Específicos GAM/GAIOC",94.790235,72.849894,21.891019,0.151053,5.209765,5.058712,0.0
"1419","Gobierno Autónomo Municipal de Escara","Oruro","municipal","GAM",6934522.0,2000000.0,2000000.0,2000000.0,0.0,4934522.0,3486806.0,1047767.0,0.0,399949.0,28.841209,True,"20/210 Recursos Específicos GAM/GAIOC",71.158791,50.281851,15.109434,0.0,28.841209,28.841209,0.0
"1422","Gobierno Autónomo Municipal de Esmeralda","Oruro","municipal","GAM",4910318.0,700000.0,700000.0,700000.0,0.0,4210318.0,3228247.0,970071.0,0.0,12000.0,14.255696,True,"20/210 Recursos Específicos GAM/GAIOC",85.744304,65.744153,19.755767,0.0,14.255696,14.255696,0.0
"1411","Gobierno Autónomo Municipal de Eucaliptus","Oruro","municipal","GAM",10377993.0,180000.0,180000.0,180000.0,0.0,10197993.0,4525199.0,1359799.0,0.0,4312995.0,1.734439,True,"20/210 Recursos Específicos GAM/GAIOC",98.265561,43.603797,13.102716,0.0,1.734439,1.734439,0.0
"1418","Gobierno Autónomo Municipal de Huachacalla","Oruro","municipal","GAM",4567457.0,250000.0,250000.0,250000.0,0.0,4317457.0,3303902.0,992805.0,0.0,20750.0,5.473505,True,"20/210 Recursos Específicos GAM/GAIOC",94.526495,72.3357,21.736494,0.0,5.473505,5.473505,0.0
"1406","Gobierno Autónomo Municipal de Huanuni","Oruro","municipal","GAM",30838958.0,1929693.0,9163689.0,1929693.0,0.0,21675269.0,16650869.0,5003500.0,7233996.0,20900.0,6.257322,True,"20/210 Recursos Específicos GAM/GAIOC",70.285348,53.992969,16.224608,23.45733,29.714652,6.257322,0.0
"1434","Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca)","Oruro","municipal","GAM",11517896.0,200000.0,200000.0,200000.0,0.0,11317896.0,4971649.0,1493955.0,0.0,4852292.0,1.736428,True,"20/210 Recursos Específicos GAM/GAIOC",98.263572,43.164559,12.970728,0.0,1.736428,1.736428,0.0
"1428","Gobierno Autónomo Municipal de La Rivera","Oruro","municipal","GAM",2918255.0,1500000.0,1500000.0,1500000.0,0.0,1418255.0,1101726.0,316279.0,0.0,250.0,51.40058,True,"20/210 Recursos Específicos GAM/GAIOC",48.59942,37.752904,10.837949,0.0,51.40058,51.40058,0.0
"1407","Gobierno Autónomo Municipal de Machacamarca","Oruro","municipal","GAM",8232802.0,620828.0,783974.0,620828.0,0.0,7448828.0,5068089.0,1522935.0,163146.0,857804.0,7.540908,True,"20/210 Recursos Específicos GAM/GAIOC",90.477434,61.55971,18.49838,1.981658,9.522566,7.540908,0.0
"1401","Gobierno Autónomo Municipal de Oruro","Oruro","municipal","GAM",577774709.0,213219618.0,216475736.0,213219618.0,749744.0,333585205.0,247332908.0,74322254.0,2506374.0,11930043.0,36.903591,True,"20/210 Recursos Específicos GAM/GAIOC",57.736208,42.807846,12.863535,0.433798,37.467153,36.903591,0.129764
"1427","Gobierno Autónomo Municipal de Pampa Aullagas","Oruro","municipal","GAM",5151173.0,60000.0,60000.0,60000.0,0.0,5091173.0,2643787.0,794444.0,0.0,1652942.0,1.164783,True,"20/210 Recursos Específicos GAM/GAIOC",98.835217,51.32398,15.422584,0.0,1.164783,1.164783,0.0
"1409","Gobierno Autónomo Municipal de Pazña","Oruro","municipal","GAM",7223015.0,350000.0,505966.0,350000.0,0.0,6717049.0,3508421.0,1054262.0,155966.0,2154366.0,4.845622,True,"20/210 Recursos Específicos GAM/GAIOC",92.995086,48.572805,14.595872,2.159292,7.004914,4.845622,0.0
"1408","Gobierno Autónomo Municipal de Poopó (Villa Poopó)","Oruro","municipal","GAM",15738980.0,1826344.0,5825345.0,1826344.0,0.0,9913635.0,7608785.0,2286400.0,3999001.0,18450.0,11.603954,True,"20/210 Recursos Específicos GAM/GAIOC",62.987786,48.343571,14.52699,25.40826,37.012214,11.603954,0.0
"1431","Gobierno Autónomo Municipal de Sabaya","Oruro","municipal","GAM",17685181.0,999000.0,1047378.0,999000.0,0.0,16637803.0,12792436.0,3844061.0,48378.0,1306.0,5.648797,True,"20/210 Recursos Específicos GAM/GAIOC",94.077652,72.33421,21.736057,0.273551,5.922348,5.648797,0.0
"1412","Gobierno Autónomo Municipal de Santiago de Huari","Oruro","municipal","GAM",17800567.0,711000.0,1013603.0,711000.0,0.0,16786964.0,11172909.0,3357401.0,302603.0,2256654.0,3.994255,True,"20/210 Recursos Específicos GAM/GAIOC",94.305783,62.767152,18.861203,1.699963,5.694217,3.994255,0.0
"1405","Gobierno Autónomo Municipal de Santuario de Quillacas","Oruro","municipal","GAM",11289263.0,0.0,0.0,0.0,0.0,11289263.0,4244192.0,1275358.0,0.0,5769713.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",100.0,37.594943,11.297088,0.0,0.0,0.0,0.0
"1435","Gobierno Autónomo Municipal de Soracachi","Oruro","municipal","GAM",27060543.0,2300000.0,2948648.0,2300000.0,0.0,24111895.0,13031874.0,3916010.0,648648.0,7164011.0,8.49946,True,"20/210 Recursos Específicos GAM/GAIOC",89.103515,48.158213,14.471291,2.397025,10.896485,8.49946,0.0
"1429","Gobierno Autónomo Municipal de Todos Santos","Oruro","municipal","GAM",1632674.0,400000.0,400000.0,400000.0,0.0,1232674.0,941122.0,282802.0,0.0,8750.0,24.499686,True,"20/210 Recursos Específicos GAM/GAIOC",75.500314,57.642983,17.3214,0.0,24.499686,24.499686,0.0
"1423","Gobierno Autónomo Municipal de Toledo","Oruro","municipal","GAM",13414809.0,300000.0,300000.0,300000.0,0.0,13114809.0,10072163.0,3026633.0,0.0,16013.0,2.236334,True,"20/210 Recursos Específicos GAM/GAIOC",97.763666,75.082418,22.561879,0.0,2.236334,2.236334,0.0
"1413","Gobierno Autónomo Municipal de Totora","Oruro","municipal","GAM",9667747.0,300000.0,300000.0,300000.0,0.0,9367747.0,5462163.0,1641352.0,0.0,2264232.0,3.103101,True,"20/210 Recursos Específicos GAM/GAIOC",96.896899,56.49882,16.977606,0.0,3.103101,3.103101,0.0
"1417","Gobierno Autónomo Municipal de Turco","Oruro","municipal","GAM",9552263.0,994000.0,994570.0,994000.0,0.0,8557693.0,4387190.0,1318328.0,570.0,2852175.0,10.405911,True,"20/210 Recursos Específicos GAM/GAIOC",89.588122,45.928279,13.801211,0.005967,10.411878,10.405911,0.0
"1421","Gobierno Autónomo Municipal de Yunguyo de Litoral","Oruro","municipal","GAM",1303623.0,350000.0,350000.0,350000.0,0.0,953623.0,733277.0,220346.0,0.0,0.0,26.848253,True,"20/210 Recursos Específicos GAM/GAIOC",73.151747,56.249161,16.902586,0.0,26.848253,26.848253,0.0
"909","Gobierno Autónomo Departamental de Pando","Pando","departamental","GAD",252228684.0,None,51994883.0,0.0,7225098.0,199706694.0,0.0,51863372.0,44769785.0,147843322.0,None,False,"No calculado para entidades no GAM/GAIOC",79.176837,0.0,20.562044,17.74968,20.614183,0.0,2.864503
"1904","Gobierno Autónomo Municipal de Bella Flor","Pando","municipal","GAM",7706692.0,404800.0,518172.0,404800.0,113372.0,7188520.0,3019570.0,3956640.0,0.0,212310.0,5.252578,True,"20/210 Recursos Específicos GAM/GAIOC",93.276337,39.181143,51.340316,0.0,6.723663,5.252578,1.471085
"1903","Gobierno Autónomo Municipal de Bolpebra","Pando","municipal","GAM",4903243.0,150000.0,197620.0,150000.0,47620.0,4705623.0,1986997.0,2603626.0,0.0,115000.0,3.0592,True,"20/210 Recursos Específicos GAM/GAIOC",95.969606,40.524139,53.100081,0.0,4.030394,3.0592,0.971194
"1901","Gobierno Autónomo Municipal de Cobija","Pando","municipal","GAM",146104616.0,31267524.0,36440454.0,31267524.0,5172930.0,109664162.0,45215406.0,59247198.0,0.0,5201558.0,21.400778,True,"20/210 Recursos Específicos GAM/GAIOC",75.058657,30.947281,40.551216,0.0,24.941343,21.400778,3.540566
"1907","Gobierno Autónomo Municipal de Filadelfia","Pando","municipal","GAM",15802755.0,106301.0,533065.0,106301.0,371523.0,15269690.0,6601985.0,8650792.0,55241.0,16913.0,0.672674,True,"20/210 Recursos Específicos GAM/GAIOC",96.626759,41.777431,54.742303,0.349566,3.373241,0.672674,2.351001
"1912","Gobierno Autónomo Municipal de Ingavi (Humaita)","Pando","municipal","GAM",5060458.0,0.0,85207.0,0.0,85207.0,4975251.0,2148285.0,2814966.0,0.0,12000.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",98.31622,42.452383,55.626704,0.0,1.68378,0.0,1.68378
"1913","Gobierno Autónomo Municipal de Nueva Esperanza","Pando","municipal","GAM",2799727.0,0.0,15088.0,0.0,15088.0,2784639.0,1155618.0,1514243.0,0.0,114778.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",99.46109,41.276096,54.08538,0.0,0.53891,0.0,0.53891
"1902","Gobierno Autónomo Municipal de Porvenir","Pando","municipal","GAM",19023658.0,1570404.0,1762578.0,1570404.0,192174.0,17261080.0,7457474.0,9771768.0,0.0,31838.0,8.255005,True,"20/210 Recursos Específicos GAM/GAIOC",90.73481,39.201052,51.366399,0.0,9.26519,8.255005,1.010184
"1908","Gobierno Autónomo Municipal de Puerto Gonzalo Moreno","Pando","municipal","GAM",23407860.0,255000.0,328658.0,255000.0,22008.0,23079202.0,9981542.0,13079135.0,51650.0,18525.0,1.089378,True,"20/210 Recursos Específicos GAM/GAIOC",98.59595,42.641839,55.874971,0.220652,1.40405,1.089378,0.09402
"1905","Gobierno Autónomo Municipal de Puerto Rico","Pando","municipal","GAM",14377762.0,330375.0,503992.0,330375.0,123048.0,13873770.0,6000066.0,7862079.0,50569.0,11625.0,2.297819,True,"20/210 Recursos Específicos GAM/GAIOC",96.494642,41.731571,54.682217,0.351717,3.505358,2.297819,0.855822
"1909","Gobierno Autónomo Municipal de San Lorenzo","Pando","municipal","GAM",17803025.0,0.0,105170.0,0.0,65302.0,17697855.0,7651186.0,10025594.0,39868.0,21075.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",99.409258,42.976887,56.313992,0.223939,0.590742,0.0,0.366803
"1906","Gobierno Autónomo Municipal de San Pedro","Pando","municipal","GAM",6312128.0,0.0,84778.0,0.0,23625.0,6227350.0,2692838.0,3528512.0,61153.0,6000.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",98.656903,42.661334,55.900514,0.968817,1.343097,0.0,0.374279
"1911","Gobierno Autónomo Municipal de Santa Rosa del Abuná","Pando","municipal","GAM",5683428.0,70000.0,157901.0,70000.0,87901.0,5525527.0,2373588.0,3110189.0,0.0,41750.0,1.231651,True,"20/210 Recursos Específicos GAM/GAIOC",97.22173,41.763316,54.723822,0.0,2.77827,1.231651,1.546619
"1915","Gobierno Autónomo Municipal de Santos Mercado","Pando","municipal","GAM",4257745.0,0.0,50799.0,0.0,50799.0,4206946.0,1815733.0,2379213.0,0.0,12000.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",98.806904,42.645414,55.87965,0.0,1.193096,0.0,1.193096
"1910","Gobierno Autónomo Municipal de Sena","Pando","municipal","GAM",28703798.0,1800000.0,2455114.0,1800000.0,612396.0,26248684.0,8533279.0,11181430.0,42718.0,6533975.0,6.270947,True,"20/210 Recursos Específicos GAM/GAIOC",91.446728,29.728745,38.954531,0.148824,8.553272,6.270947,2.133502
"1914","Gobierno Autónomo Municipal de Villa Nueva (Loma Alta)","Pando","municipal","GAM",4971902.0,0.0,122745.0,0.0,26766.0,4849157.0,2078449.0,2723458.0,95979.0,47250.0,0.0,True,"20/210 Recursos Específicos GAM/GAIOC",97.531226,41.803901,54.776985,1.930428,2.468774,0.0,0.538345
"905","Gobierno Autónomo Departamental de Potosí","Potosí","departamental","GAD",1478318200.0,None,1002107949.0,0.0,18451501.0,459699173.0,5441757.0,51863372.0,983656448.0,402394044.0,None,False,"No calculado para entidades no GAM/GAIOC",31.096091,0.368105,3.508269,66.538885,67.787026,0.0,1.248141
"3501","Gobierno Autónomo Indígena Originario Campesino de la Autonomía Originaria del","Potosí","indigena_originario_campesino","GAIOC",6851962.0,125000.0,996347.0,125000.0,60000.0,5855615.0,4882809.0,966881.0,811347.0,5925.0,1.824295,True,"20/210 Recursos Específicos GAM/GAIOC",85.458953,71.261472,14.111009,11.84109,14.541047,1.824295,0.875662
"1534","Gobierno Autónomo Municipal de Acasio","Potosí","municipal","GAM",4636348.0,50000.0,70000.0,50000.0,20000.0,4566348.0,3736337.0,737511.0,0.0,92500.0,1.078435,True,"20/210 Recursos Específicos GAM/GAIOC",98.490191,80.587933,15.907154,0.0,1.509809,1.078435,0.431374
"1533","Gobierno Autónomo Municipal de Arampampa","Potosí","municipal","GAM",3773629.0,60000.0,74925.0,60000.0,0.0,3698704.0,3012088.0,602616.0,14925.0,84000.0,1.589981,True,"20/210 Recursos Específicos GAM/GAIOC",98.014511,79.819399,15.969137,0.395508,1.985489,1.589981,0.0
"1520","Gobierno Autónomo Municipal de Atocha","Potosí","municipal","GAM",21445708.0,617000.0,11161079.0,617000.0,0.0,10284629.0,8002369.0,1557521.0,10544079.0,724739.0,2.877033,True,"20/210 Recursos Específicos GAM/GAIOC",47.956584,37.314548,7.262623,49.166383,52.043416,2.877033,0.0
"1508","Gobierno Autónomo Municipal de Betanzos","Potosí","municipal","GAM",33608920.0,1261869.0,1372400.0,1261869.0,74400.0,32236520.0,26924590.0,5284662.0,36131.0,27268.0,3.754566,True,"20/210 Recursos Específicos GAM/GAIOC",95.91656,80.111441,15.723986,0.107504,4.08344,3.754566,0.22137
"1529","Gobierno Autónomo Municipal de Caiza ""D""","Potosí","municipal","GAM",14303070.0,400000.0,1413837.0,400000.0,25000.0,12889233.0,10717313.0,2144170.0,988837.0,27750.0,2.796602,True,"20/210 Recursos Específicos GAM/GAIOC",90.11515,74.930158,14.990977,6.91346,9.88485,2.796602,0.174788
"1527","Gobierno Autónomo Municipal de Caripuyo","Potosí","municipal","GAM",8798383.0,118000.0,228565.0,118000.0,7000.0,8569818.0,7156035.0,1401670.0,103565.0,12113.0,1.341156,True,"20/210 Recursos Específicos GAM/GAIOC",97.402193,81.333525,15.930996,1.177091,2.597807,1.341156,0.07956
"1509","Gobierno Autónomo Municipal de Chaqui","Potosí","municipal","GAM",9515621.0,124655.0,178526.0,124655.0,32500.0,9337095.0,7700237.0,1540556.0,21371.0,96302.0,1.310004,True,"20/210 Recursos Específicos GAM/GAIOC",98.123864,80.922065,16.189758,0.224589,1.876136,1.310004,0.341544
"1506","Gobierno Autónomo Municipal de Chayanta","Potosí","municipal","GAM",18383004.0,210700.0,360725.0,210700.0,0.0,18022279.0,13308723.0,2662623.0,150025.0,2050933.0,1.146167,True,"20/210 Recursos Específicos GAM/GAIOC",98.037725,72.396889,14.484156,0.816107,1.962275,1.146167,0.0
"1540","Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani","Potosí","municipal","GAM",8518166.0,150000.0,358359.0,150000.0,0.0,8159807.0,6792371.0,1358923.0,208359.0,8513.0,1.760942,True,"20/210 Recursos Específicos GAM/GAIOC",95.793003,79.739829,15.953235,2.446055,4.206997,1.760942,0.0
"1539","Gobierno Autónomo Municipal de Ckochas","Potosí","municipal","GAM",14798435.0,45516.0,46211.0,45516.0,0.0,14752224.0,12234030.0,2378697.0,695.0,139497.0,0.307573,True,"20/210 Recursos Específicos GAM/GAIOC",99.68773,82.671107,16.073977,0.004696,0.31227,0.307573,0.0
"1521","Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)","Potosí","municipal","GAM",84434720.0,2434200.0,70806908.0,2434200.0,73350.0,13627812.0,11506974.0,2102088.0,68299358.0,18750.0,2.882937,True,"20/210 Recursos Específicos GAM/GAIOC",16.140057,13.628249,2.489601,80.890134,83.859943,2.882937,0.086872
"1511","Gobierno Autónomo Municipal de Colquechaca","Potosí","municipal","GAM",29450067.0,437120.0,3648896.0,437120.0,130000.0,25801171.0,13937587.0,2988404.0,3081776.0,8875180.0,1.484275,True,"20/210 Recursos Específicos GAM/GAIOC",87.609889,47.326164,10.147359,10.464411,12.390111,1.484275,0.441425
