DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIB_USD2017,POB_ESTIMADA,POP_WORLDPOP_PONDERADOR,CELDAS_INTERSECTADAS,PIBPC_USD2017,PIB_USD2017_RHZ_WORLDPOP,PIBPC_USD2017_RHZ_WORLDPOP,FACTOR_BENCHMARK_INE_2021,PART_INE_2021,POB_ESTIMADA_RHZ_WORLDPOP,POB_RETRO_2021,POB_2012_INE,POB_2024_CENSO,PIB_MUNICIPAL_BENCHMARK_USD2017_2021,PIBpc_RETRO_2021_USD2017,PIBpc_RETRO_2021_STATUS,PIBpc_RETRO_2021_FORMULA
Oruro,Litoral,Yunguyo del Litoral,Yunguyo del Litoral,1960-09-06,350,1967-10-10,-68.3517137386,-18.8759101914,Yunguyo del Litoral,1982172.2009017847,530.2556530687224,391.38811019284185,1,3738.144401536235,2186601.424789514,4123.673952620973,0.9065082362198644,0.0392454706498095,530.2556530687224,766.031837,514,875,1982172.2009017847,2587.584622426929,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Litoral,Huachacalla,Huachacalla,1960-09-06,CSL,1950-11-11,-68.2750595839,-18.7943828339,Huachacalla,3769757.442326828,1008.4568805789312,744.3542193591711,2,3738.144401536236,4158547.3707847386,4123.673952620973,0.9065082362198644,0.0392454706498095,1008.4568805789312,2836.38206,1003,4011,3769757.442326828,1329.0725167605367,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Litoral,Esmeralda,Esmeralda,1960-09-06,453,1968-11-20,-68.0881688091,-18.9457113011,Esmeralda,8282857.794179285,2861.1998042019086,2023.42425366104,6,2894.889682997749,9137101.532269323,3193.45105464174,0.9065082362198644,0.0392454706498095,2861.1998042019086,3545.789784,2702,3882,8282857.794179285,2335.9697832471657,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Abaroa,Santuario de Quillacas,Santuario de Quillacas,1903-10-16,ML,1962-01-12,-66.8133310274,-19.3194127464,Santuario de Quillacas,11212443.016884403,6397.135896770258,3226.8460127793587,5,1752.7285957056602,12368826.41424224,1933.494397154659,0.9065082362198644,0.0392454706498095,6397.135896770258,4857.814816,4051,5161,11212443.016884403,2308.1248343021225,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Ladislao Cabrera,Pampa Aullagas,Pampa Aullagas,1941-10-13,534,1983-02-16,-67.1651475482,-19.2314827169,Pampa Aullagas,5255270.56230173,3134.76684019514,2260.9672651418805,5,1676.4470310572087,5797267.308034824,1849.345614385133,0.9065082362198644,0.0392454706498095,3134.76684019514,3139.465425,2973,3197,5255270.56230173,1673.9380280192433,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Sebastián Pagador,Santiago de Huari,Santiago de Huari,1984-04-01,625,1984-04-01,-66.5636782023,-19.164323072,Santiago de Huari,32038323.819245134,18121.79406874421,10663.504237174757,11,1767.9443711648637,35342562.305715844,1950.2794354491296,0.9065082362198644,0.0392454706498095,18121.79406874421,13446.9138,13283,13502,32038323.819245134,2382.5782104880136,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Poopó,Pazña,Pazña,1903-10-16,90,1961-01-06,-66.9129692281,-18.6134153228,Pazña,12879177.029169727,6973.374171704266,4516.048994408717,7,1846.9074958618069,14207457.267984504,2037.3863381135984,0.9065082362198644,0.0392454706498095,6973.374171704266,4624.755422,5955,4251,12879177.029169727,2784.8341923592093,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Oropeza,Sucre,Sucre,1912-11-18,1669,1995-10-31,-65.2504826324,-18.9377064056,Sucre,858414576.1068636,299617.24239084625,219787.19455054708,7,2865.0373031171366,785634778.2846336,2622.1280591715235,1.092638207770204,0.0450991724414834,299617.24239084625,287545.927126,261622,296746,858414576.1068636,2985.3129365641935,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Yamparáez,Tarabuco,Tarabuco,1912-11-18,ML,1912-11-18,-64.9098102481,-19.1214800592,Tarabuco,42907913.73832583,20769.89349109957,15315.130863134036,7,2065.870667883442,39270010.35950403,1890.7179459698348,1.092638207770204,0.0450991724414834,20769.89349109957,14148.340612,16944,13323,42907913.73832583,3032.7170454963175,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Yamparáez,Yamparáez,Yamparáez,1912-11-18,ML,1941-03-19,-65.0700314798,-19.2435381394,Yamparáez,26312372.98427733,10196.065310786938,8768.653394499692,4,2580.639901986517,24081505.476523813,2361.8429994800795,1.092638207770204,0.0450991724414834,10196.065310786938,8861.258721,10111,8480,26312372.98427733,2969.37193825189,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Oropeza,Yotala,Yotala,1912-11-18,1669,1995-10-31,-65.2648469799,-19.2250382885,Yotala,30914235.655400146,11158.104983676823,8135.032523415452,4,2770.563254300308,28293203.94944656,2535.663895512423,1.092638207770204,0.0450991724414834,11158.104983676823,9306.829764,9461,9256,30914235.655400146,3321.671980639746,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Cornelio Saavedra,Tacobamba,Tacobamba,1925-11-06,ML,1948-12-08,-65.5540232184,-19.2132298173,Tacobamba,15753628.98328698,6984.346852747386,11514.503183267458,5,2255.562233008241,15288639.550144644,2188.98629642522,1.0304140490471525,0.0627775447835225,6984.346852747386,13686.549175,11835,14366,15753628.98328698,1151.0300209433178,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Cornelio Saavedra,Betanzos,Villa de Betanzos,1925-11-06,ML,1925-11-06,-65.2276253499,-19.4582202275,Betanzos,76086740.09666157,35977.43890176854,29104.77443251494,9,2114.845926204085,73840938.18113284,2052.4234196532275,1.0304140490471525,0.0627775447835225,35977.43890176854,32396.956662,33922,31904,76086740.09666157,2348.576778084907,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Zudáñez,Villa Ricardo Mugia - Icla,Icla,1917-12-05,ML,1948-11-22,-64.7463821267,-19.4653326388,Icla (R.Mujia),14366028.929915205,7452.8591760030495,6167.418102230979,4,1927.5862579251996,13148019.928053409,1764.1578376239572,1.092638207770204,0.0450991724414834,7452.8591760030495,8788.300442,7774,9155,14366028.929915205,1634.6765821908791,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Litoral,Cruz de Machacamarca,Cruz de Machacamarca,1960-09-06,508,1980-03-27,-68.3743890886,-18.7168138516,Cruz de Machacamarca,8867694.3412397,3008.4737077730883,1510.0047639586846,4,2947.5724911033653,9782254.575223662,3251.5672481859965,0.9065082362198644,0.0392454706498095,3008.4737077730883,1618.789115,1967,1517,8867694.3412397,5477.979964707485,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Nicolás Suárez,Porvenir,Porvenir,1951-09-08,CSL,1938-09-24,-68.7936337665,-11.2383671199,Porvenir,27998698.453647155,11050.608843727729,4963.451018598327,6,2533.679261440792,27348228.570433497,2474.816451942032,1.023784717227239,0.0112280921377746,11050.608843727729,8980.027474,7948,9353,27998698.453647155,3117.88561171799,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Inquisivi,Colquiri,Colquiri,1919-11-12,CSL,1945-11-03,-66.9940201888,-17.4222241977,Colquiri,34722153.75665547,16087.473648156256,20438.92753973593,6,2158.334771266891,35352511.46549639,2197.5179098147614,0.9821693655497108,0.2591222906876548,16087.473648156256,22466.992607,19620,23505,34722153.75665547,1545.4740366658875,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Santiago de Callapa,Santiago de Callapa,1856-03-29,1555,1994-04-26,-68.3470863071,-17.4008861531,Santiago de Callapa,12782537.922356054,6055.321843615669,5598.424839181695,7,2110.959293738138,13014596.433886724,2149.282361862971,0.9821693655497108,0.2591222906876548,6055.321843615669,7843.094789,7289,8037,12782537.922356054,1629.7824093063366,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Cercado,Cochabamba,Cochabamba,1826-01-26,MDS,1826-01-26,-66.1686801616,-17.4251476077,Cochabamba,2974353925.812473,755955.8434088483,664324.3601905811,3,3934.560400247921,3457488617.941836,4573.664782258851,0.860264271117988,0.1718551800718803,755955.8434088483,656969.177976,632013,665505,2974353925.812473,4527.387319717812,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,General José Manuel Pand,Catacora,Catacora,1986-04-29,849,1986-04-29,-69.4804557014,-17.2527907175,Catacora,5920435.030996007,2868.443577466866,3266.256979955884,4,2063.988665318064,6027916.608539705,2101.45901278734,0.9821693655497108,0.2591222906876548,2868.443577466866,4583.656117,2881,5351,5920435.030996007,1291.6403150004207,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Loayza,Yaco,Yaco,1899-05-29,CSDS,1938-02-18,-67.3987376447,-17.2401309977,Yaco,24958103.541583005,12192.011846575017,5466.9729149928735,3,2047.086555989055,25411201.38441112,2084.2500568558453,0.9821693655497108,0.2591222906876548,12192.011846575017,10798.824259,7315,12296,24958103.541583005,2311.1871202844145,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Calacoto,Calacoto,1856-03-29,104,1961-10-20,-68.7719409866,-17.561889212,Calacoto,28158329.297235724,16437.866818776707,7603.489312051031,14,1713.0160262079094,28669525.119505,1744.1146978241889,0.9821693655497108,0.2591222906876548,16437.866818776707,11586.572807,9879,12219,28158329.297235724,2430.2552417171123,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Poopó,Antequera,Antequera,1903-10-16,535,1980-04-14,-66.7754252648,-18.5249436596,Antequera (Bolivar),7624825.799514208,3535.2905118486865,2586.870433156255,4,2156.774888501881,8411204.10699157,2379.211575060391,0.9065082362198644,0.0392454706498095,3535.2905118486865,3561.081252,3264,3666,7624825.799514208,2141.1546828197634,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Rafael Bustillo,Llallagua,Llallagua,2009-06-17,CSL,1957-12-22,-66.5721350028,-18.3633877944,Llallagua,107111303.47180332,36155.133713740666,31636.311059757994,2,2962.547568482534,103949770.06655876,2875.104013985513,1.0304140490471525,0.0627775447835225,36155.133713740666,41539.73196,41104,41686,107111303.47180332,2578.526591707194,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,1923-11-12,CSL,1938-11-10,-66.5932452329,-18.1802232051,Caripuyo,16735947.764781356,8802.241741541493,6533.0021599711945,5,1901.327895347086,16241963.878750945,1845.2076591010064,1.0304140490471525,0.0627775447835225,8802.241741541493,8518.840387,8704,8458,16735947.764781356,1964.5805066944,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Aroma,Collana,Collana,1945-11-23,823,1986-04-03,-68.3011802329,-16.903720427,Collana,7830638.239804529,3576.806248863932,5399.815918172768,2,2189.2821961747863,7972798.291689534,2229.0271647288305,0.9821693655497108,0.2591222906876548,3576.806248863932,5400.809648,5042,5526,7830638.239804529,1449.9008020621047,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Sur Carangas,Belen de Andamarca,Belen de Andamarca,1980-03-31,509,1980-03-31,-67.7498010357,-18.8920375314,Belen de Andamarca,4305962.534234489,2260.2649275130807,1524.906365374627,6,1905.069835761352,4750053.405129925,2101.547189141365,0.9065082362198644,0.0392454706498095,2260.2649275130807,2757.529258,2016,3061,4305962.534234489,1561.52922813472,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Punata,San Benito,Villa José Quintín Mendoza,1872-01-24,ML,1948-10-29,-65.8789686107,-17.498199099,San Benito,43362606.02782876,17535.13562705015,15744.868559778664,2,2472.898239859433,50406145.51093154,2874.579734255019,0.860264271117988,0.1718551800718803,17535.13562705015,13179.187638,13562,13054,43362606.02782876,3290.2336030328493,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Carangas,Corque,Corque,1950-11-11,ML,1950-11-11,-67.7994522034,-18.4641491301,Corque,18487719.625486717,8911.363150571255,7012.638928848901,10,2074.6230754047515,20394430.945912227,2288.587122005556,0.9065082362198644,0.0392454706498095,8911.363150571255,14006.645692,9221,16101,18487719.625486717,1319.9248436581847,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Campero,Aiquile,Aiquile,1899-07-08,MDS,1899-07-08,-65.1045067081,-18.3231029086,Aiquile,35701751.370810725,16980.624580088584,24420.93717286644,11,2102.4993045706024,41500911.48666817,2444.015606783509,0.860264271117988,0.1718551800718803,16980.624580088584,23158.916232,23267,23123,35701751.370810725,1541.598536528998,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Alonso de Ibáñez,Sacaca,Villa de Sacaca,1923-11-12,CSL,1923-11-12,-66.3436341661,-18.1176532286,Sacaca,35062967.17771284,17324.616159088866,21354.27873187254,7,2023.8813290716437,34028036.79757314,1964.1437642889016,1.0304140490471525,0.0627775447835225,17324.616159088866,17777.305782,19611,17205,35062967.17771284,1972.3442690594761,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,General Bilbao,Acasio,Acasio,1938-11-10,CSL,1938-11-10,-66.0144653737,-18.050003992,Acasio,14562534.538459972,7335.591033419989,6901.220446046384,4,1985.1889877877568,14132701.851189123,1926.593479216929,1.0304140490471525,0.0627775447835225,7335.591033419989,4844.135744,6161,4471,14562534.538459972,3006.219335636558,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Pantaleón Dalence,Huanuni,Villa de Huanuni,1990-11-19,CSL,1941-11-26,-66.765010495,-18.2626895054,Villa Huanuni,62426116.62949532,25591.51275465262,20797.55991747453,4,2439.3288989196644,68864367.8405085,2690.906493129787,0.9065082362198644,0.0392454706498095,25591.51275465262,21171.990631,24677,20118,62426116.62949532,2948.523722597327,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Corocoro,Corocoro,1856-03-29,MDS,1856-03-29,-68.4322348243,-17.1731345087,Corocoro,21327174.772888497,8910.76885533113,11802.360340761988,6,2393.415778048028,21714355.508280262,2436.8666566060697,0.9821693655497108,0.2591222906876548,8910.76885533113,12758.080041,10647,13551,21327174.772888497,1671.6602109691823,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,General José Manuel Pand,Santiago de Machaca,Santiago de Machaca,1986-04-29,849,1986-04-29,-69.2706147403,-17.1895208124,Santiago de Machaca,11383841.254006688,5718.936393103377,5296.389738457445,6,1990.5521711580452,11590507.353724334,2026.6893277046493,0.9821693655497108,0.2591222906876548,5718.936393103377,6168.011979,4593,6805,11383841.254006688,1845.6256719962528,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Pantaleón Dalence,Machacamarca,Machacamarca,1990-11-19,1206,1990-11-19,-66.9744795254,-18.1532895953,Machacamarca,10650385.842683569,5208.69019722027,3741.022903866825,2,2044.733980985733,11748802.070564335,2255.6154475907088,0.9065082362198644,0.0392454706498095,5208.69019722027,5765.345338,4820,6120,10650385.842683569,1847.3109967655441,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,General Bilbao,Arampampa,Arampampa,1938-11-10,CSL,1938-11-10,-66.1259235733,-17.9452662594,Arampampa,16038147.347865572,4827.068793707519,4163.425859816278,4,3322.5437699940417,15564759.9745912,3224.474446040865,1.0304140490471525,0.0627775447835225,4827.068793707519,3785.980382,4170,3666,16038147.347865572,4236.193992100587,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Esteban Arze,Sacabamba,Sacabamba,1950-11-10,1195,1990-11-01,-65.786263981,-17.7764392712,Sacabamba,10749390.444447065,6989.558020935656,4643.874664325005,4,1537.9213409846045,12495451.462231832,1787.7312735375406,0.860264271117988,0.1718551800718803,6989.558020935656,4823.924023,4366,4987,10749390.444447065,2228.3498649164353,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Esteban Arze,Anzaldo,Villa de Anzaldo,1950-11-10,ML,1914-11-24,-65.9166998216,-17.8436630605,Anzaldo,17462024.98864104,11016.422877747866,7359.085406918253,5,1585.090294955242,20298442.67035248,1842.5620453762183,0.860264271117988,0.1718551800718803,11016.422877747866,7298.985625,7192,7335,17462024.98864104,2392.390653486859,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Germán Jordán,Toco,Toco,1945-11-13,CSDL,1956-04-03,-65.9204866923,-17.6474732512,Toko,17030791.76781755,6838.797151367369,6122.542551468498,1,2490.319772741375,19797162.7319644,2894.831107544416,0.860264271117988,0.1718551800718803,6838.797151367369,7299.373054,7057,7382,17030791.76781755,2333.1855546618344,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Punata,Villa Gualberto Villarroel,Villa Gualberto Villarroel,1872-01-24,904,1986-12-11,-65.7710675441,-17.6900107349,Cuchumuela (V. G.Villarroel),8606517.760359889,3627.19155699564,3157.9451539511792,2,2372.7772920514203,10004504.486946754,2758.1957913558244,0.860264271117988,0.1718551800718803,3627.19155699564,3525.815101,2768,3822,8606517.760359889,2441.000879034733,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Punata,Tacachi,Tacachi,1872-01-24,531,1983-02-04,-65.7885213397,-17.6380003189,Tacachi,4244920.910805219,1706.493190204396,1526.7608268494075,2,2487.5111926445966,4934438.234065651,2891.5663199773016,0.860264271117988,0.1718551800718803,1706.493190204396,1290.981486,1303,1287,4244920.910805219,3288.134614325025,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Punata,Villa Rivero,Villa Rivero,1872-01-24,ML,1915-10-12,-65.8527767361,-17.6482572313,Villa Rivero,22805254.54558273,9157.560725817322,8198.45273525374,1,2490.319772741375,26509591.658323005,2894.831107544416,0.860264271117988,0.1718551800718803,9157.560725817322,8480.57601,8135,8599,22805254.54558273,2689.1162248764444,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Germán Jordán,Cliza,Cliza,1945-11-13,ML,1914-11-24,-65.9366933103,-17.5819403873,Cliza,66003019.23645288,26503.832945034177,23727.98043154993,1,2490.319772741375,76724120.07844546,2894.831107544416,0.860264271117988,0.1718551800718803,26503.832945034177,21338.596102,21899,21155,66003019.23645288,3093.1284757900385,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Arque,Tacopaya,Tacopaya,1908-10-01,CSL,1941-09-30,-66.6258990692,-17.826511966,Tacopaya,20766779.129821,10773.660052485526,10965.484776223428,5,1927.5509927594217,24139999.56412553,2240.6498299114555,0.860264271117988,0.1718551800718803,10773.660052485526,10623.535844,10253,10750,20766779.129821,1954.7897645097225,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Cercado,El Choro,El Choro,1868-10-07,576,1983-10-20,-67.1747060493,-18.2642337695,El Choro,12153508.671341864,5868.549741887114,6100.149401964547,8,2070.9560634027675,13406947.875092614,2284.5419166169363,0.9065082362198644,0.0392454706498095,5868.549741887114,9662.591689,8725,9997,12153508.671341864,1257.7897382729025,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Saucarí,Toledo,Toledo,1963-11-23,262,1963-11-23,-67.4132013067,-18.2756280455,Toledo,27633224.032155327,11294.577036296316,8476.664509369068,11,2446.5921958257527,30483147.232490417,2698.918882445053,0.9065082362198644,0.0392454706498095,11294.577036296316,11652.767427,10149,12202,27633224.032155327,2371.3872439156867,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Capinota,Santivañez,Villa Santivañez,1908-10-01,ML,1908-10-01,-66.21801821,-17.573589014,Santivañez,20693517.48207112,6584.752330035002,6812.532820403434,4,3142.641734250484,24054837.771163154,3653.112002624902,0.860264271117988,0.1718551800718803,6584.752330035002,7560.382706,6527,7940,20693517.48207112,2737.099203518303,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Cercado,Paria,Soracachi,1868-10-07,460,2013-12-19,-66.9359492214,-17.857730673,Soracachi,34060360.28002704,12935.798257132314,10301.15037139488,7,2633.0311901120936,37573139.34847255,2904.5860643162187,0.9065082362198644,0.0392454706498095,12935.798257132314,14977.585211,12846,15764,34060360.28002704,2274.088900234935,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Gualberto Villarroel,Chacarilla,Chacarilla,1962-12-31,235,1962-12-31,-68.1697611869,-17.5482749349,Chacarilla,2762764.7517024474,1443.3644373217055,1368.3738872205158,3,1914.1144677424709,2812920.916298539,1948.863948399733,0.9821693655497108,0.2591222906876548,1443.3644373217055,2039.893277,2004,2052,2762764.7517024474,1354.3673009099844,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Germán Jordán,Tolata,Tolata,1945-11-13,1492,1993-09-16,-66.0027030562,-17.5266950606,Tolata,17356052.520032663,5957.533501535972,6059.976627157001,3,2913.294992895621,20175256.72370069,3386.511669384504,0.860264271117988,0.1718551800718803,5957.533501535972,7763.70449,5542,8687,17356052.520032663,2235.537499074023,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Esteban Arze,Arbieto,Arbieto,1950-11-10,563,1983-09-20,-66.0650641896,-17.5582753278,Arbieto,50539886.35848242,15513.140901108423,16863.904824192847,3,3257.8758022413963,58749256.54276151,3787.0639425806953,0.860264271117988,0.1718551800718803,15513.140901108423,25787.019573,17445,29375,50539886.35848242,1959.8963817748424,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Gualberto Villarroel,Papel Pampa,Papel Pampa,1962-12-31,235,1962-12-31,-67.7095447501,-17.6972702962,Papel Pampa,16642810.465428274,8603.416011358553,5023.198430781555,4,1934.4421382687767,16944949.66875031,1969.5606543236952,0.9821693655497108,0.2591222906876548,8603.416011358553,6735.786006,7003,6649,16642810.465428274,2470.8045134662207,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Nicolás Suárez,Cobija,Cobija,1951-09-08,1669,1995-10-31,-68.872017806,-11.0792699162,Cobija,201209584.4326979,75359.1567695848,28839.90160197014,4,2670.008437699328,196535053.75392067,2607.978408713337,1.023784717227239,0.0112280921377746,75359.1567695848,52755.079762,46267,55114,201209584.4326979,3814.032418121439,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Aroma,Calamarca,Calamarca,1945-11-23,CSL,1948-12-21,-68.1124294585,-16.8904621363,Calamarca,24766117.79127406,10605.410357588142,13856.739647394184,3,2335.234277243593,25215730.259936072,2377.6289091816507,0.9821693655497108,0.2591222906876548,10605.410357588142,14539.921336,12413,15327,24766117.79127406,1703.318554437302,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Aroma,Colquencha,Colquencha,1945-11-23,1214,1990-12-14,-68.2569732273,-16.9918965684,Colquencha,18813755.47140517,8252.087871510705,11464.420155967551,4,2279.878227709777,19155306.743735883,2321.267907224688,0.9821693655497108,0.2591222906876548,8252.087871510705,11778.773623,9879,12490,18813755.47140517,1597.259279546111,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Combaya,Combaya,1826-10-18,1089,1989-02-21,-68.7534058325,-15.8159310384,Combaya,8460327.933556208,3977.468246741315,4027.4776522119055,2,2127.063601447388,8613919.584857997,2165.6790326145942,0.9821693655497108,0.2591222906876548,3977.468246741315,3578.450846,3731,3529,8460327.933556208,2364.243159538342,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Nor Yungas,Coroico,Coroico,1899-07-01,CSDS,1899-07-01,-67.7725586188,-16.162454603,Coroico,45509499.02296989,23549.271050039923,23258.676192045925,5,1932.5226214546772,46335693.8418647,1967.6062899529168,0.9821693655497108,0.2591222906876548,23549.271050039923,25346.7797,19397,27711,45509499.02296989,1795.4745952483277,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Nor Yungas,Coripata,Coripata,1899-07-01,CSDS,1899-07-01,-67.567327512,-16.209048406,Coripata,37246324.25087215,16958.26727425104,20006.638303574728,4,2196.352000385436,37922506.60355888,2236.225316553381,0.9821693655497108,0.2591222906876548,16958.26727425104,21671.086464,16930,23530,37246324.25087215,1718.7105183669391,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Arani,Arani,Arani,1914-11-24,CSL,1914-11-24,-65.7265704639,-17.5927234328,Arani,27113861.38736718,11511.694287828965,9980.347218717994,2,2355.3319528328693,31518060.55147492,2737.91674478345,0.860264271117988,0.1718551800718803,11511.694287828965,10737.306505,9504,11183,27113861.38736718,2525.201397008914,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Punata,Punata,Villa Punata,1872-01-24,ML,1900-01-19,-65.8314316534,-17.5492548092,Punata,82335385.54322018,33064.09896091356,29601.889427218764,2,2490.1747856656325,95709409.66340286,2894.6625697117865,0.860264271117988,0.1718551800718803,33064.09896091356,33537.174471,28887,35248,82335385.54322018,2455.0483707335275,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Nazacara de Pacajes,Nazacara de Pacajes,1856-03-29,1540,1994-03-17,-68.7575683859,-16.9264537666,Nazacara de Pacajes,2074265.3059097943,1270.900573132636,726.1247674597544,2,1632.1224096995636,2111922.2189839403,1661.7525112749572,0.9821693655497108,0.2591222906876548,1270.900573132636,2519.151068,619,4022,2074265.3059097943,823.3985378504665,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Caquiaviri,Caquiaviri,1856-03-29,ML,1959-12-14,-68.8177949459,-17.0852686111,Caquiaviri,23648775.281872377,13486.32243770753,16492.205259600676,9,1753.5377335893145,24078103.13716757,1785.3720499700942,0.9821693655497108,0.2591222906876548,13486.32243770753,15344.393708,14687,15570,23648775.281872377,1541.1997196991208,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
