DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIB_USD2017,POB_ESTIMADA,POP_WORLDPOP_PONDERADOR,CELDAS_INTERSECTADAS,PIBPC_USD2017,PIB_USD2017_RHZ_WORLDPOP,PIBPC_USD2017_RHZ_WORLDPOP,FACTOR_BENCHMARK_INE_2021,PART_INE_2021,POB_ESTIMADA_RHZ_WORLDPOP,POB_RETRO_2021,POB_2012_INE,POB_2024_CENSO,PIB_MUNICIPAL_BENCHMARK_USD2017_2021,PIBpc_RETRO_2021_USD2017,PIBpc_RETRO_2021_STATUS,PIBpc_RETRO_2021_FORMULA
Beni,General José Ballivián,Reyes,Reyes,1937-12-03,CSDS,1856-07-09,-67.0580571325,-13.4029031906,Reyes,33458305.751003116,14891.757235530586,8149.316605861328,33,2246.766800037149,33473672.09213074,2247.7986689351296,0.9995409424730776,0.0355050251817614,14891.757235530586,11896.545035,13246,11478,33458305.751003116,2812.438876346121,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Madre de Dios,Puerto Gonzalo Moreno,Puerto Gonzalo Moreno,1938-09-24,CSL,1958-09-18,-66.3251035522,-11.1671180412,Puerto Gonzalo Moreno,23579769.085808,9534.545534089892,5325.601310246333,8,2473.087888824979,23031960.42002866,2415.6327470124297,1.023784717227239,0.0112280921377746,9534.545534089892,11189.278655,8160,12431,23579769.085808,2107.353817315856,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Mamoré,Puerto Siles,Puerto Siles,1941-11-27,CSL,1945-12-03,-64.9863357204,-12.424185602,Puerto Siles,3087775.8863649177,1254.82072207229,1998.2529541868128,9,2460.730710013754,3089194.004124635,2461.8608457652385,0.9995409424730776,0.0355050251817614,1254.82072207229,1052.510689,945,1091,3087775.8863649177,2933.7240171251337,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Camacho,Mocomoco,Mocomoco,1908-11-05,2648,2004-04-01,-69.0347466236,-15.4510663688,Mocomoco,38251886.062058926,21124.44548581234,20333.5372931054,4,1810.787700332762,38946323.72355628,1843.6613519495,0.9821693655497108,0.2591222906876548,21124.44548581234,17248.400492,15665,17811,38251886.062058926,2217.7062783365095,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Yacuma,Exaltación,Exaltación,1894-10-22,1669,1995-10-31,-65.7831816945,-12.8039581394,Exaltación,29051983.488764416,9497.099457047154,12588.229654835028,47,3059.0375114169105,29065326.145503964,3060.442430550367,0.9995409424730776,0.0355050251817614,9497.099457047154,7563.174517,6362,8012,29051983.488764416,3841.24198432954,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Vaca Diez,Riberalta,Riberalta,1900-01-19,CSL,1900-01-19,-66.1008077671,-11.5278757457,Riberalta,256569325.8402225,105432.42897185904,55526.76044897155,34,2433.4953518779635,256687160.01309088,2434.6129792912507,0.9995409424730776,0.0355050251817614,105432.42897185904,104547.072695,89022,110302,256569325.8402225,2454.10339309769,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Nicolás Suárez,Bella Flor,Bella Flor,1951-09-08,CSL,1938-09-24,-67.9315356405,-10.9321845211,Bella Flor,22859993.21412264,9502.15286822543,2329.7695150249783,20,2405.7698851136083,22328906.48732808,2349.878685070882,1.023784717227239,0.0112280921377746,9502.15286822543,3697.825273,3909,3630,22859993.21412264,6182.010106968674,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Manuripi,San Pedro,San Pedro,1938-09-24,CSL,1938-09-24,-66.5899771036,-11.0253770554,San Pedro (Conquista),4045321.754899473,1792.4486535476178,1430.962109967717,12,2256.86897468051,3951340.244515072,2204.4370625036154,1.023784717227239,0.0112280921377746,1792.4486535476178,16130.295758,19103,15246,4045321.754899473,250.79030264355893,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Manuripi,Puerto Rico,Puerto Rico,1938-09-24,CSL,1938-09-24,-67.5379692708,-11.3276852924,Puerto Rico,23619098.00841597,8742.520309573943,3887.983392117072,15,2701.634902986805,23070375.64731833,2638.8701233045963,1.023784717227239,0.0112280921377746,8742.520309573943,7067.189697,6239,7367,23619098.00841597,3342.077830034545,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Abuná,Santa Rosa,Santa Rosa,1938-09-24,ML,1945-12-03,-67.2788428097,-10.7316108589,Santa Rosa del Abuna,12757222.853081135,5168.354297273711,1601.5880810941453,12,2468.333655030292,12460845.174200376,2410.988964276971,1.023784717227239,0.0112280921377746,5168.354297273711,18296.0644,19217,17999,12757222.853081135,697.2659570100941,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Abuná,Ingavi,Ingavi,1938-09-24,CSL,1938-09-24,-66.7473248683,-10.5045770983,Ingavi,3310277.1488489057,1547.7033184722352,1202.1302670029108,19,2138.831848029206,3233372.302933252,2089.1421917509165,1.023784717227239,0.0112280921377746,1547.7033184722352,2322.008939,1654,2600,3310277.1488489057,1425.609132420639,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Vaca Diez,Guayaramerín,Guayaramerín,1900-01-19,1669,1995-10-30,-65.4349889568,-11.3089109596,Guayaramerín,220661928.03929588,78111.08023882212,26212.85987451933,18,2824.9760131933795,220763271.08055344,2826.2734352869893,0.9995409424730776,0.0355050251817614,78111.08023882212,41976.644651,41814,42031,220661928.03929588,5256.77861762144,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Federico Román,Villa Nueva,Loma Alta,1963-10-19,CSL,1963-10-19,-66.105491901,-10.6509481126,Villa Nueva (Loma Alta),7767776.193091124,2965.393199802695,2084.686448617358,7,2619.4759580645023,7587314.073342424,2558.6199070825587,1.023784717227239,0.0112280921377746,2965.393199802695,2580.556141,2801,2511,7767776.193091124,3010.1171099945227,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Federico Román,Santos Mercado,Santos Mercado,1963-10-19,CSL,1963-10-19,-66.1364085683,-10.153428419,Santos Mercado,7571527.377009737,3414.3903501211,1365.5969854338618,16,2217.534201015181,7395624.53863937,2166.016120089218,1.023784717227239,0.0112280921377746,3414.3903501211,2300.113634,2165,2347,7571527.377009737,3291.8057888404396,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Federico Román,Nueva Esperanza,Nueva Esperanza,1963-10-19,CSL,1995-10-31,-65.5377979823,-10.1113030749,Nuevo Manoa (Nueva Esperanza),10589108.058838855,2505.4428872949047,1274.334158766418,13,4226.441605408849,10343100.341952557,4128.252292000905,1.023784717227239,0.0112280921377746,2505.4428872949047,1704.394856,2068,1598,10589108.058838855,6212.825637491206,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Omasuyos,Santiago de Huata,Santiago de Huata,1863-09-07,4000,2009-01-20,-68.8350934722,-16.0862586579,Santiago de Huata,12279784.674370425,5780.791137645573,8807.165314932307,1,2124.2394651490195,12502716.033601338,2162.80362599184,0.9821693655497108,0.2591222906876548,5780.791137645573,9100.188536,8562,9287,12279784.674370425,1349.3989301523748,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Los Andes,Puerto Pérez,Puerto Pérez,1917-11-24,758,2015-11-12,-68.6493357723,-16.3270299779,Puerto Pérez,9391573.674201263,3967.896110735597,5006.624335783625,2,2366.890012264002,9562071.475264236,2409.859333109291,0.9821693655497108,0.2591222906876548,3967.896110735597,7523.418925,6498,7900,9391573.674201263,1248.3119400764442,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Rafael Bustillo,Chuquihuta Ayllu Jucumani,Chuquihuta Ayllu Jucumani,2009-06-17,4039,2009-06-17,-66.3533150921,-18.6322384682,Chuquihuta,26434690.247170903,13947.988252899737,16113.729279637468,1,1895.2331883184104,25654435.00272116,1839.2928455031995,1.0304140490471525,0.0627775447835225,13947.988252899737,8169.282537,8019,8220,26434690.247170903,3235.864364731578,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Caranavi,Alto Beni,Alto Beni,1992-12-16,4131,2009-12-23,-67.3894131675,-15.6057054827,Alto Beni,19524459.084916748,10141.772228697504,11210.348494670005,7,1925.1525911486824,19878912.710731,1960.1024616270668,0.9821693655497108,0.2591222906876548,10141.772228697504,10734.071218,11194,10585,19524459.084916748,1818.923937433496,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Caranavi,Caranavi,Caranavi,1992-12-16,1401,1992-12-16,-67.4879858296,-15.844679091,Caranavi,100912526.08369984,52271.5658817149,56774.72932971144,7,1930.5433916415352,102744526.1716344,1965.5911285331404,0.9821693655497108,0.2591222906876548,52271.5658817149,57188.211091,50330,59676,100912526.08369984,1764.5686787269665,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Tomina,Alcalá,Alcalá,1917-12-05,ML,1957-09-20,-64.3738832136,-19.4321348702,Villa Alcala,11803969.283847185,4962.455897754011,4070.169243832293,2,2378.6547481841835,10803181.876584817,2176.9829494050105,1.092638207770204,0.0450991724414834,4962.455897754011,4024.171651,4902,3768,11803969.283847185,2933.2668450048322,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Tomina,Sopachuy,Villa de Sopachui,1917-12-05,ML,1932-04-01,-64.5352218162,-19.4622942159,Sopachuy,15009601.532609375,7008.849521790771,6183.064695920868,4,2141.5214417065126,13737027.888893018,1959.9547466647832,1.092638207770204,0.0450991724414834,7008.849521790771,7032.706655,7312,6942,15009601.532609375,2134.2567335100744,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Omasuyos,Huarina,Huarina,1863-09-07,3098,2005-07-15,-68.5931256425,-16.1645624962,Huarina,14291641.009833382,7430.653040051498,8653.877961399168,2,1923.335800070452,14551096.288606483,1958.252687909869,0.9821693655497108,0.2591222906876548,7430.653040051498,8490.176737,7948,8679,14291641.009833382,1683.3149005941093,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Bolivar,Bolivar,Bolivar,1985-01-31,704,1985-01-31,-66.6445215579,-18.0155672478,Bolivar,16701356.062362088,9387.82978160818,7609.785650119982,6,1779.0433413142975,19414215.63475748,2068.0195621774183,0.860264271117988,0.1718551800718803,9387.82978160818,8018.984047,7279,8282,16701356.062362088,2082.727184047894,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Tomina,Tomina,Villa de Tomina,1917-12-05,ML,1932-04-01,-64.4949701995,-19.1608600057,Tomina,20370327.79664799,8575.642181091936,7244.851658864631,6,2375.370539778542,18643250.48473148,2173.9771892345475,1.092638207770204,0.0450991724414834,8575.642181091936,8505.247518,8494,8509,20370327.79664799,2395.0305681813506,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Zudáñez,Zudañez,Villa Zudáñez,1917-12-05,ML,1917-12-05,-64.6879862089,-19.1279911384,Zudañez,21656988.710378986,10140.785337325604,9168.365106636047,5,2135.6322996666954,19820823.17492391,1954.5649094817727,1.092638207770204,0.0450991724414834,10140.785337325604,13069.574205,11362,13694,21656988.710378986,1657.0538849099692,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Tomina,Padilla,Padilla,1917-12-05,ML,1827-01-03,-64.1608587629,-19.3747358802,Padilla,29020027.90388048,11664.659400133403,8893.955178241435,9,2487.8590028568337,26559594.65585865,2276.9284335515963,1.092638207770204,0.0450991724414834,11664.659400133403,9476.287435,10383,9192,29020027.90388048,3062.3836712610614,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Zudáñez,Mojocoya,Villa de Mojocoya,1917-12-05,ML,1941-01-14,-64.6441709128,-18.7802819496,Villa Mojocoya,25114612.498845555,12207.483038574468,6844.213437749277,8,2057.312913684648,22985295.883161616,1882.8857521677728,1.092638207770204,0.0450991724414834,12207.483038574468,8797.470382,8068,9055,25114612.498845555,2854.7538564455263,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Vallegrande,Pucará,Pucará,1984-10-18,658,1984-10-18,-64.1910807869,-18.7623656332,Pucará,5294306.284510855,2339.7598396547955,1737.248345889035,4,2262.756285829732,5109570.318502388,2183.801188440026,1.0361548925825552,0.3110055708407956,2339.7598396547955,2030.079872,2076,2015,5294306.284510855,2607.9300419086185,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,1943-10-15,ML,1943-10-15,-64.3000593172,-18.9518465875,Villa Serrano,29345600.90946528,12178.43308110099,9437.18254840147,7,2409.636832098296,26857564.28868817,2205.338249168268,1.092638207770204,0.0450991724414834,12178.43308110099,9582.024555,11161,9107,29345600.90946528,3062.567909325148,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Los Andes,Batallas,Batallas,1917-11-24,654,1984-10-18,-68.4336080149,-16.1643723187,Batallas,45490855.99979105,19697.94043869493,19759.488442936563,6,2309.4219490291543,46316712.36694524,2351.3479752411063,0.9821693655497108,0.2591222906876548,19697.94043869493,19761.072237,17426,20607,45490855.99979105,2302.043910023463,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Azurduy,Azurduy,Villa Azurduy,1917-12-05,ML,1917-12-05,-64.4329027862,-20.1813721151,Villa Azurduy,24785043.303151462,13508.203438124045,9224.536926355446,6,1834.8141865557727,22683668.87309517,1679.251351003148,1.092638207770204,0.0450991724414834,13508.203438124045,8515.335741,10652,7903,24785043.303151462,2910.636063926669,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,José María Linares,"Caiza ""D""","Caiza ""D""",2006-08-15,666,1984-11-01,-65.6536114845,-20.0113212108,"Caiza ""D""",23894289.78899463,10138.684367121665,17172.203300846362,7,2356.744615354677,23189017.86237312,2287.182145404571,1.0304140490471525,0.0627775447835225,10138.684367121665,12759.459743,12067,12999,23894289.78899463,1872.672532471821,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Manco Kapac,Copacabana,Copacabana,1961-11-18,121,1961-11-18,-69.0641664312,-16.1363528164,Copacabana,29328080.872270197,12920.82444037438,17039.3831433545,3,2269.8304591638284,29860512.75978817,2311.0377280943044,0.9821693655497108,0.2591222906876548,12920.82444037438,16792.345622,14931,17463,29328080.872270197,1746.5148426670557,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Cornelio Saavedra,Chaquí,Chaquí,1925-11-06,ML,1929-01-04,-65.5460617741,-19.6250138307,Chaquí,30331954.869222406,13727.39502357072,19055.509575791453,3,2209.5929210997942,29436666.646064326,2144.373830251107,1.0304140490471525,0.0627775447835225,13727.39502357072,9437.453932,9910,9285,30331954.869222406,3213.9976616231734,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Tomina,El Villar,El Villar,1917-12-05,204,1962-11-26,-64.2752432187,-19.6912768467,El Villar,13020446.224209243,6587.83208538396,3750.2736190631113,4,1976.438691128293,11916521.06947702,1808.8683674733472,1.092638207770204,0.0450991724414834,6587.83208538396,5329.938758,4465,5654,13020446.224209243,2442.888523798484,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Nor Chichas,Vitichi,Vitiche,1863-08-26,CSL,1911-01-16,-65.4324371794,-20.3496376912,Vitichi,25413039.735022698,11341.979473093515,8916.798412442775,7,2240.6176801245183,24662939.87210551,2174.4828520112555,1.0304140490471525,0.0627775447835225,11341.979473093515,10297.585545,10646,10184,25413039.735022698,2467.8639108650104,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Villa Vaca Guzmán,1947-11-14,ML,1947-11-14,-63.8012914588,-19.9031853746,Villa Vaca Guzman (Muyupampa),15224585.681284986,6546.583981634278,8315.771656425837,20,2325.577083253784,13933784.82741738,2128.405419758928,1.092638207770204,0.0450991724414834,6546.583981634278,12284.689193,9720,13282,15224585.681284986,1239.313868003371,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Nor Chichas,Cotagaita,Cotagaita,1863-08-26,CSL,1911-01-16,-65.7699421027,-20.6725072154,Cotagaita,87309595.7649546,32216.05745139842,61220.65677178148,17,2710.126647143929,84732536.2515115,2630.133633804824,1.0304140490471525,0.0627775447835225,32216.05745139842,29845.681488,31801,29221,87309595.7649546,2925.3678057014167,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Sur Cinti,Villa Abecia,Villa Abecia,1944-03-23,ML,1947-11-20,-65.2893878064,-20.9860157745,Villa Abecia,22189254.701358348,4658.6290600631655,2972.2039014204493,4,4763.043894518077,20307961.54075644,4359.214111904648,1.092638207770204,0.0450991724414834,4658.6290600631655,4833.194702,3514,5375,22189254.701358348,4591.0119642607915,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Sur Chichas,Tupiza,Tupiza,1863-08-26,MDS,1863-02-05,-65.7969192073,-21.4911500216,Tupiza,139016092.481784,56434.70430695952,86897.68358318765,21,2463.3086004251563,134912846.54972956,2390.60075190457,1.0304140490471525,0.0627775447835225,56434.70430695952,45394.749261,44814,45590,139016092.481784,3062.3826487463857,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Sur Cinti,Las Carreras,Las Carreras,1944-03-23,1445,1993-02-15,-65.320277535,-21.2956792225,Las Carreras,57451671.52778336,10076.265107029078,4308.584109913041,5,5701.683204792397,52580690.58835822,5218.27185270052,1.092638207770204,0.0450991724414834,10076.265107029078,4765.910338,4088,5016,57451671.52778336,12054.71094703315,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Tacacoma,Tacacoma,1826-10-18,652,1984-10-17,-68.5230229401,-15.3924830872,Tacacoma,13586677.726888107,8070.212126873681,9347.672817628132,5,1683.5589341753089,13833334.86407792,1714.1228317918844,0.9821693655497108,0.2591222906876548,8070.212126873681,9339.757567,8182,9761,13586677.726888107,1454.714175272541,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Ichilo,Yapacaní,Yapacaní,1926-04-08,1144,1990-03-13,-64.3620574515,-16.7507586691,Yapacaní,143664980.15087163,55528.99429744534,53385.684082191015,26,2587.2065930335257,138652030.868469,2496.9303446370504,1.0361548925825552,0.3110055708407956,55528.99429744534,55893.272332,50558,57794,143664980.15087163,2570.3447688363544,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Cordillera,Boyuibe,Boyuibe,1894-09-06,1265,1991-09-30,-63.0673573921,-20.3454200492,Boyuibe,17346449.336182974,7994.4351672803905,4325.365400839306,6,2169.8154995588043,16741173.988908134,2094.103415514129,1.0361548925825552,0.3110055708407956,7994.4351672803905,5475.87696,5087,5612,17346449.336182974,3167.7938464008516,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Ayopaya,Cocapata,Cocapata,1826-02-15,4007,2009-02-06,-66.5521991724,-16.4891607663,Cocapata,52220700.41651281,32259.213532844027,17619.963257204276,20,1618.7840526039304,60703091.09623661,1881.7287977102435,0.860264271117988,0.1718551800718803,32259.213532844027,19213.237749,18076,19608,52220700.41651281,2717.9542094170324,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Vallegrande,Vallegrande,Vallegrande,1984-10-18,658,1984-10-18,-63.9404133016,-18.7837902986,Vallegrande,35796230.17603609,15610.145010353644,14686.935585351748,12,2293.138862726371,34547180.57337556,2213.123616113858,1.0361548925825552,0.3110055708407956,15610.145010353644,17238.740851,17208,17249,35796230.17603609,2076.4991182138715,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Tarija,Gran Chaco,Villa Montes,Villa Montes,1876-08-12,MDS,1937-08-24,-62.9133898058,-21.4028222086,Villa Montes,272680412.0706332,72263.35343899866,42670.49289649791,24,3773.425935745111,188134856.50731543,2603.461471880489,1.4493880460691253,0.0641616532053175,72263.35343899866,44434.890909,39867,46071,272680412.0706332,6136.628367794532,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Zudáñez,Presto,Presto,1917-12-05,ML,1926-10-28,-64.893029054,-18.7556524932,Presto,28357488.2714414,12546.692289774392,10151.073197561856,7,2260.156511095189,25953227.765402608,2068.5314635917707,1.092638207770204,0.0450991724414834,12546.692289774392,12500.321402,12385,12539,28357488.2714414,2268.540732624118,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Vallegrande,Trigal,Trigal,1984-10-18,658,1984-10-18,-64.1326643091,-18.2870823247,Trigal,6454599.902127291,2857.5026833606435,3024.911260437002,2,2258.8254911229637,6229377.430279347,2180.007552242477,1.0361548925825552,0.3110055708407956,2857.5026833606435,2300.887716,2135,2359,6454599.902127291,2805.265053561929,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Florida,Quirusillas,Quirusillas,1924-12-15,24,1943-09-24,-63.9374563818,-18.3705717191,Quirusillas,6954456.326246598,3266.758982916721,3995.7364313029393,2,2128.855040305827,6711792.200211518,2054.5722030031443,1.0361548925825552,0.3110055708407956,3266.758982916721,3062.994013,2995,3086,6954456.326246598,2270.4766303513024,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Andrés Ibáñez,La Guardia,La Guardia,1944-12-06,1522,1993-12-13,-63.2339492265,-18.0537226226,La Guardia,273788621.5866844,79268.39244594339,117779.29750616627,8,3453.9444176743327,264235225.395966,3333.4248020250902,1.0361548925825552,0.3110055708407956,79268.39244594339,130252.513771,89284,147726,273788621.5866844,2101.9833987098236,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Vallegrande,Moromoro,Moromoro,1984-10-18,658,1984-10-18,-64.3442093121,-18.3207853576,Moromoro,9977123.843915837,3734.08871383177,2898.091907368769,5,2671.903269721119,9628988.788585884,2578.6716723998256,1.0361548925825552,0.3110055708407956,3734.08871383177,2786.477185,2767,2793,9977123.843915837,3580.551061542838,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Andrés Ibáñez,El Torno,El Torno,1944-12-06,1522,1993-12-13,-63.4688591396,-18.0488023313,El Torno,57591450.89927666,20509.349604239447,66913.86151586988,6,2808.0583738926584,55581893.50989151,2710.0758718551606,1.0361548925825552,0.3110055708407956,20509.349604239447,54120.031322,49652,55697,57591450.89927666,1064.1429705884027,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Florida,Samaipata,Samaipata,1924-12-15,ML,1924-12-15,-63.7500244308,-18.175267861,Samaipata,27333807.247702897,12437.998575869828,14776.305844702309,6,2197.604950745973,26380039.744419858,2120.9232002645585,1.0361548925825552,0.3110055708407956,12437.998575869828,11484.278223,10472,11843,27333807.247702897,2380.1066743157367,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Ñuflo De Chávez,Cuatro Cañadas,Cuatro Cañadas,1915-09-16,2322,2003-01-28,-62.2426278351,-17.2373486962,Cuatro Cañadas,82191271.73583917,27055.30182255014,30355.81791674259,12,3037.898903324528,79323344.7279125,2931.896500293256,1.0361548925825552,0.3110055708407956,27055.30182255014,24631.848786,22845,25258,82191271.73583917,3336.788580120534,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Ñuflo De Chávez,San Ramón,San Ramón,1915-09-16,1966,1999-03-24,-62.4345709129,-16.5769120247,San Ramón,16691437.408843745,6942.021922547511,9894.36136583738,4,2404.4057473558787,16109017.60762941,2320.508028836344,1.0361548925825552,0.3110055708407956,6942.021922547511,8265.173904,7490,8541,16691437.408843745,2019.4901646464739,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Andrés Ibáñez,Cotoca,Cotoca,1944-12-06,1522,1993-12-13,-62.9082845307,-17.7547826004,Cotoca,163661575.8628003,49468.11096977952,65408.13091518233,6,3308.425825331849,157950878.80624047,3192.983837663297,1.0361548925825552,0.3110055708407956,49468.11096977952,90606.674294,55633,106603,163661575.8628003,1806.2860946904348,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Manuel María Caballero,Saipina,Saipina,1960-11-04,23,1960-11-04,-64.6399376625,-18.0237514668,Saipina,12807913.961886631,6632.1736634827685,7817.649455246428,5,1931.1789183699968,12361003.218315804,1863.7936588386383,1.0361548925825552,0.3110055708407956,6632.1736634827685,6358.723584,7390,6048,12807913.961886631,2014.2271939236366,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Campero,Omereque,Omereque,1899-07-08,520,1980-05-09,-64.8934476661,-18.0705641641,Omereque,14477256.13853589,7621.33919721289,5972.032687288745,6,1899.568535649246,16828847.39560489,2208.1220846015053,0.860264271117988,0.1718551800718803,7621.33919721289,6418.501021,5643,6700,14477256.13853589,2255.550959979626,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Cordillera,Cuevo,Cuevo,1894-09-06,CSL,1926-09-27,-63.5309318494,-20.32724302,Cuevo,8222119.22596874,3487.307189129713,4496.643552821479,4,2357.727260620433,7935222.122510651,2275.458309851663,1.0361548925825552,0.3110055708407956,3487.307189129713,5262.797422,5052,5335,8222119.22596874,1562.3096551923372,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Luis Calvo,Huacaya,Villa de Huacaya,1947-11-14,ML,1947-11-14,-63.5948645769,-20.7163605271,Huacaya,5288653.299813206,2201.472835331957,1964.403102918557,6,2402.3250321032183,4840260.263830605,2198.6463726229667,1.092638207770204,0.0450991724414834,2201.472835331957,2545.498673,2541,2547,5288653.299813206,2077.6492070992945,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
