status,departamento,municipio,match_key,pib_col,pib_value,old_pop_col,old_pop_value,pob_2012,pob_2024,pob_retro_2021,pibpc_retro_2021
ok,La Paz,Coroico,la paz|coroico,PIB_USD2017,45509499.02296989,POB_ESTIMADA,23549.271050039923,19397,27711,25346.77970014696,1795.4745952483277
ok,La Paz,Coripata,la paz|coripata,PIB_USD2017,37246324.25087215,POB_ESTIMADA,16958.26727425104,16930,23530,21671.086464439835,1718.7105183669391
ok,Cochabamba,Arani,cochabamba|arani,PIB_USD2017,27113861.38736718,POB_ESTIMADA,11511.694287828965,9504,11183,10737.306505328008,2525.201397008914
ok,Cochabamba,Punata,cochabamba|punata,PIB_USD2017,82335385.54322018,POB_ESTIMADA,33064.09896091356,28887,35248,33537.174470668266,2455.0483707335275
ok,La Paz,Nazacara de Pacajes,la paz|nazacara de pacajes,PIB_USD2017,2074265.3059097943,POB_ESTIMADA,1270.900573132636,619,4022,2519.1510678714512,823.3985378504665
ok,La Paz,Caquiaviri,la paz|caquiaviri,PIB_USD2017,23648775.281872377,POB_ESTIMADA,13486.32243770753,14687,15570,15344.393708097212,1541.1997196991208
ok,La Paz,Luribay,la paz|luribay,PIB_USD2017,15730514.13464079,POB_ESTIMADA,5826.631045299153,11139,10703,10810.373398078269,1455.1314330582848
ok,La Paz,Malla,la paz|malla,PIB_USD2017,17644209.91994668,POB_ESTIMADA,9327.43031634626,5180,5297,5267.504552667626,3349.6335396636937
ok,La Paz,Comanche,la paz|comanche,PIB_USD2017,6821744.050365493,POB_ESTIMADA,3021.3955206639903,3880,5238,4859.393315764191,1403.82628181903
ok,La Paz,Sapahaqui,la paz|sapahaqui,PIB_USD2017,34036497.46321944,POB_ESTIMADA,11100.428714854346,12484,16497,15386.582535922846,2212.0894866520807
ok,La Paz,Cairoma,la paz|cairoma,PIB_USD2017,23232893.154193264,POB_ESTIMADA,11778.13884117773,11355,13598,12998.794029769124,1787.3114306593802
