departamento,municipio,codigo_entidad,poblacion_retro_2021,pib_estimado_usd2017_2021,pibpc_usd2017_2021,nbi_pobre_pct,nbi_pobre_moderada_pct,nbi_pobre_indigente_pct,nbi_pobre_marginal_pct,nivel_pibpc,nivel_nbi,categoria_brecha,score_brecha_bienestar_producto,metodo
La Paz,Chacarilla,1273,2039.893277,2762764.7517024474,1354.3673009099844,86.9,72.1,14.6,0.2,bajo,alto,Rezago estructural,47.795,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Tolata,1326,7763.70449,17356052.520032663,2235.537499074023,31.0,24.8,6.1,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",26.5069,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Arbieto,1322,25787.019573,50539886.35848242,1959.8963817748424,55.5,47.2,8.0,0.3,bajo,medio,"Bajo producto, menor pobreza relativa",36.438,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Papel Pampa,1272,6735.786006,16642810.465428274,2470.8045134662207,75.3,66.5,8.7,0.1,bajo,alto,Rezago estructural,53.8968,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Cobija,1901,52755.079762,201209584.4326979,3814.032418121439,14.4,14.1,0.3,0.0,alto,bajo,Producto alto con mejor bienestar relativo,37.6718,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Calamarca,1214,14539.921336,24766117.79127406,1703.318554437302,54.0,47.2,6.7,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",32.3141,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Colquencha,1216,11778.773623,18813755.47140517,1597.259279546111,42.9,39.3,3.3,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",24.8455,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Combaya,1231,3578.450846,8460327.933556208,2364.243159538342,62.9,51.2,11.5,0.2,bajo,alto,Rezago estructural,45.7067,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Coroico,1265,25346.7797,45509499.02296989,1795.4745952483277,48.1,42.5,5.4,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",30.254,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Coripata,1266,21671.086464,37246324.25087215,1718.7105183669391,34.4,31.2,3.1,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",21.732,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Arani,1336,10737.306505,27113861.38736718,2525.201397008914,30.5,27.8,2.7,0.1,medio,bajo,Bienestar relativo con producto medio,29.9562,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Punata,1315,33537.174471,82335385.54322018,2455.0483707335275,22.0,20.8,1.2,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",24.3792,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Nazacara de Pacajes,1244,2519.151068,2074265.3059097943,823.3985378504665,73.7,64.6,9.1,0.1,bajo,alto,Rezago estructural,40.535,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Caquiaviri,1239,15344.393708,23648775.281872377,1541.1997196991208,75.2,66.3,8.6,0.2,bajo,alto,Rezago estructural,41.8897,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Luribay,1251,10810.373398,15730514.13464079,1455.1314330582848,54.0,46.2,7.3,0.5,bajo,medio,"Bajo producto, menor pobreza relativa",29.7,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Malla,1254,5267.504553,17644209.91994668,3349.6335396636937,70.5,58.7,11.7,0.2,medio,alto,Producto medio con rezago social,62.556,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Comanche,1241,4859.393316,6821744.050365493,1403.82628181903,72.7,63.8,8.8,0.0,bajo,alto,Rezago estructural,39.985,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Sapahaqui,1252,15386.582536,34036497.46321944,2212.0894866520807,70.3,58.9,11.1,0.3,bajo,alto,Rezago estructural,47.8204,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Cairoma,1255,12998.79403,23232893.154193264,1787.3114306593802,61.3,53.1,7.9,0.3,bajo,alto,Rezago estructural,37.409,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Viacha,1206,104268.348839,299586362.9214943,2873.224389361183,27.5,25.0,2.5,0.0,medio,bajo,Bienestar relativo con producto medio,32.7807,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Ichoca,1222,9112.887876,19187871.503606506,2105.5752869666017,81.5,58.3,22.7,0.5,bajo,alto,Rezago estructural,52.611,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Villa Libertad Licoma,1223,7196.546896,6991628.74496282,971.5254894293817,48.5,41.5,6.9,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",26.675,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Quime,1219,10162.604337,25594053.60431689,2518.4542028097694,41.2,32.9,8.1,0.2,medio,medio,Situación intermedia,35.7544,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Sena,1910,9903.585213,27281192.65089576,2754.678438477282,72.3,65.1,7.1,0.1,medio,alto,Producto medio con rezago social,55.8966,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,San Lorenzo,1909,28576.389084,22406374.11295386,784.0869623767204,66.6,64.7,2.0,0.0,bajo,alto,Rezago estructural,36.63,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Santa Rosa,1809,18296.0644,59072091.005622745,3228.677474868672,45.9,43.3,2.5,0.1,medio,medio,Situación intermedia,47.4709,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Laja,1262,34499.102047,104101942.8389127,3017.526157585036,57.8,48.9,8.8,0.2,medio,medio,Situación intermedia,51.3011,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Ayo Ayo,1213,10270.503643,12794238.545091929,1245.726498934231,69.1,58.5,10.3,0.2,bajo,alto,Rezago estructural,38.005,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Patacamaya,1215,24554.842106,51168284.6880591,2083.836844351273,45.7,39.9,5.7,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",32.6415,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Umala,1212,9051.836831,26890025.920464173,2970.670641017735,60.5,54.0,6.5,0.1,medio,alto,Producto medio con rezago social,52.1836,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Sica Sica,,33222.577222,70759613.48201168,2129.8652723276214,,,,,bajo,sin_dato,Sin dato,,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Eucaliptus,1411,5317.918135,16099256.744494252,3027.360771052416,49.7,45.1,4.6,0.0,medio,medio,Situación intermedia,46.9725,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Caracollo,1402,22915.963812,37668047.283442006,1643.7470225239229,51.4,45.1,6.3,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",30.1182,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Palca,1202,20321.259625,35986262.31085038,1770.867700893157,65.3,54.6,10.5,0.2,bajo,alto,Rezago estructural,39.3976,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Achocalla,1204,38557.514155,67246283.28898302,1744.0513156020784,43.2,38.7,4.4,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",26.8978,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,El Alto,1205,876330.180928,4407125575.474515,5029.069717540849,16.9,16.2,0.7,0.0,alto,bajo,Producto alto con mejor bienestar relativo,54.295,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Yanacachi,1258,7296.862923,19024437.824818853,2607.207785886067,34.0,30.5,3.5,0.0,medio,bajo,Bienestar relativo con producto medio,32.9355,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Tapacarí,1330,24655.743605,61275698.23681551,2485.2504641215187,86.5,58.5,26.6,1.4,bajo,alto,Rezago estructural,60.2425,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Tarvita,1105,16134.3707,29223325.52640482,1811.2466901006696,69.7,53.2,16.4,0.2,bajo,alto,Rezago estructural,42.3367,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Puna,1528,17624.208351,47993317.63923006,2723.147427930561,55.1,49.2,5.7,0.1,medio,medio,Situación intermedia,46.0312,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,San Lucas,1120,28061.056494,88292052.62470052,3146.426530387832,65.5,51.0,14.1,0.4,medio,alto,Producto medio con rezago social,57.1933,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Camargo,1119,14940.422465,36434147.11503277,2438.6289745112904,44.2,38.7,5.3,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",36.3781,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Desaguadero,1209,7658.95097,11985471.420226166,1564.8972642961794,35.3,33.3,2.0,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",20.2494,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Jesús de Machaca,1279,16498.628647,32271312.677195013,1955.9996995688005,60.8,55.6,5.2,0.1,bajo,alto,Rezago estructural,39.3029,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Puerto Mayor de Guaqui,1207,8242.780103,13167625.46837164,1597.4738261009502,44.6,40.7,3.9,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",25.7832,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Tito Yupanqui,1234,7186.886796,9938429.264572429,1382.855963430928,70.4,58.0,12.2,0.2,bajo,alto,Rezago estructural,38.72,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Pucarani,1261,43951.837027,53416519.34011121,1215.342132513911,56.1,47.7,8.2,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",30.855,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Quiabaya,1230,3771.278108,4341131.813820665,1151.1036020148808,77.8,63.5,14.0,0.3,bajo,alto,Rezago estructural,42.79,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Huatajata,1286,4790.054299,4534832.270513535,946.7183434127192,20.3,18.1,2.2,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",11.165,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Apolo,1249,19437.723944,37168948.83762164,1912.206848076581,66.8,53.6,12.7,0.5,bajo,alto,Rezago estructural,42.0398,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Aucapata,1237,6390.978341,8017129.221564236,1254.44474907958,69.1,57.2,11.5,0.3,bajo,alto,Rezago estructural,38.005,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Chua Cocani,1287,6591.451997,12888517.385360813,1955.3381243896067,41.1,36.3,4.7,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",28.4593,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Villa Ancoraimes,1225,15905.623806,34108418.179783426,2144.425053449083,71.1,59.0,11.7,0.3,bajo,alto,Rezago estructural,47.3905,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,"Colcha ""K""",1521,12803.769606,50115136.95199268,3914.092372452273,19.7,17.6,2.1,0.0,alto,bajo,Producto alto con mejor bienestar relativo,41.8733,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Puerto Mayor de Carabuco,1248,16604.203782,19947031.90031604,1201.3242045141149,68.9,56.2,12.5,0.3,bajo,alto,Rezago estructural,37.895,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Sabaya,1431,13147.686281,20114850.61666196,1529.9156206675743,53.0,47.9,5.1,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",29.5346,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Tipuani,1229,8229.646515,11973676.301730389,1454.9441801216403,35.1,33.0,2.0,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",19.305,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Nuestra Señora de La Paz,1201,759680.211511,2692946317.129452,3544.8419957812,7.2,6.9,0.3,0.0,alto,bajo,Producto alto con mejor bienestar relativo,30.2508,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Sorata,1226,28285.460331,58957933.8243297,2084.390111914587,61.2,51.2,9.7,0.3,bajo,alto,Rezago estructural,41.1736,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,La Asunta,1260,44170.044658,59137794.51185275,1338.8665320580778,62.9,53.5,9.2,0.2,bajo,alto,Rezago estructural,34.595,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Chuma,1235,15969.185134,18966678.496712472,1187.7048414119406,70.2,59.5,10.4,0.3,bajo,alto,Rezago estructural,38.61,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Guanay,1227,15970.998665,37695744.35069166,2360.2621941427483,38.1,30.7,7.0,0.3,bajo,bajo,"Bajo producto, menor pobreza relativa",32.0155,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Teoponte,1277,12232.325534,23586245.35070768,1928.1898021762256,56.7,46.4,9.9,0.5,bajo,medio,"Bajo producto, menor pobreza relativa",36.6903,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Mapiri,1276,19505.971806,22528853.474565208,1154.9721130660732,36.1,33.3,2.7,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",19.855,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Humanata,1284,5577.289375,8792156.038222851,1576.420989943885,86.1,63.3,22.0,0.8,bajo,alto,Rezago estructural,48.3376,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Huacareta,1116,7471.503214,26271669.10601481,3516.249455402886,53.9,49.0,4.9,0.0,alto,medio,Producto alto con mejor bienestar relativo,55.5682,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Monteagudo,1115,24485.023159,41500841.331197165,1694.9480121454997,36.0,32.3,3.7,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",22.3065,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Potosí,1501,211504.418016,686337283.4284041,3245.025753433554,16.8,15.1,1.6,0.0,medio,bajo,Bienestar relativo con producto medio,31.676,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,San Pedro de Tiquina,1233,8261.112572,9467493.570552977,1146.0312987977711,49.0,43.4,5.5,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",26.95,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Lagunillas,1718,5795.372368,6716137.114446493,1158.879307218435,41.0,39.2,1.8,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",22.55,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Curva,1270,5550.526895,7622960.320516486,1373.3759812410256,74.6,55.5,18.7,0.4,bajo,alto,Rezago estructural,41.03,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Pelechuco,1250,8426.623142,21904627.075265653,2599.454930546397,56.1,50.8,5.1,0.2,medio,medio,Situación intermedia,44.9908,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Palos Blancos,1259,26514.399483,74145853.41660084,2796.4372138747635,54.9,47.4,7.3,0.3,medio,medio,Situación intermedia,46.8635,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Puerto Menor de Rurrenabaque,1807,20709.180501,30174848.82561342,1457.0759487495843,44.3,39.7,4.5,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",24.365,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,San Buenaventura,1268,9736.867089,13422896.558003107,1378.564217289507,33.0,29.8,3.2,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",18.15,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Santa Ana,1810,17827.684168,42562980.30600036,2387.465466897008,45.1,34.2,7.4,3.5,bajo,medio,"Bajo producto, menor pobreza relativa",36.2153,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,San Borja,1808,44511.282061,91909003.3300422,2064.847361719291,61.0,43.1,15.8,2.1,bajo,alto,Rezago estructural,40.8123,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Reyes,1806,11896.545035,33458305.75100312,2812.438876346121,58.2,49.2,8.9,0.1,medio,medio,Situación intermedia,48.8842,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Puerto Gonzalo Moreno,1908,11189.278655,23579769.085808,2107.353817315856,74.3,68.8,5.5,0.0,bajo,alto,Rezago estructural,48.6738,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Puerto Siles,1816,1052.510689,3087775.8863649177,2933.7240171251337,44.4,41.6,2.8,0.0,medio,medio,Situación intermedia,42.8536,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Mocomoco,1247,17248.400492,38251886.062058926,2217.706278336509,77.0,62.1,14.6,0.4,bajo,alto,Rezago estructural,51.5777,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Exaltación,1820,7563.174517,29051983.488764416,3841.24198432954,73.3,64.1,8.7,0.6,alto,alto,Producto alto con rezago social,70.4167,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Riberalta,1803,104547.072695,256569325.8402225,2454.10339309769,47.2,45.3,1.9,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",38.227,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Bella Flor,1904,3697.825273,22859993.21412264,6182.010106968674,39.6,37.1,2.4,0.0,alto,bajo,Producto alto con mejor bienestar relativo,66.78,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,San Pedro,1906,16130.295758,4045321.754899473,250.79030264355893,94.6,81.3,13.2,0.1,bajo,alto,Rezago estructural,52.03,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Puerto Rico,1905,7067.189697,23619098.00841597,3342.077830034545,48.1,44.7,3.3,0.1,medio,medio,Situación intermedia,50.1389,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Santa Rosa,1911,18296.0644,12757222.853081135,697.2659570100941,51.5,50.1,1.4,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",28.325,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Ingavi,1912,2322.008939,3310277.1488489057,1425.609132420639,76.1,66.8,9.0,0.2,bajo,alto,Rezago estructural,41.855,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Guayaramerín,1805,41976.644651,220661928.03929588,5256.77861762144,27.0,26.0,1.1,0.0,alto,bajo,Producto alto con mejor bienestar relativo,59.85,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Villa Nueva,1914,2580.556141,7767776.193091124,3010.1171099945227,74.1,72.3,1.8,0.0,medio,alto,Producto medio con rezago social,60.1708,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Santos Mercado,1915,2300.113634,7571527.377009737,3291.80578884044,78.7,73.0,5.6,0.1,medio,alto,Producto medio con rezago social,66.3225,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Pando,Nueva Esperanza,1913,1704.394856,10589108.058838855,6212.825637491206,62.7,60.3,2.2,0.1,alto,alto,Producto alto con rezago social,79.485,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Santiago de Huata,1282,9100.188536,12279784.674370425,1349.3989301523748,45.1,40.2,4.7,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",24.805,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Puerto Pérez,1264,7523.418925,9391573.674201263,1248.3119400764442,67.5,59.4,7.9,0.2,bajo,alto,Rezago estructural,37.125,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Chuquihuta Ayllu Jucumani,1540,8169.282537,26434690.247170903,3235.864364731578,67.8,53.6,13.6,0.6,medio,alto,Producto medio con rezago social,59.6083,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Alto Beni,1285,10734.071218,19524459.084916748,1818.923937433496,64.8,54.3,10.2,0.2,bajo,alto,Rezago estructural,39.7405,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Caranavi,1210,57188.211091,100912526.08369984,1764.5686787269665,55.8,49.3,6.4,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",34.0916,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Alcalá,1113,4024.171651,11803969.283847185,2933.266845004832,41.8,38.9,2.9,0.0,medio,medio,Situación intermedia,41.4177,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Sopachuy,1112,7032.706655,15009601.532609375,2134.2567335100744,64.8,53.8,10.9,0.1,bajo,alto,Rezago estructural,43.7947,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Huarina,1281,8490.176737,14291641.009833382,1683.3149005941093,46.7,41.5,5.1,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",28.0419,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Bolivar,1340,8018.984047,16701356.062362088,2082.727184047894,85.9,63.7,21.6,0.6,bajo,alto,Rezago estructural,54.7372,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Tomina,1111,8505.247518,20370327.79664799,2395.03056818135,55.9,53.2,2.7,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",42.2525,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Zudañez,1106,13069.574205,21656988.710378986,1657.0538849099692,59.6,53.1,6.4,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",34.7993,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Padilla,1110,9476.287435,29020027.90388048,3062.3836712610614,49.5,44.0,5.4,0.0,medio,medio,Situación intermedia,47.3128,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Mojocoya,1108,8797.470382,25114612.498845555,2854.7538564455263,54.1,49.3,4.8,0.0,medio,medio,Situación intermedia,47.1733,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Pucará,1729,2030.079872,5294306.284510855,2607.9300419086185,41.9,37.8,4.1,0.0,medio,medio,Situación intermedia,37.2898,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Villa Serrano,1122,9582.024555,29345600.90946528,3062.567909325148,47.2,43.0,4.1,0.1,medio,medio,Situación intermedia,46.0502,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Batallas,1263,19761.072237,45490855.99979105,2302.043910023463,50.3,43.2,7.0,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",37.977,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Azurduy,1104,8515.335741,24785043.303151462,2910.636063926669,71.7,48.8,22.5,0.5,medio,alto,Producto medio con rezago social,57.5717,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,"Caiza ""D""",1529,12759.459743,23894289.78899463,1872.672532471821,40.8,36.1,4.4,0.3,bajo,medio,"Bajo producto, menor pobreza relativa",27.2315,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Copacabana,1232,16792.345622,29328080.8722702,1746.5148426670555,50.7,42.1,8.5,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",31.0545,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Chaquí,1509,9437.453932,30331954.869222406,3213.9976616231734,59.3,49.8,9.3,0.2,medio,medio,Situación intermedia,54.6521,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,El Villar,1114,5329.938758,13020446.224209243,2442.888523798484,62.0,55.8,6.0,0.2,bajo,alto,Rezago estructural,46.2229,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Vitichi,1518,10297.585545,25413039.735022698,2467.8639108650104,57.0,51.3,5.6,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",43.794,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Villa Vaca Guzmán,1126,12284.689193,15224585.681284986,1239.313868003371,49.6,41.7,7.8,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",27.28,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Cotagaita,1517,29845.681488,87309595.7649546,2925.3678057014167,53.5,46.8,6.5,0.2,medio,medio,Situación intermedia,47.7512,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Villa Abecia,1123,4833.194702,22189254.701358348,4591.011964260792,49.1,43.1,5.9,0.1,alto,medio,Producto alto con mejor bienestar relativo,66.7466,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Tupiza,1519,45394.749261,139016092.481784,3062.3826487463857,22.1,19.9,2.1,0.0,medio,bajo,Bienestar relativo con producto medio,32.2428,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
