gestion,codigo_entidad,nombre_entidad,total_general_ingresos,file
2026,1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),25297045,data\raw\sigep_2026\recursos_por_rubro\2026_1317_Gobierno_Autónomo_Municipal_de_San_Benito_Villa_José_Quintín_Mendoza_recursos_por_rubro.pdf
2026,1318,Gobierno Autónomo Municipal de Tacachi,1363498,data\raw\sigep_2026\recursos_por_rubro\2026_1318_Gobierno_Autónomo_Municipal_de_Tacachi_recursos_por_rubro.pdf
2026,1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,4771498,data\raw\sigep_2026\recursos_por_rubro\2026_1319_Gobierno_Autónomo_Municipal_Villa_Gualberto_Villarroel_recursos_por_rubro.pdf
2026,1320,Gobierno Autónomo Municipal de Tarata,11827815,data\raw\sigep_2026\recursos_por_rubro\2026_1320_Gobierno_Autónomo_Municipal_de_Tarata_recursos_por_rubro.pdf
2026,1321,Gobierno Autónomo Municipal de Anzaldo,7446837,data\raw\sigep_2026\recursos_por_rubro\2026_1321_Gobierno_Autónomo_Municipal_de_Anzaldo_recursos_por_rubro.pdf
2026,1322,Gobierno Autónomo Municipal de Arbieto,35523205,data\raw\sigep_2026\recursos_por_rubro\2026_1322_Gobierno_Autónomo_Municipal_de_Arbieto_recursos_por_rubro.pdf
2026,1323,Gobierno Autónomo Municipal de Sacabamba,4648017,data\raw\sigep_2026\recursos_por_rubro\2026_1323_Gobierno_Autónomo_Municipal_de_Sacabamba_recursos_por_rubro.pdf
2026,1324,Gobierno Autónomo Municipal de Cliza,36582558,data\raw\sigep_2026\recursos_por_rubro\2026_1324_Gobierno_Autónomo_Municipal_de_Cliza_recursos_por_rubro.pdf
2026,1325,Gobierno Autónomo Municipal de Toco,10016954,data\raw\sigep_2026\recursos_por_rubro\2026_1325_Gobierno_Autónomo_Municipal_de_Toco_recursos_por_rubro.pdf
2026,1326,Gobierno Autónomo Municipal de Tolata,15289728,data\raw\sigep_2026\recursos_por_rubro\2026_1326_Gobierno_Autónomo_Municipal_de_Tolata_recursos_por_rubro.pdf
2026,1327,Gobierno Autónomo Municipal de Capinota,21527872,data\raw\sigep_2026\recursos_por_rubro\2026_1327_Gobierno_Autónomo_Municipal_de_Capinota_recursos_por_rubro.pdf
2026,1328,Gobierno Autónomo Municipal de Santivañez,11361634,data\raw\sigep_2026\recursos_por_rubro\2026_1328_Gobierno_Autónomo_Municipal_de_Santivañez_recursos_por_rubro.pdf
2026,1329,Gobierno Autónomo Municipal de Sicaya,4373205,data\raw\sigep_2026\recursos_por_rubro\2026_1329_Gobierno_Autónomo_Municipal_de_Sicaya_recursos_por_rubro.pdf
2026,1330,Gobierno Autónomo Municipal de Tapacari,23450715,data\raw\sigep_2026\recursos_por_rubro\2026_1330_Gobierno_Autónomo_Municipal_de_Tapacari_recursos_por_rubro.pdf
2026,1331,Gobierno Autónomo Municipal de Totora,19686463,data\raw\sigep_2026\recursos_por_rubro\2026_1331_Gobierno_Autónomo_Municipal_de_Totora_recursos_por_rubro.pdf
2026,1332,Gobierno Autónomo Municipal de Pojo,14766564,data\raw\sigep_2026\recursos_por_rubro\2026_1332_Gobierno_Autónomo_Municipal_de_Pojo_recursos_por_rubro.pdf
2026,1333,Gobierno Autónomo Municipal de Pocona,11603755,data\raw\sigep_2026\recursos_por_rubro\2026_1333_Gobierno_Autónomo_Municipal_de_Pocona_recursos_por_rubro.pdf
2026,1334,Gobierno Autónomo Municipal de Chimoré,37932967,data\raw\sigep_2026\recursos_por_rubro\2026_1334_Gobierno_Autónomo_Municipal_de_Chimoré_recursos_por_rubro.pdf
2026,1335,Gobierno Autónomo Municipal de Puerto Villarroel,89805237,data\raw\sigep_2026\recursos_por_rubro\2026_1335_Gobierno_Autónomo_Municipal_de_Puerto_Villarroel_recursos_por_rubro.pdf
2026,1336,Gobierno Autónomo Municipal de Arani,14051831,data\raw\sigep_2026\recursos_por_rubro\2026_1336_Gobierno_Autónomo_Municipal_de_Arani_recursos_por_rubro.pdf
2026,1337,Gobierno Autónomo Municipal de Vacas,9168031,data\raw\sigep_2026\recursos_por_rubro\2026_1337_Gobierno_Autónomo_Municipal_de_Vacas_recursos_por_rubro.pdf
2026,1338,Gobierno Autónomo Municipal de Arque,13660801,data\raw\sigep_2026\recursos_por_rubro\2026_1338_Gobierno_Autónomo_Municipal_de_Arque_recursos_por_rubro.pdf
2026,1339,Gobierno Autónomo Municipal de Tacopaya,10749066,data\raw\sigep_2026\recursos_por_rubro\2026_1339_Gobierno_Autónomo_Municipal_de_Tacopaya_recursos_por_rubro.pdf
2026,1340,Gobierno Autónomo Municipal de Bolivar,7855912,data\raw\sigep_2026\recursos_por_rubro\2026_1340_Gobierno_Autónomo_Municipal_de_Bolivar_recursos_por_rubro.pdf
2026,1341,Gobierno Autónomo Municipal de Tiraque,18867960,data\raw\sigep_2026\recursos_por_rubro\2026_1341_Gobierno_Autónomo_Municipal_de_Tiraque_recursos_por_rubro.pdf
2026,1342,Gobierno Autónomo Municipal de Mizque,26652742,data\raw\sigep_2026\recursos_por_rubro\2026_1342_Gobierno_Autónomo_Municipal_de_Mizque_recursos_por_rubro.pdf
2026,1343,Gobierno Autónomo Municipal de Vila Vila,5177409,data\raw\sigep_2026\recursos_por_rubro\2026_1343_Gobierno_Autónomo_Municipal_de_Vila_Vila_recursos_por_rubro.pdf
2026,1344,Gobierno Autónomo Municipal de Alalay,3528141,data\raw\sigep_2026\recursos_por_rubro\2026_1344_Gobierno_Autónomo_Municipal_de_Alalay_recursos_por_rubro.pdf
2026,1345,Gobierno Autónomo Municipal de Entre Rios,59456897,data\raw\sigep_2026\recursos_por_rubro\2026_1345_Gobierno_Autónomo_Municipal_de_Entre_Rios_recursos_por_rubro.pdf
2026,1346,Gobierno Autónomo Municipal de Cocapata,26506372,data\raw\sigep_2026\recursos_por_rubro\2026_1346_Gobierno_Autónomo_Municipal_de_Cocapata_recursos_por_rubro.pdf
2026,1347,Gobierno Autónomo Municipal de Shinahota,30585034,data\raw\sigep_2026\recursos_por_rubro\2026_1347_Gobierno_Autónomo_Municipal_de_Shinahota_recursos_por_rubro.pdf
2026,1401,Gobierno Autónomo Municipal de Oruro,577774709,data\raw\sigep_2026\recursos_por_rubro\2026_1401_Gobierno_Autónomo_Municipal_de_Oruro_recursos_por_rubro.pdf
2026,1402,Gobierno Autónomo Municipal de Caracollo,32785074,data\raw\sigep_2026\recursos_por_rubro\2026_1402_Gobierno_Autónomo_Municipal_de_Caracollo_recursos_por_rubro.pdf
2026,1403,Gobierno Autónomo Municipal de El Choro,11860727,data\raw\sigep_2026\recursos_por_rubro\2026_1403_Gobierno_Autónomo_Municipal_de_El_Choro_recursos_por_rubro.pdf
2026,1404,Gobierno Autónomo Municipal de Challapata,47320012,data\raw\sigep_2026\recursos_por_rubro\2026_1404_Gobierno_Autónomo_Municipal_de_Challapata_recursos_por_rubro.pdf
2026,1405,Gobierno Autónomo Municipal de Santuario de Quillacas,11289263,data\raw\sigep_2026\recursos_por_rubro\2026_1405_Gobierno_Autónomo_Municipal_de_Santuario_de_Quillacas_recursos_por_rubro.pdf
2026,1406,Gobierno Autónomo Municipal de Huanuni,30838958,data\raw\sigep_2026\recursos_por_rubro\2026_1406_Gobierno_Autónomo_Municipal_de_Huanuni_recursos_por_rubro.pdf
2026,1407,Gobierno Autónomo Municipal de Machacamarca,8232802,data\raw\sigep_2026\recursos_por_rubro\2026_1407_Gobierno_Autónomo_Municipal_de_Machacamarca_recursos_por_rubro.pdf
2026,1408,Gobierno Autónomo Municipal de Poopó (Villa Poopó),15738980,data\raw\sigep_2026\recursos_por_rubro\2026_1408_Gobierno_Autónomo_Municipal_de_Poopó_Villa_Poopó_recursos_por_rubro.pdf
2026,1409,Gobierno Autónomo Municipal de Pazña,7223015,data\raw\sigep_2026\recursos_por_rubro\2026_1409_Gobierno_Autónomo_Municipal_de_Pazña_recursos_por_rubro.pdf
2026,1410,Gobierno Autónomo Municipal de Antequera,10684771,data\raw\sigep_2026\recursos_por_rubro\2026_1410_Gobierno_Autónomo_Municipal_de_Antequera_recursos_por_rubro.pdf
2026,1411,Gobierno Autónomo Municipal de Eucaliptus,10377993,data\raw\sigep_2026\recursos_por_rubro\2026_1411_Gobierno_Autónomo_Municipal_de_Eucaliptus_recursos_por_rubro.pdf
2026,1412,Gobierno Autónomo Municipal de Santiago de Huari,17800567,data\raw\sigep_2026\recursos_por_rubro\2026_1412_Gobierno_Autónomo_Municipal_de_Santiago_de_Huari_recursos_por_rubro.pdf
2026,1413,Gobierno Autónomo Municipal de Totora,9667747,data\raw\sigep_2026\recursos_por_rubro\2026_1413_Gobierno_Autónomo_Municipal_de_Totora_recursos_por_rubro.pdf
2026,1414,Gobierno Autónomo Municipal de Corque,17924466,data\raw\sigep_2026\recursos_por_rubro\2026_1414_Gobierno_Autónomo_Municipal_de_Corque_recursos_por_rubro.pdf
2026,1415,Gobierno Autónomo Municipal de Choquecota,3413990,data\raw\sigep_2026\recursos_por_rubro\2026_1415_Gobierno_Autónomo_Municipal_de_Choquecota_recursos_por_rubro.pdf
2026,1416,Gobierno Autónomo Municipal de Curahuara de Carangas,7523030,data\raw\sigep_2026\recursos_por_rubro\2026_1416_Gobierno_Autónomo_Municipal_de_Curahuara_de_Carangas_recursos_por_rubro.pdf
2026,1417,Gobierno Autónomo Municipal de Turco,9552263,data\raw\sigep_2026\recursos_por_rubro\2026_1417_Gobierno_Autónomo_Municipal_de_Turco_recursos_por_rubro.pdf
2026,1418,Gobierno Autónomo Municipal de Huachacalla,4567457,data\raw\sigep_2026\recursos_por_rubro\2026_1418_Gobierno_Autónomo_Municipal_de_Huachacalla_recursos_por_rubro.pdf
2026,1419,Gobierno Autónomo Municipal de Escara,6934522,data\raw\sigep_2026\recursos_por_rubro\2026_1419_Gobierno_Autónomo_Municipal_de_Escara_recursos_por_rubro.pdf
2026,1420,Gobierno Autónomo Municipal de Cruz de Machacamarca,3013700,data\raw\sigep_2026\recursos_por_rubro\2026_1420_Gobierno_Autónomo_Municipal_de_Cruz_de_Machacamarca_recursos_por_rubro.pdf
2026,1421,Gobierno Autónomo Municipal de Yunguyo de Litoral,1303623,data\raw\sigep_2026\recursos_por_rubro\2026_1421_Gobierno_Autónomo_Municipal_de_Yunguyo_de_Litoral_recursos_por_rubro.pdf
2026,1422,Gobierno Autónomo Municipal de Esmeralda,4910318,data\raw\sigep_2026\recursos_por_rubro\2026_1422_Gobierno_Autónomo_Municipal_de_Esmeralda_recursos_por_rubro.pdf
2026,1423,Gobierno Autónomo Municipal de Toledo,13414809,data\raw\sigep_2026\recursos_por_rubro\2026_1423_Gobierno_Autónomo_Municipal_de_Toledo_recursos_por_rubro.pdf
2026,1424,Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca),7118340,data\raw\sigep_2026\recursos_por_rubro\2026_1424_Gobierno_Autónomo_Municipal_de_Andamarca_Santiago_de_Andamarca_recursos_por_rubro.pdf
2026,1425,Gobierno Autónomo Municipal de Belén de Andamarca,3363289,data\raw\sigep_2026\recursos_por_rubro\2026_1425_Gobierno_Autónomo_Municipal_de_Belén_de_Andamarca_recursos_por_rubro.pdf
2026,1427,Gobierno Autónomo Municipal de Pampa Aullagas,5151173,data\raw\sigep_2026\recursos_por_rubro\2026_1427_Gobierno_Autónomo_Municipal_de_Pampa_Aullagas_recursos_por_rubro.pdf
2026,1428,Gobierno Autónomo Municipal de La Rivera,2918255,data\raw\sigep_2026\recursos_por_rubro\2026_1428_Gobierno_Autónomo_Municipal_de_La_Rivera_recursos_por_rubro.pdf
2026,1429,Gobierno Autónomo Municipal de Todos Santos,1632674,data\raw\sigep_2026\recursos_por_rubro\2026_1429_Gobierno_Autónomo_Municipal_de_Todos_Santos_recursos_por_rubro.pdf
2026,1430,Gobierno Autónomo Municipal de Carangas,5366864,data\raw\sigep_2026\recursos_por_rubro\2026_1430_Gobierno_Autónomo_Municipal_de_Carangas_recursos_por_rubro.pdf
2026,1431,Gobierno Autónomo Municipal de Sabaya,17685181,data\raw\sigep_2026\recursos_por_rubro\2026_1431_Gobierno_Autónomo_Municipal_de_Sabaya_recursos_por_rubro.pdf
2026,1432,Gobierno Autónomo Municipal de Coipasa,3541469,data\raw\sigep_2026\recursos_por_rubro\2026_1432_Gobierno_Autónomo_Municipal_de_Coipasa_recursos_por_rubro.pdf
2026,1434,Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca),11517896,data\raw\sigep_2026\recursos_por_rubro\2026_1434_Gobierno_Autónomo_Municipal_de_Huayllamarca_Santiago_de_Huayllamarca_recursos_por_rubro.pdf
2026,1435,Gobierno Autónomo Municipal de Soracachi,27060543,data\raw\sigep_2026\recursos_por_rubro\2026_1435_Gobierno_Autónomo_Municipal_de_Soracachi_recursos_por_rubro.pdf
2026,1501,Gobierno Autónomo Municipal de Potosí,393195227,data\raw\sigep_2026\recursos_por_rubro\2026_1501_Gobierno_Autónomo_Municipal_de_Potosí_recursos_por_rubro.pdf
2026,1502,Gobierno Autónomo Municipal de Tinguipaya,39168376,data\raw\sigep_2026\recursos_por_rubro\2026_1502_Gobierno_Autónomo_Municipal_de_Tinguipaya_recursos_por_rubro.pdf
2026,1503,Gobierno Autónomo Municipal de Yocalla,13179641,data\raw\sigep_2026\recursos_por_rubro\2026_1503_Gobierno_Autónomo_Municipal_de_Yocalla_recursos_por_rubro.pdf
2026,1504,Gobierno Autónomo Municipal de Urmiri,4488097,data\raw\sigep_2026\recursos_por_rubro\2026_1504_Gobierno_Autónomo_Municipal_de_Urmiri_recursos_por_rubro.pdf
2026,1505,Gobierno Autónomo Municipal de Uncía,42020650,data\raw\sigep_2026\recursos_por_rubro\2026_1505_Gobierno_Autónomo_Municipal_de_Uncía_recursos_por_rubro.pdf
2026,1506,Gobierno Autónomo Municipal de Chayanta,18383004,data\raw\sigep_2026\recursos_por_rubro\2026_1506_Gobierno_Autónomo_Municipal_de_Chayanta_recursos_por_rubro.pdf
2026,1507,Gobierno Autónomo Municipal de Llallagua,60503562,data\raw\sigep_2026\recursos_por_rubro\2026_1507_Gobierno_Autónomo_Municipal_de_Llallagua_recursos_por_rubro.pdf
2026,1508,Gobierno Autónomo Municipal de Betanzos,33608920,data\raw\sigep_2026\recursos_por_rubro\2026_1508_Gobierno_Autónomo_Municipal_de_Betanzos_recursos_por_rubro.pdf
2026,1509,Gobierno Autónomo Municipal de Chaqui,9515621,data\raw\sigep_2026\recursos_por_rubro\2026_1509_Gobierno_Autónomo_Municipal_de_Chaqui_recursos_por_rubro.pdf
2026,1510,Gobierno Autónomo Municipal de Tacobamba,16412622,data\raw\sigep_2026\recursos_por_rubro\2026_1510_Gobierno_Autónomo_Municipal_de_Tacobamba_recursos_por_rubro.pdf
2026,1511,Gobierno Autónomo Municipal de Colquechaca,29450067,data\raw\sigep_2026\recursos_por_rubro\2026_1511_Gobierno_Autónomo_Municipal_de_Colquechaca_recursos_por_rubro.pdf
2026,1512,Gobierno Autónomo Municipal de Ravelo,18645113,data\raw\sigep_2026\recursos_por_rubro\2026_1512_Gobierno_Autónomo_Municipal_de_Ravelo_recursos_por_rubro.pdf
2026,1513,Gobierno Autónomo Municipal de Pocoata,37323341,data\raw\sigep_2026\recursos_por_rubro\2026_1513_Gobierno_Autónomo_Municipal_de_Pocoata_recursos_por_rubro.pdf
2026,1514,Gobierno Autónomo Municipal de Ocurí,14867447,data\raw\sigep_2026\recursos_por_rubro\2026_1514_Gobierno_Autónomo_Municipal_de_Ocurí_recursos_por_rubro.pdf
2026,1515,Gobierno Autónomo Municipal de San Pedro de Buena Vista,48207623,data\raw\sigep_2026\recursos_por_rubro\2026_1515_Gobierno_Autónomo_Municipal_de_San_Pedro_de_Buena_Vista_recursos_por_rubro.pdf
2026,1516,Gobierno Autónomo Municipal de Toro Toro,14595571,data\raw\sigep_2026\recursos_por_rubro\2026_1516_Gobierno_Autónomo_Municipal_de_Toro_Toro_recursos_por_rubro.pdf
2026,1517,Gobierno Autónomo Municipal de Cotagaita,41484146,data\raw\sigep_2026\recursos_por_rubro\2026_1517_Gobierno_Autónomo_Municipal_de_Cotagaita_recursos_por_rubro.pdf
2026,1518,Gobierno Autónomo Municipal de Vitichi,10592641,data\raw\sigep_2026\recursos_por_rubro\2026_1518_Gobierno_Autónomo_Municipal_de_Vitichi_recursos_por_rubro.pdf
2026,1519,Gobierno Autónomo Municipal de Tupiza,64026962,data\raw\sigep_2026\recursos_por_rubro\2026_1519_Gobierno_Autónomo_Municipal_de_Tupiza_recursos_por_rubro.pdf
2026,1520,Gobierno Autónomo Municipal de Atocha,21445708,data\raw\sigep_2026\recursos_por_rubro\2026_1520_Gobierno_Autónomo_Municipal_de_Atocha_recursos_por_rubro.pdf
2026,1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",84434720,data\raw\sigep_2026\recursos_por_rubro\2026_1521_Gobierno_Autónomo_Municipal_de_ColchaK_Villa_Martín_recursos_por_rubro.pdf
2026,1522,Gobierno Autónomo Municipal de San Pedro de Quemes,5985878,data\raw\sigep_2026\recursos_por_rubro\2026_1522_Gobierno_Autónomo_Municipal_de_San_Pedro_de_Quemes_recursos_por_rubro.pdf
2026,1523,Gobierno Autónomo Municipal de San Pablo de Lípez,3842453,data\raw\sigep_2026\recursos_por_rubro\2026_1523_Gobierno_Autónomo_Municipal_de_San_Pablo_de_Lípez_recursos_por_rubro.pdf
2026,1524,Gobierno Autónomo Municipal de Mojinete,1237707,data\raw\sigep_2026\recursos_por_rubro\2026_1524_Gobierno_Autónomo_Municipal_de_Mojinete_recursos_por_rubro.pdf
2026,1525,Gobierno Autónomo Municipal de San Antonio de Esmoruco,2254656,data\raw\sigep_2026\recursos_por_rubro\2026_1525_Gobierno_Autónomo_Municipal_de_San_Antonio_de_Esmoruco_recursos_por_rubro.pdf
2026,1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),18065632,data\raw\sigep_2026\recursos_por_rubro\2026_1526_Gobierno_Autónomo_Municipal_de_Sacaca_Villa_de_Sacaca_recursos_por_rubro.pdf
2026,1527,Gobierno Autónomo Municipal de Caripuyo,8798383,data\raw\sigep_2026\recursos_por_rubro\2026_1527_Gobierno_Autónomo_Municipal_de_Caripuyo_recursos_por_rubro.pdf
2026,1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),17396501,data\raw\sigep_2026\recursos_por_rubro\2026_1528_Gobierno_Autónomo_Municipal_de_Puna_Villa_Talavera_recursos_por_rubro.pdf
2026,1529,"Gobierno Autónomo Municipal de Caiza ""D""",14303070,data\raw\sigep_2026\recursos_por_rubro\2026_1529_Gobierno_Autónomo_Municipal_de_Caiza_D_recursos_por_rubro.pdf
2026,1530,Gobierno Autónomo Municipal de Uyuni,61108753,data\raw\sigep_2026\recursos_por_rubro\2026_1530_Gobierno_Autónomo_Municipal_de_Uyuni_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,8885091,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,29845352,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,3773629,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,4636348,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,5316867,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1536,Gobierno Autónomo Municipal de Tahua,1620696,data\raw\sigep_2026\recursos_por_rubro\2026_1536_Gobierno_Autónomo_Municipal_de_Tahua_recursos_por_rubro.pdf
2026,1537,Gobierno Autónomo Municipal de Villazón,72813971,data\raw\sigep_2026\recursos_por_rubro\2026_1537_Gobierno_Autónomo_Municipal_de_Villazón_recursos_por_rubro.pdf
2026,1538,Gobierno Autónomo Municipal de San Agustín,2290357,data\raw\sigep_2026\recursos_por_rubro\2026_1538_Gobierno_Autónomo_Municipal_de_San_Agustín_recursos_por_rubro.pdf
2026,1539,Gobierno Autónomo Municipal de Ckochas,14798435,data\raw\sigep_2026\recursos_por_rubro\2026_1539_Gobierno_Autónomo_Municipal_de_Ckochas_recursos_por_rubro.pdf
2026,1540,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,8518166,data\raw\sigep_2026\recursos_por_rubro\2026_1540_Gobierno_Autónomo_Municipal_de_Chuquihuta_Ayllu_Jucumani_recursos_por_rubro.pdf
2026,1541,Gobierno Autónomo Municipal de San Pedro de Macha,23743424,data\raw\sigep_2026\recursos_por_rubro\2026_1541_Gobierno_Autónomo_Municipal_de_San_Pedro_de_Macha_recursos_por_rubro.pdf
2026,1601,Gobierno Autónomo Municipal de Tarija,567296182,data\raw\sigep_2026\recursos_por_rubro\2026_1601_Gobierno_Autónomo_Municipal_de_Tarija_recursos_por_rubro.pdf
2026,1602,Gobierno Autónomo Municipal de Padcaya,38045325,data\raw\sigep_2026\recursos_por_rubro\2026_1602_Gobierno_Autónomo_Municipal_de_Padcaya_recursos_por_rubro.pdf
2026,1603,Gobierno Autónomo Municipal de Bermejo,92477448,data\raw\sigep_2026\recursos_por_rubro\2026_1603_Gobierno_Autónomo_Municipal_de_Bermejo_recursos_por_rubro.pdf
2026,1604,Gobierno Autónomo Municipal de Yacuiba,194028218,data\raw\sigep_2026\recursos_por_rubro\2026_1604_Gobierno_Autónomo_Municipal_de_Yacuiba_recursos_por_rubro.pdf
2026,1605,Gobierno Autónomo Municipal de Caraparí,51198627,data\raw\sigep_2026\recursos_por_rubro\2026_1605_Gobierno_Autónomo_Municipal_de_Caraparí_recursos_por_rubro.pdf
2026,1606,Gobierno Autónomo Municipal de Villamontes,93009878,data\raw\sigep_2026\recursos_por_rubro\2026_1606_Gobierno_Autónomo_Municipal_de_Villamontes_recursos_por_rubro.pdf
2026,1607,Gobierno Autónomo Municipal de Uriondo (Concepción),33139396,data\raw\sigep_2026\recursos_por_rubro\2026_1607_Gobierno_Autónomo_Municipal_de_Uriondo_Concepción_recursos_por_rubro.pdf
2026,1608,Gobierno Autónomo Municipal de Yunchara,9529971,data\raw\sigep_2026\recursos_por_rubro\2026_1608_Gobierno_Autónomo_Municipal_de_Yunchara_recursos_por_rubro.pdf
2026,1609,Gobierno Autónomo Municipal de San Lorenzo,44450081,data\raw\sigep_2026\recursos_por_rubro\2026_1609_Gobierno_Autónomo_Municipal_de_San_Lorenzo_recursos_por_rubro.pdf
2026,1610,Gobierno Autónomo Municipal de El Puente,22257153,data\raw\sigep_2026\recursos_por_rubro\2026_1610_Gobierno_Autónomo_Municipal_de_El_Puente_recursos_por_rubro.pdf
2026,1611,Gobierno Autónomo Municipal de Entre Ríos,33960713,data\raw\sigep_2026\recursos_por_rubro\2026_1611_Gobierno_Autónomo_Municipal_de_Entre_Ríos_recursos_por_rubro.pdf
2026,1701,Gobierno Autónomo Municipal de Santa Cruz de La Sierra,4791974704,data\raw\sigep_2026\recursos_por_rubro\2026_1701_Gobierno_Autónomo_Municipal_de_Santa_Cruz_de_La_Sierra_recursos_por_rubro.pdf
2026,1702,Gobierno Autónomo Municipal de Cotoca,175825894,data\raw\sigep_2026\recursos_por_rubro\2026_1702_Gobierno_Autónomo_Municipal_de_Cotoca_recursos_por_rubro.pdf
2026,1703,Gobierno Autónomo Municipal de Porongo (Ayacucho),159088092,data\raw\sigep_2026\recursos_por_rubro\2026_1703_Gobierno_Autónomo_Municipal_de_Porongo_Ayacucho_recursos_por_rubro.pdf
2026,1704,Gobierno Autónomo Municipal de La Guardia,257239659,data\raw\sigep_2026\recursos_por_rubro\2026_1704_Gobierno_Autónomo_Municipal_de_La_Guardia_recursos_por_rubro.pdf
2026,1705,Gobierno Autónomo Municipal de El Torno,91566756,data\raw\sigep_2026\recursos_por_rubro\2026_1705_Gobierno_Autónomo_Municipal_de_El_Torno_recursos_por_rubro.pdf
2026,1706,Gobierno Autónomo Municipal de Warnes,359415375,data\raw\sigep_2026\recursos_por_rubro\2026_1706_Gobierno_Autónomo_Municipal_de_Warnes_recursos_por_rubro.pdf
2026,1707,Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco),77924456,data\raw\sigep_2026\recursos_por_rubro\2026_1707_Gobierno_Autónomo_Municipal_de_San_Ignacio_San_Ignacio_de_Velasco_recursos_por_rubro.pdf
2026,1708,Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco),21771696,data\raw\sigep_2026\recursos_por_rubro\2026_1708_Gobierno_Autónomo_Municipal_de_San_Miguel_San_Miguel_de_Velasco_recursos_por_rubro.pdf
2026,1709,Gobierno Autónomo Municipal de San Rafael,14731530,data\raw\sigep_2026\recursos_por_rubro\2026_1709_Gobierno_Autónomo_Municipal_de_San_Rafael_recursos_por_rubro.pdf
2026,1710,Gobierno Autónomo Municipal de Buena Vista,26553990,data\raw\sigep_2026\recursos_por_rubro\2026_1710_Gobierno_Autónomo_Municipal_de_Buena_Vista_recursos_por_rubro.pdf
2026,1711,Gobierno Autónomo Municipal de San Carlos,25580506,data\raw\sigep_2026\recursos_por_rubro\2026_1711_Gobierno_Autónomo_Municipal_de_San_Carlos_recursos_por_rubro.pdf
2026,1712,Gobierno Autónomo Municipal de Yapacaní,82374547,data\raw\sigep_2026\recursos_por_rubro\2026_1712_Gobierno_Autónomo_Municipal_de_Yapacaní_recursos_por_rubro.pdf
2026,1713,Gobierno Autónomo Municipal de San José,51078195,data\raw\sigep_2026\recursos_por_rubro\2026_1713_Gobierno_Autónomo_Municipal_de_San_José_recursos_por_rubro.pdf
2026,1714,Gobierno Autónomo Municipal de Pailón,85183116,data\raw\sigep_2026\recursos_por_rubro\2026_1714_Gobierno_Autónomo_Municipal_de_Pailón_recursos_por_rubro.pdf
2026,1715,Gobierno Autónomo Municipal de Roboré,20940824,data\raw\sigep_2026\recursos_por_rubro\2026_1715_Gobierno_Autónomo_Municipal_de_Roboré_recursos_por_rubro.pdf
2026,1716,Gobierno Autónomo Municipal de Portachuelo,28807102,data\raw\sigep_2026\recursos_por_rubro\2026_1716_Gobierno_Autónomo_Municipal_de_Portachuelo_recursos_por_rubro.pdf
2026,1717,Gobierno Autónomo Municipal de Santa Rosa del Sara,20610729,data\raw\sigep_2026\recursos_por_rubro\2026_1717_Gobierno_Autónomo_Municipal_de_Santa_Rosa_del_Sara_recursos_por_rubro.pdf
2026,1718,Gobierno Autónomo Municipal de Lagunillas,9443826,data\raw\sigep_2026\recursos_por_rubro\2026_1718_Gobierno_Autónomo_Municipal_de_Lagunillas_recursos_por_rubro.pdf
2026,1720,Gobierno Autónomo Municipal de Cabezas,35215475,data\raw\sigep_2026\recursos_por_rubro\2026_1720_Gobierno_Autónomo_Municipal_de_Cabezas_recursos_por_rubro.pdf
2026,1721,Gobierno Autónomo Municipal de Cuevo,4926870,data\raw\sigep_2026\recursos_por_rubro\2026_1721_Gobierno_Autónomo_Municipal_de_Cuevo_recursos_por_rubro.pdf
2026,1723,Gobierno Autónomo Municipal de Camiri,41500000,data\raw\sigep_2026\recursos_por_rubro\2026_1723_Gobierno_Autónomo_Municipal_de_Camiri_recursos_por_rubro.pdf
2026,1724,Gobierno Autónomo Municipal de Boyuibe,5737583,data\raw\sigep_2026\recursos_por_rubro\2026_1724_Gobierno_Autónomo_Municipal_de_Boyuibe_recursos_por_rubro.pdf
