gestion,codigo_entidad,nombre_entidad,monto_01_tgn,monto_02_tgn_p,monto_03_tgn_ct,monto_04_recon,monto_05_tgn_fcom,monto_06_tgn_pg_n,monto_07_tgn_iehd,monto_08_tgn_idh,monto_09_tgn_ipj,monto_10_tgn_ppet,monto_11_ot_gob,monto_12_total_tgn,monto_13_otros_ingresos,monto_14_recursos_especificos,monto_15_donaciones_internas,monto_16_credito_externo,monto_17_donaciones_externas,total,file
2026,1247,Gobierno Autónomo Municipal de Mocomoco,2350854,0,14676342,0,0,0,1529505,0,0,0,18556701,0,300000,0,0,0,0,18856701,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1247_Gobierno_Autónomo_Municipal_de_Mocomoco_objeto_gasto_fuente_total_gastos.pdf
2026,1248,Gobierno Autónomo Municipal de Carabuco,394689,0,14339634,0,0,0,1494414,0,0,0,16228737,0,2182572,0,0,0,0,18411309,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1248_Gobierno_Autónomo_Municipal_de_Carabuco_objeto_gasto_fuente_total_gastos.pdf
2026,1249,Gobierno Autónomo Municipal de Apolo,16655,0,15835285,0,0,0,1650286,0,0,0,17502226,0,1331090,0,0,0,0,18833316,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1249_Gobierno_Autónomo_Municipal_de_Apolo_objeto_gasto_fuente_total_gastos.pdf
2026,1250,Gobierno Autónomo Municipal de Pelechuco,1700157,0,7476596,0,0,0,779178,0,0,0,9955931,0,1703548,0,0,0,0,11659479,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1250_Gobierno_Autónomo_Municipal_de_Pelechuco_objeto_gasto_fuente_total_gastos.pdf
2026,1251,Gobierno Autónomo Municipal de Luribay,16988,0,8796827,0,0,0,916767,0,0,0,9730582,0,891685,0,54894,0,0,10677161,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1251_Gobierno_Autónomo_Municipal_de_Luribay_objeto_gasto_fuente_total_gastos.pdf
2026,1252,Gobierno Autónomo Municipal de Sapahaqui,4168282,0,13651251,0,0,0,1422674,0,0,0,19242207,0,800000,0,0,0,0,20042207,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1252_Gobierno_Autónomo_Municipal_de_Sapahaqui_objeto_gasto_fuente_total_gastos.pdf
2026,1253,Gobierno Autónomo Municipal de Yaco,3821045,0,10228462,0,0,0,1065966,0,0,0,15115473,0,297075,0,0,0,0,15412548,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1253_Gobierno_Autónomo_Municipal_de_Yaco_objeto_gasto_fuente_total_gastos.pdf
2026,1254,Gobierno Autónomo Municipal de Malla,1071706,0,4045493,0,0,0,421604,0,0,0,5538803,0,383463,0,1817356,0,0,7739622,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1254_Gobierno_Autónomo_Municipal_de_Malla_objeto_gasto_fuente_total_gastos.pdf
2026,1255,Gobierno Autónomo Municipal de Cairoma,2092509,0,11354150,0,0,0,1183280,0,0,0,14629939,0,1100259,0,0,0,0,15730198,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1255_Gobierno_Autónomo_Municipal_de_Cairoma_objeto_gasto_fuente_total_gastos.pdf
2026,1256,Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad),11084610,0,15195955,0,0,0,1583657,0,0,0,27864222,0,1200000,0,0,0,0,29064222,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1256_Gobierno_Autónomo_Municipal_de_Chulumani_Villa_de_la_Libertad_objeto_gasto_fuente_total_gastos.pdf
2026,1257,Gobierno Autónomo Municipal de Irupana (Villa de Lanza),3082047,0,19184913,0,0,0,1999369,0,0,0,24266329,0,2212030,0,0,0,0,26478359,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1257_Gobierno_Autónomo_Municipal_de_Irupana_Villa_de_Lanza_objeto_gasto_fuente_total_gastos.pdf
2026,1258,Gobierno Autónomo Municipal de Yanacachi,18863,0,6304351,0,0,0,657012,0,0,0,6980226,0,1152318,0,0,0,0,8132544,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1258_Gobierno_Autónomo_Municipal_de_Yanacachi_objeto_gasto_fuente_total_gastos.pdf
2026,1259,Gobierno Autónomo Municipal de Palos Blancos,17785886,0,22823090,0,0,0,2338922,0,0,0,42947898,0,4506637,0,0,0,0,47454535,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1259_Gobierno_Autónomo_Municipal_de_Palos_Blancos_objeto_gasto_fuente_total_gastos.pdf
2026,1260,Gobierno Autónomo Municipal de La Asunta,15236884,0,38399266,0,0,0,3949698,0,0,0,57585848,0,1053509,0,0,0,0,58639357,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1260_Gobierno_Autónomo_Municipal_de_La_Asunta_objeto_gasto_fuente_total_gastos.pdf
2026,1261,Gobierno Autónomo Municipal de Pucarani,15966112,0,41720393,0,0,0,4406233,0,0,0,62092738,0,3140331,0,509559,0,0,65742628,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1261_Gobierno_Autónomo_Municipal_de_Pucarani_objeto_gasto_fuente_total_gastos.pdf
2026,1262,Gobierno Autónomo Municipal de Laja,4199870,0,32101225,0,0,0,3345452,0,0,0,39646547,0,9456766,0,2999003,0,0,52102316,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1262_Gobierno_Autónomo_Municipal_de_Laja_objeto_gasto_fuente_total_gastos.pdf
2026,1263,Gobierno Autónomo Municipal de Batallas,10138493,0,17895774,0,0,0,1876437,0,0,0,29910704,0,650000,0,0,0,0,30560704,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1263_Gobierno_Autónomo_Municipal_de_Batallas_objeto_gasto_fuente_total_gastos.pdf
2026,1264,Gobierno Autónomo Municipal de Puerto Pérez,599849,0,6546282,0,0,0,682225,0,0,0,7828356,0,120000,0,0,0,0,7948356,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1264_Gobierno_Autónomo_Municipal_de_Puerto_Pérez_objeto_gasto_fuente_total_gastos.pdf
2026,1265,Gobierno Autónomo Municipal de Coroico,15838,0,22888709,0,0,0,2385362,0,0,0,25289909,0,2389363,0,245979,0,0,27925251,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf
2026,1266,Gobierno Autónomo Municipal de Coripata,2563872,0,20678284,0,0,0,2071629,0,0,0,25313785,0,843521,0,1134466,0,0,27291772,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf
2026,1267,Gobierno Autónomo Municipal de Ixiamas,9691014,0,10381436,0,0,0,1081909,0,0,0,21154359,0,1775973,0,297376,0,0,23227708,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1267_Gobierno_Autónomo_Municipal_de_Ixiamas_objeto_gasto_fuente_total_gastos.pdf
2026,1268,Gobierno Autónomo Municipal de San Buenaventura,26475,0,8409404,0,0,0,876392,0,0,0,9312271,0,940266,0,24000,0,0,10276537,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1268_Gobierno_Autónomo_Municipal_de_San_Buenaventura_objeto_gasto_fuente_total_gastos.pdf
2026,1269,Gobierno Autónomo Municipal de General Juan José Pérez (Charazani),1088878,0,13180691,0,0,0,1373634,0,0,0,15643203,0,122978,0,0,0,0,15766181,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1269_Gobierno_Autónomo_Municipal_de_General_Juan_José_Pérez_Charazani_objeto_gasto_fuente_total_gastos.pdf
2026,1270,Gobierno Autónomo Municipal de Curva,2068771,0,5339951,0,0,0,556507,0,0,0,7965229,0,1196554,0,0,0,0,9161783,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1270_Gobierno_Autónomo_Municipal_de_Curva_objeto_gasto_fuente_total_gastos.pdf
2026,1271,Gobierno Autónomo Municipal de San Pedro de Curahuara,2083360,0,7518996,0,0,0,783598,0,0,0,10385954,0,0,0,0,0,0,10385954,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1271_Gobierno_Autónomo_Municipal_de_San_Pedro_de_Curahuara_objeto_gasto_fuente_total_gastos.pdf
2026,1272,Gobierno Autónomo Municipal de Papel Pampa,57665,0,5172843,0,0,0,539091,0,0,0,5769599,0,1500000,0,0,0,0,7269599,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1272_Gobierno_Autónomo_Municipal_de_Papel_Pampa_objeto_gasto_fuente_total_gastos.pdf
2026,1273,Gobierno Autónomo Municipal de Chacarilla,6000,0,1688532,0,0,0,175972,0,0,0,1870504,0,303751,0,0,0,0,2174255,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1273_Gobierno_Autónomo_Municipal_de_Chacarilla_objeto_gasto_fuente_total_gastos.pdf
2026,1274,Gobierno Autónomo Municipal de Santiago de Machaca,5319139,0,5625114,0,0,0,586225,0,0,0,11530478,0,175000,0,0,0,0,11705478,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1274_Gobierno_Autónomo_Municipal_de_Santiago_de_Machaca_objeto_gasto_fuente_total_gastos.pdf
2026,1275,Gobierno Autónomo Municipal de Catacora,0,0,4427927,0,0,0,461459,0,0,0,4889386,0,1000,0,0,0,0,4890386,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1275_Gobierno_Autónomo_Municipal_de_Catacora_objeto_gasto_fuente_total_gastos.pdf
2026,1276,Gobierno Autónomo Municipal de Mapiri,6368,0,18128230,0,0,0,1889246,0,0,0,20023844,0,5016199,0,0,0,0,25040043,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1276_Gobierno_Autónomo_Municipal_de_Mapiri_objeto_gasto_fuente_total_gastos.pdf
2026,1277,Gobierno Autónomo Municipal de Teoponte,20760385,0,11197851,0,0,0,1166992,0,0,0,33125228,0,7772258,0,0,0,0,40897486,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1277_Gobierno_Autónomo_Municipal_de_Teoponte_objeto_gasto_fuente_total_gastos.pdf
2026,1278,Gobierno Autónomo Municipal de San Andrés de Machaca,273776,0,6511364,0,0,0,678586,0,0,0,7463726,0,390000,0,0,0,0,7853726,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1278_Gobierno_Autónomo_Municipal_de_San_Andrés_de_Machaca_objeto_gasto_fuente_total_gastos.pdf
2026,1279,Gobierno Autónomo Municipal de Jesús de Machaca,9477261,0,14097702,0,0,0,1469202,0,0,0,25044165,0,350048,0,0,0,0,25394213,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1279_Gobierno_Autónomo_Municipal_de_Jesús_de_Machaca_objeto_gasto_fuente_total_gastos.pdf
2026,1280,Gobierno Autónomo Municipal de Taraco,2443365,0,6244491,0,0,0,650774,0,0,0,9338630,0,1498200,0,0,0,0,10836830,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1280_Gobierno_Autónomo_Municipal_de_Taraco_objeto_gasto_fuente_total_gastos.pdf
2026,1281,Gobierno Autónomo Municipal de Huarina,1841077,0,7197252,0,0,0,750067,0,0,0,9788396,0,1126000,0,0,0,0,10914396,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1281_Gobierno_Autónomo_Municipal_de_Huarina_objeto_gasto_fuente_total_gastos.pdf
2026,1282,Gobierno Autónomo Municipal de Santiago de Huata,14175,0,7696911,0,0,0,802139,0,0,0,8513225,0,1619000,0,832,0,0,10133057,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1282_Gobierno_Autónomo_Municipal_de_Santiago_de_Huata_objeto_gasto_fuente_total_gastos.pdf
2026,1283,Gobierno Autónomo Municipal de Escoma,7163,0,7324453,0,0,0,763323,0,0,0,8094939,0,245500,0,0,0,0,8340439,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1283_Gobierno_Autónomo_Municipal_de_Escoma_objeto_gasto_fuente_total_gastos.pdf
2026,1284,Gobierno Autónomo Municipal de Humanata,2250,0,4668196,0,0,0,486499,0,0,0,5156945,0,345000,0,0,0,0,5501945,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1284_Gobierno_Autónomo_Municipal_de_Humanata_objeto_gasto_fuente_total_gastos.pdf
2026,1285,Gobierno Autónomo Municipal de Alto Beni,15075,0,8728653,0,0,0,909663,0,0,0,9653391,0,574263,0,0,0,0,10227654,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1285_Gobierno_Autónomo_Municipal_de_Alto_Beni_objeto_gasto_fuente_total_gastos.pdf
2026,1286,Gobierno Autónomo Municipal de Huatajata,1073336,0,4236710,0,0,0,441532,0,0,0,5751578,0,1200000,0,0,0,0,6951578,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1286_Gobierno_Autónomo_Municipal_de_Huatajata_objeto_gasto_fuente_total_gastos.pdf
2026,1287,Gobierno Autónomo Municipal de Chua Cocani,4350,0,5971799,0,0,0,622355,0,0,0,6598504,0,850000,0,0,0,0,7448504,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1287_Gobierno_Autónomo_Municipal_de_Chua_Cocani_objeto_gasto_fuente_total_gastos.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,24437033,0,579416754,0,0,0,64005295,186267,0,0,668045349,0,911894751,0,52411938,16392,0,1632368430,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_objeto_gasto_fuente_total_gastos.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3957782,0,154367663,0,0,0,19083377,0,0,0,177408822,0,138014351,0,0,0,0,315423173,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,42780,0,51845532,0,0,0,5224937,0,0,0,57113249,0,13725878,0,0,0,0,70839127,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_objeto_gasto_fuente_total_gastos.pdf
2026,1304,Gobierno Autónomo Municipal de Tiquipaya,11214414,0,55212977,0,0,0,5788675,0,0,0,72216066,0,55478756,0,631831,0,0,128326653,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1304_Gobierno_Autónomo_Municipal_de_Tiquipaya_objeto_gasto_fuente_total_gastos.pdf
2026,1305,Gobierno Autónomo Municipal de Vinto,131294,0,46368529,0,0,0,5241101,0,0,0,51740924,0,29638227,0,0,0,0,81379151,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1305_Gobierno_Autónomo_Municipal_de_Vinto_objeto_gasto_fuente_total_gastos.pdf
2026,1306,Gobierno Autónomo Municipal de Colcapirhua,4682982,0,62066421,0,0,0,6224236,0,0,0,72973639,0,63477065,0,337792,0,0,136788496,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1306_Gobierno_Autónomo_Municipal_de_Colcapirhua_objeto_gasto_fuente_total_gastos.pdf
2026,1307,Gobierno Autónomo Municipal de Aiquile,29717,0,19121729,0,0,0,2161355,0,0,0,21312801,0,4401316,0,34034,0,0,25748151,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1307_Gobierno_Autónomo_Municipal_de_Aiquile_objeto_gasto_fuente_total_gastos.pdf
2026,1308,Gobierno Autónomo Municipal de Pasorapa,14325,0,5477363,0,0,0,607811,0,0,0,6099499,0,495501,0,0,0,0,6595000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1308_Gobierno_Autónomo_Municipal_de_Pasorapa_objeto_gasto_fuente_total_gastos.pdf
2026,1309,Gobierno Autónomo Municipal de Omereque,1682383,0,5551952,0,0,0,627546,0,0,0,7861881,0,579159,0,0,0,0,8441040,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1309_Gobierno_Autónomo_Municipal_de_Omereque_objeto_gasto_fuente_total_gastos.pdf
2026,1310,Gobierno Autónomo Municipal de Independencia,2149223,0,18055069,0,0,0,2040789,0,0,0,22245081,0,2821623,0,0,0,0,25066704,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1310_Gobierno_Autónomo_Municipal_de_Independencia_objeto_gasto_fuente_total_gastos.pdf
2026,1311,Gobierno Autónomo Municipal de Morochata,10221725,0,12136478,0,0,0,1371803,0,0,0,23730006,0,1000059,0,0,0,0,24730065,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1311_Gobierno_Autónomo_Municipal_de_Morochata_objeto_gasto_fuente_total_gastos.pdf
2026,1312,Gobierno Autónomo Municipal de Sacaba,3987196,0,191658084,0,0,0,20533069,0,0,0,216178349,0,114330000,0,0,0,0,330508349,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1312_Gobierno_Autónomo_Municipal_de_Sacaba_objeto_gasto_fuente_total_gastos.pdf
2026,1313,Gobierno Autónomo Municipal de Colomi,13552,0,16060589,0,0,0,1815351,0,0,0,17889492,0,2600000,0,0,0,0,20489492,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1313_Gobierno_Autónomo_Municipal_de_Colomi_objeto_gasto_fuente_total_gastos.pdf
2026,1314,Gobierno Autónomo Municipal de Villa Tunari,3701670,0,79469904,0,0,0,8982595,0,0,0,92154169,0,14107266,0,0,0,0,106261435,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1314_Gobierno_Autónomo_Municipal_de_Villa_Tunari_objeto_gasto_fuente_total_gastos.pdf
2026,1315,Gobierno Autónomo Municipal de Punata,6541310,0,29142815,0,0,0,3417129,0,0,0,39101254,0,23549777,0,0,0,0,62651031,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1315_Gobierno_Autónomo_Municipal_de_Punata_objeto_gasto_fuente_total_gastos.pdf
2026,1316,Gobierno Autónomo Municipal de Villa Rivero,20213,0,7109126,0,0,0,803555,0,0,0,7932894,0,750000,0,0,0,0,8682894,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1316_Gobierno_Autónomo_Municipal_de_Villa_Rivero_objeto_gasto_fuente_total_gastos.pdf
2026,1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),7569681,0,10744749,0,0,0,1214494,0,0,0,19528924,0,4507883,0,1260238,0,0,25297045,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1317_Gobierno_Autónomo_Municipal_de_San_Benito_Villa_José_Quintín_Mendoza_objeto_gasto_fuente_total_gastos.pdf
2026,1318,Gobierno Autónomo Municipal de Tacachi,2750,0,1060840,0,0,0,119908,0,0,0,1183498,0,180000,0,0,0,0,1363498,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1318_Gobierno_Autónomo_Municipal_de_Tacachi_objeto_gasto_fuente_total_gastos.pdf
2026,1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,1018506,0,3224207,0,0,0,358785,0,0,0,4601498,0,170000,0,0,0,0,4771498,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1319_Gobierno_Autónomo_Municipal_Villa_Gualberto_Villarroel_objeto_gasto_fuente_total_gastos.pdf
2026,1320,Gobierno Autónomo Municipal de Tarata,36375,0,9402549,0,0,0,1055775,0,0,0,10494699,0,1333116,0,0,0,0,11827815,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1320_Gobierno_Autónomo_Municipal_de_Tarata_objeto_gasto_fuente_total_gastos.pdf
2026,1321,Gobierno Autónomo Municipal de Anzaldo,21413,0,6087361,0,0,0,688063,0,0,0,6796837,0,650000,0,0,0,0,7446837,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1321_Gobierno_Autónomo_Municipal_de_Anzaldo_objeto_gasto_fuente_total_gastos.pdf
2026,1322,Gobierno Autónomo Municipal de Arbieto,11756,0,25318831,0,0,0,2861823,0,0,0,28192410,0,7330795,0,0,0,0,35523205,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1322_Gobierno_Autónomo_Municipal_de_Arbieto_objeto_gasto_fuente_total_gastos.pdf
2026,1323,Gobierno Autónomo Municipal de Sacabamba,44750,0,4117823,0,0,0,465444,0,0,0,4628017,0,20000,0,0,0,0,4648017,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1323_Gobierno_Autónomo_Municipal_de_Sacabamba_objeto_gasto_fuente_total_gastos.pdf
2026,1324,Gobierno Autónomo Municipal de Cliza,6743995,0,17756710,0,0,0,1961853,0,0,0,26462558,0,10120000,0,0,0,0,36582558,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1324_Gobierno_Autónomo_Municipal_de_Cliza_objeto_gasto_fuente_total_gastos.pdf
2026,1325,Gobierno Autónomo Municipal de Toco,2847021,0,5992583,0,0,0,677350,0,0,0,9516954,0,500000,0,0,0,0,10016954,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1325_Gobierno_Autónomo_Municipal_de_Toco_objeto_gasto_fuente_total_gastos.pdf
2026,1326,Gobierno Autónomo Municipal de Tolata,5918036,0,6528930,0,0,0,842762,0,0,0,13289728,0,2000000,0,0,0,0,15289728,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1326_Gobierno_Autónomo_Municipal_de_Tolata_objeto_gasto_fuente_total_gastos.pdf
2026,1327,Gobierno Autónomo Municipal de Capinota,178169,0,16038142,0,0,0,1812814,0,0,0,18029125,0,3498747,0,0,0,0,21527872,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1327_Gobierno_Autónomo_Municipal_de_Capinota_objeto_gasto_fuente_total_gastos.pdf
2026,1328,Gobierno Autónomo Municipal de Santivañez,18375,0,6541294,0,0,0,739371,0,0,0,7299040,0,4062594,0,0,0,0,11361634,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1328_Gobierno_Autónomo_Municipal_de_Santivañez_objeto_gasto_fuente_total_gastos.pdf
2026,1329,Gobierno Autónomo Municipal de Sicaya,32750,0,3323118,0,0,0,371095,0,0,0,3726963,0,646242,0,0,0,0,4373205,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1329_Gobierno_Autónomo_Municipal_de_Sicaya_objeto_gasto_fuente_total_gastos.pdf
2026,1330,Gobierno Autónomo Municipal de Tapacari,8981,0,20397065,0,0,0,2305509,0,0,0,22711555,0,739160,0,0,0,0,23450715,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1330_Gobierno_Autónomo_Municipal_de_Tapacari_objeto_gasto_fuente_total_gastos.pdf
2026,1331,Gobierno Autónomo Municipal de Totora,4718770,0,12276150,0,0,0,1387591,0,0,0,18382511,0,1303952,0,0,0,0,19686463,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1331_Gobierno_Autónomo_Municipal_de_Totora_objeto_gasto_fuente_total_gastos.pdf
2026,1332,Gobierno Autónomo Municipal de Pojo,1410403,0,10243533,0,0,0,1112628,0,0,0,12766564,0,2000000,0,0,0,0,14766564,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1332_Gobierno_Autónomo_Municipal_de_Pojo_objeto_gasto_fuente_total_gastos.pdf
2026,1333,Gobierno Autónomo Municipal de Pocona,99661,0,10156132,0,0,0,1147962,0,0,0,11403755,0,200000,0,0,0,0,11603755,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1333_Gobierno_Autónomo_Municipal_de_Pocona_objeto_gasto_fuente_total_gastos.pdf
2026,1334,Gobierno Autónomo Municipal de Chimoré,5751941,0,23258182,0,0,0,2572389,0,0,0,31582512,0,6350455,0,0,0,0,37932967,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1334_Gobierno_Autónomo_Municipal_de_Chimoré_objeto_gasto_fuente_total_gastos.pdf
2026,1335,Gobierno Autónomo Municipal de Puerto Villarroel,10864878,0,55077957,0,0,0,6046628,0,0,0,71989463,0,17815774,0,0,0,0,89805237,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1335_Gobierno_Autónomo_Municipal_de_Puerto_Villarroel_objeto_gasto_fuente_total_gastos.pdf
2026,1336,Gobierno Autónomo Municipal de Arani,1571576,0,9836871,0,0,0,1072314,0,0,0,12480761,0,1500000,0,0,71070,0,14051831,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1336_Gobierno_Autónomo_Municipal_de_Arani_objeto_gasto_fuente_total_gastos.pdf
2026,1337,Gobierno Autónomo Municipal de Vacas,19725,0,7604372,0,0,0,831714,0,0,0,8455811,0,712220,0,0,0,0,9168031,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1337_Gobierno_Autónomo_Municipal_de_Vacas_objeto_gasto_fuente_total_gastos.pdf
2026,1338,Gobierno Autónomo Municipal de Arque,3210197,0,8841721,0,0,0,999392,0,0,0,13051310,0,609491,0,0,0,0,13660801,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1338_Gobierno_Autónomo_Municipal_de_Arque_objeto_gasto_fuente_total_gastos.pdf
2026,1339,Gobierno Autónomo Municipal de Tacopaya,22013,0,9085742,0,0,0,991311,0,0,0,10099066,0,650000,0,0,0,0,10749066,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1339_Gobierno_Autónomo_Municipal_de_Tacopaya_objeto_gasto_fuente_total_gastos.pdf
2026,1340,Gobierno Autónomo Municipal de Bolivar,450,0,6839818,0,0,0,770288,0,0,0,7610556,0,242122,0,3234,0,0,7855912,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1340_Gobierno_Autónomo_Municipal_de_Bolivar_objeto_gasto_fuente_total_gastos.pdf
2026,1341,Gobierno Autónomo Municipal de Tiraque,16981,0,15122793,0,0,0,1709351,0,0,0,16849125,0,2018835,0,0,0,0,18867960,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1341_Gobierno_Autónomo_Municipal_de_Tiraque_objeto_gasto_fuente_total_gastos.pdf
2026,1342,Gobierno Autónomo Municipal de Mizque,4025858,0,16499558,0,0,0,1864969,0,0,0,22390385,0,4262357,0,0,0,0,26652742,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1342_Gobierno_Autónomo_Municipal_de_Mizque_objeto_gasto_fuente_total_gastos.pdf
2026,1343,Gobierno Autónomo Municipal de Vila Vila,12075,0,4409801,0,0,0,490533,0,0,0,4912409,0,265000,0,0,0,0,5177409,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1343_Gobierno_Autónomo_Municipal_de_Vila_Vila_objeto_gasto_fuente_total_gastos.pdf
2026,1344,Gobierno Autónomo Municipal de Alalay,15500,0,3127404,0,0,0,335237,0,0,0,3478141,0,50000,0,0,0,0,3528141,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1344_Gobierno_Autónomo_Municipal_de_Alalay_objeto_gasto_fuente_total_gastos.pdf
2026,1345,Gobierno Autónomo Municipal de Entre Rios,5827381,0,37919229,0,0,0,4519290,0,0,0,48265900,0,11143261,0,47736,0,0,59456897,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1345_Gobierno_Autónomo_Municipal_de_Entre_Rios_objeto_gasto_fuente_total_gastos.pdf
