gestion,codigo_entidad,nombre_entidad,rubro,rubro_padre,nivel_rubro,descripcion,entidad_otorgante,fuente,organismo,importe,es_detalle,es_resumen,file
2026,1531,Gobierno Autónomo Municipal de Tomave,19,,1,TRANSFERENCIAS CORRIENTES,,,,7805978,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,19.2,19,2,Del Sector Público No Financiero,,,,7805978,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,19.2.1,19.2,3,Del Órgano Ejecutivo,,,,7805978,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,111,12863,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,6493905,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,1299210,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,35,,1,DISMINUCIÓN Y COBRO DE OTROS ACTIVOS FINANCIEROS,,,,500000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,35.1,35,2,Disminución del Activo Disponible,,,,500000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1531,Gobierno Autónomo Municipal de Tomave,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,113,500000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1531_Gobierno_Autónomo_Municipal_de_Tomave_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,12,,1,VENTA DE BIENES Y SERVICIOS DE LAS ADMINISTRACIONES PÚBLICAS,,,,35814,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,210,35814,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,13,,1,INGRESOS POR IMPUESTOS,,,,611787,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,13.3,13,2,Impuestos Municipales,,,,611787,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,13.3.1,13.3,3,Impuesto a la Propiedad de Bienes Inmuebles,0999,20,210,76742,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,13.3.3,13.3,3,Impuesto a la Propiedad de Vehículos Automotores,0999,20,210,248793,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,13.3.6,13.3,3,Impuesto Municipal a la Transferencia de Inmuebles,0999,20,210,40022,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,13.3.7,13.3,3,IMPUESTO MUNICIPAL A LA TRANSFERENCIA DE VEHÍCULOS AUTOMOTORES,0999,20,210,10523,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,13.3.9,13.3,3,Otros,0999,20,210,235707,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,14,,1,REGALIAS,,,,13103106,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,14.1,14,2,Regalías Mineras,0999,20,220,13103106,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15,,1,"TASAS, DERECHOS Y OTROS INGRESOS",,,,473568,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.1,15,2,Tasas,0000,20,210,269823,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.2,15,2,Derechos,0000,20,210,23428,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.3,15,2,Patentes y Concesiones,,,,22693,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.3.4,15.3,3,Patentes Municipales,0000,20,210,16593,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.3.5,15.3,3,Otras Patentes y Concesiones,0000,20,210,6100,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.9,15,2,Otros Ingresos,,,,157624,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.9.1,15.9,3,Multas,0000,20,210,81206,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.9.2,15.9,3,Intereses Penales,0000,20,210,3495,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,15.9.9,15.9,3,Otros Ingresos no Especificados,0000,20,210,72923,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,16,,1,INTERESES Y OTRAS RENTAS DE LA PROPIEDAD,,,,53121,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,16.1,16,2,Intereses,,,,5477,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,16.1.9,16.1,3,OTROS INTERESES,0000,20,210,5477,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,16.3,16,2,"Alquiler de Edificios, Tierras y Terrenos",0000,20,210,26858,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,16.5,16,2,Alquiler de Equipos de las Administraciones Públicas,0000,20,210,20786,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,19,,1,TRANSFERENCIAS CORRIENTES,,,,14601961,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,19.2,19,2,Del Sector Público No Financiero,,,,14601961,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,19.2.1,19.2,3,Del Órgano Ejecutivo,,,,14601961,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,111,9450,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,12159757,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,2432754,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,35,,1,DISMINUCIÓN Y COBRO DE OTROS ACTIVOS FINANCIEROS,,,,965995,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,35.1,35,2,Disminución del Activo Disponible,,,,965995,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,20,220,278673,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1532,Gobierno Autónomo Municipal de Porco,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,113,687322,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1532_Gobierno_Autónomo_Municipal_de_Porco_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,12,,1,VENTA DE BIENES Y SERVICIOS DE LAS ADMINISTRACIONES PÚBLICAS,,,,30000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,210,30000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,13,,1,INGRESOS POR IMPUESTOS,,,,30000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,13.3,13,2,Impuestos Municipales,,,,30000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,13.3.1,13.3,3,Impuesto a la Propiedad de Bienes Inmuebles,0999,20,210,10000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,13.3.3,13.3,3,Impuesto a la Propiedad de Vehículos Automotores,0999,20,210,5000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,13.3.6,13.3,3,Impuesto Municipal a la Transferencia de Inmuebles,0999,20,210,5000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,13.3.7,13.3,3,IMPUESTO MUNICIPAL A LA TRANSFERENCIA DE VEHÍCULOS AUTOMOTORES,0999,20,210,5000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,13.3.9,13.3,3,Otros,0999,20,210,5000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,14,,1,REGALIAS,,,,14925,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,14.1,14,2,Regalías Mineras,0999,20,220,14925,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,19,,1,TRANSFERENCIAS CORRIENTES,,,,3698704,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,19.2,19,2,Del Sector Público No Financiero,,,,3698704,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,19.2.1,19.2,3,Del Órgano Ejecutivo,,,,3698704,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,111,84000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,3012088,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1533,Gobierno Autónomo Municipal de Arampampa,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,602616,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1533_Gobierno_Autónomo_Municipal_de_Arampampa_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,12,,1,VENTA DE BIENES Y SERVICIOS DE LAS ADMINISTRACIONES PÚBLICAS,,,,60000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,12.1,12,2,Venta de Bienes de las Administraciones Públicas,0000,20,230,14000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,210,40000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,230,6000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,15,,1,"TASAS, DERECHOS Y OTROS INGRESOS",,,,10000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,15.9,15,2,Otros Ingresos,,,,10000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,15.9.9,15.9,3,Otros Ingresos no Especificados,0000,20,210,10000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,19,,1,TRANSFERENCIAS CORRIENTES,,,,4516348,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,19.2,19,2,Del Sector Público No Financiero,,,,4516348,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,19.2.1,19.2,3,Del Órgano Ejecutivo,,,,4516348,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,111,92500,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,3686337,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,737511,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,35,,1,DISMINUCIÓN Y COBRO DE OTROS ACTIVOS FINANCIEROS,,,,50000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,35.1,35,2,Disminución del Activo Disponible,,,,50000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1534,Gobierno Autónomo Municipal de Acasio,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,113,50000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1534_Gobierno_Autónomo_Municipal_de_Acasio_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,12,,1,VENTA DE BIENES Y SERVICIOS DE LAS ADMINISTRACIONES PÚBLICAS,,,,96500,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,12.1,12,2,Venta de Bienes de las Administraciones Públicas,0000,20,210,96500,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,13,,1,INGRESOS POR IMPUESTOS,,,,90000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,13.3,13,2,Impuestos Municipales,,,,90000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,13.3.1,13.3,3,Impuesto a la Propiedad de Bienes Inmuebles,0999,20,210,75000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,13.3.6,13.3,3,Impuesto Municipal a la Transferencia de Inmuebles,0999,20,210,15000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,14,,1,REGALIAS,,,,12460,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,14.1,14,2,Regalías Mineras,0999,20,220,12460,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,15,,1,"TASAS, DERECHOS Y OTROS INGRESOS",,,,176000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,15.1,15,2,Tasas,0000,20,210,120000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,15.3,15,2,Patentes y Concesiones,,,,40000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,15.3.4,15.3,3,Patentes Municipales,0000,20,210,40000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,15.9,15,2,Otros Ingresos,,,,16000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,15.9.9,15.9,3,Otros Ingresos no Especificados,0000,20,210,16000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,19,,1,TRANSFERENCIAS CORRIENTES,,,,4212998,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,19.2,19,2,Del Sector Público No Financiero,,,,4212998,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,19.2.1,19.2,3,Del Órgano Ejecutivo,,,,4212998,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,111,72500,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,3450225,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,690273,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,35,,1,DISMINUCIÓN Y COBRO DE OTROS ACTIVOS FINANCIEROS,,,,728909,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,35.1,35,2,Disminución del Activo Disponible,,,,728909,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,113,718910,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1535,Gobierno Autónomo Municipal de Llica,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,119,9999,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1535_Gobierno_Autónomo_Municipal_de_Llica_recursos_por_rubro.pdf
2026,1536,Gobierno Autónomo Municipal de Tahua,13,,1,INGRESOS POR IMPUESTOS,,,,50000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1536_Gobierno_Autónomo_Municipal_de_Tahua_recursos_por_rubro.pdf
2026,1536,Gobierno Autónomo Municipal de Tahua,13.3,13,2,Impuestos Municipales,,,,50000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1536_Gobierno_Autónomo_Municipal_de_Tahua_recursos_por_rubro.pdf
2026,1536,Gobierno Autónomo Municipal de Tahua,13.3.9,13.3,3,Otros,0999,20,210,50000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1536_Gobierno_Autónomo_Municipal_de_Tahua_recursos_por_rubro.pdf
2026,1536,Gobierno Autónomo Municipal de Tahua,14,,1,REGALIAS,,,,1271,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1536_Gobierno_Autónomo_Municipal_de_Tahua_recursos_por_rubro.pdf
