gestion,codigo_entidad,nombre_entidad,rubro,rubro_padre,nivel_rubro,descripcion,entidad_otorgante,fuente,organismo,importe,es_detalle,es_resumen,file
2026,1301,Gobierno Autónomo Municipal de Cochabamba,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,549944238,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,1785530,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,23,,1,TRANSFERENCIAS DE CAPITAL,,,,23848891,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,23.2,23,2,Del Sector Público No Financiero,,,,23848891,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,23.2.1,23.2,3,Del Órgano Ejecutivo,,,,23848891,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,23.2.1.1,23.2.1,4,Por Subsidios o Subvenciones,0025,41,111,23848891,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35,,1,DISMINUCIÓN Y COBRO DE OTROS ACTIVOS FINANCIEROS,,,,35273115,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35.1,35,2,Disminución del Activo Disponible,,,,35273115,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,20,210,281055,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,20,230,3472569,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,113,29472516,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,119,1844316,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,120,186267,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,44,115,16392,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,36,,1,OBTENCION DE PRESTAMOS INTERNOS Y DE FONDOS - FIDEICOMISOS,,,,24710143,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,36.2,36,2,Obtención de Préstamos Internos a Largo Plazo,,,,24710143,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,36.2.1,36.2,3,En Efectivo,0862,92,230,15877156,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,36.2.1,36.2,3,En Efectivo,0999,92,230,8832987,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,37,,1,OBTENCIÓN DE PRÉSTAMOS DEL EXTERIOR,,,,52411938,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,37.2,37,2,Obtención de Préstamos del Exterior a Largo Plazo,,,,52411938,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,37.2.2,37.2,3,De Países y Organismos Internacionales,,,,52411938,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1301,Gobierno Autónomo Municipal de Cochabamba,37.2.2.1,37.2.2,4,Monetizable,0000,70,411,52411938,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,12,,1,VENTA DE BIENES Y SERVICIOS DE LAS ADMINISTRACIONES PÚBLICAS,,,,3076506,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,12.1,12,2,Venta de Bienes de las Administraciones Públicas,0000,20,230,43232,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,210,2179568,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,230,853706,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,13,,1,INGRESOS POR IMPUESTOS,,,,78741141,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,13.3,13,2,Impuestos Municipales,,,,78741141,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,13.3.1,13.3,3,Impuesto a la Propiedad de Bienes Inmuebles,0999,20,210,31348388,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,13.3.3,13.3,3,Impuesto a la Propiedad de Vehículos Automotores,0999,20,210,37000000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,13.3.6,13.3,3,Impuesto Municipal a la Transferencia de Inmuebles,0999,20,210,5639500,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,13.3.7,13.3,3,IMPUESTO MUNICIPAL A LA TRANSFERENCIA DE VEHÍCULOS AUTOMOTORES,0999,20,210,3973753,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,13.3.9,13.3,3,Otros,0999,20,210,779500,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15,,1,"TASAS, DERECHOS Y OTROS INGRESOS",,,,47191056,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15.1,15,2,Tasas,0000,20,210,36661481,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15.2,15,2,Derechos,0000,20,210,24056,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15.3,15,2,Patentes y Concesiones,,,,4594350,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15.3.4,15.3,3,Patentes Municipales,0000,20,210,4594350,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15.9,15,2,Otros Ingresos,,,,5911169,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15.9.1,15.9,3,Multas,0000,20,210,554058,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,15.9.9,15.9,3,Otros Ingresos no Especificados,0000,20,210,5357111,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,16,,1,INTERESES Y OTRAS RENTAS DE LA PROPIEDAD,,,,411955,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,16.3,16,2,"Alquiler de Edificios, Tierras y Terrenos",0000,20,210,411955,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,19,,1,TRANSFERENCIAS CORRIENTES,,,,153572685,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,19.2,19,2,Del Sector Público No Financiero,,,,153572685,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,19.2.1,19.2,3,Del Órgano Ejecutivo,,,,153572685,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,111,121645,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,119,15135756,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,137867663,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,447621,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,23,,1,TRANSFERENCIAS DE CAPITAL,,,,3836137,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,23.2,23,2,Del Sector Público No Financiero,,,,3836137,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,23.2.1,23.2,3,Del Órgano Ejecutivo,,,,3836137,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,23.2.1.1,23.2.1,4,Por Subsidios o Subvenciones,0025,41,111,3836137,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,35,,1,DISMINUCIÓN Y COBRO DE OTROS ACTIVOS FINANCIEROS,,,,22900000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,35.1,35,2,Disminución del Activo Disponible,,,,22900000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,20,210,2900000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,113,16500000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,119,3500000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,36,,1,OBTENCION DE PRESTAMOS INTERNOS Y DE FONDOS - FIDEICOMISOS,,,,5693693,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,36.2,36,2,Obtención de Préstamos Internos a Largo Plazo,,,,5693693,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1302,Gobierno Autónomo Municipal de Quillacollo,36.2.1,36.2,3,En Efectivo,0862,92,230,5693693,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,12,,1,VENTA DE BIENES Y SERVICIOS DE LAS ADMINISTRACIONES PÚBLICAS,,,,71399,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,12.1,12,2,Venta de Bienes de las Administraciones Públicas,0000,20,230,6878,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,210,59441,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,230,5080,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,13,,1,INGRESOS POR IMPUESTOS,,,,6615572,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,13.3,13,2,Impuestos Municipales,,,,6615572,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,13.3.1,13.3,3,Impuesto a la Propiedad de Bienes Inmuebles,0999,20,210,2734124,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,13.3.3,13.3,3,Impuesto a la Propiedad de Vehículos Automotores,0999,20,210,1817568,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,13.3.6,13.3,3,Impuesto Municipal a la Transferencia de Inmuebles,0999,20,210,1156302,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,13.3.7,13.3,3,IMPUESTO MUNICIPAL A LA TRANSFERENCIA DE VEHÍCULOS AUTOMOTORES,0999,20,210,907578,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,14,,1,REGALIAS,,,,627,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,14.1,14,2,Regalías Mineras,0999,20,220,627,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15,,1,"TASAS, DERECHOS Y OTROS INGRESOS",,,,6996970,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.1,15,2,Tasas,0000,20,210,3441576,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.3,15,2,Patentes y Concesiones,,,,878953,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.3.3,15.3,3,Patentes y Concesiones Mineras,,,,289409,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.3.3.1,15.3.3,4,Patentes Mineras,0000,20,210,289409,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.3.4,15.3,3,Patentes Municipales,0000,20,210,444545,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.3.4,15.3,3,Patentes Municipales,0000,20,230,144999,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.9,15,2,Otros Ingresos,,,,2676441,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.9.1,15.9,3,Multas,0000,20,210,854504,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.9.2,15.9,3,Intereses Penales,0000,20,210,107278,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,15.9.9,15.9,3,Otros Ingresos no Especificados,0999,20,210,1714659,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,16,,1,INTERESES Y OTRAS RENTAS DE LA PROPIEDAD,,,,41310,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,16.3,16,2,"Alquiler de Edificios, Tierras y Terrenos",0000,20,210,41310,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,19,,1,TRANSFERENCIAS CORRIENTES,,,,51493249,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,19.2,19,2,Del Sector Público No Financiero,,,,51493249,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,19.2.1,19.2,3,Del Órgano Ejecutivo,,,,51493249,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,111,42780,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,19.2.1.1,19.2.1,4,Por Subsidios o Subvenciones,0099,41,119,5074855,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,113,46225532,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,19.2.1.2,19.2.1,4,Por Coparticipación Tributaria,0099,41,119,150082,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,35,,1,DISMINUCIÓN Y COBRO DE OTROS ACTIVOS FINANCIEROS,,,,5620000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,35.1,35,2,Disminución del Activo Disponible,,,,5620000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,35.1.1,35.1,3,Disminución de Caja y Bancos,0000,41,113,5620000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_recursos_por_rubro.pdf
2026,1304,Gobierno Autónomo Municipal de Tiquipaya,12,,1,VENTA DE BIENES Y SERVICIOS DE LAS ADMINISTRACIONES PÚBLICAS,,,,200000,False,True,data\raw\sigep_2026\recursos_por_rubro\2026_1304_Gobierno_Autónomo_Municipal_de_Tiquipaya_recursos_por_rubro.pdf
2026,1304,Gobierno Autónomo Municipal de Tiquipaya,12.1,12,2,Venta de Bienes de las Administraciones Públicas,0000,20,230,100000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1304_Gobierno_Autónomo_Municipal_de_Tiquipaya_recursos_por_rubro.pdf
2026,1304,Gobierno Autónomo Municipal de Tiquipaya,12.2,12,2,Venta de Servicios de las Administraciones Públicas,0000,20,230,100000,True,False,data\raw\sigep_2026\recursos_por_rubro\2026_1304_Gobierno_Autónomo_Municipal_de_Tiquipaya_recursos_por_rubro.pdf
