codigo_entidad,nombre_entidad,grupo_1_detalle,grupo_2_detalle,grupo_3_detalle,grupo_4_detalle,grupo_5_detalle,grupo_6_detalle,grupo_7_detalle,grupo_8_detalle,grupo_9_detalle,total_detalle,grupo_1_pdf,grupo_2_pdf,grupo_3_pdf,grupo_4_pdf,grupo_5_pdf,grupo_6_pdf,grupo_7_pdf,grupo_8_pdf,grupo_9_pdf,total_pdf,grupo_1_diff,grupo_2_diff,grupo_3_diff,grupo_4_diff,grupo_5_diff,grupo_6_diff,grupo_7_diff,grupo_8_diff,grupo_9_diff,total_diff
1276,Gobierno Autónomo Municipal de Mapiri,3560097,8306662,5215550,145000,5889761,1424114,498859,0,0,25040043,3560097,8306662,5215550,145000,5889761,1424114,498859,0,0,25040043,0,0,0,0,0,0,0,0,0,0
1277,Gobierno Autónomo Municipal de Teoponte,2519937,6104987,2415263,20845245,0,900240,321743,0,7790071,40897486,2519937,6104987,2415263,20845245,0,900240,321743,0,7790071,40897486,0,0,0,0,0,0,0,0,0,0
1278,Gobierno Autónomo Municipal de San Andrés de Machaca,1104139,1907616,3277117,315743,0,14155,170516,0,1064440,7853726,1104139,1907616,3277117,315743,0,14155,170516,0,1064440,7853726,0,0,0,0,0,0,0,0,0,0
1279,Gobierno Autónomo Municipal de Jesús de Machaca,2526615,2179005,6330736,9850982,0,10000,468486,0,4028389,25394213,2526615,2179005,6330736,9850982,0,10000,468486,0,4028389,25394213,0,0,0,0,0,0,0,0,0,0
1280,Gobierno Autónomo Municipal de Taraco,1410607,2246354,2948275,2519015,0,450000,463339,0,799240,10836830,1410607,2246354,2948275,2519015,0,450000,463339,0,799240,10836830,0,0,0,0,0,0,0,0,0,0
1281,Gobierno Autónomo Municipal de Huarina,1397065,3775449,2433010,1886990,0,1138880,283002,0,0,10914396,1397065,3775449,2433010,1886990,0,1138880,283002,0,0,10914396,0,0,0,0,0,0,0,0,0,0
1282,Gobierno Autónomo Municipal de Santiago de Huata,0,1208292,0,832,0,0,257056,0,8666877,10133057,0,1208292,0,832,0,0,257056,0,8666877,10133057,0,0,0,0,0,0,0,0,0,0
1283,Gobierno Autónomo Municipal de Escoma,1356284,2124695,2824022,333000,0,0,202438,0,1500000,8340439,1356284,2124695,2824022,333000,0,0,202438,0,1500000,8340439,0,0,0,0,0,0,0,0,0,0
1284,Gobierno Autónomo Municipal de Humanata,1095466,1132396,1766943,65000,797219,531331,113590,0,0,5501945,1095466,1132396,1766943,65000,797219,531331,113590,0,0,5501945,0,0,0,0,0,0,0,0,0,0
1285,Gobierno Autónomo Municipal de Alto Beni,1423442,5171146,1902873,156678,0,406037,284845,0,882633,10227654,1423442,5171146,1902873,156678,0,406037,284845,0,882633,10227654,0,0,0,0,0,0,0,0,0,0
1286,Gobierno Autónomo Municipal de Huatajata,818190,668204,656690,1071048,3632719,0,104727,0,0,6951578,818190,668204,656690,1071048,3632719,0,104727,0,0,6951578,0,0,0,0,0,0,0,0,0,0
1287,Gobierno Autónomo Municipal de Chua Cocani,1572722,1764551,2605973,60000,0,5000,155121,0,1285137,7448504,1572722,1764551,2605973,60000,0,5000,155121,0,1285137,7448504,0,0,0,0,0,0,0,0,0,0
1301,Gobierno Autónomo Municipal de Cochabamba,323513063,458299773,209259508,198410112,0,335830986,91381935,0,15673053,1632368430,323513063,458299773,209259508,198410112,0,335830986,91381935,0,15673053,1632368430,0,0,0,0,0,0,0,0,0,0
1302,Gobierno Autónomo Municipal de Quillacollo,76758294,69565456,91774898,50075098,0,1028220,14803919,0,11417288,315423173,76758294,69565456,91774898,50075098,0,1028220,14803919,0,11417288,315423173,0,0,0,0,0,0,0,0,0,0
1303,Gobierno Autónomo Municipal de Sipe Sipe,13335382,26750249,20099371,7396722,0,709669,2242733,25000,280001,70839127,13335382,26750249,20099371,7396722,0,709669,2242733,25000,280001,70839127,0,0,0,0,0,0,0,0,0,0
1304,Gobierno Autónomo Municipal de Tiquipaya,26683674,25924448,29385300,32072843,0,5729911,2589804,0,5940673,128326653,26683674,25924448,29385300,32072843,0,5729911,2589804,0,5940673,128326653,0,0,0,0,0,0,0,0,0,0
1305,Gobierno Autónomo Municipal de Vinto,18876042,20938539,21227644,7935699,0,3423260,2239925,0,6738042,81379151,18876042,20938539,21227644,7935699,0,3423260,2239925,0,6738042,81379151,0,0,0,0,0,0,0,0,0,0
1306,Gobierno Autónomo Municipal de Colcapirhua,23447261,43114008,32922459,25559607,0,7921338,3222649,1000,600174,136788496,23447261,43114008,32922459,25559607,0,7921338,3222649,1000,600174,136788496,0,0,0,0,0,0,0,0,0,0
1307,Gobierno Autónomo Municipal de Aiquile,3923414,9423338,8168477,290034,0,1104293,1663412,0,1175183,25748151,3923414,9423338,8168477,290034,0,1104293,1663412,0,1175183,25748151,0,0,0,0,0,0,0,0,0,0
1308,Gobierno Autónomo Municipal de Pasorapa,1028841,2700273,2311404,55230,0,128537,290715,0,80000,6595000,1028841,2700273,2311404,55230,0,128537,290715,0,80000,6595000,0,0,0,0,0,0,0,0,0,0
1309,Gobierno Autónomo Municipal de Omereque,1165990,2593077,1876310,1819318,0,566080,273054,3000,144211,8441040,1165990,2593077,1876310,1819318,0,566080,273054,3000,144211,8441040,0,0,0,0,0,0,0,0,0,0
1310,Gobierno Autónomo Municipal de Independencia,3946401,7457896,6746218,2433175,0,1927076,720846,24434,1810658,25066704,3946401,7457896,6746218,2433175,0,1927076,720846,24434,1810658,25066704,0,0,0,0,0,0,0,0,0,0
1311,Gobierno Autónomo Municipal de Morochata,3277103,4048685,4421560,11089750,0,766065,531773,0,595129,24730065,3277103,4048685,4421560,11089750,0,766065,531773,0,595129,24730065,0,0,0,0,0,0,0,0,0,0
1312,Gobierno Autónomo Municipal de Sacaba,79949303,63246807,112892429,45214904,6408610,5248183,10148968,123600,7275545,330508349,79949303,63246807,112892429,45214904,6408610,5248183,10148968,123600,7275545,330508349,0,0,0,0,0,0,0,0,0,0
1313,Gobierno Autónomo Municipal de Colomi,2899832,6077437,8829353,1037645,0,349097,1294528,1600,0,20489492,2899832,6077437,8829353,1037645,0,349097,1294528,1600,0,20489492,0,0,0,0,0,0,0,0,0,0
1314,Gobierno Autónomo Municipal de Villa Tunari,22552176,16758171,33661340,18354070,0,11329790,3535888,70000,0,106261435,22552176,16758171,33661340,18354070,0,11329790,3535888,70000,0,106261435,0,0,0,0,0,0,0,0,0,0
1315,Gobierno Autónomo Municipal de Punata,8003424,15627365,13213621,13981739,3423267,6291956,1765049,0,344610,62651031,8003424,15627365,13213621,13981739,3423267,6291956,1765049,0,344610,62651031,0,0,0,0,0,0,0,0,0,0
1316,Gobierno Autónomo Municipal de Villa Rivero,1387746,3045559,2799075,180000,0,147977,382170,0,740367,8682894,1387746,3045559,2799075,180000,0,147977,382170,0,740367,8682894,0,0,0,0,0,0,0,0,0,0
1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),2470884,5116059,4256465,9088156,2702182,1131323,531976,0,0,25297045,2470884,5116059,4256465,9088156,2702182,1131323,531976,0,0,25297045,0,0,0,0,0,0,0,0,0,0
1318,Gobierno Autónomo Municipal de Tacachi,300492,683529,329102,0,0,9824,39670,0,881,1363498,300492,683529,329102,0,0,9824,39670,0,881,1363498,0,0,0,0,0,0,0,0,0,0
1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,599156,1680275,1126462,1098756,0,49130,125222,0,92497,4771498,599156,1680275,1126462,1098756,0,49130,125222,0,92497,4771498,0,0,0,0,0,0,0,0,0,0
1320,Gobierno Autónomo Municipal de Tarata,1297576,5594088,3028663,244000,62000,30000,632964,0,938524,11827815,1297576,5594088,3028663,244000,62000,30000,632964,0,938524,11827815,0,0,0,0,0,0,0,0,0,0
1321,Gobierno Autónomo Municipal de Anzaldo,1081921,40000,926296,0,0,0,324171,0,5074449,7446837,1081921,40000,926296,0,0,0,324171,0,5074449,7446837,0,0,0,0,0,0,0,0,0,0
1322,Gobierno Autónomo Municipal de Arbieto,3149104,11301385,9047456,5436668,0,386149,1051436,0,5151007,35523205,3149104,11301385,9047456,5436668,0,386149,1051436,0,5151007,35523205,0,0,0,0,0,0,0,0,0,0
1323,Gobierno Autónomo Municipal de Sacabamba,705154,1785178,1693195,78931,0,0,194588,0,190971,4648017,705154,1785178,1693195,78931,0,0,194588,0,190971,4648017,0,0,0,0,0,0,0,0,0,0
1324,Gobierno Autónomo Municipal de Cliza,5175422,12309555,7881855,7515685,0,131868,1566173,2000,2000000,36582558,5175422,12309555,7881855,7515685,0,131868,1566173,2000,2000000,36582558,0,0,0,0,0,0,0,0,0,0
1325,Gobierno Autónomo Municipal de Toco,932396,287586,616024,2882331,0,0,267597,0,5031020,10016954,932396,287586,616024,2882331,0,0,267597,0,5031020,10016954,0,0,0,0,0,0,0,0,0,0
1326,Gobierno Autónomo Municipal de Tolata,1057279,4152286,2175219,6126748,366314,1083326,328556,0,0,15289728,1057279,4152286,2175219,6126748,366314,1083326,328556,0,0,15289728,0,0,0,0,0,0,0,0,0,0
1327,Gobierno Autónomo Municipal de Capinota,3215173,2495504,38369,160045,0,0,810737,0,14808044,21527872,3215173,2495504,38369,160045,0,0,810737,0,14808044,21527872,0,0,0,0,0,0,0,0,0,0
1328,Gobierno Autónomo Municipal de Santivañez,1628047,4263492,3789967,561000,0,197630,350157,0,571341,11361634,1628047,4263492,3789967,561000,0,197630,350157,0,571341,11361634,0,0,0,0,0,0,0,0,0,0
1329,Gobierno Autónomo Municipal de Sicaya,869648,1643431,1270875,35000,0,179141,173971,0,201139,4373205,869648,1643431,1270875,35000,0,179141,173971,0,201139,4373205,0,0,0,0,0,0,0,0,0,0
1330,Gobierno Autónomo Municipal de Tapacari,4070694,3173744,48797,0,0,0,770394,0,15387086,23450715,4070694,3173744,48797,0,0,0,770394,0,15387086,23450715,0,0,0,0,0,0,0,0,0,0
1331,Gobierno Autónomo Municipal de Totora,2341739,5736739,5607576,4876245,0,0,859163,0,265001,19686463,2341739,5736739,5607576,4876245,0,0,859163,0,265001,19686463,0,0,0,0,0,0,0,0,0,0
1332,Gobierno Autónomo Municipal de Pojo,1845192,5027958,4891659,1681321,0,423350,504350,0,392734,14766564,1845192,5027958,4891659,1681321,0,423350,504350,0,392734,14766564,0,0,0,0,0,0,0,0,0,0
1333,Gobierno Autónomo Municipal de Pocona,1951315,5638095,3203798,107098,0,65000,472449,1000,165000,11603755,1951315,5638095,3203798,107098,0,65000,472449,1000,165000,11603755,0,0,0,0,0,0,0,0,0,0
1334,Gobierno Autónomo Municipal de Chimoré,4659098,12866166,9424969,6095000,0,2723572,1254096,0,910066,37932967,4659098,12866166,9424969,6095000,0,2723572,1254096,0,910066,37932967,0,0,0,0,0,0,0,0,0,0
1335,Gobierno Autónomo Municipal de Puerto Villarroel,15109685,18875873,28015689,21894901,0,1650394,2993269,42000,1223426,89805237,15109685,18875873,28015689,21894901,0,1650394,2993269,42000,1223426,89805237,0,0,0,0,0,0,0,0,0,0
1336,Gobierno Autónomo Municipal de Arani,1425642,3777172,3624520,2679155,228000,1764263,553079,0,0,14051831,1425642,3777172,3624520,2679155,228000,1764263,553079,0,0,14051831,0,0,0,0,0,0,0,0,0,0
1337,Gobierno Autónomo Municipal de Vacas,1260957,3470940,2778187,137404,0,0,750173,4800,765570,9168031,1260957,3470940,2778187,137404,0,0,750173,4800,765570,9168031,0,0,0,0,0,0,0,0,0,0
1338,Gobierno Autónomo Municipal de Arque,1591911,4181594,4173126,3340409,0,0,373761,0,0,13660801,1591911,4181594,4173126,3340409,0,0,373761,0,0,13660801,0,0,0,0,0,0,0,0,0,0
1339,Gobierno Autónomo Municipal de Tacopaya,1575140,4320484,3748652,94000,0,233120,467670,10000,300000,10749066,1575140,4320484,3748652,94000,0,233120,467670,10000,300000,10749066,0,0,0,0,0,0,0,0,0,0
1340,Gobierno Autónomo Municipal de Bolivar,1277036,2766169,2664639,58334,25000,527800,280554,0,256380,7855912,1277036,2766169,2664639,58334,25000,527800,280554,0,256380,7855912,0,0,0,0,0,0,0,0,0,0
1341,Gobierno Autónomo Municipal de Tiraque,3606035,6125508,5510656,417300,0,1532958,859503,0,816000,18867960,3606035,6125508,5510656,417300,0,1532958,859503,0,816000,18867960,0,0,0,0,0,0,0,0,0,0
1342,Gobierno Autónomo Municipal de Mizque,3758946,7301035,7792679,4294093,1834477,627944,1040068,3500,0,26652742,3758946,7301035,7792679,4294093,1834477,627944,1040068,3500,0,26652742,0,0,0,0,0,0,0,0,0,0
1343,Gobierno Autónomo Municipal de Vila Vila,865918,1736428,1797499,80000,0,122908,574656,0,0,5177409,865918,1736428,1797499,80000,0,122908,574656,0,0,5177409,0,0,0,0,0,0,0,0,0,0
1344,Gobierno Autónomo Municipal de Alalay,598540,1090426,1101860,84800,493000,39556,119959,0,0,3528141,598540,1090426,1101860,84800,493000,39556,119959,0,0,3528141,0,0,0,0,0,0,0,0,0,0
1345,Gobierno Autónomo Municipal de Entre Rios,15552994,14316112,17797049,7436665,0,2045927,2144074,6531,157545,59456897,15552994,14316112,17797049,7436665,0,2045927,2144074,6531,157545,59456897,0,0,0,0,0,0,0,0,0,0
1346,Gobierno Autónomo Municipal de Cocapata,5684433,7122687,9265139,597000,0,1092995,621847,0,2122271,26506372,5684433,7122687,9265139,597000,0,1092995,621847,0,2122271,26506372,0,0,0,0,0,0,0,0,0,0
1347,Gobierno Autónomo Municipal de Shinahota,4868659,9877637,9566070,1005581,0,967829,1256937,5665,3036656,30585034,4868659,9877637,9566070,1005581,0,967829,1256937,5665,3036656,30585034,0,0,0,0,0,0,0,0,0,0
1401,Gobierno Autónomo Municipal de Oruro,147764792,112634171,132941891,103912517,0,30034822,50462242,24274,0,577774709,147764792,112634171,132941891,103912517,0,30034822,50462242,24274,0,577774709,0,0,0,0,0,0,0,0,0,0
1402,Gobierno Autónomo Municipal de Caracollo,3496780,7609292,11260323,7143758,0,0,2623921,1000,650000,32785074,3496780,7609292,11260323,7143758,0,0,2623921,1000,650000,32785074,0,0,0,0,0,0,0,0,0,0
1403,Gobierno Autónomo Municipal de El Choro,935112,4954017,2999113,240000,1864800,0,867685,0,0,11860727,935112,4954017,2999113,240000,1864800,0,867685,0,0,11860727,0,0,0,0,0,0,0,0,0,0
1404,Gobierno Autónomo Municipal de Challapata,7492810,12981148,14176085,7755522,0,0,3334499,2500,1577448,47320012,7492810,12981148,14176085,7755522,0,0,3334499,2500,1577448,47320012,0,0,0,0,0,0,0,0,0,0
1405,Gobierno Autónomo Municipal de Santuario de Quillacas,1117689,1270451,1563962,5994305,0,0,426135,0,916721,11289263,1117689,1270451,1563962,5994305,0,0,426135,0,916721,11289263,0,0,0,0,0,0,0,0,0,0
1406,Gobierno Autónomo Municipal de Huanuni,7592422,8194860,9008809,2560334,0,1413716,1996910,2427,69480,30838958,7592422,8194860,9008809,2560334,0,1413716,1996910,2427,69480,30838958,0,0,0,0,0,0,0,0,0,0
1407,Gobierno Autónomo Municipal de Machacamarca,1277163,3342273,1987199,990681,0,69788,565698,0,0,8232802,1277163,3342273,1987199,990681,0,69788,565698,0,0,8232802,0,0,0,0,0,0,0,0,0,0
1408,Gobierno Autónomo Municipal de Poopó (Villa Poopó),2201572,6125910,4110261,423480,1907196,0,965061,5500,0,15738980,2201572,6125910,4110261,423480,1907196,0,965061,5500,0,15738980,0,0,0,0,0,0,0,0,0,0
1409,Gobierno Autónomo Municipal de Pazña,712140,2284885,1531864,2139866,0,45695,427922,443,80200,7223015,712140,2284885,1531864,2139866,0,45695,427922,443,80200,7223015,0,0,0,0,0,0,0,0,0,0
1410,Gobierno Autónomo Municipal de Antequera,1515829,5244839,2831729,102000,637596,0,337778,15000,0,10684771,1515829,5244839,2831729,102000,637596,0,337778,15000,0,10684771,0,0,0,0,0,0,0,0,0,0
1411,Gobierno Autónomo Municipal de Eucaliptus,896258,3500565,806041,4328207,0,10000,718748,0,118174,10377993,896258,3500565,806041,4328207,0,10000,718748,0,118174,10377993,0,0,0,0,0,0,0,0,0,0
1412,Gobierno Autónomo Municipal de Santiago de Huari,2375782,1831684,17626,2247241,0,0,1121377,0,10206857,17800567,2375782,1831684,17626,2247241,0,0,1121377,0,10206857,17800567,0,0,0,0,0,0,0,0,0,0
1413,Gobierno Autónomo Municipal de Totora,1477381,1869502,3184994,2532332,0,0,603538,0,0,9667747,1477381,1869502,3184994,2532332,0,0,603538,0,0,9667747,0,0,0,0,0,0,0,0,0,0
1414,Gobierno Autónomo Municipal de Corque,1831626,2413602,6951743,3394974,1394336,610746,1327439,0,0,17924466,1831626,2413602,6951743,3394974,1394336,610746,1327439,0,0,17924466,0,0,0,0,0,0,0,0,0,0
1415,Gobierno Autónomo Municipal de Choquecota,615836,1293885,1180526,77000,0,0,246743,0,0,3413990,615836,1293885,1180526,77000,0,0,246743,0,0,3413990,0,0,0,0,0,0,0,0,0,0
1416,Gobierno Autónomo Municipal de Curahuara de Carangas,1233745,2963317,2661725,70000,0,0,594243,0,0,7523030,1233745,2963317,2661725,70000,0,0,594243,0,0,7523030,0,0,0,0,0,0,0,0,0,0
1417,Gobierno Autónomo Municipal de Turco,757049,2174374,2165809,3602028,0,289142,487434,0,76427,9552263,757049,2174374,2165809,3602028,0,289142,487434,0,76427,9552263,0,0,0,0,0,0,0,0,0,0
1418,Gobierno Autónomo Municipal de Huachacalla,804176,34748,512105,0,0,0,333794,0,2882634,4567457,804176,34748,512105,0,0,0,333794,0,2882634,4567457,0,0,0,0,0,0,0,0,0,0
1419,Gobierno Autónomo Municipal de Escara,1250139,1284003,1440761,452567,500000,814425,339123,0,853504,6934522,1250139,1284003,1440761,452567,500000,814425,339123,0,853504,6934522,0,0,0,0,0,0,0,0,0,0
1420,Gobierno Autónomo Municipal de Cruz de Machacamarca,709752,1014583,788272,66000,0,0,139026,2000,294067,3013700,709752,1014583,788272,66000,0,0,139026,2000,294067,3013700,0,0,0,0,0,0,0,0,0,0
1421,Gobierno Autónomo Municipal de Yunguyo de Litoral,250836,583216,267459,29000,103634,0,69478,0,0,1303623,250836,583216,267459,29000,103634,0,69478,0,0,1303623,0,0,0,0,0,0,0,0,0,0
1422,Gobierno Autónomo Municipal de Esmeralda,1046842,736650,1187415,154073,0,31364,324874,0,1429100,4910318,1046842,736650,1187415,154073,0,31364,324874,0,1429100,4910318,0,0,0,0,0,0,0,0,0,0
1423,Gobierno Autónomo Municipal de Toledo,1468848,3423043,4249550,150000,0,687793,1134271,9998,2291306,13414809,1468848,3423043,4249550,150000,0,687793,1134271,9998,2291306,13414809,0,0,0,0,0,0,0,0,0,0
1424,Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca),904274,2368125,2283047,51000,385720,584905,541269,0,0,7118340,904274,2368125,2283047,51000,385720,584905,541269,0,0,7118340,0,0,0,0,0,0,0,0,0,0
1425,Gobierno Autónomo Municipal de Belén de Andamarca,634328,931566,1122452,37300,0,63500,245003,0,329140,3363289,634328,931566,1122452,37300,0,63500,245003,0,329140,3363289,0,0,0,0,0,0,0,0,0,0
1427,Gobierno Autónomo Municipal de Pampa Aullagas,608634,1172098,1152561,1683192,0,0,531387,3301,0,5151173,608634,1172098,1152561,1683192,0,0,531387,3301,0,5151173,0,0,0,0,0,0,0,0,0,0
1428,Gobierno Autónomo Municipal de La Rivera,448943,767959,624667,38000,0,0,99977,0,938709,2918255,448943,767959,624667,38000,0,0,99977,0,938709,2918255,0,0,0,0,0,0,0,0,0,0
1429,Gobierno Autónomo Municipal de Todos Santos,511720,430437,540578,14500,0,0,97921,3000,34518,1632674,511720,430437,540578,14500,0,0,97921,3000,34518,1632674,0,0,0,0,0,0,0,0,0,0
1430,Gobierno Autónomo Municipal de Carangas,515230,1004882,832150,2506402,0,0,89014,0,419186,5366864,515230,1004882,832150,2506402,0,0,89014,0,419186,5366864,0,0,0,0,0,0,0,0,0,0
1431,Gobierno Autónomo Municipal de Sabaya,2110816,4381395,4627926,5319220,0,0,1235826,9998,0,17685181,2110816,4381395,4627926,5319220,0,0,1235826,9998,0,17685181,0,0,0,0,0,0,0,0,0,0
1432,Gobierno Autónomo Municipal de Coipasa,409773,1277126,1075223,74856,0,0,222675,1100,480716,3541469,409773,1277126,1075223,74856,0,0,222675,1100,480716,3541469,0,0,0,0,0,0,0,0,0,0
1434,Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca),1093056,1158418,2783879,4933379,156001,859352,533811,0,0,11517896,1093056,1158418,2783879,4933379,156001,859352,533811,0,0,11517896,0,0,0,0,0,0,0,0,0,0
1435,Gobierno Autónomo Municipal de Soracachi,2459840,5867735,7328535,8045943,100000,1595946,1651200,11344,0,27060543,2459840,5867735,7328535,8045943,100000,1595946,1651200,11344,0,27060543,0,0,0,0,0,0,0,0,0,0
1501,Gobierno Autónomo Municipal de Potosí,91546317,115121230,93227552,62045091,11764288,3454525,16019919,16305,0,393195227,91546317,115121230,93227552,62045091,11764288,3454525,16019919,16305,0,393195227,0,0,0,0,0,0,0,0,0,0
1502,Gobierno Autónomo Municipal de Tinguipaya,6015360,5713758,11539678,4264747,9468460,238017,1922356,6000,0,39168376,6015360,5713758,11539678,4264747,9468460,238017,1922356,6000,0,39168376,0,0,0,0,0,0,0,0,0,0
1503,Gobierno Autónomo Municipal de Yocalla,2044311,2341423,3198615,1350414,2700265,865858,678755,0,0,13179641,2044311,2341423,3198615,1350414,2700265,865858,678755,0,0,13179641,0,0,0,0,0,0,0,0,0,0
1504,Gobierno Autónomo Municipal de Urmiri,596070,1089422,1301238,3600,1295419,15000,187348,0,0,4488097,596070,1089422,1301238,3600,1295419,15000,187348,0,0,4488097,0,0,0,0,0,0,0,0,0,0
1505,Gobierno Autónomo Municipal de Uncía,4880326,7607345,8473221,10879459,7784993,850000,1538306,7000,0,42020650,4880326,7607345,8473221,10879459,7784993,850000,1538306,7000,0,42020650,0,0,0,0,0,0,0,0,0,0
1506,Gobierno Autónomo Municipal de Chayanta,2508699,4449191,6574458,2212954,1552575,0,1084597,530,0,18383004,2508699,4449191,6574458,2212954,1552575,0,1084597,530,0,18383004,0,0,0,0,0,0,0,0,0,0
1507,Gobierno Autónomo Municipal de Llallagua,0,48402,5570605,0,52090365,0,2794190,0,0,60503562,0,48402,5570605,0,52090365,0,2794190,0,0,60503562,0,0,0,0,0,0,0,0,0,0
1508,Gobierno Autónomo Municipal de Betanzos,5152542,8810094,10659690,4569707,800571,1399714,2199875,16727,0,33608920,5152542,8810094,10659690,4569707,800571,1399714,2199875,16727,0,33608920,0,0,0,0,0,0,0,0,0,0
1509,Gobierno Autónomo Municipal de Chaqui,2019398,1453154,3194014,1610100,455725,132431,644299,6500,0,9515621,2019398,1453154,3194014,1610100,455725,132431,644299,6500,0,9515621,0,0,0,0,0,0,0,0,0,0
1510,Gobierno Autónomo Municipal de Tacobamba,2022035,6793663,4363753,1451243,0,933735,845193,3000,0,16412622,2022035,6793663,4363753,1451243,0,933735,845193,3000,0,16412622,0,0,0,0,0,0,0,0,0,0
1511,Gobierno Autónomo Municipal de Colquechaca,2946143,6782371,6934720,8870323,0,2630845,1280165,5500,0,29450067,2946143,6782371,6934720,8870323,0,2630845,1280165,5500,0,29450067,0,0,0,0,0,0,0,0,0,0
1512,Gobierno Autónomo Municipal de Ravelo,3889982,3768124,6216827,1691984,1146311,634423,1288300,9162,0,18645113,3889982,3768124,6216827,1691984,1146311,634423,1288300,9162,0,18645113,0,0,0,0,0,0,0,0,0,0
1513,Gobierno Autónomo Municipal de Pocoata,4925216,13593099,9714853,4474770,1959926,0,2643477,12000,0,37323341,4925216,13593099,9714853,4474770,1959926,0,2643477,12000,0,37323341,0,0,0,0,0,0,0,0,0,0
1514,Gobierno Autónomo Municipal de Ocurí,2802462,3687092,5589755,222363,1689566,0,876209,0,0,14867447,2802462,3687092,5589755,222363,1689566,0,876209,0,0,14867447,0,0,0,0,0,0,0,0,0,0
1515,Gobierno Autónomo Municipal de San Pedro de Buena Vista,5073307,6745102,9044291,19290635,4575768,1331000,2142520,5000,0,48207623,5073307,6745102,9044291,19290635,4575768,1331000,2142520,5000,0,48207623,0,0,0,0,0,0,0,0,0,0
1516,Gobierno Autónomo Municipal de Toro Toro,1984142,4333444,3404628,2929074,1129097,0,809186,6000,0,14595571,1984142,4333444,3404628,2929074,1129097,0,809186,6000,0,14595571,0,0,0,0,0,0,0,0,0,0
1517,Gobierno Autónomo Municipal de Cotagaita,9835037,5008846,10520677,1225750,12667961,150000,2064664,11211,0,41484146,9835037,5008846,10520677,1225750,12667961,150000,2064664,11211,0,41484146,0,0,0,0,0,0,0,0,0,0
1518,Gobierno Autónomo Municipal de Vitichi,1894984,2270985,3142318,1435330,611469,512774,718787,5994,0,10592641,1894984,2270985,3142318,1435330,611469,512774,718787,5994,0,10592641,0,0,0,0,0,0,0,0,0,0
1519,Gobierno Autónomo Municipal de Tupiza,13275034,22872924,14195443,5027651,5290638,0,3365272,0,0,64026962,13275034,22872924,14195443,5027651,5290638,0,3365272,0,0,64026962,0,0,0,0,0,0,0,0,0,0
1520,Gobierno Autónomo Municipal de Atocha,4150643,4215333,5551821,3632950,3020450,0,864511,10000,0,21445708,4150643,4215333,5551821,3632950,3020450,0,864511,10000,0,21445708,0,0,0,0,0,0,0,0,0,0
1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",12515002,10410926,15365113,31270976,13793880,120000,935823,23000,0,84434720,12515002,10410926,15365113,31270976,13793880,120000,935823,23000,0,84434720,0,0,0,0,0,0,0,0,0,0
1522,Gobierno Autónomo Municipal de San Pedro de Quemes,283760,669317,390355,4152623,316550,57767,115506,0,0,5985878,283760,669317,390355,4152623,316550,57767,115506,0,0,5985878,0,0,0,0,0,0,0,0,0,0
1523,Gobierno Autónomo Municipal de San Pablo de Lípez,699509,1144960,1228916,150605,378510,22537,215814,1602,0,3842453,699509,1144960,1228916,150605,378510,22537,215814,1602,0,3842453,0,0,0,0,0,0,0,0,0,0
1524,Gobierno Autónomo Municipal de Mojinete,225708,477946,276650,3350,32037,65225,155791,1000,0,1237707,225708,477946,276650,3350,32037,65225,155791,1000,0,1237707,0,0,0,0,0,0,0,0,0,0
1525,Gobierno Autónomo Municipal de San Antonio de Esmoruco,445132,876800,525848,9800,200,61931,334945,0,0,2254656,445132,876800,525848,9800,200,61931,334945,0,0,2254656,0,0,0,0,0,0,0,0,0,0
1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),3112365,3845087,7823523,1464800,779562,0,1036295,4000,0,18065632,3112365,3845087,7823523,1464800,779562,0,1036295,4000,0,18065632,0,0,0,0,0,0,0,0,0,0
1527,Gobierno Autónomo Municipal de Caripuyo,1295255,2411149,2689402,408406,942109,379984,672078,0,0,8798383,1295255,2411149,2689402,408406,942109,379984,672078,0,0,8798383,0,0,0,0,0,0,0,0,0,0
1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),3220901,5006154,6111363,210500,1547719,0,1296413,3451,0,17396501,3220901,5006154,6111363,210500,1547719,0,1296413,3451,0,17396501,0,0,0,0,0,0,0,0,0,0
1529,"Gobierno Autónomo Municipal de Caiza ""D""",2071388,3865260,4915733,2352671,214999,0,875408,7611,0,14303070,2071388,3865260,4915733,2352671,214999,0,875408,7611,0,14303070,0,0,0,0,0,0,0,0,0,0
1530,Gobierno Autónomo Municipal de Uyuni,10618878,10598127,19900074,16140623,1130139,394273,2316079,10560,0,61108753,10618878,10598127,19900074,16140623,1130139,394273,2316079,10560,0,61108753,0,0,0,0,0,0,0,0,0,0
1531,Gobierno Autónomo Municipal de Tomave,1813387,2162598,3323350,49000,1014021,12148,504087,6500,0,8885091,1813387,2162598,3323350,49000,1014021,12148,504087,6500,0,8885091,0,0,0,0,0,0,0,0,0,0
