file,filename,codigo_entidad,nombre_entidad,filas,tiene_total_general,status,error
data\raw\sigep_2026\recursos_por_rubro\2026_1712_Gobierno_Autónomo_Municipal_de_Yapacaní_recursos_por_rubro.pdf,2026_1712_Gobierno_Autónomo_Municipal_de_Yapacaní_recursos_por_rubro.pdf,1712,Gobierno Autónomo Municipal de Yapacaní,39,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1713_Gobierno_Autónomo_Municipal_de_San_José_recursos_por_rubro.pdf,2026_1713_Gobierno_Autónomo_Municipal_de_San_José_recursos_por_rubro.pdf,1713,Gobierno Autónomo Municipal de San José,31,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1714_Gobierno_Autónomo_Municipal_de_Pailón_recursos_por_rubro.pdf,2026_1714_Gobierno_Autónomo_Municipal_de_Pailón_recursos_por_rubro.pdf,1714,Gobierno Autónomo Municipal de Pailón,34,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1715_Gobierno_Autónomo_Municipal_de_Roboré_recursos_por_rubro.pdf,2026_1715_Gobierno_Autónomo_Municipal_de_Roboré_recursos_por_rubro.pdf,1715,Gobierno Autónomo Municipal de Roboré,27,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1716_Gobierno_Autónomo_Municipal_de_Portachuelo_recursos_por_rubro.pdf,2026_1716_Gobierno_Autónomo_Municipal_de_Portachuelo_recursos_por_rubro.pdf,1716,Gobierno Autónomo Municipal de Portachuelo,22,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1717_Gobierno_Autónomo_Municipal_de_Santa_Rosa_del_Sara_recursos_por_rubro.pdf,2026_1717_Gobierno_Autónomo_Municipal_de_Santa_Rosa_del_Sara_recursos_por_rubro.pdf,1717,Gobierno Autónomo Municipal de Santa Rosa del Sara,26,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1718_Gobierno_Autónomo_Municipal_de_Lagunillas_recursos_por_rubro.pdf,2026_1718_Gobierno_Autónomo_Municipal_de_Lagunillas_recursos_por_rubro.pdf,1718,Gobierno Autónomo Municipal de Lagunillas,16,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1720_Gobierno_Autónomo_Municipal_de_Cabezas_recursos_por_rubro.pdf,2026_1720_Gobierno_Autónomo_Municipal_de_Cabezas_recursos_por_rubro.pdf,1720,Gobierno Autónomo Municipal de Cabezas,27,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1721_Gobierno_Autónomo_Municipal_de_Cuevo_recursos_por_rubro.pdf,2026_1721_Gobierno_Autónomo_Municipal_de_Cuevo_recursos_por_rubro.pdf,1721,Gobierno Autónomo Municipal de Cuevo,29,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1723_Gobierno_Autónomo_Municipal_de_Camiri_recursos_por_rubro.pdf,2026_1723_Gobierno_Autónomo_Municipal_de_Camiri_recursos_por_rubro.pdf,1723,Gobierno Autónomo Municipal de Camiri,34,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1724_Gobierno_Autónomo_Municipal_de_Boyuibe_recursos_por_rubro.pdf,2026_1724_Gobierno_Autónomo_Municipal_de_Boyuibe_recursos_por_rubro.pdf,1724,Gobierno Autónomo Municipal de Boyuibe,28,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1725_Gobierno_Autónomo_Municipal_de_Vallegrande_recursos_por_rubro.pdf,2026_1725_Gobierno_Autónomo_Municipal_de_Vallegrande_recursos_por_rubro.pdf,1725,Gobierno Autónomo Municipal de Vallegrande,29,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1726_Gobierno_Autónomo_Municipal_de_Trigal_recursos_por_rubro.pdf,2026_1726_Gobierno_Autónomo_Municipal_de_Trigal_recursos_por_rubro.pdf,1726,Gobierno Autónomo Municipal de Trigal,21,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1727_Gobierno_Autónomo_Municipal_de_Moro_Moro_recursos_por_rubro.pdf,2026_1727_Gobierno_Autónomo_Municipal_de_Moro_Moro_recursos_por_rubro.pdf,1727,Gobierno Autónomo Municipal de Moro Moro,23,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1728_Gobierno_Autónomo_Municipal_de_Postrer_Valle_recursos_por_rubro.pdf,2026_1728_Gobierno_Autónomo_Municipal_de_Postrer_Valle_recursos_por_rubro.pdf,1728,Gobierno Autónomo Municipal de Postrer Valle,18,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1729_Gobierno_Autónomo_Municipal_de_Pucara_recursos_por_rubro.pdf,2026_1729_Gobierno_Autónomo_Municipal_de_Pucara_recursos_por_rubro.pdf,1729,Gobierno Autónomo Municipal de Pucara,13,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1730_Gobierno_Autónomo_Municipal_de_Samaipata_recursos_por_rubro.pdf,2026_1730_Gobierno_Autónomo_Municipal_de_Samaipata_recursos_por_rubro.pdf,1730,Gobierno Autónomo Municipal de Samaipata,35,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1731_Gobierno_Autónomo_Municipal_de_Pampa_Grande_recursos_por_rubro.pdf,2026_1731_Gobierno_Autónomo_Municipal_de_Pampa_Grande_recursos_por_rubro.pdf,1731,Gobierno Autónomo Municipal de Pampa Grande,28,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1732_Gobierno_Autónomo_Municipal_de_Mairana_recursos_por_rubro.pdf,2026_1732_Gobierno_Autónomo_Municipal_de_Mairana_recursos_por_rubro.pdf,1732,Gobierno Autónomo Municipal de Mairana,27,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1733_Gobierno_Autónomo_Municipal_de_Quirusillas_recursos_por_rubro.pdf,2026_1733_Gobierno_Autónomo_Municipal_de_Quirusillas_recursos_por_rubro.pdf,1733,Gobierno Autónomo Municipal de Quirusillas,20,True,ok,
