gestion,file,codigo_entidad,nombre_entidad,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1745_Gobierno_Autónomo_Municipal_de_Ascención_de_Guarayos_categoria_programatica_grupo_gasto_total_gastos.pdf,1745,Gobierno Autónomo Municipal de Ascención de Guarayos,3870695,17661652,9112780,8979277,0,979789,1243598,0,0,41847791
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1746_Gobierno_Autónomo_Municipal_de_Urubicha_categoria_programatica_grupo_gasto_total_gastos.pdf,1746,Gobierno Autónomo Municipal de Urubicha,972647,853835,0,0,0,0,266852,0,4384098,6477432
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1747_Gobierno_Autónomo_Municipal_de_El_Puente_categoria_programatica_grupo_gasto_total_gastos.pdf,1747,Gobierno Autónomo Municipal de El Puente,2928526,7474623,4907919,2588693,0,187401,416448,0,2019543,20523153
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1748_Gobierno_Autónomo_Municipal_de_Okinawa_Uno_categoria_programatica_grupo_gasto_total_gastos.pdf,1748,Gobierno Autónomo Municipal de Okinawa Uno,2100747,8196093,1770150,1149755,0,0,343547,0,0,13560292
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1749_Gobierno_Autónomo_Municipal_de_San_Antonio_de_Lomerio_categoria_programatica_grupo_gasto_total_gastos.pdf,1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,956368,2873290,2015913,30800,0,5000,213734,0,0,6095105
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1750_Gobierno_Autónomo_Municipal_de_San_Ramón_categoria_programatica_grupo_gasto_total_gastos.pdf,1750,Gobierno Autónomo Municipal de San Ramón,1508830,5919376,4460081,7016267,376672,698582,251391,0,0,20231199
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1751_Gobierno_Autónomo_Municipal_de_El_Carmen_Rivero_Tórrez_categoria_programatica_grupo_gasto_total_gastos.pdf,1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,2190861,4683076,2878710,10122792,460961,331583,254099,0,0,20922082
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1752_Gobierno_Autónomo_Municipal_de_San_Juan_categoria_programatica_grupo_gasto_total_gastos.pdf,1752,Gobierno Autónomo Municipal de San Juan,0,1317634,13883,7062281,0,0,324622,0,10178329,18896749
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1753_Gobierno_Autónomo_Municipal_de_Fernández_Alonso_categoria_programatica_grupo_gasto_total_gastos.pdf,1753,Gobierno Autónomo Municipal de Fernández Alonso,3033794,7824413,5018053,1384469,48563,1537827,660383,0,0,19507502
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1754_Gobierno_Autónomo_Municipal_de_San_Pedro_categoria_programatica_grupo_gasto_total_gastos.pdf,1754,Gobierno Autónomo Municipal de San Pedro,3767466,9787739,5540590,458777,0,582,464471,0,0,20019625
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1755_Gobierno_Autónomo_Municipal_de_Cuatro_Cañadas_categoria_programatica_grupo_gasto_total_gastos.pdf,1755,Gobierno Autónomo Municipal de Cuatro Cañadas,5473729,22422306,9133686,16017968,1000000,0,785812,0,30000,54863501
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1756_Gobierno_Autónomo_Municipal_de_Colpa_Bélgica_categoria_programatica_grupo_gasto_total_gastos.pdf,1756,Gobierno Autónomo Municipal de Colpa Bélgica,2671880,10995050,4010323,7941137,0,190000,240649,0,0,26049039
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1801_Gobierno_Autónomo_Municipal_de_Trinidad_categoria_programatica_grupo_gasto_total_gastos.pdf,1801,Gobierno Autónomo Municipal de Trinidad,40156822,82388148,50865299,26322562,0,6621001,25453579,31258,1305000,233143669
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1802_Gobierno_Autónomo_Municipal_de_San_Javier_categoria_programatica_grupo_gasto_total_gastos.pdf,1802,Gobierno Autónomo Municipal de San Javier,2157201,3298507,2229550,1427653,205103,853632,762613,0,0,10934259
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1803_Gobierno_Autónomo_Municipal_de_Riberalta_categoria_programatica_grupo_gasto_total_gastos.pdf,1803,Gobierno Autónomo Municipal de Riberalta,22138991,16715549,0,0,0,0,13189178,0,109854891,161898609
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1805_Gobierno_Autónomo_Municipal_de_Puerto_Guayaramerín_categoria_programatica_grupo_gasto_total_gastos.pdf,1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,14631675,14449339,16349678,6109434,0,0,4865612,0,1000000,57405738
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1806_Gobierno_Autónomo_Municipal_de_Reyes_categoria_programatica_grupo_gasto_total_gastos.pdf,1806,Gobierno Autónomo Municipal de Reyes,2000663,1599974,0,92702,0,0,1309579,0,8751212,13754130
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1807_Gobierno_Autónomo_Municipal_de_Puerto_Rurrenabaque_categoria_programatica_grupo_gasto_total_gastos.pdf,1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,3521037,12048721,6741560,1550000,70000,1317856,2263711,0,200000,27712885
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1808_Gobierno_Autónomo_Municipal_de_San_Borja_categoria_programatica_grupo_gasto_total_gastos.pdf,1808,Gobierno Autónomo Municipal de San Borja,0,6489813,0,7355357,0,0,5261856,0,41745035,60852061
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1809_Gobierno_Autónomo_Municipal_de_Santa_Rosa_categoria_programatica_grupo_gasto_total_gastos.pdf,1809,Gobierno Autónomo Municipal de Santa Rosa,2087868,5884728,4126192,2036583,0,216397,1234070,0,1228473,16814311
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1810_Gobierno_Autónomo_Municipal_de_Santa_Ana_categoria_programatica_grupo_gasto_total_gastos.pdf,1810,Gobierno Autónomo Municipal de Santa Ana,4636391,10078057,16271411,5978166,0,905460,2120770,0,96987,40087242
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1811_Gobierno_Autónomo_Municipal_de_San_Ignacio_categoria_programatica_grupo_gasto_total_gastos.pdf,1811,Gobierno Autónomo Municipal de San Ignacio,4511079,8389042,7615951,6034676,0,956975,2581281,0,200001,30289005
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1812_Gobierno_Autónomo_Municipal_de_Loreto_categoria_programatica_grupo_gasto_total_gastos.pdf,1812,Gobierno Autónomo Municipal de Loreto,1468186,1504356,1344135,174580,0,0,430542,0,0,4921799
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1813_Gobierno_Autónomo_Municipal_de_San_Andrés_categoria_programatica_grupo_gasto_total_gastos.pdf,1813,Gobierno Autónomo Municipal de San Andrés,2880025,5912696,5914430,461586,0,800401,1807227,0,1222668,18999033
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1814_Gobierno_Autónomo_Municipal_de_San_Joaquín_categoria_programatica_grupo_gasto_total_gastos.pdf,1814,Gobierno Autónomo Municipal de San Joaquín,1554091,3392187,2776977,23396,0,967999,760338,0,4001,9478989
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1815_Gobierno_Autónomo_Municipal_de_San_Ramón_categoria_programatica_grupo_gasto_total_gastos.pdf,1815,Gobierno Autónomo Municipal de San Ramón,1046867,3281511,2165965,87782,71533,30000,695102,0,0,7378760
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1816_Gobierno_Autónomo_Municipal_de_Puerto_Síles_categoria_programatica_grupo_gasto_total_gastos.pdf,1816,Gobierno Autónomo Municipal de Puerto Síles,332535,430793,447531,38000,3900,2000,102305,0,0,1357064
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1817_Gobierno_Autónomo_Municipal_de_Magdalena_categoria_programatica_grupo_gasto_total_gastos.pdf,1817,Gobierno Autónomo Municipal de Magdalena,2037038,5702519,5007279,13113606,0,137568,1506507,0,0,27504517
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1818_Gobierno_Autónomo_Municipal_de_Baures_categoria_programatica_grupo_gasto_total_gastos.pdf,1818,Gobierno Autónomo Municipal de Baures,1468623,3832400,2548910,899557,0,1643380,732775,0,0,11125645
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1819_Gobierno_Autónomo_Municipal_de_Huacaraje_categoria_programatica_grupo_gasto_total_gastos.pdf,1819,Gobierno Autónomo Municipal de Huacaraje,2307315,1107932,1594369,146500,0,0,545644,0,0,5701760
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1820_Gobierno_Autónomo_Municipal_de_Exaltación_categoria_programatica_grupo_gasto_total_gastos.pdf,1820,Gobierno Autónomo Municipal de Exaltación,2131103,3438945,2252824,90800,2508485,1131576,765912,0,0,12319645
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1901_Gobierno_Autónomo_Municipal_de_Cobija_categoria_programatica_grupo_gasto_total_gastos.pdf,1901,Gobierno Autónomo Municipal de Cobija,0,4564461,6652323,5172243,0,0,19709516,0,110006073,146104616
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1902_Gobierno_Autónomo_Municipal_de_Porvenir_categoria_programatica_grupo_gasto_total_gastos.pdf,1902,Gobierno Autónomo Municipal de Porvenir,1144990,429872,1129090,44300,6697150,0,3193154,0,6385102,19023658
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1903_Gobierno_Autónomo_Municipal_de_Bolpebra_categoria_programatica_grupo_gasto_total_gastos.pdf,1903,Gobierno Autónomo Municipal de Bolpebra,470034,2034306,1338490,137000,0,72550,829243,0,21620,4903243
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1904_Gobierno_Autónomo_Municipal_de_Bella_Flor_categoria_programatica_grupo_gasto_total_gastos.pdf,1904,Gobierno Autónomo Municipal de Bella Flor,771853,2640848,2301460,199408,0,509390,1283733,0,0,7706692
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1905_Gobierno_Autónomo_Municipal_de_Puerto_Rico_categoria_programatica_grupo_gasto_total_gastos.pdf,1905,Gobierno Autónomo Municipal de Puerto Rico,1500017,979521,280560,0,0,0,2475848,0,9141816,14377762
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1906_Gobierno_Autónomo_Municipal_de_San_Pedro_categoria_programatica_grupo_gasto_total_gastos.pdf,1906,Gobierno Autónomo Municipal de San Pedro,652226,2219213,1635545,125499,0,595763,1082382,0,1500,6312128
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1907_Gobierno_Autónomo_Municipal_de_Filadelfia_categoria_programatica_grupo_gasto_total_gastos.pdf,1907,Gobierno Autónomo Municipal de Filadelfia,1311714,6864916,4002390,235193,0,86844,2751698,0,550000,15802755
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1908_Gobierno_Autónomo_Municipal_de_Puerto_Gonzalo_Moreno_categoria_programatica_grupo_gasto_total_gastos.pdf,1908,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,1493346,1881138,123771,0,0,0,4113325,0,15796280,23407860
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1909_Gobierno_Autónomo_Municipal_de_San_Lorenzo_categoria_programatica_grupo_gasto_total_gastos.pdf,1909,Gobierno Autónomo Municipal de San Lorenzo,0,1484206,52634,0,13067351,0,3198834,0,0,17803025
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1910_Gobierno_Autónomo_Municipal_de_Sena_categoria_programatica_grupo_gasto_total_gastos.pdf,1910,Gobierno Autónomo Municipal de Sena,2105511,10173371,5569644,6578350,0,202563,3568425,0,505934,28703798
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1911_Gobierno_Autónomo_Municipal_de_Santa_Rosa_del_Abuná_categoria_programatica_grupo_gasto_total_gastos.pdf,1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,0,63031,433732,6000,0,0,990521,0,4190144,5683428
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1912_Gobierno_Autónomo_Municipal_de_Ingavi_Humaita_categoria_programatica_grupo_gasto_total_gastos.pdf,1912,Gobierno Autónomo Municipal de Ingavi (Humaita),461267,2323341,1323239,11500,0,4000,870713,0,66398,5060458
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1913_Gobierno_Autónomo_Municipal_de_Nueva_Esperanza_categoria_programatica_grupo_gasto_total_gastos.pdf,1913,Gobierno Autónomo Municipal de Nueva Esperanza,265569,1117850,756000,183135,0,0,477173,0,0,2799727
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1914_Gobierno_Autónomo_Municipal_de_Villa_Nueva_Loma_Alta_categoria_programatica_grupo_gasto_total_gastos.pdf,1914,Gobierno Autónomo Municipal de Villa Nueva (Loma Alta),517550,1862608,1473713,93560,0,146423,878048,0,0,4971902
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_1915_Gobierno_Autónomo_Municipal_de_Santos_Mercado_categoria_programatica_grupo_gasto_total_gastos.pdf,1915,Gobierno Autónomo Municipal de Santos Mercado,375880,99927,281439,0,0,0,737785,0,2762714,4257745
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3101_Autonomía_del_Territorio_Indígena_Originario_Campesino_Guaraní_Chaqueño_de_categoria_programatica_grupo_gasto_total_gastos.pdf,3101,Autonomía del Territorio Indígena Originario Campesino Guaraní Chaqueño de Huacaya,501607,1076863,927127,39000,0,0,287203,0,8467,2840267
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3301_Gobierno_Autónomo_Indígena_Originario_Campesino_del_Territorio_de_Raqaypampa_categoria_programatica_grupo_gasto_total_gastos.pdf,3301,Gobierno Autónomo Indígena Originario Campesino del Territorio de Raqaypampa,1561693,1934284,3026619,119500,0,642021,403926,0,71199,7759242
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3401_Gobierno_Autónomo_Indígena_Originario_Campesino_de_la_Nación_Originaria_Uru_categoria_programatica_grupo_gasto_total_gastos.pdf,3401,GAIOC de la Nación Originaria Uru Chipaya,324959,325580,0,962969,0,0,217258,0,1729083,3559849
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3402_Gobierno_Autónomo_Indígena_Originario_Campesino_de_Salinas_categoria_programatica_grupo_gasto_total_gastos.pdf,3402,Gobierno Autónomo Indígena Originario Campesino de Salinas,2521387,1185719,4022898,2494007,0,0,1301813,0,8835230,20361054
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3501_Gobierno_Autónomo_Indígena_Originario_Campesino_de_la_Autonomía_Originaria_del_categoria_programatica_grupo_gasto_total_gastos.pdf,3501,Gobierno Autónomo Indígena Originario Campesino de la Autonomía Originaria del Jatún Ayllu Yura,550097,2131033,2546029,105000,633045,528396,350562,7800,0,6851962
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3701_Gobierno_Autónomo_Indígena_Originario_Campesino_de_Charagua_Iyambae_categoria_programatica_grupo_gasto_total_gastos.pdf,3701,GAIOC de Charagua Iyambae,6435324,14779006,9344549,468324,6067969,0,1029724,0,487044,38611940
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3702_Gobierno_Autónomo_Indígena_Guaraní_Kereimba_Iyaambae_categoria_programatica_grupo_gasto_total_gastos.pdf,3702,Gobierno Autónomo Indígena Guaraní Kereimba Iyaambae,1195910,1508746,2471813,5394664,0,0,496660,0,8258464,19326257
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_3801_Gobierno_Indígena_Autónomo_del_Territorio_Indígena_Multiétnico_categoria_programatica_grupo_gasto_total_gastos.pdf,3801,Gobierno Indígena Autónomo del Territorio Indígena Multiétnico,879808,1616343,1349901,420000,0,0,355912,0,280500,4902464
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_4601_Gobierno_Autónomo_Regional_del_Gran_Chaco_categoria_programatica_grupo_gasto_total_gastos.pdf,4601,Gobierno Autónomo Regional del Gran Chaco,29947853,45381407,54005219,18873756,11476125,23517636,106524610,78673,0,289805279
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_901_Gobierno_Autónomo_Departamental_de_Chuquisaca_categoria_programatica_grupo_gasto_total_gastos.pdf,901,Gobierno Autónomo Departamental de Chuquisaca,393700637,14590602,39365191,32298526,26131436,0,63819284,0,212356497,782262173
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_902_Gobierno_Autónomo_Departamental_de_La_Paz_categoria_programatica_grupo_gasto_total_gastos.pdf,902,Gobierno Autónomo Departamental de La Paz,1051860924,111271927,155354377,254097638,6249796,34361069,62112336,439001,2060390,1677807458
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_903_Gobierno_Autónomo_Departamental_de_Cochabamba_categoria_programatica_grupo_gasto_total_gastos.pdf,903,Gobierno Autónomo Departamental de Cochabamba,680802345,58174195,110056753,28539134,0,46218626,91857005,250214,84650719,1100548991
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_904_Gobierno_Autónomo_Departamental_de_Oruro_categoria_programatica_grupo_gasto_total_gastos.pdf,904,Gobierno Autónomo Departamental de Oruro,335814939,33859360,39719834,229160066,0,32559298,31450751,215391,14372019,717151658
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_905_Gobierno_Autónomo_Departamental_de_Potosí_categoria_programatica_grupo_gasto_total_gastos.pdf,905,Gobierno Autónomo Departamental de Potosí,529686156,113013788,116844881,589542568,29280882,61376004,35374526,499395,2700000,1478318200
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_906_Gobierno_Autónomo_Departamental_de_Tarija_categoria_programatica_grupo_gasto_total_gastos.pdf,906,Gobierno Autónomo Departamental de Tarija,455467630,44944606,75745903,19872700,15480000,101843349,96387731,492276,30305304,840539499
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_907_Gobierno_Autónomo_Departamental_de_Santa_Cruz_categoria_programatica_grupo_gasto_total_gastos.pdf,907,Gobierno Autónomo Departamental de Santa Cruz,1292341837,120101971,140142804,250804472,0,130057442,102182974,759760,68293311,2104684571
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_908_Gobierno_Autónomo_Departamental_del_Beni_categoria_programatica_grupo_gasto_total_gastos.pdf,908,Gobierno Autónomo Departamental del Beni,372506766,50895864,22985383,4977868,0,34614172,34070515,82777,837176,520970521
2026,data\raw\sigep_2026\categoria_programatica_grupo_gasto_total_gastos\2026_909_Gobierno_Autónomo_Departamental_de_Pando_categoria_programatica_grupo_gasto_total_gastos.pdf,909,Gobierno Autónomo Departamental de Pando,172549346,9696318,8460451,2030260,0,35549525,23844838,97946,0,252228684
