gestion,codigo_entidad,nombre_entidad,objeto_gasto,objeto_padre,nivel_objeto,descripcion,entidad_transferencia,file,fuente_columna,monto
2026,1201,Gobierno Autónomo Municipal de La Paz,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1201_Gobierno_Autónomo_Municipal_de_La_Paz_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,759424
2026,1202,Gobierno Autónomo Municipal de Palca,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1202_Gobierno_Autónomo_Municipal_de_Palca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,2990975
2026,1202,Gobierno Autónomo Municipal de Palca,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1202_Gobierno_Autónomo_Municipal_de_Palca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,141694
2026,1202,Gobierno Autónomo Municipal de Palca,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1202_Gobierno_Autónomo_Municipal_de_Palca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,13716
2026,1203,Gobierno Autónomo Municipal de Mecapaca,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1203_Gobierno_Autónomo_Municipal_de_Mecapaca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,11430
2026,1204,Gobierno Autónomo Municipal Ecológico Productivo de Achocalla,2.5.2.30,2.5.2,4,AUDITORÍAS EXTERNAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1204_Gobierno_Autónomo_Municipal_Ecológico_Productivo_de_Achocalla_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,97824
2026,1204,Gobierno Autónomo Municipal Ecológico Productivo de Achocalla,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1204_Gobierno_Autónomo_Municipal_Ecológico_Productivo_de_Achocalla_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,5833607
2026,1204,Gobierno Autónomo Municipal Ecológico Productivo de Achocalla,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1204_Gobierno_Autónomo_Municipal_Ecológico_Productivo_de_Achocalla_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,233710
2026,1204,Gobierno Autónomo Municipal Ecológico Productivo de Achocalla,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1204_Gobierno_Autónomo_Municipal_Ecológico_Productivo_de_Achocalla_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,16981
2026,1205,Gobierno Autónomo Municipal de El Alto de La Paz,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1205_Gobierno_Autónomo_Municipal_de_El_Alto_de_La_Paz_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,20310839
2026,1205,Gobierno Autónomo Municipal de El Alto de La Paz,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1205_Gobierno_Autónomo_Municipal_de_El_Alto_de_La_Paz_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,1052552
2026,1205,Gobierno Autónomo Municipal de El Alto de La Paz,4.2.3.10,4.2.3,4,Construcciones y Mejoras de Bienes de Dominio Público,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1205_Gobierno_Autónomo_Municipal_de_El_Alto_de_La_Paz_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,32327550
2026,1205,Gobierno Autónomo Municipal de El Alto de La Paz,4.2.3.20,4.2.3,4,S P u ú p b e lic rv o isión de Construcciones y Mejoras de Bienes de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1205_Gobierno_Autónomo_Municipal_de_El_Alto_de_La_Paz_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,2544308
2026,1205,Gobierno Autónomo Municipal de El Alto de La Paz,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1205_Gobierno_Autónomo_Municipal_de_El_Alto_de_La_Paz_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,855108
2026,1206,Gobierno Autónomo Municipal de Viacha,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1206_Gobierno_Autónomo_Municipal_de_Viacha_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,5466247
2026,1206,Gobierno Autónomo Municipal de Viacha,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1206_Gobierno_Autónomo_Municipal_de_Viacha_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,232023
2026,1206,Gobierno Autónomo Municipal de Viacha,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1206_Gobierno_Autónomo_Municipal_de_Viacha_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,71191
2026,1207,Gobierno Autónomo Municipal de Guaqui,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1207_Gobierno_Autónomo_Municipal_de_Guaqui_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,19350
2026,1208,Gobierno Autónomo Municipal de Tiahuanacu,4.6.3.10,4.6.3,4,Consultoría por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1208_Gobierno_Autónomo_Municipal_de_Tiahuanacu_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,428057
2026,1208,Gobierno Autónomo Municipal de Tiahuanacu,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1208_Gobierno_Autónomo_Municipal_de_Tiahuanacu_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,19950
2026,1209,Gobierno Autónomo Municipal de Desaguadero,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1209_Gobierno_Autónomo_Municipal_de_Desaguadero_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,11663
2026,1210,Gobierno Autónomo Municipal de Caranavi,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1210_Gobierno_Autónomo_Municipal_de_Caranavi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,19463569
2026,1210,Gobierno Autónomo Municipal de Caranavi,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1210_Gobierno_Autónomo_Municipal_de_Caranavi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,732167
2026,1210,Gobierno Autónomo Municipal de Caranavi,4.2.3.10,4.2.3,4,Construcciones y Mejoras de Bienes de Dominio Público,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1210_Gobierno_Autónomo_Municipal_de_Caranavi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,3996977
2026,1210,Gobierno Autónomo Municipal de Caranavi,4.2.3.20,4.2.3,4,S P u ú p b e lic rv o isión de Construcciones y Mejoras de Bienes de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1210_Gobierno_Autónomo_Municipal_de_Caranavi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,210368
2026,1210,Gobierno Autónomo Municipal de Caranavi,4.6.3.10,4.6.3,4,Consultoría por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1210_Gobierno_Autónomo_Municipal_de_Caranavi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,302868
2026,1210,Gobierno Autónomo Municipal de Caranavi,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1210_Gobierno_Autónomo_Municipal_de_Caranavi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,49964
2026,1211,Gobierno Autónomo Municipal de Sica Sica (Villa Aroma),4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1211_Gobierno_Autónomo_Municipal_de_Sica_Sica_Villa_Aroma_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,4493682
2026,1211,Gobierno Autónomo Municipal de Sica Sica (Villa Aroma),4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1211_Gobierno_Autónomo_Municipal_de_Sica_Sica_Villa_Aroma_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,174450
2026,1211,Gobierno Autónomo Municipal de Sica Sica (Villa Aroma),4.6.3.10,4.6.3,4,Consultoría por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1211_Gobierno_Autónomo_Municipal_de_Sica_Sica_Villa_Aroma_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,445951
2026,1211,Gobierno Autónomo Municipal de Sica Sica (Villa Aroma),7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1211_Gobierno_Autónomo_Municipal_de_Sica_Sica_Villa_Aroma_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,13879
2026,1212,Gobierno Autónomo Municipal de Umala,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1212_Gobierno_Autónomo_Municipal_de_Umala_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,5817324
2026,1212,Gobierno Autónomo Municipal de Umala,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1212_Gobierno_Autónomo_Municipal_de_Umala_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,128536
2026,1212,Gobierno Autónomo Municipal de Umala,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1212_Gobierno_Autónomo_Municipal_de_Umala_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,15750
2026,1213,Gobierno Autónomo Municipal de Ayo Ayo,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1213_Gobierno_Autónomo_Municipal_de_Ayo_Ayo_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,7939
2026,1213,Gobierno Autónomo Municipal de Ayo Ayo,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1213_Gobierno_Autónomo_Municipal_de_Ayo_Ayo_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,15863
2026,1214,Gobierno Autónomo Municipal de Calamarca,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1214_Gobierno_Autónomo_Municipal_de_Calamarca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,12678021
2026,1214,Gobierno Autónomo Municipal de Calamarca,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1214_Gobierno_Autónomo_Municipal_de_Calamarca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,293654
2026,1214,Gobierno Autónomo Municipal de Calamarca,4.6.3.10,4.6.3,4,Consultoría por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1214_Gobierno_Autónomo_Municipal_de_Calamarca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,529000
2026,1214,Gobierno Autónomo Municipal de Calamarca,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1214_Gobierno_Autónomo_Municipal_de_Calamarca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,10124
2026,1215,Gobierno Autónomo Municipal de Patacamaya,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1215_Gobierno_Autónomo_Municipal_de_Patacamaya_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,728062
2026,1215,Gobierno Autónomo Municipal de Patacamaya,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1215_Gobierno_Autónomo_Municipal_de_Patacamaya_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,20247
2026,1216,Gobierno Autónomo Municipal de Colquencha,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1216_Gobierno_Autónomo_Municipal_de_Colquencha_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,1223673
2026,1216,Gobierno Autónomo Municipal de Colquencha,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1216_Gobierno_Autónomo_Municipal_de_Colquencha_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,14775
2026,1217,Gobierno Autónomo Municipal de Collana,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1217_Gobierno_Autónomo_Municipal_de_Collana_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,3314581
2026,1217,Gobierno Autónomo Municipal de Collana,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1217_Gobierno_Autónomo_Municipal_de_Collana_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,44513
2026,1217,Gobierno Autónomo Municipal de Collana,4.6.3.10,4.6.3,4,Consultoría por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1217_Gobierno_Autónomo_Municipal_de_Collana_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,48900
2026,1217,Gobierno Autónomo Municipal de Collana,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1217_Gobierno_Autónomo_Municipal_de_Collana_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,9488
2026,1218,Gobierno Autónomo Municipal de Inquisivi,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,2845579
2026,1218,Gobierno Autónomo Municipal de Inquisivi,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,11103
2026,1219,Gobierno Autónomo Municipal de Quime,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1219_Gobierno_Autónomo_Municipal_de_Quime_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,14813
2026,1220,Gobierno Autónomo Municipal de Cajuata,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,1733926
2026,1220,Gobierno Autónomo Municipal de Cajuata,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,15022
2026,1221,Gobierno Autónomo Municipal de Colquiri,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,5225
2026,1222,Gobierno Autónomo Municipal de Ichoca,4.6.3.10,4.6.3,4,Consultoría por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1222_Gobierno_Autónomo_Municipal_de_Ichoca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,193851
2026,1222,Gobierno Autónomo Municipal de Ichoca,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1222_Gobierno_Autónomo_Municipal_de_Ichoca_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,4988
2026,1223,Gobierno Autónomo Municipal de Villa Libertad Licoma,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1223_Gobierno_Autónomo_Municipal_de_Villa_Libertad_Licoma_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,11175
2026,1224,Gobierno Autónomo Municipal de Achacachi,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1224_Gobierno_Autónomo_Municipal_de_Achacachi_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,36902
2026,1225,Gobierno Autónomo Municipal de Ancoraimes,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1225_Gobierno_Autónomo_Municipal_de_Ancoraimes_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,5024405
2026,1225,Gobierno Autónomo Municipal de Ancoraimes,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1225_Gobierno_Autónomo_Municipal_de_Ancoraimes_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,236022
2026,1225,Gobierno Autónomo Municipal de Ancoraimes,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1225_Gobierno_Autónomo_Municipal_de_Ancoraimes_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,7348
2026,1226,Gobierno Autónomo Municipal de Sorata,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1226_Gobierno_Autónomo_Municipal_de_Sorata_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,3019571
2026,1226,Gobierno Autónomo Municipal de Sorata,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1226_Gobierno_Autónomo_Municipal_de_Sorata_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,96590
2026,1226,Gobierno Autónomo Municipal de Sorata,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1226_Gobierno_Autónomo_Municipal_de_Sorata_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,15022
2026,1227,Gobierno Autónomo Municipal de Guanay,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1227_Gobierno_Autónomo_Municipal_de_Guanay_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,87642
2026,1227,Gobierno Autónomo Municipal de Guanay,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1227_Gobierno_Autónomo_Municipal_de_Guanay_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,16655
2026,1228,Gobierno Autónomo Municipal de Tacacoma,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1228_Gobierno_Autónomo_Municipal_de_Tacacoma_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,19313
2026,1229,Gobierno Autónomo Municipal de Tipuani,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1229_Gobierno_Autónomo_Municipal_de_Tipuani_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,1596278
2026,1229,Gobierno Autónomo Municipal de Tipuani,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1229_Gobierno_Autónomo_Municipal_de_Tipuani_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,19800
2026,1230,Gobierno Autónomo Municipal de Quiabaya,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1230_Gobierno_Autónomo_Municipal_de_Quiabaya_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,51000
2026,1231,Gobierno Autónomo Municipal de Combaya,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1231_Gobierno_Autónomo_Municipal_de_Combaya_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,32750
2026,1232,Gobierno Autónomo Municipal de Copacabana,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1232_Gobierno_Autónomo_Municipal_de_Copacabana_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,414267
2026,1232,Gobierno Autónomo Municipal de Copacabana,4.2.2.40,4.2.2,4,S D u o p m e in rv io is i ó P n ri v d a e d C o onstrucciones y Mejoras de Bienes Públicos de,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1232_Gobierno_Autónomo_Municipal_de_Copacabana_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,21803
2026,1232,Gobierno Autónomo Municipal de Copacabana,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1232_Gobierno_Autónomo_Municipal_de_Copacabana_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,8654
2026,1233,Gobierno Autónomo Municipal de San Pedro de Tiquina,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1233_Gobierno_Autónomo_Municipal_de_San_Pedro_de_Tiquina_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,9075
2026,1234,Gobierno Autónomo Municipal de Tito Yupanqui,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1234_Gobierno_Autónomo_Municipal_de_Tito_Yupanqui_objeto_gasto_fuente_total_gastos.pdf,monto_01_tgn,4500
