departamento_geo,provincia_geo,municipio_geo,capital_geo,municipio_alternativo,pibpc_2021,decil_pibpc_2021,has_presupuesto,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,provincia_ine,municipio_ine,poblacion_2024,presupuesto_total,presupuesto_per_capita,ingresos_total,autonomia_fiscal_pct,autonomia_fiscal_aplica,dependencia_tgn_pct,coparticipacion_pct,idh_pct,regalias_pct,recursos_especificos_gam_gaioc_pct
La Paz,Larecaja,Tipuani,Tipuani,Tipuani,1.9050048649660312e-06,2.0,True,1229,Gobierno Autónomo Municipal de Tipuani,La Paz,municipal,GAM,Larecaja,Tipuani,7716.0,13374478.0,1733.343442198,13374478.0,3.738464,True,64.524148,47.491491,4.94936,31.737388,3.738464
La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Nuestra Señora de La Paz,1.991051249206066e-06,3.0,True,1201,Gobierno Autónomo Municipal de La Paz,La Paz,municipal,GAM,Murillo,Nuestra Señora de La Paz,757431.0,1724178990.0,2276.3512319934,1724178990.0,55.432272,True,41.413821,37.346416,3.977819,0.109792,55.432272
La Paz,Larecaja,Sorata,Sorata,Sorata,1.9018174270968302e-06,2.0,True,1226,Gobierno Autónomo Municipal de Sorata,La Paz,municipal,GAM,Larecaja,Sorata,30083.0,38465729.0,1278.65335904,38465729.0,7.79915,True,83.685433,67.483481,8.061763,8.515416,7.79915
La Paz,Sud Yungas,La Asunta,La Asunta,La Asunta,1.9440205960563617e-06,2.0,True,1260,Gobierno Autónomo Municipal de La Asunta,La Paz,municipal,GAM,Sur Yungas,La Asunta,45587.0,58639357.0,1286.3175247329,58639357.0,1.500699,True,98.20341,65.483777,6.735575,0.232584,1.500699
La Paz,Muñecas,Chuma,Chuma,Chuma,1.6740436876716558e-06,1.0,True,1235,Gobierno Autónomo Municipal de Chuma,La Paz,municipal,GAM,Muñecas,Chuma,17830.0,16437519.0,921.9023555805,16437519.0,0.304182,True,98.754696,89.376669,9.314453,0.941121,0.304182
La Paz,Larecaja,Guanay,Guanay,Guanay,1.8463558717485284e-06,1.0,True,1227,Gobierno Autónomo Municipal de Guanay,La Paz,municipal,GAM,Larecaja,Guanay,16386.0,20610091.0,1257.7865861101,20610091.0,5.927194,True,73.43527,66.046176,6.883046,20.637381,5.927194
La Paz,Larecaja,Teoponte,Teoponte,Teoponte,1.9313686152599985e-06,2.0,True,1277,Gobierno Autónomo Municipal de Teoponte,La Paz,municipal,GAM,Larecaja,Teoponte,13379.0,40897486.0,3056.8417669482,40897486.0,0.771319,True,80.995756,27.380292,2.853457,18.23259,0.771319
La Paz,Larecaja,Mapiri,Mapiri,Mapiri,1.6696149032213725e-06,1.0,True,1276,Gobierno Autónomo Municipal de Mapiri,La Paz,municipal,GAM,Larecaja,Mapiri,21843.0,25040043.0,1146.3646477132,25040043.0,5.011972,True,79.967291,72.39696,7.544899,15.020737,5.011972
La Paz,Camacho,Humanata,Humanata,Humanata,2.057274514299934e-06,3.0,True,1284,Gobierno Autónomo Municipal de Humanata,La Paz,municipal,GAM,Camacho,Humanata,5658.0,5501945.0,972.418699187,5501945.0,6.27051,True,93.72949,84.846286,8.842309,0.0,6.27051
Chuquisaca,Hernando Siles,Huacareta,San Pablo de Huacareta,San Pablo de Huacareta,2.187476638937369e-06,5.0,True,1116,Gobierno Autónomo Municipal de San Pablo de Huacareta,Chuquisaca,municipal,GAM,Hernando Siles,Huacareta,7200.0,11701686.0,1625.2341666667,11701686.0,3.418311,True,96.077634,51.161551,14.606852,0.0,3.418311
Chuquisaca,Hernando Siles,Monteagudo,Monteagudo,Monteagudo,2.182281605200842e-06,5.0,True,1115,Gobierno Autónomo Municipal de Monteagudo,Chuquisaca,municipal,GAM,Hernando Siles,Monteagudo,24546.0,36974829.0,1506.3484478123,36974829.0,14.296366,True,81.381077,56.567093,15.719602,0.0,14.296366
Potosí,Tomás Frías,Potosí,Potosí,Potosí,2.213540028606076e-06,5.0,True,1501,Gobierno Autónomo Municipal de Potosí,Potosí,municipal,GAM,Tomás Frías,Potosí,218702.0,393195227.0,1797.8583963567,393195227.0,28.830302,True,58.257826,48.07283,9.236124,12.67433,28.830302
La Paz,Manco Kapac,San Pedro de Tiquina,San Pedro de Tiquina,San Pedro de Tiquina,2.142370476576616e-06,4.0,True,1233,Gobierno Autónomo Municipal de San Pedro de Tiquina,La Paz,municipal,GAM,Manco Kapac,San Pedro de Tiquina,9164.0,8560323.0,934.125163684,8560323.0,2.33636,True,97.66364,88.350159,9.207468,0.0,2.33636
Santa Cruz,Cordillera,Lagunillas,Lagunillas,Lagunillas,2.529316361687961e-06,8.0,True,1718,Gobierno Autónomo Municipal de Lagunillas,Santa Cruz,municipal,GAM,Cordillera,Lagunillas,5946.0,9443826.0,1588.2653884965,9443826.0,0.529446,True,99.441254,52.028203,4.732372,0.0,0.529446
La Paz,Bautista Saavedra,Curva,Curva,Curva,1.8717782950261608e-06,1.0,True,1270,Gobierno Autónomo Municipal de Curva,La Paz,municipal,GAM,Bautista Saavedra,Curva,6611.0,9161783.0,1385.8392073816,9161783.0,0.436596,True,86.939726,58.285063,6.074222,12.623678,0.436596
La Paz,Franz Tamayo,Pelechuco,Pelechuco,Pelechuco,1.9092458387603983e-06,2.0,True,1250,Gobierno Autónomo Municipal de Pelechuco,La Paz,municipal,GAM,Franz Tamayo,Pelechuco,9060.0,11659479.0,1286.9182119205,11659479.0,0.857671,True,85.389158,64.124615,6.682786,13.75317,0.857671
La Paz,Sud Yungas,Palos Blancos,Palos Blancos,Palos Blancos,1.8800247971739736e-06,2.0,True,1259,Gobierno Autónomo Municipal de Palos Blancos,La Paz,municipal,GAM,Sur Yungas,Palos Blancos,27137.0,47454535.0,1748.7023252386,47454535.0,8.429121,True,90.503253,48.094645,4.928764,0.33727,8.429121
Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Rurrenabaque,Rurrenabaque,2.2312533474178053e-06,5.0,True,1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,municipal,GAM,General José Ballivián,Puerto Menor de Rurrenabaque,21240.0,27712885.0,1304.7497645951,27712885.0,12.286703,True,85.975073,63.107591,22.808564,0.0,12.286703
La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,San Buenaventura,2.512079390726285e-06,7.0,True,1268,Gobierno Autónomo Municipal de San Buenaventura,La Paz,municipal,GAM,Abel Iturralde,San Buenaventura,10105.0,10276537.0,1016.9754576942,10276537.0,8.757814,True,90.61682,81.831107,8.528087,0.0,8.757814
Beni,Yacuma,Santa Ana,Santa Ana de Yacuma,Santa Ana de Yacuma,2.690068413357949e-06,8.0,True,1810,Gobierno Autónomo Municipal de Santa Ana,Beni,municipal,GAM,Yacuma,Santa Ana,18088.0,40087242.0,2216.2340778417,40087242.0,35.399899,True,63.999017,37.542199,13.472855,0.0,35.399899
Beni,General José Ballivián,San Borja,San Borja,San Borja,2.234461362604634e-06,5.0,True,1808,Gobierno Autónomo Municipal de San Borja,Beni,municipal,GAM,General José Ballivián,San Borja,45798.0,60852061.0,1328.7056421678,60852061.0,3.140102,True,96.764788,62.248201,22.339153,0.0,3.140102
Beni,General José Ballivián,Reyes,Reyes,Reyes,2.243265271317796e-06,5.0,True,1806,Gobierno Autónomo Municipal de Reyes,Beni,municipal,GAM,General José Ballivián,Reyes,11478.0,13754130.0,1198.303711448,13754130.0,6.776379,True,92.881993,68.1466,24.455927,0.0,6.776379
Pando,Madre de Dios,Puerto Gonzalo Moreno,Puerto Gonzalo Moreno,Puerto Gonzalo Moreno,2.836502972058952e-06,9.0,True,1908,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,Pando,municipal,GAM,Madre de Dios,Puerto Gonzalo Moreno,12431.0,23407860.0,1883.0230874427,23407860.0,1.089378,True,98.59595,42.641839,55.874971,0.220652,1.089378
Beni,Mamoré,Puerto Siles,Puerto Siles,Puerto Siles,2.812722868839046e-06,9.0,True,1816,Gobierno Autónomo Municipal de Puerto Síles,Beni,municipal,GAM,Mamoré,Puerto Siles,1091.0,1357064.0,1243.8716773602,1357064.0,8.842619,True,91.157381,67.083129,24.074251,0.0,8.842619
La Paz,Camacho,Mocomoco,Mocomoco,Mocomoco,1.830655833146011e-06,1.0,True,1247,Gobierno Autónomo Municipal de Mocomoco,La Paz,municipal,GAM,Camacho,Mocomoco,17811.0,18856701.0,1058.7109651339,18856701.0,1.590946,True,98.409054,77.83091,8.111201,0.0,1.590946
Beni,Yacuma,Exaltación,Exaltación,Exaltación,2.925135504483478e-06,9.0,True,1820,Gobierno Autónomo Municipal de Exaltación,Beni,municipal,GAM,Yacuma,Exaltación,8012.0,12319645.0,1537.6491512731,12319645.0,7.819324,True,91.925068,68.126866,23.763193,0.0,7.819324
Beni,Vaca Diez,Riberalta,Riberalta,Riberalta,2.677425754882279e-06,8.0,True,1803,Gobierno Autónomo Municipal de Riberalta,Beni,municipal,GAM,Vaca Diez,Riberalta,110302.0,161898609.0,1467.7758245544,161898609.0,19.896576,True,74.871368,55.018898,19.744757,0.171304,19.896576
Pando,Nicolás Suárez,Bella Flor,Bella Flor,Bella Flor,2.9856514629500452e-06,9.0,True,1904,Gobierno Autónomo Municipal de Bella Flor,Pando,municipal,GAM,Nicolás Suárez,Bella Flor,3630.0,7706692.0,2123.0556473829,7706692.0,5.252578,True,93.276337,39.181143,51.340316,0.0,5.252578
Pando,Manuripi,San Pedro,San Pedro,San Pedro (Conquista),2.1349296730477363e-06,4.0,True,1906,Gobierno Autónomo Municipal de San Pedro,Pando,municipal,GAM,Manuripi,San Pedro,3518.0,6312128.0,1794.2376350199,6312128.0,0.0,True,98.656903,42.661334,55.900514,0.968817,0.0
Pando,Manuripi,Puerto Rico,Puerto Rico,Puerto Rico,2.058120571746258e-06,3.0,True,1905,Gobierno Autónomo Municipal de Puerto Rico,Pando,municipal,GAM,Manuripi,Puerto Rico,7367.0,14377762.0,1951.6440885028,14377762.0,2.297819,True,96.494642,41.731571,54.682217,0.351717,2.297819
Pando,Abuná,Santa Rosa,Santa Rosa,Santa Rosa del Abuna,2.4252201455965405e-06,7.0,True,1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,municipal,GAM,Abuná,Santa Rosa,2889.0,5683428.0,1967.2647975078,5683428.0,1.231651,True,97.22173,41.763316,54.723822,0.0,1.231651
Pando,Abuná,Ingavi,Ingavi,Ingavi,2.2487749902211362e-06,5.0,True,1912,Gobierno Autónomo Municipal de Ingavi (Humaita),Pando,municipal,GAM,Abuná,Ingavi,2600.0,5060458.0,1946.33,5060458.0,0.0,True,98.31622,42.452383,55.626704,0.0,0.0
Beni,Vaca Diez,Guayaramerín,Guayaramerín,Guayaramerín,2.9447091947076842e-06,9.0,True,1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,Beni,municipal,GAM,Vaca Diez,Guayaramerín,42031.0,57405738.0,1365.7951987819,57405738.0,9.580924,True,86.745086,59.029286,21.183975,0.089801,9.580924
Pando,Federico Román,Villa Nueva,Loma Alta,Villa Nueva (Loma Alta),2.162762939406093e-06,4.0,True,1914,Gobierno Autónomo Municipal de Villa Nueva (Loma Alta),Pando,municipal,GAM,Federico Román,Villa Nueva,2511.0,4971902.0,1980.0485862206,4971902.0,0.0,True,97.531226,41.803901,54.776985,1.930428,0.0
Pando,Federico Román,Santos Mercado,Santos Mercado,Santos Mercado,2.8757413019775413e-06,9.0,True,1915,Gobierno Autónomo Municipal de Santos Mercado,Pando,municipal,GAM,Federico Román,Santos Mercado,2347.0,4257745.0,1814.1222837665,4257745.0,0.0,True,98.806904,42.645414,55.87965,0.0,0.0
Pando,Federico Román,Nueva Esperanza,Nueva Esperanza,Nuevo Manoa (Nueva Esperanza),6.162678346299799e-06,10.0,True,1913,Gobierno Autónomo Municipal de Nueva Esperanza,Pando,municipal,GAM,Federico Román,Nueva Esperanza,1598.0,2799727.0,1752.0193992491,2799727.0,0.0,True,99.46109,41.276096,54.08538,0.0,0.0
La Paz,Omasuyos,Santiago de Huata,Santiago de Huata,Santiago de Huata,2.207993702540989e-06,5.0,True,1282,Gobierno Autónomo Municipal de Santiago de Huata,La Paz,municipal,GAM,Omasuyos,Santiago de Huata,9287.0,10133057.0,1091.1012167546,10133057.0,15.977409,True,84.01438,75.95843,7.916061,0.0,15.977409
La Paz,Los Andes,Puerto Pérez,Puerto Pérez,Puerto Pérez,2.1594671579805436e-06,4.0,True,1264,Gobierno Autónomo Municipal de Puerto Pérez,La Paz,municipal,GAM,Los Andes,Puerto Pérez,7900.0,7948356.0,1006.1210126582,7948356.0,1.509746,True,98.490254,82.360201,8.583221,0.0,1.509746
Potosí,Rafael Bustillo,Chuquihuta Ayllu Jucumani,Chuquihuta Ayllu Jucumani,Chuquihuta,2.1439825559355086e-06,4.0,True,1540,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,Potosí,municipal,GAM,Rafael Bustillo,Chuquihuta Ayllu Jucumani,8220.0,8518166.0,1036.2732360097,8518166.0,1.760942,True,95.793003,79.739829,15.953235,2.446055,1.760942
La Paz,Caranavi,Alto Beni,Alto Beni,Alto Beni,1.880822992461617e-06,2.0,True,1285,Gobierno Autónomo Municipal de Alto Beni,La Paz,municipal,GAM,Caranavi,Alto Beni,10585.0,10227654.0,966.2403401039,10227654.0,5.593551,True,94.385193,85.343648,8.894151,0.0,5.593551
La Paz,Caranavi,Caranavi,Caranavi,Caranavi,1.9245658222644124e-06,2.0,True,1210,Gobierno Autónomo Municipal de Caranavi,La Paz,municipal,GAM,Caranavi,Caranavi,59676.0,87897286.0,1472.9084724177,87897286.0,9.938186,True,89.821249,55.837511,5.819144,0.234797,9.938186
Chuquisaca,Tomina,Alcalá,Alcalá,Villa Alcala,2.2135245671961457e-06,5.0,True,1113,Gobierno Autónomo Municipal de Villa Alcalá,Chuquisaca,municipal,GAM,Tomina,Alcalá,3768.0,8101707.0,2150.1345541401,8101707.0,15.058555,True,84.941445,38.502207,10.992548,0.0,15.058555
Chuquisaca,Tomina,Sopachuy,Villa de Sopachui,Sopachuy,2.3073826014297083e-06,6.0,True,1112,Gobierno Autónomo Municipal de Sopachuy,Chuquisaca,municipal,GAM,Tomina,Sopachuy,6942.0,9564373.0,1377.7546816479,9564373.0,7.005164,True,92.988709,62.992932,17.612007,0.0,7.005164
La Paz,Omasuyos,Huarina,Huarina,Huarina,1.9797359982476337e-06,2.0,True,1281,Gobierno Autónomo Municipal de Huarina,La Paz,municipal,GAM,Omasuyos,Huarina,8679.0,10914396.0,1257.5637746284,10914396.0,10.31665,True,89.68335,65.942742,6.872272,0.0,10.31665
Cochabamba,Bolivar,Bolivar,Bolivar,Bolivar,2.9511991215258604e-06,9.0,True,1340,Gobierno Autónomo Municipal de Bolivar,Cochabamba,municipal,GAM,Bolívar,Bolívar,8282.0,7855912.0,948.552523545,7855912.0,2.291268,True,96.876798,87.065868,9.805201,0.75258,2.291268
Chuquisaca,Tomina,Tomina,Villa de Tomina,Tomina,2.0777181362063857e-06,3.0,True,1111,Gobierno Autónomo Municipal de Tomina,Chuquisaca,municipal,GAM,Tomina,Tomina,8509.0,9760722.0,1147.1056528382,9760722.0,5.82836,True,91.694436,71.045318,20.283745,0.0,5.82836
Chuquisaca,Zudáñez,Zudañez,Villa Zudáñez,Zudañez,1.985313929253607e-06,3.0,True,1106,Gobierno Autónomo Municipal de Villa Zudañez (Tacopaya),Chuquisaca,municipal,GAM,Zudáñez,Zudáñez,13694.0,15894480.0,1160.6893530013,15894480.0,10.94295,True,88.692143,69.506596,18.946313,0.0,10.94295
Chuquisaca,Tomina,Padilla,Padilla,Padilla,1.842028041210142e-06,1.0,True,1110,Gobierno Autónomo Municipal de Padilla,Chuquisaca,municipal,GAM,Tomina,Padilla,9192.0,14200568.0,1544.8833768494,14200568.0,16.068794,True,57.128011,44.155023,12.606453,0.0,16.068794
Chuquisaca,Zudáñez,Mojocoya,Villa de Mojocoya,Villa Mojocoya,2.3194404548121383e-06,6.0,True,1108,Gobierno Autónomo Municipal de Villa Mojocoya,Chuquisaca,municipal,GAM,Zudáñez,Mojocoya,9055.0,10515624.0,1161.3057979017,10515624.0,8.558693,True,91.441307,70.925948,20.249678,0.0,8.558693
Santa Cruz,Vallegrande,Pucará,Pucará,Pucará,2.1026812646596227e-06,4.0,True,1729,Gobierno Autónomo Municipal de Pucara,Santa Cruz,municipal,GAM,Valle Grande,Pucará,2015.0,2055912.0,1020.3037220844,2055912.0,7.296032,True,92.703968,81.24088,7.38947,0.0,7.296032
Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,Villa Serrano,2.2204724245966645e-06,5.0,True,1122,Gobierno Autónomo Municipal de Villa Serrano,Chuquisaca,municipal,GAM,Belisario Boeto,Villa Serrano,9107.0,12924183.0,1419.1482376194,12924183.0,7.737433,True,92.261724,57.643814,16.457566,0.0,7.737433
La Paz,Los Andes,Batallas,Batallas,Batallas,1.9565081856853794e-06,2.0,True,1263,Gobierno Autónomo Municipal de Batallas,La Paz,municipal,GAM,Los Andes,Batallas,20607.0,30560704.0,1483.0253797253,30560704.0,2.126914,True,97.873086,58.558121,6.140032,0.0,2.126914
Chuquisaca,Azurduy,Azurduy,Villa Azurduy,Villa Azurduy,1.690461772341223e-06,1.0,True,1104,Gobierno Autónomo Municipal de Villa Azurduy,Chuquisaca,municipal,GAM,Azurduy,Azurduy,7903.0,16184792.0,2047.9301531064,16184792.0,3.707184,True,96.292816,40.38034,11.528761,0.0,3.707184
Potosí,José María Linares,"Caiza ""D""","Caiza ""D""","Caiza ""D""",2.015035988733871e-06,3.0,True,1529,"Gobierno Autónomo Municipal de Caiza ""D""",Potosí,municipal,GAM,José María Linares,"Caiza ""D""",12999.0,14303070.0,1100.3207939072,14303070.0,2.796602,True,90.11515,74.930158,14.990977,6.91346,2.796602
La Paz,Manco Kapac,Copacabana,Copacabana,Copacabana,2.1308183022483718e-06,4.0,True,1232,Gobierno Autónomo Municipal de Copacabana,La Paz,municipal,GAM,Manco Kapac,Copacabana,17463.0,19251842.0,1102.4361220867,19251842.0,9.349755,True,90.649705,80.494864,7.844808,0.0,9.349755
Potosí,Cornelio Saavedra,Chaquí,Chaquí,Chaquí,1.8024527435045457e-06,1.0,True,1509,Gobierno Autónomo Municipal de Chaqui,Potosí,municipal,GAM,Cornelio Saavedra,Chaquí,9285.0,9515621.0,1024.8380183091,9515621.0,1.310004,True,98.123864,80.922065,16.189758,0.224589,1.310004
Chuquisaca,Tomina,El Villar,El Villar,El Villar,2.182901198466425e-06,5.0,True,1114,Gobierno Autónomo Municipal de El Villar,Chuquisaca,municipal,GAM,Tomina,El Villar,5654.0,8056284.0,1424.8822072869,8056284.0,6.889032,True,93.110968,58.161492,16.605373,0.0,6.889032
Potosí,Nor Chichas,Vitichi,Vitiche,Vitichi,1.96727614820702e-06,2.0,True,1518,Gobierno Autónomo Municipal de Vitichi,Potosí,municipal,GAM,Nor Chichas,Vitichi,10184.0,10592641.0,1040.125785546,10592641.0,2.360129,True,97.191843,79.287082,15.862654,0.448028,2.360129
Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Villa Vaca Guzmán,Villa Vaca Guzman (Muyupampa),2.5833123800111935e-06,8.0,True,1126,Gobierno Autónomo Municipal de Villa Vaca Guzmán,Chuquisaca,municipal,GAM,Luis Calvo,Villa Vaca Guzmán,13282.0,16368235.0,1232.3622195452,16368235.0,4.398764,True,94.367963,67.025455,19.136064,0.0,4.398764
Potosí,Nor Chichas,Cotagaita,Cotagaita,Cotagaita,2.58387490248424e-06,8.0,True,1517,Gobierno Autónomo Municipal de Cotagaita,Potosí,municipal,GAM,Nor Chichas,Cotagaita,29221.0,41484146.0,1419.6689367236,41484146.0,3.977423,True,91.132786,75.132804,14.066183,4.889791,3.977423
Chuquisaca,Sur Cinti,Villa Abecia,Villa Abecia,Villa Abecia,2.3941083782119676e-06,6.0,True,1123,Gobierno Autónomo Municipal de Camataqui (Villa Abecia),Chuquisaca,municipal,GAM,Sud Cinti,Villa Abecia,5375.0,6082776.0,1131.679255814,6082776.0,5.425155,True,94.574845,73.409558,20.958753,0.0,5.425155
Potosí,Sur Chichas,Tupiza,Tupiza,Tupiza,3.5426476188149536e-06,10.0,True,1519,Gobierno Autónomo Municipal de Tupiza,Potosí,municipal,GAM,Sur Chichas,Tupiza,45590.0,64026962.0,1404.4080280763,64026962.0,17.707051,True,75.328213,59.12125,11.828153,6.105723,17.707051
Chuquisaca,Sur Cinti,Las Carreras,Las Carreras,Las Carreras,2.7512237465998624e-06,8.0,True,1125,Gobierno Autónomo Municipal de Las Carreras,Chuquisaca,municipal,GAM,Sud Cinti,Las Carreras,5016.0,14015349.0,2794.1285885167,14015349.0,2.139148,True,96.110578,29.70113,8.479803,1.470623,2.139148
La Paz,Larecaja,Tacacoma,Tacacoma,Tacacoma,1.9822562080662465e-06,2.0,True,1228,Gobierno Autónomo Municipal de Tacacoma,La Paz,municipal,GAM,Larecaja,Tacacoma,9761.0,10632316.0,1089.2650343203,10632316.0,0.940529,True,83.977188,75.886928,7.908616,14.995736,0.940529
Santa Cruz,Ichilo,Yapacaní,Yapacaní,Yapacaní,2.540909463277785e-06,8.0,True,1712,Gobierno Autónomo Municipal de Yapacaní,Santa Cruz,municipal,GAM,Ichilo,Yapacaní,57794.0,82374547.0,1425.3131293906,82374547.0,19.558833,True,72.640648,58.217575,5.295338,0.0,19.558833
Santa Cruz,Cordillera,Boyuibe,Boyuibe,Boyuibe,2.107350155711174e-06,4.0,True,1724,Gobierno Autónomo Municipal de Boyuibe,Santa Cruz,municipal,GAM,Cordillera,Boyuibe,5612.0,5737583.0,1022.3775837491,5737583.0,6.971577,True,93.028423,84.499327,8.168962,0.0,6.971577
Cochabamba,Ayopaya,Cocapata,Cocapata,Cocapata,1.6960332231974462e-06,1.0,True,1346,Gobierno Autónomo Municipal de Cocapata,Cochabamba,municipal,GAM,Ayopaya,Cocapata,19608.0,26506372.0,1351.8141574867,26506372.0,1.724702,True,71.375551,64.445655,6.901559,26.801925,1.724702
Santa Cruz,Vallegrande,Vallegrande,Vallegrande,Vallegrande,2.2730739601684036e-06,6.0,True,1725,Gobierno Autónomo Municipal de Vallegrande,Santa Cruz,municipal,GAM,Valle Grande,Vallegrande,17249.0,31403432.0,1820.5943532958,31403432.0,21.11331,True,75.06,45.461429,4.13507,0.0,21.11331
Tarija,Gran Chaco,Villa Montes,Villa Montes,Villa Montes,2.850861164915841e-06,9.0,True,1606,Gobierno Autónomo Municipal de Villamontes,Tarija,municipal,GAM,Gran Chaco,Villa Montes,46071.0,93009878.0,2018.8378372512,93009878.0,14.941001,True,54.968606,41.126568,13.776556,0.001062,14.941001
Chuquisaca,Zudáñez,Presto,Presto,Presto,2.1486921468749642e-06,4.0,True,1107,Gobierno Autónomo Municipal de Presto,Chuquisaca,municipal,GAM,Zudáñez,Presto,12539.0,14381363.0,1146.9306164766,14381363.0,1.667505,True,95.02114,69.504372,19.843801,0.0,1.667505
Santa Cruz,Vallegrande,Trigal,Trigal,Trigal,2.02460796572268e-06,3.0,True,1726,Gobierno Autónomo Municipal de Trigal,Santa Cruz,municipal,GAM,Valle Grande,Trigal,2359.0,2451369.0,1039.1559983044,2451369.0,10.198383,True,89.801617,80.276572,7.301797,0.0,10.198383
Santa Cruz,Florida,Quirusillas,Quirusillas,Quirusillas,2.0015759218949825e-06,3.0,True,1733,Gobierno Autónomo Municipal de Quirusillas,Santa Cruz,municipal,GAM,Florida,Quirusillas,3086.0,3096414.0,1003.3745949449,3096414.0,8.073856,True,91.926144,83.099999,7.55855,0.0,8.073856
Santa Cruz,Andrés Ibáñez,La Guardia,La Guardia,La Guardia,3.5271589240437606e-06,10.0,True,1704,Gobierno Autónomo Municipal de La Guardia,Santa Cruz,municipal,GAM,Andrés Ibáñez,La Guardia,147726.0,257239659.0,1741.3296169936,257239659.0,27.678469,True,67.187216,50.237162,4.844989,0.000297,27.678469
Santa Cruz,Vallegrande,Moromoro,Moromoro,Moromoro,2.097222250085906e-06,4.0,True,1727,Gobierno Autónomo Municipal de Moro Moro,Santa Cruz,municipal,GAM,Valle Grande,Moromoro,2793.0,4354001.0,1558.8976011457,4354001.0,9.186952,True,90.813048,53.674953,4.882153,0.0,9.186952
Santa Cruz,Andrés Ibáñez,El Torno,El Torno,El Torno,3.3094413538492518e-06,10.0,True,1705,Gobierno Autónomo Municipal de El Torno,Santa Cruz,municipal,GAM,Andrés Ibáñez,El Torno,55697.0,91566756.0,1644.0159434081,91566756.0,27.151132,True,68.945659,50.443834,4.588257,0.098646,27.151132
Santa Cruz,Florida,Samaipata,Samaipata,Samaipata,2.4075413875834784e-06,7.0,True,1730,Gobierno Autónomo Municipal de Samaipata,Santa Cruz,municipal,GAM,Florida,Samaipata,11843.0,19597083.0,1654.7397618847,19597083.0,36.831083,True,62.109131,50.119281,4.558735,0.038302,36.831083
Santa Cruz,Ã‘uflo De ChÃ¡vez,Cuatro Cañadas,Cuatro Cañadas,Cuatro Cañadas,2.740722720773192e-06,8.0,True,1755,Gobierno Autónomo Municipal de Cuatro Cañadas,Santa Cruz,municipal,GAM,Ñuflo de Chávez,Cuatro Cañadas,25258.0,54863501.0,2172.1237231768,54863501.0,29.099492,True,69.626339,38.277991,3.481679,0.0,29.099492
Santa Cruz,Ã‘uflo De ChÃ¡vez,San Ramón,San Ramón,San Ramón,2.2920232822798425e-06,6.0,True,1750,Gobierno Autónomo Municipal de San Ramón,Santa Cruz,municipal,GAM,Ñuflo de Chávez,San Ramón,8541.0,20231199.0,2368.7154899895,20231199.0,12.337385,True,71.937041,34.629856,3.149848,8.228573,12.337385
Santa Cruz,Andrés Ibáñez,Cotoca,Cotoca,Cotoca,2.9063642159599112e-06,9.0,True,1702,Gobierno Autónomo Municipal de Cotoca,Santa Cruz,municipal,GAM,Andrés Ibáñez,Cotoca,106603.0,175825894.0,1649.3522133523,175825894.0,39.248079,True,60.378165,50.259372,4.571478,0.0,39.248079
Santa Cruz,Manuel María Caballero,Saipina,Saipina,Saipina,1.8886444195231888e-06,2.0,True,1742,Gobierno Autónomo Municipal de Saipina,Santa Cruz,municipal,GAM,Manuel María Caballero,Saipina,6048.0,7443749.0,1230.7786044974,7443749.0,17.836442,True,75.421323,68.388469,6.798093,0.0,17.836442
Cochabamba,Campero,Omereque,Omereque,Omereque,1.9051027493333095e-06,2.0,True,1309,Gobierno Autónomo Municipal de Omereque,Cochabamba,municipal,GAM,Campero,Omereque,6700.0,8441040.0,1259.8567164179,8441040.0,5.71458,True,93.138772,65.773317,7.434463,0.0,5.71458
Santa Cruz,Cordillera,Cuevo,Cuevo,Cuevo,2.3045397483656416e-06,6.0,True,1721,Gobierno Autónomo Municipal de Cuevo,Santa Cruz,municipal,GAM,Cordillera,Cuevo,5335.0,4926870.0,923.4995313964,4926870.0,5.378668,True,93.910941,84.289275,7.602129,0.0,5.378668
Chuquisaca,Luis Calvo,Huacaya,Villa de Huacaya,Huacaya,2.224928493888001e-06,5.0,True,1116,Gobierno Autónomo Municipal de San Pablo de Huacareta,Chuquisaca,municipal,GAM,Hernando Siles,Huacareta,7200.0,11701686.0,1625.2341666667,11701686.0,3.418311,True,96.077634,51.161551,14.606852,0.0,3.418311
Chuquisaca,Luis Calvo,Macharetí,Villa de Macharetí,Macharetí,4.271256784704747e-06,10.0,True,1128,Gobierno Autónomo Municipal de Machareti,Chuquisaca,municipal,GAM,Luis Calvo,Macharetí,7235.0,9269406.0,1281.1894955079,9269406.0,6.92601,True,91.604888,64.980906,18.552343,0.0,6.92601
