departamento_geo,provincia_geo,municipio_geo,capital_geo,municipio_alternativo,pibpc_2021,decil_pibpc_2021,has_presupuesto,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,provincia_ine,municipio_ine,poblacion_2024,presupuesto_total,presupuesto_per_capita,ingresos_total,autonomia_fiscal_pct,autonomia_fiscal_aplica,dependencia_tgn_pct,coparticipacion_pct,idh_pct,regalias_pct,recursos_especificos_gam_gaioc_pct
Cochabamba,Cercado,Cochabamba,Cochabamba,Cochabamba,2.223478759333375e-06,5.0,True,1301,Gobierno Autónomo Municipal de Cochabamba,Cochabamba,municipal,GAM,Cercado,Cochabamba,665505.0,1632368430.0,2452.8266955169,1632368430.0,53.961688,True,40.924912,35.495464,3.921008,1.9e-05,53.961688
La Paz,General José Manuel Pand,Catacora,Catacora,Catacora,2.2596566395804984e-06,6.0,True,1275,Gobierno Autónomo Municipal de Catacora,La Paz,municipal,GAM,General José Manuel Pando,Catacora,5351.0,4890386.0,913.9200149505,4890386.0,0.020448,True,99.979552,90.543507,9.436045,0.0,0.020448
La Paz,Loayza,Yaco,Yaco,Yaco,1.8573416582512436e-06,1.0,True,1253,Gobierno Autónomo Municipal de Yaco,La Paz,municipal,GAM,Loayza,Yaco,12296.0,15412548.0,1253.4603122967,15412548.0,0.519058,True,98.072512,66.36451,6.916222,1.40843,0.519058
La Paz,Pacajes,Calacoto,Calacoto,Calacoto,1.9610702111094724e-06,2.0,True,1240,Gobierno Autónomo Municipal de Calacoto,La Paz,municipal,GAM,Pacajes,Calacoto,12219.0,11257213.0,921.2875849087,11257213.0,1.014701,True,98.352452,89.044624,9.279846,0.632848,1.014701
Oruro,Poopó,Antequera,Antequera,Antequera (Bolivar),2.431001803415711e-06,7.0,True,1410,Gobierno Autónomo Municipal de Antequera,Oruro,municipal,GAM,Poopó,Antequera,3666.0,10684771.0,2914.5583742499,10684771.0,7.678592,True,36.713225,28.120453,8.450045,55.608183,7.678592
Potosí,Rafael Bustillo,Llallagua,Llallagua,Llallagua,1.8235203924632515e-06,1.0,True,1507,Gobierno Autónomo Municipal de Llallagua,Potosí,municipal,GAM,Rafael Bustillo,Llallagua,41686.0,60503562.0,1451.4120328168,60503562.0,28.470122,True,68.614719,57.122715,11.428314,1.592923,28.470122
Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,Caripuyo,3.1054692044563126e-06,9.0,True,1527,Gobierno Autónomo Municipal de Caripuyo,Potosí,municipal,GAM,Alonso de Ibáñez,Caripuyo,8458.0,8798383.0,1040.2439110901,8798383.0,1.341156,True,97.402193,81.333525,15.930996,1.177091,1.341156
La Paz,Aroma,Collana,Collana,Collana,4.38519373346935e-06,10.0,True,1217,Gobierno Autónomo Municipal de Collana,La Paz,municipal,GAM,Aroma,Collana,5526.0,8833532.0,1598.5399927615,8833532.0,2.830125,True,96.10602,51.999268,5.419146,1.063855,2.830125
Oruro,Sur Carangas,Belen de Andamarca,Belen de Andamarca,Belen de Andamarca,2.5842664399533533e-06,8.0,True,1425,Gobierno Autónomo Municipal de Belén de Andamarca,Oruro,municipal,GAM,Sur Carangas,Belén de Andamarca,3061.0,3363289.0,1098.754982032,3363289.0,3.419272,True,96.580728,74.058845,22.254287,0.0,3.419272
Cochabamba,Punata,San Benito,Villa José Quintín Mendoza,San Benito,2.4131479676725576e-06,7.0,True,1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),Cochabamba,municipal,GAM,Punata,San Benito,13054.0,25297045.0,1937.8768959706,25297045.0,10.159289,True,77.19844,42.474325,4.800932,0.025967,10.159289
Oruro,Carangas,Corque,Corque,Corque,2.438946921756724e-06,7.0,True,1414,Gobierno Autónomo Municipal de Corque,Oruro,municipal,GAM,Carangas,Corque,16101.0,17924466.0,1113.2517234954,17924466.0,1.67369,True,96.652765,74.304585,22.328141,0.0,1.67369
Cochabamba,Campero,Aiquile,Aiquile,Aiquile,2.2378776520781685e-06,5.0,True,1307,Gobierno Autónomo Municipal de Aiquile,Cochabamba,municipal,GAM,Campero,Aiquile,23123.0,25748151.0,1113.5298620421,25748151.0,14.758341,True,82.774103,74.264474,8.394214,0.0,14.758341
Potosí,Alonso de Ibáñez,Sacaca,Villa de Sacaca,Sacaca,3.282097623014124e-06,9.0,True,1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),Potosí,municipal,GAM,Alonso de Ibáñez,Sacaca,17205.0,18065632.0,1050.022202848,18065632.0,1.217782,True,98.280608,82.420316,15.825043,0.05878,1.217782
Potosí,General Bilbao,Acasio,Acasio,Acasio,1.883230879684561e-06,2.0,True,1534,Gobierno Autónomo Municipal de Acasio,Potosí,municipal,GAM,General Bernardino Bilbao,Acasio,4471.0,4636348.0,1036.9823305748,4636348.0,1.078435,True,98.490191,80.587933,15.907154,0.0,1.078435
Oruro,Pantaleón Dalence,Huanuni,Villa de Huanuni,Villa Huanuni,2.007483772104024e-06,3.0,True,1406,Gobierno Autónomo Municipal de Huanuni,Oruro,municipal,GAM,Pantaleón Dalence,Huanuni,20118.0,30838958.0,1532.9037677702,30838958.0,6.257322,True,70.285348,53.992969,16.224608,23.45733,6.257322
La Paz,Pacajes,Corocoro,Corocoro,Corocoro,2.4908054001571145e-06,7.0,True,1238,Gobierno Autónomo Municipal de Corocoro,La Paz,municipal,GAM,Pacajes,Corocoro,13551.0,15484722.0,1142.6995793668,15484722.0,0.774957,True,93.742807,71.918166,7.495007,5.482236,0.774957
La Paz,General José Manuel Pand,Santiago de Machaca,Santiago de Machaca,Santiago de Machaca,1.8895777884608833e-06,2.0,True,1274,Gobierno Autónomo Municipal de Santiago de Machaca,La Paz,municipal,GAM,General José Manuel Pando,Santiago de Machaca,6805.0,11705478.0,1720.1290227774,11705478.0,1.495027,True,98.504973,48.055398,5.008125,0.0,1.495027
Oruro,Pantaleón Dalence,Machacamarca,Machacamarca,Machacamarca,2.699174501685775e-06,8.0,True,1407,Gobierno Autónomo Municipal de Machacamarca,Oruro,municipal,GAM,Pantaleón Dalence,Machacamarca,6120.0,8232802.0,1345.2290849673,8232802.0,7.540908,True,90.477434,61.55971,18.49838,1.981658,7.540908
Potosí,General Bilbao,Arampampa,Arampampa,Arampampa,2.8420959097275045e-06,9.0,True,1533,Gobierno Autónomo Municipal de Arampampa,Potosí,municipal,GAM,General Bernardino Bilbao,Arampampa,3666.0,3773629.0,1029.3587015821,3773629.0,1.589981,True,98.014511,79.819399,15.969137,0.395508,1.589981
Cochabamba,Esteban Arze,Sacabamba,Sacabamba,Sacabamba,2.180801175200031e-06,5.0,True,1323,Gobierno Autónomo Municipal de Sacabamba,Cochabamba,municipal,GAM,Esteban Arze,Sacabamba,4987.0,4648017.0,932.0266693403,4648017.0,0.408776,True,99.569709,88.593114,10.013819,0.0,0.408776
Cochabamba,Esteban Arze,Anzaldo,Villa de Anzaldo,Anzaldo,2.370936726947548e-06,6.0,True,1321,Gobierno Autónomo Municipal de Anzaldo,Cochabamba,municipal,GAM,Esteban Arze,Anzaldo,7335.0,7446837.0,1015.2470347648,7446837.0,4.028556,True,91.271462,81.744249,9.239668,0.0,4.028556
Cochabamba,Germán Jordán,Toco,Toco,Toko,2.2608135168411536e-06,6.0,True,1325,Gobierno Autónomo Municipal de Toco,Cochabamba,municipal,GAM,Germán Jordán,Toco,7382.0,10016954.0,1356.9431048496,10016954.0,4.991537,True,95.008463,59.824404,6.762036,0.0,4.991537
Cochabamba,Punata,Villa Gualberto Villarroel,Villa Gualberto Villarroel,Cuchumuela (V. G.Villarroel),2.2489250568469288e-06,5.0,True,1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,Cochabamba,municipal,GAM,Punata,Villa Gualberto Villarroel,3822.0,4771498.0,1248.429618001,4771498.0,3.353245,True,96.437178,67.572217,7.519337,0.0,3.353245
Cochabamba,Punata,Tacachi,Tacachi,Tacachi,2.2489250568469288e-06,5.0,True,1318,Gobierno Autónomo Municipal de Tacachi,Cochabamba,municipal,GAM,Punata,Tacachi,1287.0,1363498.0,1059.439005439,1363498.0,12.467932,True,86.798661,77.802828,8.794146,0.0,12.467932
Cochabamba,Punata,Villa Rivero,Villa Rivero,Villa Rivero,2.2489250568469288e-06,5.0,True,1316,Gobierno Autónomo Municipal de Villa Rivero,Cochabamba,municipal,GAM,Punata,Villa Rivero,8599.0,8682894.0,1009.7562507268,8682894.0,8.407335,True,91.362327,81.875075,9.254461,0.0,8.407335
Cochabamba,Germán Jordán,Cliza,Cliza,Cliza,2.290790234837914e-06,6.0,True,1324,Gobierno Autónomo Municipal de Cliza,Cochabamba,municipal,GAM,Germán Jordán,Cliza,21155.0,36582558.0,1729.2629638383,36582558.0,27.466641,True,72.336544,48.538733,5.36281,0.0,27.466641
Cochabamba,Arque,Tacopaya,Tacopaya,Tacopaya,3.0168243938533124e-06,9.0,True,1339,Gobierno Autónomo Municipal de Tacopaya,Cochabamba,municipal,GAM,Arque,Tacopaya,10750.0,10749066.0,999.9131162791,10749066.0,4.768907,True,93.952963,84.525874,9.222299,0.989733,4.768907
Oruro,Cercado,El Choro,El Choro,El Choro,2.6946272555505857e-06,8.0,True,1403,Gobierno Autónomo Municipal de El Choro,Oruro,municipal,GAM,Cercado,El Choro,9997.0,11860727.0,1186.4286285886,11860727.0,5.058712,True,94.790235,72.849894,21.891019,0.151053,5.058712
Oruro,Saucarí,Toledo,Toledo,Toledo,2.7363846584194107e-06,8.0,True,1423,Gobierno Autónomo Municipal de Toledo,Oruro,municipal,GAM,Saucarí,Toledo,12202.0,13414809.0,1099.3942796263,13414809.0,2.236334,True,97.763666,75.082418,22.561879,0.0,2.236334
Cochabamba,Capinota,Santivañez,Villa Santivañez,Santivañez,3.591107542888494e-06,10.0,True,1328,Gobierno Autónomo Municipal de Santivañez,Cochabamba,municipal,GAM,Capinota,Santiváñez,7940.0,11361634.0,1430.9362720403,11361634.0,34.598897,True,64.242872,57.573532,6.507611,0.01403,34.598897
Oruro,Cercado,Paria,Soracachi,Soracachi,2.160150643248926e-06,4.0,True,1435,Gobierno Autónomo Municipal de Soracachi,Oruro,municipal,GAM,Cercado,Paria,15764.0,27060543.0,1716.603844202,27060543.0,8.49946,True,89.103515,48.158213,14.471291,2.397025,8.49946
La Paz,Gualberto Villarroel,Chacarilla,Chacarilla,Chacarilla,2.159583345928695e-06,4.0,True,1273,Gobierno Autónomo Municipal de Chacarilla,La Paz,municipal,GAM,Gualberto Villarroel,Chacarilla,2052.0,2174255.0,1059.578460039,2174255.0,2.299638,True,86.029652,77.660256,8.093439,11.67071,2.299638
Cochabamba,Germán Jordán,Tolata,Tolata,Tolata,2.3859086013544584e-06,6.0,True,1326,Gobierno Autónomo Municipal de Tolata,Cochabamba,municipal,GAM,Germán Jordán,Tolata,8687.0,15289728.0,1760.0699896397,15289728.0,12.949871,True,86.919323,42.701414,5.511949,0.0,12.949871
Cochabamba,Esteban Arze,Arbieto,Arbieto,Arbieto,2.3824204617994837e-06,6.0,True,1322,Gobierno Autónomo Municipal de Arbieto,Cochabamba,municipal,GAM,Esteban Arze,Arbieto,29375.0,35523205.0,1209.3005957447,35523205.0,8.388883,True,79.363363,71.274062,8.056207,0.003212,8.388883
La Paz,Gualberto Villarroel,Papel Pampa,Papel Pampa,Papel Pampa,2.2532033199240686e-06,5.0,True,1272,Gobierno Autónomo Municipal de Papel Pampa,La Paz,municipal,GAM,Gualberto Villarroel,Papel Pampa,6649.0,7269599.0,1093.3371935629,7269599.0,20.633875,True,79.366125,71.157199,7.415691,0.0,20.633875
Pando,Nicolás Suárez,Cobija,Cobija,Cobija,1.4338913388201036e-05,10.0,True,1901,Gobierno Autónomo Municipal de Cobija,Pando,municipal,GAM,Nicolás Suárez,Cobija,55114.0,146104616.0,2650.9528613419,146104616.0,21.400778,True,75.058657,30.947281,40.551216,0.0,21.400778
La Paz,Aroma,Calamarca,Calamarca,Calamarca,2.961641939691617e-06,9.0,True,1214,Gobierno Autónomo Municipal de Calamarca,La Paz,municipal,GAM,Aroma,Calamarca,15327.0,37537262.0,2449.0938866053,37537262.0,26.640196,True,73.359804,33.8401,3.526672,0.0,26.640196
La Paz,Aroma,Colquencha,Colquencha,Colquencha,3.4346630854997784e-06,10.0,True,1216,Gobierno Autónomo Municipal de Colquencha,La Paz,municipal,GAM,Aroma,Colquencha,12490.0,12947346.0,1036.6169735789,12947346.0,1.31301,True,97.089519,79.263727,8.260527,1.59747,1.31301
La Paz,Larecaja,Combaya,Combaya,Combaya,1.7277092183576315e-06,1.0,True,1231,Gobierno Autónomo Municipal de Combaya,La Paz,municipal,GAM,Larecaja,Combaya,3529.0,3478989.0,985.8285633324,3478989.0,6.636669,True,93.350798,83.687847,8.721585,0.0,6.636669
La Paz,Nor Yungas,Coroico,Coroico,Coroico,1.9884644189005485e-06,3.0,True,1265,Gobierno Autónomo Municipal de Coroico,La Paz,municipal,GAM,Nor Yungas,Coroico,27711.0,27925251.0,1007.7316228213,27925251.0,5.12577,True,90.562871,81.964202,8.541954,3.430512,5.12577
La Paz,Nor Yungas,Coripata,Coripata,Coripata,1.6765378632044303e-06,1.0,True,1266,Gobierno Autónomo Municipal de Coripata,La Paz,municipal,GAM,Nor Yungas,Coripata,23530.0,27291772.0,1159.8713132172,27291772.0,2.38167,True,92.752442,75.767466,7.590672,0.695396,2.38167
Cochabamba,Arani,Arani,Arani,Arani,2.1316791389836e-06,4.0,True,1336,Gobierno Autónomo Municipal de Arani,Cochabamba,municipal,GAM,Arani,Arani,11183.0,14051831.0,1256.535008495,14051831.0,10.674765,True,88.819464,70.004194,7.631134,0.0,10.674765
Cochabamba,Punata,Punata,Villa Punata,Punata,2.257347432532697e-06,6.0,True,1315,Gobierno Autónomo Municipal de Punata,Cochabamba,municipal,GAM,Punata,Punata,35248.0,62651031.0,1777.4350601453,62651031.0,22.393885,True,62.41119,46.516098,5.454226,0.0,22.393885
La Paz,Pacajes,Nazacara de Pacajes,Nazacara de Pacajes,Nazacara de Pacajes,2.056511902992497e-06,3.0,True,1244,Gobierno Autónomo Municipal de Nazacara de Pacajes,La Paz,municipal,GAM,Pacajes,Nazacara de Pacajes,4022.0,3711909.0,922.9012928891,3711909.0,1.077613,True,98.922387,89.366523,9.313402,0.0,1.077613
La Paz,Pacajes,Caquiaviri,Caquiaviri,Caquiaviri,2.2793071821070043e-06,6.0,True,1239,Gobierno Autónomo Municipal de Caquiaviri,La Paz,municipal,GAM,Pacajes,Caquiaviri,15570.0,14233739.0,914.1771997431,14233739.0,0.140511,True,99.76907,90.323793,9.413156,0.090419,0.140511
La Paz,Loayza,Luribay,Luribay,Luribay,2.0766124180227052e-06,3.0,True,1251,Gobierno Autónomo Municipal de Luribay,La Paz,municipal,GAM,Loayza,Luribay,10703.0,10677161.0,997.5858170606,10677161.0,1.31121,True,91.134544,82.389195,8.586243,0.0,1.31121
La Paz,Loayza,Malla,Malla,Malla,1.7366736528856563e-06,1.0,True,1254,Gobierno Autónomo Municipal de Malla,La Paz,municipal,GAM,Loayza,Malla,5297.0,7739622.0,1461.1330942043,7739622.0,0.232569,True,71.564257,52.269904,5.447346,4.140551,0.232569
La Paz,Pacajes,Comanche,Comanche,Comanche,3.7858098949072883e-06,10.0,True,1241,Gobierno Autónomo Municipal de Comanche,La Paz,municipal,GAM,Pacajes,Comanche,5238.0,5349775.0,1021.3392516228,5349775.0,1.49539,True,98.482273,80.825923,8.423326,0.022337,1.49539
La Paz,Loayza,Sapahaqui,Sapahaqui,Sapahaqui,2.168810397051857e-06,4.0,True,1252,Gobierno Autónomo Municipal de Sapahaqui,La Paz,municipal,GAM,Loayza,Sapahaqui,16497.0,20042207.0,1214.900103049,20042207.0,3.991576,True,96.008424,68.112514,7.09839,0.0,3.991576
La Paz,Loayza,Cairoma,Cairoma,Cairoma,1.6494470855832333e-06,1.0,True,1255,Gobierno Autónomo Municipal de Cairoma,La Paz,municipal,GAM,Loayza,Cairoma,13598.0,15730198.0,1156.8023238712,15730198.0,1.90716,True,93.005435,72.180592,7.522347,5.087406,1.90716
La Paz,Ingavi,Viacha,Viacha,Viacha,3.81566178475623e-06,10.0,True,1206,Gobierno Autónomo Municipal de Viacha,La Paz,municipal,GAM,Ingavi,Viacha,113554.0,185661872.0,1635.0095285063,185661872.0,34.624254,True,64.804282,56.402264,5.294509,0.007504,34.624254
La Paz,Inquisivi,Ichoca,Ichoca,Ichoca,1.875749262580939e-06,1.0,True,1222,Gobierno Autónomo Municipal de Ichoca,La Paz,municipal,GAM,Inquisivi,Ichoca,9552.0,9486150.0,993.1061557789,9486150.0,0.263542,True,94.380755,83.574843,8.709814,5.230573,0.263542
La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,Licoma (Villa Libertad),1.9350995899003465e-06,2.0,True,1223,Gobierno Autónomo Municipal de Villa Libertad Licoma,La Paz,municipal,GAM,Inquisivi,Villa Libertad Licoma,7877.0,7475587.0,949.039862892,7475587.0,1.337688,True,98.662312,89.48298,9.029846,0.0,1.337688
La Paz,Inquisivi,Quime,Quime,Quime,1.919827582241851e-06,2.0,True,1219,Gobierno Autónomo Municipal de Quime,La Paz,municipal,GAM,Inquisivi,Quime,10887.0,12239928.0,1124.2700468449,12239928.0,5.179769,True,84.00355,75.965708,7.916819,10.489882,5.179769
Pando,Madre de Dios,Sena,Sena,Sena,2.220867145297234e-06,5.0,True,1910,Gobierno Autónomo Municipal de Sena,Pando,municipal,GAM,Madre de Dios,Sena,10522.0,28703798.0,2727.9792815054,28703798.0,6.270947,True,91.446728,29.728745,38.954531,0.148824,6.270947
Pando,Madre de Dios,San Lorenzo,San Lorenzo,San Lorenzo,2.2184246972756227e-06,5.0,True,1909,Gobierno Autónomo Municipal de San Lorenzo,Pando,municipal,GAM,Madre de Dios,San Lorenzo,9832.0,17803025.0,1810.722640358,17803025.0,0.0,True,99.409258,42.976887,56.313992,0.223939,0.0
Beni,General José Ballivián,Santa Rosa,Santa Rosa,Santa Rosa,2.5197832655976526e-06,8.0,True,1809,Gobierno Autónomo Municipal de Santa Rosa,Beni,municipal,GAM,General José Ballivián,Santa Rosa,11122.0,16814311.0,1511.8064197087,16814311.0,8.742553,True,81.821134,58.107347,23.522207,0.0,8.742553
La Paz,Los Andes,Laja,Laja,Laja,3.3895037176989717e-06,10.0,True,1262,Gobierno Autónomo Municipal de Laja,La Paz,municipal,GAM,Los Andes,Laja,38652.0,52102316.0,1347.9849943082,52102316.0,18.144641,True,76.093637,61.611896,6.420928,0.005735,18.144641
La Paz,Aroma,Ayo Ayo,Ayo Ayo,Ayo Ayo,3.1645722629036754e-06,9.0,True,1213,Gobierno Autónomo Municipal de Ayo Ayo,La Paz,municipal,GAM,Aroma,Ayo Ayo,11258.0,11357460.0,1008.834606502,11357460.0,8.804786,True,91.151287,82.358652,8.583063,0.043927,8.804786
La Paz,Aroma,Patacamaya,Patacamaya,Patacamaya,2.4746811959630577e-06,7.0,True,1215,Gobierno Autónomo Municipal de Patacamaya,La Paz,municipal,GAM,Aroma,Patacamaya,25148.0,28743849.0,1142.987474153,28743849.0,17.395026,True,82.604974,72.451066,7.550537,0.0,17.395026
La Paz,Aroma,Umala,Umala,Umala,2.4576893338235095e-06,7.0,True,1212,Gobierno Autónomo Municipal de Umala,La Paz,municipal,GAM,Aroma,Umala,9102.0,14643089.0,1608.77708196,14643089.0,2.731664,True,97.268336,51.217841,5.337706,0.0,2.731664
La Paz,Aroma,Sica Sica,Villa Aroma,Sica Sica,2.154099547624355e-06,4.0,True,1211,Gobierno Autónomo Municipal de Sica Sica (Villa Aroma),La Paz,municipal,GAM,Aroma,Sicasica,33885.0,38535569.0,1137.2456544194,38535569.0,6.770675,True,93.222804,72.373285,7.542432,0.006521,6.770675
Oruro,Tomás Barrón,Eucaliptus,Eucaliptus,Eucaliptus,2.4038961328187725e-06,7.0,True,1411,Gobierno Autónomo Municipal de Eucaliptus,Oruro,municipal,GAM,Tomás Barrón,Eucaliptus,5335.0,10377993.0,1945.26579194,10377993.0,1.734439,True,98.265561,43.603797,13.102716,0.0,1.734439
Oruro,Cercado,Caracollo,Caracollo,Caracollo,2.549409146013204e-06,8.0,True,1402,Gobierno Autónomo Municipal de Caracollo,Oruro,municipal,GAM,Cercado,Caracollo,22850.0,32785074.0,1434.7953610503,32785074.0,7.745561,True,89.420719,58.496931,17.578023,2.833719,7.745561
La Paz,Murillo,Palca,Palca,Palca,2.2037695543986047e-06,5.0,True,1202,Gobierno Autónomo Municipal de Palca,La Paz,municipal,GAM,Murillo,Palca,21729.0,38601942.0,1776.5171890101,38601942.0,31.863682,True,59.616964,46.608754,4.857364,3.917013,31.863682
La Paz,Murillo,Achocalla,Achocalla,Achocalla,2.34562685363926e-06,6.0,True,1204,Gobierno Autónomo Municipal Ecológico Productivo de Achocalla,La Paz,municipal,GAM,Murillo,Achocalla,46188.0,110473572.0,2391.8241101585,110473572.0,56.12202,True,43.87798,34.668917,3.613044,0.0,56.12202
La Paz,Murillo,El Alto,El Alto,El Alto,2.5011370325955795e-06,7.0,True,1205,Gobierno Autónomo Municipal de El Alto de La Paz,La Paz,municipal,GAM,Murillo,El Alto,885825.0,1490573041.0,1682.6947094516,1490573041.0,28.813194,True,68.352642,58.739465,5.783082,0.018111,28.813194
La Paz,Sud Yungas,Yanacachi,Yanacachi,Yanacachi,1.845975020842161e-06,1.0,True,1258,Gobierno Autónomo Municipal de Yanacachi,La Paz,municipal,GAM,Sur Yungas,Yanacachi,7615.0,8132544.0,1067.9637557452,8132544.0,6.762951,True,85.830781,77.520036,8.0788,5.024725,6.762951
Cochabamba,Tapacarí,Tapacarí,Tapacarí,Tapacarí,2.6776031063491246e-06,8.0,True,1330,Gobierno Autónomo Municipal de Tapacari,Cochabamba,municipal,GAM,Tapacarí,Tapacarí,24666.0,23450715.0,950.7303575772,23450715.0,2.132131,True,96.848028,86.978435,9.831295,1.019841,2.132131
Chuquisaca,Azurduy,Tarvita,Villa Orías,Tarvita (Villa Arias),2.0510108242888236e-06,3.0,True,1105,Gobierno Autónomo Municipal de Tarvita (Villa Orías),Chuquisaca,municipal,GAM,Azurduy,Tarvita,16812.0,19365374.0,1151.8780632881,19365374.0,0.788226,True,91.012324,70.707749,20.187377,0.0,0.788226
Potosí,José María Linares,Puna,Villa Talavera,Puna,2.2561910100193927e-06,5.0,True,1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),Potosí,municipal,GAM,José María Linares,Puna,16389.0,17396501.0,1061.4742205138,17396501.0,2.184347,True,96.775702,81.01086,15.6325,1.039951,2.184347
Chuquisaca,Nor Cinti,San Lucas,San Lucas,San Lucas,2.0513314211711986e-06,3.0,True,1120,Gobierno Autónomo Municipal de San Lucas,Chuquisaca,municipal,GAM,Nor Cinti,San Lucas,26715.0,48664005.0,1821.598540146,48664005.0,2.772678,True,89.050626,45.24888,12.918754,5.254974,2.772678
Chuquisaca,Nor Cinti,Camargo,Camargo,Camargo,1.8528725149735692e-06,1.0,True,1119,Gobierno Autónomo Municipal de Camargo,Chuquisaca,municipal,GAM,Nor Cinti,Camargo,14713.0,18125225.0,1231.9190511792,18125225.0,11.773708,True,87.000553,67.481948,19.266398,0.046168,11.773708
La Paz,Ingavi,Desaguadero,Desaguadero,Desaguadero,2.088849214487709e-06,4.0,True,1209,Gobierno Autónomo Municipal de Desaguadero,La Paz,municipal,GAM,Ingavi,Desaguadero,7897.0,13436897.0,1701.5191845004,13436897.0,28.280339,True,53.834929,48.675397,5.072734,0.718402,28.280339
La Paz,Ingavi,Jesús de Machaca,Jesús de Machaca,Jesús de Machaca,2.8976787689316552e-06,9.0,True,1279,Gobierno Autónomo Municipal de Jesús de Machaca,La Paz,municipal,GAM,Ingavi,Jesús de Machaka,17016.0,25394213.0,1492.3726492713,25394213.0,0.767891,True,98.621544,55.515412,5.785578,0.590875,0.767891
La Paz,Ingavi,Puerto Mayor de Guaqui,Guaqui,Guaqui,2.4349139948753873e-06,7.0,True,1207,Gobierno Autónomo Municipal de Guaqui,La Paz,municipal,GAM,Ingavi,Puerto Mayor de Guaqui,8592.0,8793424.0,1023.4432029795,8793424.0,10.007478,True,89.992522,81.299753,8.472718,0.0,10.007478
La Paz,Manco Kapac,Tito Yupanqui,Tito Yupanqui,Tito Yupanqui,2.1596163151116343e-06,4.0,True,1234,Gobierno Autónomo Municipal de Tito Yupanqui,La Paz,municipal,GAM,Manco Kapac,Tito Yupanqui,7525.0,6950684.0,923.6789368771,6950684.0,0.719354,True,99.280646,89.85192,9.363985,0.0,0.719354
La Paz,Los Andes,Pucarani,Pucarani,Pucarani,2.2961896775086643e-06,6.0,True,1261,Gobierno Autónomo Municipal de Pucarani,La Paz,municipal,GAM,Los Andes,Pucarani,49850.0,65742628.0,1318.8089869609,65742628.0,4.259033,True,94.448214,63.460184,6.702247,0.517672,4.259033
La Paz,Larecaja,Quiabaya,Quiabaya,Quiabaya,1.690768044682045e-06,1.0,True,1230,Gobierno Autónomo Municipal de Quiabaya,La Paz,municipal,GAM,Larecaja,Quiabaya,4224.0,4281427.0,1013.595407197,4281427.0,1.167835,True,91.697745,81.964565,8.541988,7.13442,1.167835
La Paz,Omasuyos,Huatajata,Huatajata,Huatajata,2.043841959675774e-06,3.0,True,1286,Gobierno Autónomo Municipal de Huatajata,La Paz,municipal,GAM,Omasuyos,Huatajata,5118.0,6951578.0,1358.2606486909,6951578.0,17.262268,True,82.737732,60.946018,6.351536,0.0,17.262268
La Paz,Franz Tamayo,Apolo,Apolo,Apolo,2.3534744286735076e-06,6.0,True,1249,Gobierno Autónomo Municipal de Apolo,La Paz,municipal,GAM,Franz Tamayo,Apolo,19156.0,18833316.0,983.1549384005,18833316.0,3.716818,True,92.932259,84.081237,8.762589,3.350923,3.716818
La Paz,Muñecas,Aucapata,Aucapata,Aucapata,2.057709025393706e-06,3.0,True,1237,Gobierno Autónomo Municipal de Aucapata,La Paz,municipal,GAM,Muñecas,Aucapata,6721.0,6443660.0,958.7353072459,6443660.0,0.077596,True,95.957453,86.703364,9.035843,3.964952,0.077596
La Paz,Omasuyos,Chua Cocani,Chua Cocani,Chua Cocani,2.2075400920584798e-06,5.0,True,1287,Gobierno Autónomo Municipal de Chua Cocani,La Paz,municipal,GAM,Omasuyos,Chua Cocani,7226.0,7448504.0,1030.7921394963,7448504.0,11.411688,True,88.588312,80.174475,8.355436,0.0,11.411688
La Paz,Omasuyos,Villa Ancoraimes,Villa Ancoraimes,Ancoraimes,1.7008467239065794e-06,1.0,True,1225,Gobierno Autónomo Municipal de Ancoraimes,La Paz,municipal,GAM,Omasuyos,Villa Ancoraimes,16953.0,22464885.0,1325.1274110777,22464885.0,7.255768,True,92.510387,62.543449,6.518008,0.233845,7.255768
Potosí,Nor Lipez,"Colcha ""K""",Villa Martín,"Colcha""K"" (V.Martin)",3.04881064039364e-06,9.0,True,1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",Potosí,municipal,GAM,Nor Lípez,"Colcha ""K""",12740.0,84434720.0,6627.5290423862,84434720.0,2.882937,True,16.140057,13.628249,2.489601,80.890134,2.882937
La Paz,Camacho,Puerto Mayor de Carabuco,Carabuco,Puerto Carabuco,1.596181164131849e-06,1.0,True,1248,Gobierno Autónomo Municipal de Carabuco,La Paz,municipal,GAM,Camacho,Puerto Mayor de Carabuco,17336.0,18411309.0,1062.0275149977,18411309.0,3.802011,True,88.145482,77.884924,8.116826,8.052507,3.802011
Oruro,Sabaya,Sabaya,Sabaya,Sabaya,2.5424983505217824e-06,8.0,True,1431,Gobierno Autónomo Municipal de Sabaya,Oruro,municipal,GAM,Sabaya,Sabaya,15504.0,17685181.0,1140.6850490196,17685181.0,5.648797,True,94.077652,72.33421,21.736057,0.273551,5.648797
