DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIBpc_2021_wmean,decile,departamento_geo,provincia_geo,municipio_geo,depto_key,mun_key,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,presupuesto_total,provincia_ine,municipio_ine,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
La Paz,Loayza,Cairoma,Cairoma,1899-05-29,1029,1988-11-17,-67.5768864023,-16.8457777308,Cairoma,1.6494470855832333e-06,1,La Paz,Loayza,Cairoma,la paz,cairoma,1255,Gobierno Autónomo Municipal de Cairoma,La Paz,municipal,GAM,15730198.0,Loayza,Cairoma,11338.0,11355.0,13598.0,7105.0,6493.0,1156.8023238712
La Paz,Ingavi,Viacha,Viacha,1909-12-16,MDS,1842-11-18,-68.3106596029,-16.7338602031,Viacha,3.81566178475623e-06,10,La Paz,Ingavi,Viacha,la paz,viacha,1206,Gobierno Autónomo Municipal de Viacha,La Paz,municipal,GAM,185661872.0,Ingavi,Viacha,46596.0,80724.0,113554.0,56294.0,57260.0,1635.0095285063
La Paz,Inquisivi,Ichoca,Ichoca,1919-11-12,620,1984-03-30,-67.1934845421,-17.1849177344,Ichoca,1.875749262580939e-06,1,La Paz,Inquisivi,Ichoca,la paz,ichoca,1222,Gobierno Autónomo Municipal de Ichoca,La Paz,municipal,GAM,9486150.0,Inquisivi,Ichoca,6839.0,7913.0,9552.0,5128.0,4424.0,993.1061557789
La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,1919-11-12,1088,1889-02-21,-67.2031454103,-16.8118939613,Licoma (Villa Libertad),1.9350995899003465e-06,2,La Paz,Inquisivi,Villa Libertad Licoma,la paz,villa libertad licoma,1223,Gobierno Autónomo Municipal de Villa Libertad Licoma,La Paz,municipal,GAM,7475587.0,Inquisivi,Villa Libertad Licoma,2739.0,5488.0,7877.0,3957.0,3920.0,949.039862892
La Paz,Inquisivi,Quime,Quime,1919-11-12,CSL,1945-11-03,-67.3409054041,-16.8489241803,Quime,1.919827582241851e-06,2,La Paz,Inquisivi,Quime,la paz,quime,1219,Gobierno Autónomo Municipal de Quime,La Paz,municipal,GAM,12239928.0,Inquisivi,Quime,7338.0,8266.0,10887.0,6084.0,4803.0,1124.2700468449
Pando,Madre de Dios,Sena,Sena,1938-09-24,CSL,1938-09-24,-67.359219645,-11.855492707,Sena,2.220867145297234e-06,5,Pando,Madre de Dios,Sena,pando,sena,1910,Gobierno Autónomo Municipal de Sena,Pando,municipal,GAM,28703798.0,Madre de Dios,Sena,2240.0,8258.0,10522.0,5683.0,4839.0,2727.9792815054
Pando,Madre de Dios,San Lorenzo,San Lorenzo,1938-09-24,CSL,1938-09-24,-66.8211472307,-11.5962354718,San Lorenzo,2.2184246972756227e-06,5,Pando,Madre de Dios,San Lorenzo,pando,san lorenzo,1909,Gobierno Autónomo Municipal de San Lorenzo,Pando,municipal,GAM,17803025.0,Madre de Dios,San Lorenzo,3471.0,7652.0,9832.0,5261.0,4571.0,1810.722640358
Beni,General JosÃ© BalliviÃ¡n,Santa Rosa,Santa Rosa,1937-12-03,CSL,1945-12-07,-66.6614463291,-13.318801947,Santa Rosa,2.5197832655976526e-06,8,Beni,General José Ballivián,Santa Rosa,beni,santa rosa,1809,Gobierno Autónomo Municipal de Santa Rosa,Beni,municipal,GAM,16814311.0,General José Ballivián,Santa Rosa,9016.0,9478.0,11122.0,5846.0,5276.0,1511.8064197087
La Paz,Los Andes,Laja,Laja,1917-11-24,43,1960-12-13,-68.4595793711,-16.5885072349,Laja,3.3895037176989717e-06,10,La Paz,Los Andes,Laja,la paz,laja,1262,Gobierno Autónomo Municipal de Laja,La Paz,municipal,GAM,52102316.0,Los Andes,Laja,16311.0,24531.0,38652.0,18939.0,19713.0,1347.9849943082
La Paz,Aroma,Ayo Ayo,Ayo Ayo,1945-11-23,4156,2009-12-31,-68.019652221,-17.0767369376,Ayo Ayo,3.1645722629036754e-06,9,La Paz,Aroma,Ayo Ayo,la paz,ayo ayo,1213,Gobierno Autónomo Municipal de Ayo Ayo,La Paz,municipal,GAM,11357460.0,Aroma,Ayo Ayo,6981.0,7798.0,11258.0,5778.0,5480.0,1008.834606502
La Paz,Aroma,Patacamaya,Patacamaya,1945-11-23,167,1962-01-15,-67.9150822665,-17.2163830119,Patacamaya,2.4746811959630577e-06,7,La Paz,Aroma,Patacamaya,la paz,patacamaya,1215,Gobierno Autónomo Municipal de Patacamaya,La Paz,municipal,GAM,28743849.0,Aroma,Patacamaya,20039.0,22858.0,25148.0,12564.0,12584.0,1142.987474153
La Paz,Aroma,Umala,Umala,1945-11-23,4098,2009-08-25,-67.9970240895,-17.4039687711,Umala,2.4576893338235095e-06,7,La Paz,Aroma,Umala,la paz,umala,1212,Gobierno Autónomo Municipal de Umala,La Paz,municipal,GAM,14643089.0,Aroma,Umala,9583.0,8903.0,9102.0,4634.0,4468.0,1608.77708196
La Paz,Aroma,Sica Sica,Villa Aroma,1945-11-23,ML,1945-11-23,-67.6205313636,-17.3736123091,Sica Sica,2.154099547624355e-06,4,La Paz,Aroma,Sica Sica,la paz,sicasica,1211,Gobierno Autónomo Municipal de Sica Sica (Villa Aroma),La Paz,municipal,GAM,38535569.0,Aroma,Sicasica,26818.0,31312.0,33885.0,17417.0,16468.0,1137.2456544194
Oruro,TomÃ¡s BarrÃ³n,Eucaliptus,Eucaliptus,1980-03-07,502,1980-03-07,-67.4409067265,-17.6351230437,Eucaliptus,2.4038961328187725e-06,7,Oruro,Tomás Barrón,Eucaliptus,oruro,eucaliptus,1411,Gobierno Autónomo Municipal de Eucaliptus,Oruro,municipal,GAM,10377993.0,Tomás Barrón,Eucaliptus,5424.0,5267.0,5335.0,2762.0,2573.0,1945.26579194
Oruro,Cercado,Caracollo,Caracollo,1868-10-07,1669,1995-10-31,-67.292685652,-17.6908060831,Caracollo,2.549409146013204e-06,8,Oruro,Cercado,Caracollo,oruro,caracollo,1402,Gobierno Autónomo Municipal de Caracollo,Oruro,municipal,GAM,32785074.0,Cercado,Caracollo,20619.0,23115.0,22850.0,11464.0,11386.0,1434.7953610503
La Paz,Murillo,Palca,Palca,1912-10-17,MDS,1838-01-08,-67.8261284626,-16.6663930464,Palca,2.2037695543986047e-06,5,La Paz,Murillo,Palca,la paz,palca,1202,Gobierno Autónomo Municipal de Palca,La Paz,municipal,GAM,38601942.0,Murillo,Palca,14185.0,16622.0,21729.0,10902.0,10827.0,1776.5171890101
La Paz,Murillo,Achocalla,Achocalla,1912-10-17,ML,1947-10-24,-68.1206779308,-16.6664699952,Achocalla,2.34562685363926e-06,6,La Paz,Murillo,Achocalla,la paz,achocalla,1204,Gobierno Autónomo Municipal Ecológico Productivo de Achocalla,La Paz,municipal,GAM,110473572.0,Murillo,Achocalla,15110.0,22431.0,46188.0,22869.0,23319.0,2391.8241101585
La Paz,Murillo,El Alto,El Alto,1912-10-17,2337,2002-03-12,-68.2033818127,-16.468718633,El Alto,2.5011370325955795e-06,7,La Paz,Murillo,El Alto,la paz,el alto,1205,Gobierno Autónomo Municipal de El Alto de La Paz,La Paz,municipal,GAM,1490573041.0,Murillo,El Alto,649958.0,848452.0,885825.0,427374.0,458451.0,1682.6947094516
La Paz,Sud Yungas,Yanacachi,Yanacachi,1899-07-01,821,1986-04-03,-67.7894846154,-16.4257032731,Yanacachi,1.845975020842161e-06,1,La Paz,Sud Yungas,Yanacachi,la paz,yanacachi,1258,Gobierno Autónomo Municipal de Yanacachi,La Paz,municipal,GAM,8132544.0,Sur Yungas,Yanacachi,4250.0,6420.0,7615.0,3934.0,3681.0,1067.9637557452
Cochabamba,TapacarÃ­,TapacarÃ­,TapacarÃ­,1851-12-25,ML,1905-09-14,-66.6513626435,-17.5708159996,TapacarÃ­,2.6776031063491246e-06,8,Cochabamba,Tapacarí,Tapacarí,cochabamba,tapacari,1330,Gobierno Autónomo Municipal de Tapacari,Cochabamba,municipal,GAM,23450715.0,Tapacarí,Tapacarí,25919.0,24625.0,24666.0,12900.0,11766.0,950.7303575772
Chuquisaca,Azurduy,Tarvita,Villa OrÃ­as,1917-12-05,ML,1945-10-31,-64.5617629444,-19.772154883,Tarvita (Villa Arias),2.0510108242888236e-06,3,Chuquisaca,Azurduy,Tarvita,chuquisaca,tarvita,1105,Gobierno Autónomo Municipal de Tarvita (Villa Orías),Chuquisaca,municipal,GAM,19365374.0,Azurduy,Tarvita,16230.0,14261.0,16812.0,8268.0,8544.0,1151.8780632881
PotosÃ­,JosÃ© MarÃ­a Linares,Puna,Villa Talavera,2006-08-15,CSL,1910-12-13,-65.4000632169,-19.8768182671,Puna,2.2561910100193927e-06,5,Potosí,José María Linares,Puna,potosi,puna,1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),Potosí,municipal,GAM,17396501.0,José María Linares,Puna,23612.0,21917.0,16389.0,7911.0,8478.0,1061.4742205138
Chuquisaca,Nor Cinti,San Lucas,San Lucas,1984-10-03,ML,1928-09-24,-64.8992918917,-20.160734333,San Lucas,2.0513314211711986e-06,3,Chuquisaca,Nor Cinti,San Lucas,chuquisaca,san lucas,1120,Gobierno Autónomo Municipal de San Lucas,Chuquisaca,municipal,GAM,48664005.0,Nor Cinti,San Lucas,32109.0,32520.0,26715.0,13158.0,13557.0,1821.598540146
Chuquisaca,Nor Cinti,Camargo,Camargo,1984-10-03,ML,1886-11-05,-65.1559833808,-20.6025515415,Camargo,1.8528725149735692e-06,1,Chuquisaca,Nor Cinti,Camargo,chuquisaca,camargo,1119,Gobierno Autónomo Municipal de Camargo,Chuquisaca,municipal,GAM,18125225.0,Nor Cinti,Camargo,14392.0,15644.0,14713.0,7269.0,7444.0,1231.9190511792
La Paz,Ingavi,Desaguadero,Desaguadero,1909-12-16,114,1961-11-09,-68.9781485761,-16.6141431529,Desaguadero,2.088849214487709e-06,4,La Paz,Ingavi,Desaguadero,la paz,desaguadero,1209,Gobierno Autónomo Municipal de Desaguadero,La Paz,municipal,GAM,13436897.0,Ingavi,Desaguadero,4981.0,6987.0,7897.0,3912.0,3985.0,1701.5191845004
La Paz,Ingavi,JesÃºs de Machaca,JesÃºs de Machaca,1909-12-16,2351,2002-05-07,-68.7396077148,-16.7606970156,JesÃºs de Machaca,2.8976787689316552e-06,9,La Paz,Ingavi,Jesús de Machaca,la paz,jesus de machaka,1279,Gobierno Autónomo Municipal de Jesús de Machaca,La Paz,municipal,GAM,25394213.0,Ingavi,Jesús de Machaka,13247.0,15039.0,17016.0,8536.0,8480.0,1492.3726492713
La Paz,Ingavi,Puerto Mayor de Guaqui,Guaqui,1909-12-16,1669,1995-10-31,-68.820993435,-16.6067317543,Guaqui,2.4349139948753873e-06,7,La Paz,Ingavi,Puerto Mayor de Guaqui,la paz,puerto mayor de guaqui,1207,Gobierno Autónomo Municipal de Guaqui,La Paz,municipal,GAM,8793424.0,Ingavi,Puerto Mayor de Guaqui,7552.0,7278.0,8592.0,4311.0,4281.0,1023.4432029795
La Paz,Manco Kapac,Tito Yupanqui,Tito Yupanqui,1961-11-18,706,1985-02-06,-68.9594209403,-16.1798875634,Tito Yupanqui,2.1596163151116343e-06,4,La Paz,Manco Kapac,Tito Yupanqui,la paz,tito yupanqui,1234,Gobierno Autónomo Municipal de Tito Yupanqui,La Paz,municipal,GAM,6950684.0,Manco Kapac,Tito Yupanqui,2213.0,6261.0,7525.0,3986.0,3539.0,923.6789368771
La Paz,Los Andes,Pucarani,Pucarani,1917-11-24,ML,2015-11-12,-68.416188211,-16.36050877,Pucarani,2.2961896775086643e-06,6,La Paz,Los Andes,Pucarani,la paz,pucarani,1261,Gobierno Autónomo Municipal de Pucarani,La Paz,municipal,GAM,65742628.0,Los Andes,Pucarani,24570.0,30124.0,49850.0,24339.0,25511.0,1318.8089869609
La Paz,Larecaja,Quiabaya,Quiabaya,1826-10-18,736,1985-04-15,-68.7141967695,-15.6024110098,Quiabaya,1.690768044682045e-06,1,La Paz,Larecaja,Quiabaya,la paz,quiabaya,1230,Gobierno Autónomo Municipal de Quiabaya,La Paz,municipal,GAM,4281427.0,Larecaja,Quiabaya,2580.0,2684.0,4224.0,2181.0,2043.0,1013.595407197
La Paz,Omasuyos,Huatajata,Huatajata,1863-09-07,33,2010-08-08,-68.6902691496,-16.1974228951,Huatajata,2.043841959675774e-06,3,La Paz,Omasuyos,Huatajata,la paz,huatajata,1286,Gobierno Autónomo Municipal de Huatajata,La Paz,municipal,GAM,6951578.0,Omasuyos,Huatajata,2809.0,3927.0,5118.0,2604.0,2514.0,1358.2606486909
La Paz,Franz Tamayo,Apolo,Apolo,1967-11-20,CSL,1882-12-02,-68.2352996866,-14.6572570721,Apolo,2.3534744286735076e-06,6,La Paz,Franz Tamayo,Apolo,la paz,apolo,1249,Gobierno Autónomo Municipal de Apolo,La Paz,municipal,GAM,18833316.0,Franz Tamayo,Apolo,13271.0,20308.0,19156.0,10226.0,8930.0,983.1549384005
La Paz,MuÃ±ecas,Aucapata,Aucapata,1826-10-18,1427,1993-02-11,-68.6994878574,-15.4381070956,Aucapata,2.057709025393706e-06,3,La Paz,Muñecas,Aucapata,la paz,aucapata,1237,Gobierno Autónomo Municipal de Aucapata,La Paz,municipal,GAM,6443660.0,Muñecas,Aucapata,4146.0,5495.0,6721.0,3653.0,3068.0,958.7353072459
La Paz,Omasuyos,Chua Cocani,Chua Cocani,1863-09-07,34,2010-08-08,-68.7516521198,-16.1577002915,Chua Cocani,2.2075400920584798e-06,5,La Paz,Omasuyos,Chua Cocani,la paz,chua cocani,1287,Gobierno Autónomo Municipal de Chua Cocani,La Paz,municipal,GAM,7448504.0,Omasuyos,Chua Cocani,5540.0,5003.0,7226.0,3646.0,3580.0,1030.7921394963
La Paz,Omasuyos,Villa Ancoraimes,Villa Ancoraimes,1863-09-07,MDS,1980-04-30,-68.8687597163,-15.8542598217,Ancoraimes,1.7008467239065794e-06,1,La Paz,Omasuyos,Villa Ancoraimes,la paz,villa ancoraimes,1225,Gobierno Autónomo Municipal de Ancoraimes,La Paz,municipal,GAM,22464885.0,Omasuyos,Villa Ancoraimes,15199.0,13136.0,16953.0,8472.0,8481.0,1325.1274110777
PotosÃ­,Nor Lipez,"Colcha ""K""",Villa MartÃ­n,1885-12-04,CSL,1949-12-26,-67.3142741258,-21.2043825838,"Colcha""K"" (V.Martin)",3.04881064039364e-06,9,Potosí,Nor Lipez,"Colcha ""K""",potosi,colcha k,1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",Potosí,municipal,GAM,84434720.0,Nor Lípez,"Colcha ""K""",9645.0,12997.0,12740.0,6923.0,5817.0,6627.5290423862
La Paz,Camacho,Puerto Mayor de Carabuco,Carabuco,1908-11-05,1669,1995-10-31,-69.0009652982,-15.7121416226,Puerto Carabuco,1.596181164131849e-06,1,La Paz,Camacho,Puerto Mayor de Carabuco,la paz,puerto mayor de carabuco,1248,Gobierno Autónomo Municipal de Carabuco,La Paz,municipal,GAM,18411309.0,Camacho,Puerto Mayor de Carabuco,14721.0,14589.0,17336.0,9000.0,8336.0,1062.0275149977
Oruro,Sabaya,Sabaya,Sabaya,2001-12-20,CSL,1959-12-26,-68.6095685982,-18.9077880213,Sabaya,2.5424983505217824e-06,8,Oruro,Sabaya,Sabaya,oruro,sabaya,1431,Gobierno Autónomo Municipal de Sabaya,Oruro,municipal,GAM,17685181.0,Sabaya,Sabaya,4684.0,8018.0,15504.0,7988.0,7516.0,1140.6850490196
La Paz,Larecaja,Tipuani,Tipuani,1826-10-18,831,1986-04-03,-68.0559593421,-15.5844232153,Tipuani,1.9050048649660312e-06,2,La Paz,Larecaja,Tipuani,la paz,tipuani,1229,Gobierno Autónomo Municipal de Tipuani,La Paz,municipal,GAM,13374478.0,Larecaja,Tipuani,9321.0,9985.0,7716.0,4240.0,3476.0,1733.343442198
La Paz,Murillo,Nuestra SeÃ±ora de La Paz,Nuestra SeÃ±ora de La Paz,1912-10-17,1669,1995-10-31,-67.9716521773,-16.1676083591,Nuestra SeÃ±ora de La Paz,1.991051249206066e-06,3,La Paz,Murillo,Nuestra Señora de La Paz,la paz,nuestra senora de la paz,1201,Gobierno Autónomo Municipal de La Paz,La Paz,municipal,GAM,1724178990.0,Murillo,Nuestra Señora de La Paz,793293.0,766468.0,757431.0,366639.0,390792.0,2276.3512319934
La Paz,Larecaja,Sorata,Sorata,1826-10-18,CSL,1826-10-18,-68.4941240537,-15.7193382576,Sorata,1.9018174270968302e-06,2,La Paz,Larecaja,Sorata,la paz,sorata,1226,Gobierno Autónomo Municipal de Sorata,La Paz,municipal,GAM,38465729.0,Larecaja,Sorata,18932.0,23512.0,30083.0,15291.0,14792.0,1278.65335904
La Paz,Sud Yungas,La Asunta,La Asunta,1899-07-01,1010,1988-09-20,-67.1559185053,-16.1080348591,La Asunta,1.9440205960563617e-06,2,La Paz,Sud Yungas,La Asunta,la paz,la asunta,1260,Gobierno Autónomo Municipal de La Asunta,La Paz,municipal,GAM,58639357.0,Sur Yungas,La Asunta,18016.0,40178.0,45587.0,23906.0,21681.0,1286.3175247329
La Paz,MuÃ±ecas,Chuma,Chuma,1826-10-18,CSL,1900-11-24,-68.8655100242,-15.5934191385,Chuma,1.6740436876716558e-06,1,La Paz,Muñecas,Chuma,la paz,chuma,1235,Gobierno Autónomo Municipal de Chuma,La Paz,municipal,GAM,16437519.0,Muñecas,Chuma,12843.0,11473.0,17830.0,9271.0,8559.0,921.9023555805
La Paz,Larecaja,Guanay,Guanay,1826-10-18,CSL,1947-11-02,-68.0422654701,-15.7361562486,Guanay,1.8463558717485284e-06,1,La Paz,Larecaja,Guanay,la paz,guanay,1227,Gobierno Autónomo Municipal de Guanay,La Paz,municipal,GAM,20610091.0,Larecaja,Guanay,11528.0,14788.0,16386.0,8758.0,7628.0,1257.7865861101
La Paz,Larecaja,Teoponte,Teoponte,1826-10-18,2292,2001-12-11,-67.6872246554,-15.407193739,Teoponte,1.9313686152599985e-06,2,La Paz,Larecaja,Teoponte,la paz,teoponte,1277,Gobierno Autónomo Municipal de Teoponte,La Paz,municipal,GAM,40897486.0,Larecaja,Teoponte,7109.0,9349.0,13379.0,7310.0,6069.0,3056.8417669482
La Paz,Larecaja,Mapiri,Mapiri,1826-10-18,2281,2001-11-27,-68.2577515335,-15.3800525753,Mapiri,1.6696149032213725e-06,1,La Paz,Larecaja,Mapiri,la paz,mapiri,1276,Gobierno Autónomo Municipal de Mapiri,La Paz,municipal,GAM,25040043.0,Larecaja,Mapiri,9633.0,13891.0,21843.0,11798.0,10045.0,1146.3646477132
La Paz,Camacho,Humanata,Humanata,1908-11-05,4006,2009-02-06,-69.1721881859,-15.4132338292,Humanata,2.057274514299934e-06,3,La Paz,Camacho,Humanata,la paz,humanata,1284,Gobierno Autónomo Municipal de Humanata,La Paz,municipal,GAM,5501945.0,Camacho,Humanata,5599.0,5342.0,5658.0,2925.0,2733.0,972.418699187
Chuquisaca,Hernando Siles,Huacareta,San Pablo de Huacareta,1957-12-24,ML,1957-12-24,-64.0099337398,-20.5945483139,San Pablo de Huacareta,2.187476638937369e-06,5,Chuquisaca,Hernando Siles,Huacareta,chuquisaca,huacareta,1116,Gobierno Autónomo Municipal de San Pablo de Huacareta,Chuquisaca,municipal,GAM,11701686.0,Hernando Siles,Huacareta,10007.0,8349.0,7200.0,3732.0,3468.0,1625.2341666667
Chuquisaca,Hernando Siles,Monteagudo,Monteagudo,1957-12-24,ML,1893-10-18,-64.0750637645,-20.0146701049,Monteagudo,2.182281605200842e-06,5,Chuquisaca,Hernando Siles,Monteagudo,chuquisaca,monteagudo,1115,Gobierno Autónomo Municipal de Monteagudo,Chuquisaca,municipal,GAM,36974829.0,Hernando Siles,Monteagudo,26504.0,24303.0,24546.0,12649.0,11897.0,1506.3484478123
PotosÃ­,TomÃ¡s FrÃ­as,PotosÃ­,PotosÃ­,1993-11-10,1669,1995-10-31,-65.7220285692,-19.5374253864,PotosÃ­,2.213540028606076e-06,5,Potosí,Tomás Frías,Potosí,potosi,potosi,1501,Gobierno Autónomo Municipal de Potosí,Potosí,municipal,GAM,393195227.0,Tomás Frías,Potosí,145057.0,191302.0,218702.0,104539.0,114163.0,1797.8583963567
La Paz,Manco Kapac,San Pedro de Tiquina,San Pedro de Tiquina,1961-11-18,121,1961-11-18,-68.8656729274,-16.2318753126,San Pedro de Tiquina,2.142370476576616e-06,4,La Paz,Manco Kapac,San Pedro de Tiquina,la paz,san pedro de tiquina,1233,Gobierno Autónomo Municipal de San Pedro de Tiquina,La Paz,municipal,GAM,8560323.0,Manco Kapac,San Pedro de Tiquina,6093.0,6052.0,9164.0,4625.0,4539.0,934.125163684
Santa Cruz,Cordillera,Lagunillas,Lagunillas,1894-09-06,MR,1864-03-17,-63.6447957378,-19.7731960479,Lagunillas,2.529316361687961e-06,8,Santa Cruz,Cordillera,Lagunillas,santa cruz,lagunillas,1718,Gobierno Autónomo Municipal de Lagunillas,Santa Cruz,municipal,GAM,9443826.0,Cordillera,Lagunillas,5283.0,5366.0,5946.0,3083.0,2863.0,1588.2653884965
La Paz,Bautista Saavedra,Curva,Curva,1948-11-17,546,1983-05-13,-68.9654822172,-14.9852162421,Curva,1.8717782950261608e-06,1,La Paz,Bautista Saavedra,Curva,la paz,curva,1270,Gobierno Autónomo Municipal de Curva,La Paz,municipal,GAM,9161783.0,Bautista Saavedra,Curva,2213.0,3285.0,6611.0,3553.0,3058.0,1385.8392073816
La Paz,Franz Tamayo,Pelechuco,Pelechuco,1967-11-20,CSL,1882-12-02,-69.090617431,-14.8011714883,Pelechuco,1.9092458387603983e-06,2,La Paz,Franz Tamayo,Pelechuco,la paz,pelechuco,1250,Gobierno Autónomo Municipal de Pelechuco,La Paz,municipal,GAM,11659479.0,Franz Tamayo,Pelechuco,5115.0,6780.0,9060.0,5280.0,3780.0,1286.9182119205
La Paz,Sud Yungas,Palos Blancos,Palos Blancos,1899-07-01,786,1986-02-07,-67.2315776229,-15.4177206453,Palos Blancos,1.8800247971739736e-06,2,La Paz,Sud Yungas,Palos Blancos,la paz,palos blancos,1259,Gobierno Autónomo Municipal de Palos Blancos,La Paz,municipal,GAM,47454535.0,Sur Yungas,Palos Blancos,16786.0,24731.0,27137.0,14341.0,12796.0,1748.7023252386
Beni,General JosÃ© BalliviÃ¡n,Puerto Menor de Rurrenabaque,Rurrenabaque,1937-12-03,1669,1995-10-30,-67.3057075228,-14.6886206364,Rurrenabaque,2.2312533474178053e-06,5,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,beni,puerto menor de rurrenabaque,1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,municipal,GAM,27712885.0,General José Ballivián,Puerto Menor de Rurrenabaque,13668.0,19195.0,21240.0,11005.0,10235.0,1304.7497645951
La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,1938-09-24,CSDS,1939-04-03,-67.7449566171,-14.2591504495,San Buenaventura,2.512079390726285e-06,7,La Paz,Abel Iturralde,San Buenaventura,la paz,san buenaventura,1268,Gobierno Autónomo Municipal de San Buenaventura,La Paz,municipal,GAM,10276537.0,Abel Iturralde,San Buenaventura,6203.0,8711.0,10105.0,5235.0,4870.0,1016.9754576942
Beni,Yacuma,Santa Ana,Santa Ana de Yacuma,1894-10-22,CSD,1986-12-18,-65.9964437658,-14.3502342184,Santa Ana de Yacuma,2.690068413357949e-06,8,Beni,Yacuma,Santa Ana,beni,santa ana,1810,Gobierno Autónomo Municipal de Santa Ana,Beni,municipal,GAM,40087242.0,Yacuma,Santa Ana,21663.0,17069.0,18088.0,9371.0,8717.0,2216.2340778417
Beni,General JosÃ© BalliviÃ¡n,San Borja,San Borja,1937-12-03,CSL,1945-12-07,-66.8085064451,-15.0036972474,San Borja,2.234461362604634e-06,5,Beni,General José Ballivián,San Borja,beni,san borja,1808,Gobierno Autónomo Municipal de San Borja,Beni,municipal,GAM,60852061.0,General José Ballivián,San Borja,34363.0,40864.0,45798.0,23472.0,22326.0,1328.7056421678
Beni,General JosÃ© BalliviÃ¡n,Reyes,Reyes,1937-12-03,CSDS,1856-07-09,-67.0580571325,-13.4029031906,Reyes,2.243265271317796e-06,5,Beni,General José Ballivián,Reyes,beni,reyes,1806,Gobierno Autónomo Municipal de Reyes,Beni,municipal,GAM,13754130.0,General José Ballivián,Reyes,11127.0,13246.0,11478.0,5999.0,5479.0,1198.303711448
Pando,Madre de Dios,Puerto Gonzalo Moreno,Puerto Gonzalo Moreno,1938-09-24,CSL,1958-09-18,-66.3251035522,-11.1671180412,Puerto Gonzalo Moreno,2.836502972058952e-06,9,Pando,Madre de Dios,Puerto Gonzalo Moreno,pando,puerto gonzalo moreno,1908,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,Pando,municipal,GAM,23407860.0,Madre de Dios,Puerto Gonzalo Moreno,3810.0,8160.0,12431.0,6549.0,5882.0,1883.0230874427
Beni,MamorÃ©,Puerto Siles,Puerto Siles,1941-11-27,CSL,1945-12-03,-64.9863357204,-12.424185602,Puerto Siles,2.812722868839046e-06,9,Beni,Mamoré,Puerto Siles,beni,puerto siles,1816,Gobierno Autónomo Municipal de Puerto Síles,Beni,municipal,GAM,1357064.0,Mamoré,Puerto Siles,1018.0,945.0,1091.0,599.0,492.0,1243.8716773602
La Paz,Camacho,Mocomoco,Mocomoco,1908-11-05,2648,2004-04-01,-69.0347466236,-15.4510663688,Mocomoco,1.830655833146011e-06,1,La Paz,Camacho,Mocomoco,la paz,mocomoco,1247,Gobierno Autónomo Municipal de Mocomoco,La Paz,municipal,GAM,18856701.0,Camacho,Mocomoco,17233.0,15665.0,17811.0,9298.0,8513.0,1058.7109651339
Beni,Yacuma,ExaltaciÃ³n,ExaltaciÃ³n,1894-10-22,1669,1995-10-31,-65.7831816945,-12.8039581394,ExaltaciÃ³n,2.925135504483478e-06,9,Beni,Yacuma,Exaltación,beni,exaltacion,1820,Gobierno Autónomo Municipal de Exaltación,Beni,municipal,GAM,12319645.0,Yacuma,Exaltación,6618.0,6362.0,8012.0,4413.0,3599.0,1537.6491512731
Beni,Vaca Diez,Riberalta,Riberalta,1900-01-19,CSL,1900-01-19,-66.1008077671,-11.5278757457,Riberalta,2.677425754882279e-06,8,Beni,Vaca Diez,Riberalta,beni,riberalta,1803,Gobierno Autónomo Municipal de Riberalta,Beni,municipal,GAM,161898609.0,Vaca Diez,Riberalta,75977.0,89022.0,110302.0,55544.0,54758.0,1467.7758245544
Pando,NicolÃ¡s SuÃ¡rez,Bella Flor,Bella Flor,1951-09-08,CSL,1938-09-24,-67.9315356405,-10.9321845211,Bella Flor,2.9856514629500452e-06,9,Pando,Nicolás Suárez,Bella Flor,pando,bella flor,1904,Gobierno Autónomo Municipal de Bella Flor,Pando,municipal,GAM,7706692.0,Nicolás Suárez,Bella Flor,2305.0,3909.0,3630.0,2107.0,1523.0,2123.0556473829
Pando,Manuripi,San Pedro,San Pedro,1938-09-24,CSL,1938-09-24,-66.5899771036,-11.0253770554,San Pedro (Conquista),2.1349296730477363e-06,4,Pando,Manuripi,San Pedro,pando,san pedro,1906,Gobierno Autónomo Municipal de San Pedro,Pando,municipal,GAM,6312128.0,Manuripi,San Pedro,1082.0,2991.0,3518.0,1811.0,1707.0,1794.2376350199
Pando,Manuripi,Puerto Rico,Puerto Rico,1938-09-24,CSL,1938-09-24,-67.5379692708,-11.3276852924,Puerto Rico,2.058120571746258e-06,3,Pando,Manuripi,Puerto Rico,pando,puerto rico,1905,Gobierno Autónomo Municipal de Puerto Rico,Pando,municipal,GAM,14377762.0,Manuripi,Puerto Rico,4003.0,6239.0,7367.0,4099.0,3268.0,1951.6440885028
