DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIBpc_2021_wmean,decile,departamento_geo,provincia_geo,municipio_geo,depto_key,mun_key,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,presupuesto_total,provincia_ine,municipio_ine,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
Cochabamba,Arque,Arque,Villa de Arque,1908-10-01,ML,1908-10-01,-66.4168229234,-17.8257790506,Arque,3.7594854802591726e-06,10,Cochabamba,Arque,Arque,cochabamba,arque,1338,Gobierno Autónomo Municipal de Arque,Cochabamba,municipal,GAM,13660801.0,Arque,Arque,11806.0,10597.0,10632.0,5559.0,5073.0,1284.8759405568
Oruro,Litoral,Yunguyo del Litoral,Yunguyo del Litoral,1960-09-06,350,1967-10-10,-68.3517137386,-18.8759101914,Yunguyo del Litoral,2.0530667370621813e-06,3,Oruro,Litoral,Yunguyo del Litoral,oruro,yunguyo del litoral,1421,Gobierno Autónomo Municipal de Yunguyo de Litoral,Oruro,municipal,GAM,1303623.0,Litoral,Yunguyo del Litoral,221.0,514.0,875.0,444.0,431.0,1489.8548571429
Oruro,Litoral,Huachacalla,Huachacalla,1960-09-06,CSL,1950-11-11,-68.2750595839,-18.7943828339,Huachacalla,2.0471391053433763e-06,3,Oruro,Litoral,Huachacalla,oruro,huachacalla,1418,Gobierno Autónomo Municipal de Huachacalla,Oruro,municipal,GAM,4567457.0,Litoral,Huachacalla,1650.0,1003.0,4011.0,2074.0,1937.0,1138.7327349788
Oruro,Litoral,Esmeralda,Esmeralda,1960-09-06,453,1968-11-20,-68.0881688091,-18.9457113011,Esmeralda,2.2275912670011166e-06,5,Oruro,Litoral,Esmeralda,oruro,esmeralda,1422,Gobierno Autónomo Municipal de Esmeralda,Oruro,municipal,GAM,4910318.0,Litoral,Esmeralda,952.0,2702.0,3882.0,1911.0,1971.0,1264.8938691396
Oruro,Abaroa,Santuario de Quillacas,Santuario de Quillacas,1903-10-16,ML,1962-01-12,-66.8133310274,-19.3194127464,Santuario de Quillacas,1.9760193481488386e-06,2,Oruro,Abaroa,Santuario de Quillacas,oruro,santuario de quillacas,1405,Gobierno Autónomo Municipal de Santuario de Quillacas,Oruro,municipal,GAM,11289263.0,Abaroa,Santuario de Quillacas,3305.0,4051.0,5161.0,2665.0,2496.0,2187.4177484984
Oruro,Ladislao Cabrera,Pampa Aullagas,Pampa Aullagas,1941-10-13,534,1983-02-16,-67.1651475482,-19.2314827169,Pampa Aullagas,2.3425523067999166e-06,6,Oruro,Ladislao Cabrera,Pampa Aullagas,oruro,pampa aullagas,1427,Gobierno Autónomo Municipal de Pampa Aullagas,Oruro,municipal,GAM,5151173.0,Ladislao Cabrera,Pampa Aullagas,2975.0,2973.0,3197.0,1661.0,1536.0,1611.2521113544
Oruro,SebastiÃ¡n Pagador,Santiago de Huari,Santiago de Huari,1984-04-01,625,1984-04-01,-66.5636782023,-19.164323072,Santiago de Huari,1.969342520169448e-06,2,Oruro,Sebastián Pagador,Santiago de Huari,oruro,santiago de huari,1412,Gobierno Autónomo Municipal de Santiago de Huari,Oruro,municipal,GAM,17800567.0,Sebastián Pagador,Santiago de Huari,10221.0,13283.0,13502.0,7249.0,6253.0,1318.3652051548
Oruro,PoopÃ³,PazÃ±a,PazÃ±a,1903-10-16,90,1961-01-06,-66.9129692281,-18.6134153228,PazÃ±a,2.8101665066060377e-06,9,Oruro,Poopó,Pazña,oruro,pazna,1409,Gobierno Autónomo Municipal de Pazña,Oruro,municipal,GAM,7223015.0,Poopó,Pazña,5469.0,5955.0,4251.0,2177.0,2074.0,1699.1331451423
Chuquisaca,Oropeza,Sucre,Sucre,1912-11-18,1669,1995-10-31,-65.2504826324,-18.9377064056,Sucre,2.387781250945409e-06,6,Chuquisaca,Oropeza,Sucre,chuquisaca,sucre,1101,Gobierno Autónomo Municipal de Sucre,Chuquisaca,municipal,GAM,536787240.0,Oropeza,Sucre,214913.0,261622.0,296746.0,142122.0,154624.0,1808.9114596321
Chuquisaca,YamparÃ¡ez,Tarabuco,Tarabuco,1912-11-18,ML,1912-11-18,-64.9098102481,-19.1214800592,Tarabuco,1.9497720131766982e-06,2,Chuquisaca,Yamparáez,Tarabuco,chuquisaca,tarabuco,1117,Gobierno Autónomo Municipal de Tarabuco,Chuquisaca,municipal,GAM,15379769.0,Yamparáez,Tarabuco,19554.0,16944.0,13323.0,6592.0,6731.0,1154.377317421
Chuquisaca,YamparÃ¡ez,YamparÃ¡ez,YamparÃ¡ez,1912-11-18,ML,1941-03-19,-65.0700314798,-19.2435381394,YamparÃ¡ez,2.021728505496867e-06,3,Chuquisaca,Yamparáez,Yamparáez,chuquisaca,yamparaez,1118,Gobierno Autónomo Municipal de Yamparáez,Chuquisaca,municipal,GAM,12312010.0,Yamparáez,Yamparáez,10013.0,10111.0,8480.0,4266.0,4214.0,1451.8879716981
Chuquisaca,Oropeza,Yotala,Yotala,1912-11-18,1669,1995-10-31,-65.2648469799,-19.2250382885,Yotala,2.533438191676396e-06,8,Chuquisaca,Oropeza,Yotala,chuquisaca,yotala,1102,Gobierno Autónomo Municipal de Yotala,Chuquisaca,municipal,GAM,12144616.0,Oropeza,Yotala,9497.0,9461.0,9256.0,4654.0,4602.0,1312.0803802939
PotosÃ­,Cornelio Saavedra,Tacobamba,Tacobamba,1925-11-06,ML,1948-12-08,-65.5540232184,-19.2132298173,Tacobamba,2.704993903535069e-06,8,Potosí,Cornelio Saavedra,Tacobamba,potosi,tacobamba,1510,Gobierno Autónomo Municipal de Tacobamba,Potosí,municipal,GAM,16412622.0,Cornelio Saavedra,Tacobamba,12754.0,11835.0,14366.0,7839.0,6527.0,1142.4628985104
PotosÃ­,Cornelio Saavedra,Betanzos,Villa de Betanzos,1925-11-06,ML,1925-11-06,-65.2276253499,-19.4582202275,Betanzos,2.172170979974908e-06,4,Potosí,Cornelio Saavedra,Betanzos,potosi,betanzos,1508,Gobierno Autónomo Municipal de Betanzos,Potosí,municipal,GAM,33608920.0,Cornelio Saavedra,Betanzos,36308.0,33922.0,31904.0,15953.0,15951.0,1053.4390672016
Chuquisaca,ZudÃ¡Ã±ez,Villa Ricardo Mugia - Icla,Icla,1917-12-05,ML,1948-11-22,-64.7463821267,-19.4653326388,Icla (R.Mujia),1.9621463707153453e-06,2,Chuquisaca,Zudáñez,Villa Ricardo Mugia - Icla,chuquisaca,icla,1109,Gobierno Autónomo Municipal de Icla,Chuquisaca,municipal,GAM,9947023.0,Zudáñez,Icla,8177.0,7774.0,9155.0,4681.0,4474.0,1086.5126160568
Oruro,Litoral,Cruz de Machacamarca,Cruz de Machacamarca,1960-09-06,508,1980-03-27,-68.3743890886,-18.7168138516,Cruz de Machacamarca,2.0855161437793868e-06,4,Oruro,Litoral,Cruz de Machacamarca,oruro,cruz de machacamarca,1420,Gobierno Autónomo Municipal de Cruz de Machacamarca,Oruro,municipal,GAM,3013700.0,Litoral,Cruz de Machacamarca,869.0,1967.0,1517.0,778.0,739.0,1986.6183256427
Pando,NicolÃ¡s SuÃ¡rez,Porvenir,Porvenir,1951-09-08,CSL,1938-09-24,-68.7936337665,-11.2383671199,Porvenir,3.7697375319112325e-06,10,Pando,Nicolás Suárez,Porvenir,pando,porvenir,1902,Gobierno Autónomo Municipal de Porvenir,Pando,municipal,GAM,19023658.0,Nicolás Suárez,Porvenir,3713.0,7948.0,9353.0,4654.0,4699.0,2033.9632203571
La Paz,Inquisivi,Colquiri,Colquiri,1919-11-12,CSL,1945-11-03,-66.9940201888,-17.4222241977,Colquiri,2.053350272035459e-06,3,La Paz,Inquisivi,Colquiri,la paz,colquiri,1221,Gobierno Autónomo Municipal de Colquiri,La Paz,municipal,GAM,29951096.0,Inquisivi,Colquiri,18351.0,19620.0,23505.0,12386.0,11119.0,1274.243607743
La Paz,Pacajes,Santiago de Callapa,Santiago de Callapa,1856-03-29,1555,1994-04-26,-68.3470863071,-17.4008861531,Santiago de Callapa,2.219434918515617e-06,5,La Paz,Pacajes,Santiago de Callapa,la paz,santiago de callapa,1245,Gobierno Autónomo Municipal de Santiago de Callapa,La Paz,municipal,GAM,7949954.0,Pacajes,Santiago de Callapa,8099.0,7289.0,8037.0,4177.0,3860.0,989.1693417942
Cochabamba,Cercado,Cochabamba,Cochabamba,1826-01-26,MDS,1826-01-26,-66.1686801616,-17.4251476077,Cochabamba,2.223478759333375e-06,5,Cochabamba,Cercado,Cochabamba,cochabamba,cochabamba,1301,Gobierno Autónomo Municipal de Cochabamba,Cochabamba,municipal,GAM,1632368430.0,Cercado,Cochabamba,517024.0,632013.0,665505.0,319373.0,346132.0,2452.8266955169
La Paz,General JosÃ© Manuel Pand,Catacora,Catacora,1986-04-29,849,1986-04-29,-69.4804557014,-17.2527907175,Catacora,2.2596566395804984e-06,6,La Paz,General José Manuel Pand,Catacora,la paz,catacora,1275,Gobierno Autónomo Municipal de Catacora,La Paz,municipal,GAM,4890386.0,General José Manuel Pando,Catacora,1735.0,2881.0,5351.0,2774.0,2577.0,913.9200149505
La Paz,Loayza,Yaco,Yaco,1899-05-29,CSDS,1938-02-18,-67.3987376447,-17.2401309977,Yaco,1.8573416582512436e-06,1,La Paz,Loayza,Yaco,la paz,yaco,1253,Gobierno Autónomo Municipal de Yaco,La Paz,municipal,GAM,15412548.0,Loayza,Yaco,7866.0,7315.0,12296.0,6560.0,5736.0,1253.4603122967
La Paz,Pacajes,Calacoto,Calacoto,1856-03-29,104,1961-10-20,-68.7719409866,-17.561889212,Calacoto,1.9610702111094724e-06,2,La Paz,Pacajes,Calacoto,la paz,calacoto,1240,Gobierno Autónomo Municipal de Calacoto,La Paz,municipal,GAM,11257213.0,Pacajes,Calacoto,8818.0,9879.0,12219.0,6262.0,5957.0,921.2875849087
Oruro,PoopÃ³,Antequera,Antequera,1903-10-16,535,1980-04-14,-66.7754252648,-18.5249436596,Antequera (Bolivar),2.431001803415711e-06,7,Oruro,Poopó,Antequera,oruro,antequera,1410,Gobierno Autónomo Municipal de Antequera,Oruro,municipal,GAM,10684771.0,Poopó,Antequera,3352.0,3264.0,3666.0,1898.0,1768.0,2914.5583742499
PotosÃ­,Rafael Bustillo,Llallagua,Llallagua,2009-06-17,CSL,1957-12-22,-66.5721350028,-18.3633877944,Llallagua,1.8235203924632515e-06,1,Potosí,Rafael Bustillo,Llallagua,potosi,llallagua,1507,Gobierno Autónomo Municipal de Llallagua,Potosí,municipal,GAM,60503562.0,Rafael Bustillo,Llallagua,36909.0,41104.0,41686.0,19749.0,21937.0,1451.4120328168
PotosÃ­,Alonso de IbÃ¡Ã±ez,Caripuyo,Caripuyo,1923-11-12,CSL,1938-11-10,-66.5932452329,-18.1802232051,Caripuyo,3.1054692044563126e-06,9,Potosí,Alonso de Ibáñez,Caripuyo,potosi,caripuyo,1527,Gobierno Autónomo Municipal de Caripuyo,Potosí,municipal,GAM,8798383.0,Alonso de Ibáñez,Caripuyo,9030.0,8704.0,8458.0,4656.0,3802.0,1040.2439110901
La Paz,Aroma,Collana,Collana,1945-11-23,823,1986-04-03,-68.3011802329,-16.903720427,Collana,4.38519373346935e-06,10,La Paz,Aroma,Collana,la paz,collana,1217,Gobierno Autónomo Municipal de Collana,La Paz,municipal,GAM,8833532.0,Aroma,Collana,2927.0,5042.0,5526.0,2729.0,2797.0,1598.5399927615
Oruro,Sur Carangas,Belen de Andamarca,Belen de Andamarca,1980-03-31,509,1980-03-31,-67.7498010357,-18.8920375314,Belen de Andamarca,2.5842664399533533e-06,8,Oruro,Sur Carangas,Belen de Andamarca,oruro,belen de andamarca,1425,Gobierno Autónomo Municipal de Belén de Andamarca,Oruro,municipal,GAM,3363289.0,Sur Carangas,Belén de Andamarca,1548.0,2016.0,3061.0,1569.0,1492.0,1098.754982032
Cochabamba,Punata,San Benito,Villa JosÃ© QuintÃ­n Mendoza,1872-01-24,ML,1948-10-29,-65.8789686107,-17.498199099,San Benito,2.4131479676725576e-06,7,Cochabamba,Punata,San Benito,cochabamba,san benito,1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),Cochabamba,municipal,GAM,25297045.0,Punata,San Benito,12720.0,13562.0,13054.0,6370.0,6684.0,1937.8768959706
Oruro,Carangas,Corque,Corque,1950-11-11,ML,1950-11-11,-67.7994522034,-18.4641491301,Corque,2.438946921756724e-06,7,Oruro,Carangas,Corque,oruro,corque,1414,Gobierno Autónomo Municipal de Corque,Oruro,municipal,GAM,17924466.0,Carangas,Corque,8548.0,9221.0,16101.0,8170.0,7931.0,1113.2517234954
Cochabamba,Campero,Aiquile,Aiquile,1899-07-08,MDS,1899-07-08,-65.1045067081,-18.3231029086,Aiquile,2.2378776520781685e-06,5,Cochabamba,Campero,Aiquile,cochabamba,aiquile,1307,Gobierno Autónomo Municipal de Aiquile,Cochabamba,municipal,GAM,25748151.0,Campero,Aiquile,26281.0,23267.0,23123.0,11513.0,11610.0,1113.5298620421
PotosÃ­,Alonso de IbÃ¡Ã±ez,Sacaca,Villa de Sacaca,1923-11-12,CSL,1923-11-12,-66.3436341661,-18.1176532286,Sacaca,3.282097623014124e-06,9,Potosí,Alonso de Ibáñez,Sacaca,potosi,sacaca,1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),Potosí,municipal,GAM,18065632.0,Alonso de Ibáñez,Sacaca,18725.0,19611.0,17205.0,9169.0,8036.0,1050.022202848
PotosÃ­,General Bilbao,Acasio,Acasio,1938-11-10,CSL,1938-11-10,-66.0144653737,-18.050003992,Acasio,1.883230879684561e-06,2,Potosí,General Bilbao,Acasio,potosi,acasio,1534,Gobierno Autónomo Municipal de Acasio,Potosí,municipal,GAM,4636348.0,General Bernardino Bilbao,Acasio,5764.0,6161.0,4471.0,2193.0,2278.0,1036.9823305748
Oruro,PantaleÃ³n Dalence,Huanuni,Villa de Huanuni,1990-11-19,CSL,1941-11-26,-66.765010495,-18.2626895054,Villa Huanuni,2.007483772104024e-06,3,Oruro,Pantaleón Dalence,Huanuni,oruro,huanuni,1406,Gobierno Autónomo Municipal de Huanuni,Oruro,municipal,GAM,30838958.0,Pantaleón Dalence,Huanuni,19428.0,24677.0,20118.0,10232.0,9886.0,1532.9037677702
La Paz,Pacajes,Corocoro,Corocoro,1856-03-29,MDS,1856-03-29,-68.4322348243,-17.1731345087,Corocoro,2.4908054001571145e-06,7,La Paz,Pacajes,Corocoro,la paz,corocoro,1238,Gobierno Autónomo Municipal de Corocoro,La Paz,municipal,GAM,15484722.0,Pacajes,Corocoro,11813.0,10647.0,13551.0,6965.0,6586.0,1142.6995793668
La Paz,General JosÃ© Manuel Pand,Santiago de Machaca,Santiago de Machaca,1986-04-29,849,1986-04-29,-69.2706147403,-17.1895208124,Santiago de Machaca,1.8895777884608833e-06,2,La Paz,General José Manuel Pand,Santiago de Machaca,la paz,santiago de machaca,1274,Gobierno Autónomo Municipal de Santiago de Machaca,La Paz,municipal,GAM,11705478.0,General José Manuel Pando,Santiago de Machaca,4402.0,4593.0,6805.0,3408.0,3397.0,1720.1290227774
Oruro,PantaleÃ³n Dalence,Machacamarca,Machacamarca,1990-11-19,1206,1990-11-19,-66.9744795254,-18.1532895953,Machacamarca,2.699174501685775e-06,8,Oruro,Pantaleón Dalence,Machacamarca,oruro,machacamarca,1407,Gobierno Autónomo Municipal de Machacamarca,Oruro,municipal,GAM,8232802.0,Pantaleón Dalence,Machacamarca,4180.0,4820.0,6120.0,3069.0,3051.0,1345.2290849673
PotosÃ­,General Bilbao,Arampampa,Arampampa,1938-11-10,CSL,1938-11-10,-66.1259235733,-17.9452662594,Arampampa,2.8420959097275045e-06,9,Potosí,General Bilbao,Arampampa,potosi,arampampa,1533,Gobierno Autónomo Municipal de Arampampa,Potosí,municipal,GAM,3773629.0,General Bernardino Bilbao,Arampampa,4859.0,4170.0,3666.0,1930.0,1736.0,1029.3587015821
Cochabamba,Esteban Arze,Sacabamba,Sacabamba,1950-11-10,1195,1990-11-01,-65.786263981,-17.7764392712,Sacabamba,2.180801175200031e-06,5,Cochabamba,Esteban Arze,Sacabamba,cochabamba,sacabamba,1323,Gobierno Autónomo Municipal de Sacabamba,Cochabamba,municipal,GAM,4648017.0,Esteban Arze,Sacabamba,4718.0,4366.0,4987.0,2516.0,2471.0,932.0266693403
Cochabamba,Esteban Arze,Anzaldo,Villa de Anzaldo,1950-11-10,ML,1914-11-24,-65.9166998216,-17.8436630605,Anzaldo,2.370936726947548e-06,6,Cochabamba,Esteban Arze,Anzaldo,cochabamba,anzaldo,1321,Gobierno Autónomo Municipal de Anzaldo,Cochabamba,municipal,GAM,7446837.0,Esteban Arze,Anzaldo,9126.0,7192.0,7335.0,3603.0,3732.0,1015.2470347648
Cochabamba,GermÃ¡n JordÃ¡n,Toco,Toco,1945-11-13,CSDL,1956-04-03,-65.9204866923,-17.6474732512,Toko,2.2608135168411536e-06,6,Cochabamba,Germán Jordán,Toco,cochabamba,toco,1325,Gobierno Autónomo Municipal de Toco,Cochabamba,municipal,GAM,10016954.0,Germán Jordán,Toco,6705.0,7057.0,7382.0,3740.0,3642.0,1356.9431048496
Cochabamba,Punata,Villa Gualberto Villarroel,Villa Gualberto Villarroel,1872-01-24,904,1986-12-11,-65.7710675441,-17.6900107349,Cuchumuela (V. G.Villarroel),2.2489250568469288e-06,5,Cochabamba,Punata,Villa Gualberto Villarroel,cochabamba,villa gualberto villarroel,1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,Cochabamba,municipal,GAM,4771498.0,Punata,Villa Gualberto Villarroel,1942.0,2768.0,3822.0,1901.0,1921.0,1248.429618001
Cochabamba,Punata,Tacachi,Tacachi,1872-01-24,531,1983-02-04,-65.7885213397,-17.6380003189,Tacachi,2.2489250568469288e-06,5,Cochabamba,Punata,Tacachi,cochabamba,tacachi,1318,Gobierno Autónomo Municipal de Tacachi,Cochabamba,municipal,GAM,1363498.0,Punata,Tacachi,1076.0,1303.0,1287.0,645.0,642.0,1059.439005439
Cochabamba,Punata,Villa Rivero,Villa Rivero,1872-01-24,ML,1915-10-12,-65.8527767361,-17.6482572313,Villa Rivero,2.2489250568469288e-06,5,Cochabamba,Punata,Villa Rivero,cochabamba,villa rivero,1316,Gobierno Autónomo Municipal de Villa Rivero,Cochabamba,municipal,GAM,8682894.0,Punata,Villa Rivero,5857.0,8135.0,8599.0,4197.0,4402.0,1009.7562507268
Cochabamba,GermÃ¡n JordÃ¡n,Cliza,Cliza,1945-11-13,ML,1914-11-24,-65.9366933103,-17.5819403873,Cliza,2.290790234837914e-06,6,Cochabamba,Germán Jordán,Cliza,cochabamba,cliza,1324,Gobierno Autónomo Municipal de Cliza,Cochabamba,municipal,GAM,36582558.0,Germán Jordán,Cliza,19747.0,21899.0,21155.0,10373.0,10782.0,1729.2629638383
Cochabamba,Arque,Tacopaya,Tacopaya,1908-10-01,CSL,1941-09-30,-66.6258990692,-17.826511966,Tacopaya,3.0168243938533124e-06,9,Cochabamba,Arque,Tacopaya,cochabamba,tacopaya,1339,Gobierno Autónomo Municipal de Tacopaya,Cochabamba,municipal,GAM,10749066.0,Arque,Tacopaya,11658.0,10253.0,10750.0,5726.0,5024.0,999.9131162791
Oruro,Cercado,El Choro,El Choro,1868-10-07,576,1983-10-20,-67.1747060493,-18.2642337695,El Choro,2.6946272555505857e-06,8,Oruro,Cercado,El Choro,oruro,el choro,1403,Gobierno Autónomo Municipal de El Choro,Oruro,municipal,GAM,11860727.0,Cercado,El Choro,5710.0,8725.0,9997.0,5118.0,4879.0,1186.4286285886
Oruro,SaucarÃ­,Toledo,Toledo,1963-11-23,262,1963-11-23,-67.4132013067,-18.2756280455,Toledo,2.7363846584194107e-06,8,Oruro,Saucarí,Toledo,oruro,toledo,1423,Gobierno Autónomo Municipal de Toledo,Oruro,municipal,GAM,13414809.0,Saucarí,Toledo,7763.0,10149.0,12202.0,6236.0,5966.0,1099.3942796263
Cochabamba,Capinota,SantivaÃ±ez,Villa SantivaÃ±ez,1908-10-01,ML,1908-10-01,-66.21801821,-17.573589014,SantivaÃ±ez,3.591107542888494e-06,10,Cochabamba,Capinota,Santivañez,cochabamba,santivanez,1328,Gobierno Autónomo Municipal de Santivañez,Cochabamba,municipal,GAM,11361634.0,Capinota,Santiváñez,6402.0,6527.0,7940.0,3966.0,3974.0,1430.9362720403
Oruro,Cercado,Paria,Soracachi,1868-10-07,460,2013-12-19,-66.9359492214,-17.857730673,Soracachi,2.160150643248926e-06,4,Oruro,Cercado,Paria,oruro,paria,1435,Gobierno Autónomo Municipal de Soracachi,Oruro,municipal,GAM,27060543.0,Cercado,Paria,13978.0,12846.0,15764.0,8057.0,7707.0,1716.603844202
La Paz,Gualberto Villarroel,Chacarilla,Chacarilla,1962-12-31,235,1962-12-31,-68.1697611869,-17.5482749349,Chacarilla,2.159583345928695e-06,4,La Paz,Gualberto Villarroel,Chacarilla,la paz,chacarilla,1273,Gobierno Autónomo Municipal de Chacarilla,La Paz,municipal,GAM,2174255.0,Gualberto Villarroel,Chacarilla,1566.0,2004.0,2052.0,1090.0,962.0,1059.578460039
Cochabamba,GermÃ¡n JordÃ¡n,Tolata,Tolata,1945-11-13,1492,1993-09-16,-66.0027030562,-17.5266950606,Tolata,2.3859086013544584e-06,6,Cochabamba,Germán Jordán,Tolata,cochabamba,tolata,1326,Gobierno Autónomo Municipal de Tolata,Cochabamba,municipal,GAM,15289728.0,Germán Jordán,Tolata,5316.0,5542.0,8687.0,4598.0,4089.0,1760.0699896397
Cochabamba,Esteban Arze,Arbieto,Arbieto,1950-11-10,563,1983-09-20,-66.0650641896,-17.5582753278,Arbieto,2.3824204617994837e-06,6,Cochabamba,Esteban Arze,Arbieto,cochabamba,arbieto,1322,Gobierno Autónomo Municipal de Arbieto,Cochabamba,municipal,GAM,35523205.0,Esteban Arze,Arbieto,9438.0,17445.0,29375.0,14187.0,15188.0,1209.3005957447
La Paz,Gualberto Villarroel,Papel Pampa,Papel Pampa,1962-12-31,235,1962-12-31,-67.7095447501,-17.6972702962,Papel Pampa,2.2532033199240686e-06,5,La Paz,Gualberto Villarroel,Papel Pampa,la paz,papel pampa,1272,Gobierno Autónomo Municipal de Papel Pampa,La Paz,municipal,GAM,7269599.0,Gualberto Villarroel,Papel Pampa,6053.0,7003.0,6649.0,3558.0,3091.0,1093.3371935629
Pando,NicolÃ¡s SuÃ¡rez,Cobija,Cobija,1951-09-08,1669,1995-10-31,-68.872017806,-11.0792699162,Cobija,1.4338913388201036e-05,10,Pando,Nicolás Suárez,Cobija,pando,cobija,1901,Gobierno Autónomo Municipal de Cobija,Pando,municipal,GAM,146104616.0,Nicolás Suárez,Cobija,22324.0,46267.0,55114.0,28121.0,26993.0,2650.9528613419
La Paz,Aroma,Calamarca,Calamarca,1945-11-23,CSL,1948-12-21,-68.1124294585,-16.8904621363,Calamarca,2.961641939691617e-06,9,La Paz,Aroma,Calamarca,la paz,calamarca,1214,Gobierno Autónomo Municipal de Calamarca,La Paz,municipal,GAM,37537262.0,Aroma,Calamarca,12112.0,12413.0,15327.0,7744.0,7583.0,2449.0938866053
La Paz,Aroma,Colquencha,Colquencha,1945-11-23,1214,1990-12-14,-68.2569732273,-16.9918965684,Colquencha,3.4346630854997784e-06,10,La Paz,Aroma,Colquencha,la paz,colquencha,1216,Gobierno Autónomo Municipal de Colquencha,La Paz,municipal,GAM,12947346.0,Aroma,Colquencha,8020.0,9879.0,12490.0,6312.0,6178.0,1036.6169735789
La Paz,Larecaja,Combaya,Combaya,1826-10-18,1089,1989-02-21,-68.7534058325,-15.8159310384,Combaya,1.7277092183576315e-06,1,La Paz,Larecaja,Combaya,la paz,combaya,1231,Gobierno Autónomo Municipal de Combaya,La Paz,municipal,GAM,3478989.0,Larecaja,Combaya,2691.0,3731.0,3529.0,1852.0,1677.0,985.8285633324
La Paz,Nor Yungas,Coroico,Coroico,1899-07-01,CSDS,1899-07-01,-67.7725586188,-16.162454603,Coroico,1.9884644189005485e-06,3,La Paz,Nor Yungas,Coroico,la paz,coroico,1265,Gobierno Autónomo Municipal de Coroico,La Paz,municipal,GAM,27925251.0,Nor Yungas,Coroico,12237.0,19397.0,27711.0,14271.0,13440.0,1007.7316228213
La Paz,Nor Yungas,Coripata,Coripata,1899-07-01,CSDS,1899-07-01,-67.567327512,-16.209048406,Coripata,1.6765378632044303e-06,1,La Paz,Nor Yungas,Coripata,la paz,coripata,1266,Gobierno Autónomo Municipal de Coripata,La Paz,municipal,GAM,27291772.0,Nor Yungas,Coripata,11444.0,16930.0,23530.0,12072.0,11458.0,1159.8713132172
Cochabamba,Arani,Arani,Arani,1914-11-24,CSL,1914-11-24,-65.7265704639,-17.5927234328,Arani,2.1316791389836e-06,4,Cochabamba,Arani,Arani,cochabamba,arani,1336,Gobierno Autónomo Municipal de Arani,Cochabamba,municipal,GAM,14051831.0,Arani,Arani,11542.0,9504.0,11183.0,5392.0,5791.0,1256.535008495
Cochabamba,Punata,Punata,Villa Punata,1872-01-24,ML,1900-01-19,-65.8314316534,-17.5492548092,Punata,2.257347432532697e-06,6,Cochabamba,Punata,Punata,cochabamba,punata,1315,Gobierno Autónomo Municipal de Punata,Cochabamba,municipal,GAM,62651031.0,Punata,Punata,26140.0,28887.0,35248.0,16528.0,18720.0,1777.4350601453
La Paz,Pacajes,Nazacara de Pacajes,Nazacara de Pacajes,1856-03-29,1540,1994-03-17,-68.7575683859,-16.9264537666,Nazacara de Pacajes,2.056511902992497e-06,3,La Paz,Pacajes,Nazacara de Pacajes,la paz,nazacara de pacajes,1244,Gobierno Autónomo Municipal de Nazacara de Pacajes,La Paz,municipal,GAM,3711909.0,Pacajes,Nazacara de Pacajes,267.0,619.0,4022.0,2050.0,1972.0,922.9012928891
La Paz,Pacajes,Caquiaviri,Caquiaviri,1856-03-29,ML,1959-12-14,-68.8177949459,-17.0852686111,Caquiaviri,2.2793071821070043e-06,6,La Paz,Pacajes,Caquiaviri,la paz,caquiaviri,1239,Gobierno Autónomo Municipal de Caquiaviri,La Paz,municipal,GAM,14233739.0,Pacajes,Caquiaviri,11901.0,14687.0,15570.0,7851.0,7719.0,914.1771997431
La Paz,Loayza,Luribay,Luribay,1899-05-29,CSDS,1899-05-29,-67.6347981638,-17.0938695975,Luribay,2.0766124180227052e-06,3,La Paz,Loayza,Luribay,la paz,luribay,1251,Gobierno Autónomo Municipal de Luribay,La Paz,municipal,GAM,10677161.0,Loayza,Luribay,9004.0,11139.0,10703.0,5464.0,5239.0,997.5858170606
La Paz,Loayza,Malla,Malla,1899-05-29,461,1969-01-24,-67.426816094,-17.0114433363,Malla,1.7366736528856563e-06,1,La Paz,Loayza,Malla,la paz,malla,1254,Gobierno Autónomo Municipal de Malla,La Paz,municipal,GAM,7739622.0,Loayza,Malla,3733.0,5180.0,5297.0,2884.0,2413.0,1461.1330942043
La Paz,Pacajes,Comanche,Comanche,1856-03-29,539,1983-03-02,-68.4501625276,-16.9504409325,Comanche,3.7858098949072883e-06,10,La Paz,Pacajes,Comanche,la paz,comanche,1241,Gobierno Autónomo Municipal de Comanche,La Paz,municipal,GAM,5349775.0,Pacajes,Comanche,3862.0,3880.0,5238.0,2547.0,2691.0,1021.3392516228
La Paz,Loayza,Sapahaqui,Sapahaqui,1899-05-29,CSL,1915-11-25,-67.8359722699,-16.9535815365,Sapahaqui,2.168810397051857e-06,4,La Paz,Loayza,Sapahaqui,la paz,sapahaqui,1252,Gobierno Autónomo Municipal de Sapahaqui,La Paz,municipal,GAM,20042207.0,Loayza,Sapahaqui,11790.0,12484.0,16497.0,8322.0,8175.0,1214.900103049
