status,departamento_pob2021,municipio_pob2021,pob2021_key,poblacion_proyectada_2021,codigo_entidad,nombre_entidad,departamento_sigep,grupo_eta,tipo
match_contiene,Potosí,Chuquihuta,chuquihuta,8281,1540,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,Potosí,GAM,municipal
match_exacto,Potosí,Betanzos,betanzos,32648,1508,Gobierno Autónomo Municipal de Betanzos,Potosí,GAM,municipal
match_exacto,Potosí,Chaquí,chaqui,8770,1509,Gobierno Autónomo Municipal de Chaqui,Potosí,GAM,municipal
match_exacto,Potosí,Tacobamba,tacobamba,9416,1510,Gobierno Autónomo Municipal de Tacobamba,Potosí,GAM,municipal
match_exacto,Potosí,Colquechaca,colquechaca,35935,1511,Gobierno Autónomo Municipal de Colquechaca,Potosí,GAM,municipal
match_exacto,Potosí,Ravelo,ravelo,18474,1512,Gobierno Autónomo Municipal de Ravelo,Potosí,GAM,municipal
match_exacto,Potosí,Pocoata,pocoata,25587,1513,Gobierno Autónomo Municipal de Pocoata,Potosí,GAM,municipal
match_exacto,Potosí,Ocurí,ocuri,15555,1514,Gobierno Autónomo Municipal de Ocurí,Potosí,GAM,municipal
match_exacto,Potosí,S.P. De Buena Vista,san pedro de buena vista,30288,1515,Gobierno Autónomo Municipal de San Pedro de Buena Vista,Potosí,GAM,municipal
match_exacto,Potosí,Toro Toro,toro toro,12347,1516,Gobierno Autónomo Municipal de Toro Toro,Potosí,GAM,municipal
match_exacto,Potosí,Cotagaita,cotagaita,25950,1517,Gobierno Autónomo Municipal de Cotagaita,Potosí,GAM,municipal
match_exacto,Potosí,Vitichi,vitichi,9195,1518,Gobierno Autónomo Municipal de Vitichi,Potosí,GAM,municipal
match_contiene,Potosí,Villa deSacaca,sacaca,19991,1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),Potosí,GAM,municipal
match_exacto,Potosí,Caripuyo,caripuyo,9193,1527,Gobierno Autónomo Municipal de Caripuyo,Potosí,GAM,municipal
match_exacto,Potosí,Tupiza,tupiza,51269,1519,Gobierno Autónomo Municipal de Tupiza,Potosí,GAM,municipal
match_exacto,Potosí,Atocha,atocha,12710,1520,Gobierno Autónomo Municipal de Atocha,Potosí,GAM,municipal
match_contiene,Potosí,Colcha K,colcha k,13122,1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",Potosí,GAM,municipal
match_exacto,Potosí,San Pedro de Quemes,san pedro de quemes,759,1522,Gobierno Autónomo Municipal de San Pedro de Quemes,Potosí,GAM,municipal
match_exacto,Potosí,San Pablo de Lipez,san pablo de lipez,3373,1523,Gobierno Autónomo Municipal de San Pablo de Lípez,Potosí,GAM,municipal
match_exacto,Potosí,Mojinete,mojinete,861,1524,Gobierno Autónomo Municipal de Mojinete,Potosí,GAM,municipal
match_exacto,Potosí,San Antonio de Esmoruco,san antonio de esmoruco,2233,1525,Gobierno Autónomo Municipal de San Antonio de Esmoruco,Potosí,GAM,municipal
match_contiene,Potosí,Puna,puna,20017,1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),Potosí,GAM,municipal
match_exacto,Potosí,Caiza D,caiza d,10567,1529,"Gobierno Autónomo Municipal de Caiza ""D""",Potosí,GAM,municipal
match_exacto,Potosí,Ckochas,ckochas,16199,1539,Gobierno Autónomo Municipal de Ckochas,Potosí,GAM,municipal
match_exacto,Potosí,Uyuni,uyuni,37188,1530,Gobierno Autónomo Municipal de Uyuni,Potosí,GAM,municipal
match_exacto,Potosí,Tomave,tomave,13278,1531,Gobierno Autónomo Municipal de Tomave,Potosí,GAM,municipal
match_exacto,Potosí,Porco,porco,13034,1532,Gobierno Autónomo Municipal de Porco,Potosí,GAM,municipal
match_exacto,Potosí,Arampampa,arampampa,4771,1533,Gobierno Autónomo Municipal de Arampampa,Potosí,GAM,municipal
match_exacto,Potosí,Acasio,acasio,5646,1534,Gobierno Autónomo Municipal de Acasio,Potosí,GAM,municipal
match_exacto,Potosí,Llica,llica,4188,1535,Gobierno Autónomo Municipal de Llica,Potosí,GAM,municipal
match_exacto,Potosí,Tahua,tahua,1730,1536,Gobierno Autónomo Municipal de Tahua,Potosí,GAM,municipal
match_exacto,Potosí,Villazón,villazon,46757,1537,Gobierno Autónomo Municipal de Villazón,Potosí,GAM,municipal
match_exacto,Potosí,San Agustín,san agustin,2022,1538,Gobierno Autónomo Municipal de San Agustín,Potosí,GAM,municipal
match_exacto,Tarija,Tarija,tarija,267378,1601,Gobierno Autónomo Municipal de Tarija,Tarija,GAM,municipal
match_exacto,Tarija,Padcaya,padcaya,19040,1602,Gobierno Autónomo Municipal de Padcaya,Tarija,GAM,municipal
match_exacto,Tarija,Bermejo,bermejo,43269,1603,Gobierno Autónomo Municipal de Bermejo,Tarija,GAM,municipal
match_exacto,Tarija,Yacuiba,yacuiba,108578,1604,Gobierno Autónomo Municipal de Yacuiba,Tarija,GAM,municipal
match_exacto,Tarija,Caraparí,carapari,16367,1605,Gobierno Autónomo Municipal de Caraparí,Tarija,GAM,municipal
match_exacto,Tarija,Villamontes,villamontes,54314,1606,Gobierno Autónomo Municipal de Villamontes,Tarija,GAM,municipal
match_contiene,Tarija,Uriondo,uriondo,16127,1607,Gobierno Autónomo Municipal de Uriondo (Concepción),Tarija,GAM,municipal
match_exacto,Tarija,Yunchará,yunchara,5736,1608,Gobierno Autónomo Municipal de Yunchara,Tarija,GAM,municipal
match_manual,Tarija,Villa San Lorenzo,villa san lorenzo,25504,1609,Gobierno Autónomo Municipal de San Lorenzo,Tarija,GAM,municipal
match_exacto,Tarija,El Puente,el puente,11774,1610,Gobierno Autónomo Municipal de El Puente,Tarija,GAM,municipal
match_exacto,Tarija,Entre Ríos,entre rios,23741,1611,Gobierno Autónomo Municipal de Entre Ríos,Tarija,GAM,municipal
match_exacto,Santa Cruz,Santa Cruz de la Sierra,santa cruz de la sierra,1867673,1701,Gobierno Autónomo Municipal de Santa Cruz de La Sierra,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Cotoca,cotoca,76922,1702,Gobierno Autónomo Municipal de Cotoca,Santa Cruz,GAM,municipal
match_contiene,Santa Cruz,Porongo,porongo,14401,1703,Gobierno Autónomo Municipal de Porongo (Ayacucho),Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,La Guardia,la guardia,111525,1704,Gobierno Autónomo Municipal de La Guardia,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,El Torno,el torno,69682,1705,Gobierno Autónomo Municipal de El Torno,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Warnes,warnes,139297,1706,Gobierno Autónomo Municipal de Warnes,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Okinawa Uno,okinawa uno,13896,1748,Gobierno Autónomo Municipal de Okinawa Uno,Santa Cruz,GAM,municipal
match_contiene,Santa Cruz,San Ignacio de Velasco,san ignacio de velasco,67594,1707,Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco),Santa Cruz,GAM,municipal
match_contiene,Santa Cruz,San Miguel de Velasco,san miguel de velasco,12973,1708,Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco),Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Rafael,san rafael,6487,1709,Gobierno Autónomo Municipal de San Rafael,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Buena Vista,buena vista,14764,1710,Gobierno Autónomo Municipal de Buena Vista,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Carlos,san carlos,24426,1711,Gobierno Autónomo Municipal de San Carlos,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Yapacaní,yapacani,60091,1712,Gobierno Autónomo Municipal de Yapacaní,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Juan de Yapacani,san juan,10089,1752,Gobierno Autónomo Municipal de San Juan,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Joséde Chiquitos,san jose de chiquitos,32043,1713,Gobierno Autónomo Municipal de San José,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Pailón,pailon,43867,1714,Gobierno Autónomo Municipal de Pailón,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Roboré,robore,18936,1715,Gobierno Autónomo Municipal de Roboré,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Portachuelo,portachuelo,35521,1716,Gobierno Autónomo Municipal de Portachuelo,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Santa Rosa del Sara,santa rosa del sara,19163,1717,Gobierno Autónomo Municipal de Santa Rosa del Sara,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Colpa Belgica,colpa belgica,6880,1756,Gobierno Autónomo Municipal de Colpa Bélgica,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Lagunillas,lagunillas,6478,1718,Gobierno Autónomo Municipal de Lagunillas,Santa Cruz,GAM,municipal
match_contiene,Santa Cruz,Charagua,charagua,36651,3701,Gobierno Autónomo Indígena Originario Campesino de Charagua Iyambae,Santa Cruz,GAIOC,indigena_originario_campesino
match_exacto,Santa Cruz,Cabezas,cabezas,29641,1720,Gobierno Autónomo Municipal de Cabezas,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Cuevo,cuevo,5015,1721,Gobierno Autónomo Municipal de Cuevo,Santa Cruz,GAM,municipal
match_manual,Santa Cruz,Gutiérrez,gutierrez,15759,3702,Gobierno Autónomo Indígena Guaraní Kereimba Iyaambae,Santa Cruz,GAIOC,indigena_originario_campesino
match_exacto,Santa Cruz,Camiri,camiri,42164,1723,Gobierno Autónomo Municipal de Camiri,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Boyuibe,boyuibe,5273,1724,Gobierno Autónomo Municipal de Boyuibe,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Vallegrande,vallegrande,18418,1725,Gobierno Autónomo Municipal de Vallegrande,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Trigal,trigal,1593,1726,Gobierno Autónomo Municipal de Trigal,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Moro Moro,moromoro,2599,1727,Gobierno Autónomo Municipal de Moro Moro,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Postrer Valle,postrervalle,2086,1728,Gobierno Autónomo Municipal de Postrer Valle,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Pucara,pucara,1753,1729,Gobierno Autónomo Municipal de Pucara,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Samaipata,samaipata,10616,1730,Gobierno Autónomo Municipal de Samaipata,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Pampa Grande,pampa grande,9811,1731,Gobierno Autónomo Municipal de Pampa Grande,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Mairana,mairana,12823,1732,Gobierno Autónomo Municipal de Mairana,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Quirusillas,quirusillas,2176,1733,Gobierno Autónomo Municipal de Quirusillas,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Montero,montero,144620,1734,Gobierno Autónomo Municipal de Montero,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Gral. Saavedra,general agustin saavedra,17372,1735,Gobierno Autónomo Municipal de General Agustín Saavedra,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Mineros,mineros,28103,1736,Gobierno Autónomo Municipal de Mineros,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Fernández Alonso,fernandez alonso,14745,1753,Gobierno Autónomo Municipal de Fernández Alonso,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Pedro,san pedro,17505,1754,Gobierno Autónomo Municipal de San Pedro,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Concepción,concepcion,25863,1737,Gobierno Autónomo Municipal de Concepción,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Javier,san javier,17406,1738,Gobierno Autónomo Municipal de San Javier,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Ramón,san ramon,9671,1750,Gobierno Autónomo Municipal de San Ramón,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Julián,san julian,54814,1739,Gobierno Autónomo Municipal de San Julián,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Antonio de Lomerío,san antonio de lomerio,6976,1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Cuatro Cañadas,cuatro canadas,25971,1755,Gobierno Autónomo Municipal de Cuatro Cañadas,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,San Matías,san matias,17697,1740,Gobierno Autónomo Municipal de San Matías,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Comarapa,comarapa,19745,1741,Gobierno Autónomo Municipal de Comarapa,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Saipina,saipina,7317,1742,Gobierno Autónomo Municipal de Saipina,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Puerto Suarez,puerto suarez,22906,1743,Gobierno Autónomo Municipal de Puerto Suárez,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Puerto Quijarro,puerto quijarro,19197,1744,Gobierno Autónomo Municipal de Puerto Quijarro,Santa Cruz,GAM,municipal
match_contiene,Santa Cruz,Carmen Rivero Torrez,carmen rivero torrez,7002,1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Ascensión de Guarayos,ascencion de guarayos,35132,1745,Gobierno Autónomo Municipal de Ascención de Guarayos,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,Urubichá,urubicha,8068,1746,Gobierno Autónomo Municipal de Urubicha,Santa Cruz,GAM,municipal
match_exacto,Santa Cruz,El Puente,el puente,14181,1747,Gobierno Autónomo Municipal de El Puente,Santa Cruz,GAM,municipal
match_exacto,Beni,Trinidad,trinidad,162710,1801,Gobierno Autónomo Municipal de Trinidad,Beni,GAM,municipal
match_exacto,Beni,San Javier,san javier,4022,1802,Gobierno Autónomo Municipal de San Javier,Beni,GAM,municipal
match_exacto,Beni,Riberalta,riberalta,113104,1803,Gobierno Autónomo Municipal de Riberalta,Beni,GAM,municipal
match_exacto,Beni,Guayaramerín,guayaramerin,50288,1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,Beni,GAM,municipal
match_exacto,Beni,Reyes,reyes,11750,1806,Gobierno Autónomo Municipal de Reyes,Beni,GAM,municipal
match_exacto,Beni,San Borja,san borja,41400,1808,Gobierno Autónomo Municipal de San Borja,Beni,GAM,municipal
match_exacto,Beni,Santa Rosa,santa rosa,10204,1809,Gobierno Autónomo Municipal de Santa Rosa,Beni,GAM,municipal
match_contiene,Beni,Rurrenabaque,rurrenabaque,21242,1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,GAM,municipal
match_manual,Beni,Santa Ana de Yacuma,santa ana de yacuma,18465,1810,Gobierno Autónomo Municipal de Santa Ana,Beni,GAM,municipal
match_exacto,Beni,Exaltación,exaltacion,4152,1820,Gobierno Autónomo Municipal de Exaltación,Beni,GAM,municipal
match_exacto,Beni,San Ignacio,san ignacio,20715,1811,Gobierno Autónomo Municipal de San Ignacio,Beni,GAM,municipal
match_exacto,Beni,Loreto,loreto,2878,1812,Gobierno Autónomo Municipal de Loreto,Beni,GAM,municipal
match_exacto,Beni,San Andrés,san andres,12426,1813,Gobierno Autónomo Municipal de San Andrés,Beni,GAM,municipal
match_exacto,Beni,San Joaquín,san joaquin,6051,1814,Gobierno Autónomo Municipal de San Joaquín,Beni,GAM,municipal
match_exacto,Beni,San Ramón,san ramon,5217,1815,Gobierno Autónomo Municipal de San Ramón,Beni,GAM,municipal
match_exacto,Beni,Puerto Siles,puerto siles,1110,1816,Gobierno Autónomo Municipal de Puerto Síles,Beni,GAM,municipal
match_exacto,Beni,Magdalena,magdalena,12033,1817,Gobierno Autónomo Municipal de Magdalena,Beni,GAM,municipal
match_exacto,Beni,Baures,baures,5343,1818,Gobierno Autónomo Municipal de Baures,Beni,GAM,municipal
match_exacto,Beni,Huacaraje,huacaraje,3985,1819,Gobierno Autónomo Municipal de Huacaraje,Beni,GAM,municipal
match_exacto,Pando,Cobija,cobija,88064,1901,Gobierno Autónomo Municipal de Cobija,Pando,GAM,municipal
match_exacto,Pando,Porvenir,porvenir,7866,1902,Gobierno Autónomo Municipal de Porvenir,Pando,GAM,municipal
match_exacto,Pando,Bolpebra,bolpebra,2347,1903,Gobierno Autónomo Municipal de Bolpebra,Pando,GAM,municipal
match_exacto,Pando,Bella Flor,bella flor,3907,1904,Gobierno Autónomo Municipal de Bella Flor,Pando,GAM,municipal
match_exacto,Pando,Puerto Rico,puerto rico,10480,1905,Gobierno Autónomo Municipal de Puerto Rico,Pando,GAM,municipal
match_exacto,Pando,San Pedro,san pedro,1710,1906,Gobierno Autónomo Municipal de San Pedro,Pando,GAM,municipal
match_exacto,Pando,Filadelfia,filadelfia,7837,1907,Gobierno Autónomo Municipal de Filadelfia,Pando,GAM,municipal
match_exacto,Pando,Puerto Gonzales Moreno,puerto gonzalo moreno,7038,1908,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,Pando,GAM,municipal
match_exacto,Pando,San Lorenzo,san lorenzo,9016,1909,Gobierno Autónomo Municipal de San Lorenzo,Pando,GAM,municipal
match_exacto,Pando,Sena,sena,7899,1910,Gobierno Autónomo Municipal de Sena,Pando,GAM,municipal
match_contiene,Pando,Santa Rosa,santa rosa,2651,1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,GAM,municipal
match_contiene,Pando,Ingavi,ingavi,2408,1912,Gobierno Autónomo Municipal de Ingavi (Humaita),Pando,GAM,municipal
match_exacto,Pando,Nueva Esperanza,nueva esperanza,1749,1913,Gobierno Autónomo Municipal de Nueva Esperanza,Pando,GAM,municipal
match_exacto,Pando,Villa Nueva - Loma Alta,villa nueva loma alta,3096,1914,Gobierno Autónomo Municipal de Villa Nueva (Loma Alta),Pando,GAM,municipal
match_exacto,Pando,Santos Mercado,santos mercado,2608,1915,Gobierno Autónomo Municipal de Santos Mercado,Pando,GAM,municipal
