status,departamento_nbi,provincia_nbi,municipio_nbi,nbi_key,codigo_entidad,nombre_entidad,departamento_sigep,grupo_eta,tipo,nbi_inadecuados_materiales_vivienda,nbi_insuficientes_espacios_vivienda,nbi_inadecuados_agua_saneamiento,nbi_inadecuados_insumos_energeticos,nbi_insuficiencia_educacion,nbi_inadecuada_atencion_salud,nbi_no_pobre_pct,nbi_necesidades_basicas_satisfechas_pct,nbi_umbral_pct,nbi_pobre_pct,nbi_pobre_moderada_pct,nbi_pobre_indigente_pct,nbi_pobre_marginal_pct
match_contiene,POTOSÍ,Alonso de Ibáñez,Sacaca,sacaca,1526,Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca),Potosí,GAM,municipal,10978,9295,12294,11572,10220,4301,22.0,7.0,15.1,78.0,60.1,17.5,0.4
match_exacto,POTOSÍ,Alonso de Ibáñez,Caripuyo,caripuyo,1527,Gobierno Autónomo Municipal de Caripuyo,Potosí,GAM,municipal,5047,4663,7111,6797,5157,2660,16.5,3.6,13.0,83.5,65.2,18.1,0.2
match_exacto,POTOSÍ,Sur Chichas,Tupiza,tupiza,1519,Gobierno Autónomo Municipal de Tupiza,Potosí,GAM,municipal,8252,22863,9039,8039,15075,3988,77.9,33.3,44.6,22.1,19.9,2.1,0.0
match_exacto,POTOSÍ,Sur Chichas,Atocha,atocha,1520,Gobierno Autónomo Municipal de Atocha,Potosí,GAM,municipal,1224,4847,5641,469,2332,451,88.5,46.1,42.5,11.5,9.8,1.6,0.0
match_contiene,POTOSÍ,Nor Lípez,"Colcha ""K""",colcha k,1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",Potosí,GAM,municipal,2452,5071,2610,2158,3221,1097,80.3,40.6,39.8,19.7,17.6,2.1,0.0
match_exacto,POTOSÍ,Nor Lípez,San Pedro de Quemes,san pedro de quemes,1522,Gobierno Autónomo Municipal de San Pedro de Quemes,Potosí,GAM,municipal,423,708,432,406,348,161,75.3,32.0,43.4,24.7,21.5,3.1,0.0
match_contiene,POTOSÍ,Sur Lípez,San Pablo,san pablo,1523,Gobierno Autónomo Municipal de San Pablo de Lípez,Potosí,GAM,municipal,1443,1519,1555,1627,1195,374,47.7,11.1,36.6,52.3,43.4,8.9,0.0
match_exacto,POTOSÍ,Sur Lípez,Mojinete,mojinete,1524,Gobierno Autónomo Municipal de Mojinete,Potosí,GAM,municipal,619,513,431,708,438,63,39.5,9.1,30.4,60.5,52.8,7.7,0.0
match_exacto,POTOSÍ,Sur Lípez,San Antonio de Esmoruco,san antonio de esmoruco,1525,Gobierno Autónomo Municipal de San Antonio de Esmoruco,Potosí,GAM,municipal,930,1035,749,1123,979,358,39.2,4.5,34.8,60.8,49.8,10.5,0.5
match_contiene,POTOSÍ,José María Linares,Puna,puna,1528,Gobierno Autónomo Municipal de Puna (Villa Talavera),Potosí,GAM,municipal,5650,6897,8445,8532,8685,2527,44.9,10.3,34.7,55.1,49.2,5.7,0.1
match_exacto,POTOSÍ,José María Linares,"Caiza ""D""",caiza d,1529,"Gobierno Autónomo Municipal de Caiza ""D""",Potosí,GAM,municipal,3946,6292,5485,4479,5237,1219,59.2,16.9,42.3,40.8,36.1,4.4,0.3
match_exacto,POTOSÍ,José María Linares,Ckochas,ckochas,1539,Gobierno Autónomo Municipal de Ckochas,Potosí,GAM,municipal,9889,7714,11823,11555,9761,3407,13.4,2.2,11.1,86.6,67.7,18.6,0.3
match_exacto,POTOSÍ,Antonio Quijarro,Uyuni,uyuni,1530,Gobierno Autónomo Municipal de Uyuni,Potosí,GAM,municipal,4392,18183,17809,3616,8044,5599,70.3,27.0,43.3,29.7,27.4,2.3,0.0
match_exacto,POTOSÍ,Antonio Quijarro,Tomave,tomave,1531,Gobierno Autónomo Municipal de Tomave,Potosí,GAM,municipal,3871,4043,5573,3721,3183,868,40.6,11.4,29.1,59.4,52.9,6.4,0.1
match_exacto,POTOSÍ,Antonio Quijarro,Porco,porco,1532,Gobierno Autónomo Municipal de Porco,Potosí,GAM,municipal,2059,9792,3108,2083,4711,2103,72.1,26.8,45.3,27.9,25.5,2.4,0.0
match_exacto,POTOSÍ,General Bernardino Bilbao,Arampampa,arampampa,1533,Gobierno Autónomo Municipal de Arampampa,Potosí,GAM,municipal,2322,2141,2375,2913,2297,990,20.4,4.9,15.4,79.6,59.5,19.6,0.5
match_exacto,POTOSÍ,General Bernardino Bilbao,Acasio,acasio,1534,Gobierno Autónomo Municipal de Acasio,Potosí,GAM,municipal,2672,2274,3085,3186,2536,838,27.3,9.6,17.8,72.7,58.7,13.5,0.4
match_exacto,POTOSÍ,Daniel Campos,Llica,llica,1535,Gobierno Autónomo Municipal de Llica,Potosí,GAM,municipal,1153,2109,1973,1084,764,459,66.8,22.5,44.3,33.2,30.8,2.4,0.0
match_exacto,POTOSÍ,Daniel Campos,Tahua,tahua,1536,Gobierno Autónomo Municipal de Tahua,Potosí,GAM,municipal,603,794,916,461,296,207,61.7,21.9,39.8,38.3,31.3,6.9,0.1
match_exacto,POTOSÍ,Modesto Omiste,Villazón,villazon,1537,Gobierno Autónomo Municipal de Villazón,Potosí,GAM,municipal,6483,28075,7014,4576,18353,6433,78.4,22.4,56.1,21.6,19.7,1.8,0.0
match_exacto,POTOSÍ,Enrique Baldivieso,San Agustín,san agustin,1538,Gobierno Autónomo Municipal de San Agustín,Potosí,GAM,municipal,816,873,606,714,768,157,68.3,21.7,46.6,31.7,30.6,1.1,0.0
match_exacto,TARIJA,Cercado,Tarija,tarija,1601,Gobierno Autónomo Municipal de Tarija,Tarija,GAM,municipal,10228,146407,31795,10821,63922,23665,86.7,42.8,43.9,13.3,12.9,0.5,0.0
match_exacto,TARIJA,Arce,Padcaya,padcaya,1602,Gobierno Autónomo Municipal de Padcaya,Tarija,GAM,municipal,3086,9421,6285,8102,11765,1166,56.7,14.9,41.8,43.3,39.9,3.4,0.0
match_exacto,TARIJA,Arce,Bermejo,bermejo,1603,Gobierno Autónomo Municipal de Bermejo,Tarija,GAM,municipal,2449,24563,3372,1287,15180,2971,83.0,27.3,55.7,17.0,16.4,0.6,0.0
match_exacto,TARIJA,Gran Chaco,Yacuiba,yacuiba,1604,Gobierno Autónomo Municipal de Yacuiba,Tarija,GAM,municipal,9389,67086,12183,8823,38015,9597,78.5,22.7,55.7,21.5,19.8,1.7,0.0
match_exacto,TARIJA,Gran Chaco,Caraparí,carapari,1605,Gobierno Autónomo Municipal de Caraparí,Tarija,GAM,municipal,2139,10559,3123,3363,6577,797,72.0,17.1,54.8,28.0,26.4,1.5,0.0
match_exacto,TARIJA,Gran Chaco,Villa Montes,villamontes,1606,Gobierno Autónomo Municipal de Villamontes,Tarija,GAM,municipal,7733,31804,9747,8630,14846,2994,72.8,21.1,51.7,27.2,25.8,1.4,0.0
match_contiene,TARIJA,Avilez,Uriondo,uriondo,1607,Gobierno Autónomo Municipal de Uriondo (Concepción),Tarija,GAM,municipal,1925,9568,4189,5088,10018,1147,64.0,15.6,48.4,36.0,34.2,1.8,0.0
match_exacto,TARIJA,Avilez,Yunchará,yunchara,1608,Gobierno Autónomo Municipal de Yunchara,Tarija,GAM,municipal,1102,2582,1409,2667,3386,458,47.7,8.1,39.6,52.3,49.2,3.1,0.0
match_exacto,TARIJA,Méndez,San Lorenzo,san lorenzo,1609,Gobierno Autónomo Municipal de San Lorenzo,Tarija,GAM,municipal,3283,18319,7548,6361,15933,2812,69.4,24.3,45.1,30.6,27.2,3.4,0.1
match_exacto,TARIJA,Méndez,El Puente,el puente,1610,Gobierno Autónomo Municipal de El Puente,Tarija,GAM,municipal,2192,4530,2371,3045,6781,602,59.0,12.8,46.3,41.0,38.7,2.2,0.0
match_exacto,TARIJA,O&apos;Connor,Entre Ríos,entre rios,1611,Gobierno Autónomo Municipal de Entre Ríos,Tarija,GAM,municipal,3950,13916,6665,10229,11662,1168,56.9,13.6,43.4,43.1,39.5,3.5,0.0
match_exacto,SANTA CRUZ,Andrés Ibáñez,Santa Cruz de la Sierra,santa cruz de la sierra,1701,Gobierno Autónomo Municipal de Santa Cruz de La Sierra,Santa Cruz,GAM,municipal,80058,1100710,127526,13444,287340,202728,89.6,45.9,43.7,10.4,10.1,0.3,0.0
match_exacto,SANTA CRUZ,Andrés Ibáñez,Cotoca,cotoca,1702,Gobierno Autónomo Municipal de Cotoca,Santa Cruz,GAM,municipal,11628,83979,29321,5470,32146,14565,76.7,21.4,55.4,23.3,22.4,0.9,0.0
match_contiene,SANTA CRUZ,Andrés Ibáñez,Porongo,porongo,1703,Gobierno Autónomo Municipal de Porongo (Ayacucho),Santa Cruz,GAM,municipal,2540,13789,3402,3003,5150,1335,82.7,49.0,33.7,17.3,15.7,1.5,0.0
match_exacto,SANTA CRUZ,Andrés Ibáñez,La Guardia,la guardia,1704,Gobierno Autónomo Municipal de La Guardia,Santa Cruz,GAM,municipal,8628,110020,35904,3010,45441,18457,83.1,26.2,57.0,16.9,16.4,0.4,0.0
match_exacto,SANTA CRUZ,Andrés Ibáñez,El Torno,el torno,1705,Gobierno Autónomo Municipal de El Torno,Santa Cruz,GAM,municipal,6208,39799,15559,6873,23840,6032,74.7,18.9,55.9,25.3,23.8,1.4,0.0
match_exacto,SANTA CRUZ,Warnes,Warnes,warnes,1706,Gobierno Autónomo Municipal de Warnes,Santa Cruz,GAM,municipal,15451,117186,35417,4877,48152,19632,78.9,23.3,55.5,21.1,20.4,0.7,0.0
match_exacto,SANTA CRUZ,Warnes,Okinawa Uno,okinawa uno,1748,Gobierno Autónomo Municipal de Okinawa Uno,Santa Cruz,GAM,municipal,1973,8176,1699,699,3830,726,76.2,21.3,54.9,23.8,23.2,0.6,0.0
match_contiene,SANTA CRUZ,Velasco,San Ignacio,san ignacio,1707,Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco),Santa Cruz,GAM,municipal,28694,52770,21672,27370,30092,12224,46.2,9.8,36.4,53.8,47.6,6.2,0.1
match_contiene,SANTA CRUZ,Velasco,San Miguel,san miguel,1708,Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco),Santa Cruz,GAM,municipal,6159,11436,7516,7795,7163,1582,43.9,12.1,31.8,56.1,47.4,8.3,0.4
match_exacto,SANTA CRUZ,Velasco,San Rafael,san rafael,1709,Gobierno Autónomo Municipal de San Rafael,Santa Cruz,GAM,municipal,4474,6674,4446,4312,3920,996,36.7,8.2,28.4,63.3,51.3,11.6,0.5
match_exacto,SANTA CRUZ,Ichilo,Buena Vista,buena vista,1710,Gobierno Autónomo Municipal de Buena Vista,Santa Cruz,GAM,municipal,2375,9940,2254,2551,5556,1366,71.9,19.5,52.4,28.1,26.2,1.8,0.0
match_exacto,SANTA CRUZ,Ichilo,San Carlos,san carlos,1711,Gobierno Autónomo Municipal de San Carlos,Santa Cruz,GAM,municipal,2549,14229,4533,2176,7364,2554,71.0,15.1,55.9,29.0,26.6,2.3,0.1
match_exacto,SANTA CRUZ,Ichilo,Yapacaní,yapacani,1712,Gobierno Autónomo Municipal de Yapacaní,Santa Cruz,GAM,municipal,12601,40622,20283,11274,22866,8745,62.0,15.3,46.7,38.0,31.9,5.8,0.3
match_exacto,SANTA CRUZ,Ichilo,San Juan,san juan,1752,Gobierno Autónomo Municipal de San Juan,Santa Cruz,GAM,municipal,2105,7602,2295,1341,3757,942,72.0,18.2,53.8,28.0,24.8,3.1,0.1
match_exacto,SANTA CRUZ,Chiquitos,San José,san jose,1713,Gobierno Autónomo Municipal de San José,Santa Cruz,GAM,municipal,10770,28696,11566,12351,20740,11876,46.5,14.7,31.8,53.5,43.9,9.4,0.2
match_exacto,SANTA CRUZ,Chiquitos,Pailón,pailon,1714,Gobierno Autónomo Municipal de Pailón,Santa Cruz,GAM,municipal,6782,37305,11709,7025,28553,13019,59.9,18.7,41.2,40.1,36.9,3.1,0.1
match_exacto,SANTA CRUZ,Chiquitos,Roboré,robore,1715,Gobierno Autónomo Municipal de Roboré,Santa Cruz,GAM,municipal,3335,12617,3633,3430,4626,1823,75.3,26.3,49.0,24.7,22.6,2.1,0.1
match_exacto,SANTA CRUZ,Sara,Portachuelo,portachuelo,1716,Gobierno Autónomo Municipal de Portachuelo,Santa Cruz,GAM,municipal,1246,15107,1798,1305,5541,1260,87.0,39.1,47.9,13.0,12.6,0.4,0.0
match_contiene,SANTA CRUZ,Sara,Santa Rosa,santa rosa,1717,Gobierno Autónomo Municipal de Santa Rosa del Sara,Santa Cruz,GAM,municipal,7047,13281,5319,4896,8512,1378,58.4,11.2,47.1,41.6,37.8,3.8,0.1
match_exacto,SANTA CRUZ,Sara,Colpa Bélgica,colpa belgica,1756,Gobierno Autónomo Municipal de Colpa Bélgica,Santa Cruz,GAM,municipal,966,4614,1834,478,1886,485,73.2,15.7,57.5,26.8,26.2,0.5,0.0
match_exacto,SANTA CRUZ,Cordillera,Lagunillas,lagunillas,1718,Gobierno Autónomo Municipal de Lagunillas,Santa Cruz,GAM,municipal,1832,4654,1660,3184,2110,373,59.0,11.4,47.6,41.0,39.2,1.8,0.1
match_manual,SANTA CRUZ,Cordillera,Charagua (Autonomía Guaraní Charagua Iyambae),charagua autonomia guarani charagua iyambae,3701,Gobierno Autónomo Indígena Originario Campesino de Charagua Iyambae,Santa Cruz,GAIOC,indigena_originario_campesino,16617,28357,11554,19795,17386,4163,41.5,8.7,32.7,58.5,55.4,3.1,0.0
match_exacto,SANTA CRUZ,Cordillera,Cabezas,cabezas,1720,Gobierno Autónomo Municipal de Cabezas,Santa Cruz,GAM,municipal,5820,22089,7973,7523,17636,5839,57.2,11.4,45.8,42.8,39.6,3.2,0.0
match_exacto,SANTA CRUZ,Cordillera,Cuevo,cuevo,1721,Gobierno Autónomo Municipal de Cuevo,Santa Cruz,GAM,municipal,1375,3762,987,2032,1547,263,66.9,17.4,49.5,33.1,31.8,1.4,0.0
match_manual,SANTA CRUZ,Cordillera,Gutiérrez (Autonomía Indígena Kereimba Iyaambae),gutierrez autonomia indigena kereimba iyaambae,3702,Gobierno Autónomo Indígena Guaraní Kereimba Iyaambae,Santa Cruz,GAIOC,indigena_originario_campesino,9546,12089,7563,9493,4720,957,30.6,4.3,26.3,69.4,65.5,3.9,0.0
match_exacto,SANTA CRUZ,Cordillera,Camiri,camiri,1723,Gobierno Autónomo Municipal de Camiri,Santa Cruz,GAM,municipal,6282,20694,4945,3419,6282,3203,79.9,34.0,45.8,20.1,19.4,0.7,0.0
match_exacto,SANTA CRUZ,Cordillera,Boyuibe,boyuibe,1724,Gobierno Autónomo Municipal de Boyuibe,Santa Cruz,GAM,municipal,1638,3857,1088,1362,2120,397,64.1,15.4,48.6,35.9,29.3,6.5,0.1
match_exacto,SANTA CRUZ,Valle Grande,Vallegrande,vallegrande,1725,Gobierno Autónomo Municipal de Vallegrande,Santa Cruz,GAM,municipal,3587,9898,3536,3841,5974,1194,75.7,31.8,43.9,24.3,22.5,1.8,0.0
match_exacto,SANTA CRUZ,Valle Grande,Trigal,trigal,1726,Gobierno Autónomo Municipal de Trigal,Santa Cruz,GAM,municipal,339,1375,468,487,684,69,84.0,33.8,50.2,16.0,15.3,0.7,0.0
match_exacto,SANTA CRUZ,Valle Grande,Moromoro,moromoro,1727,Gobierno Autónomo Municipal de Moro Moro,Santa Cruz,GAM,municipal,1040,1705,1034,1065,1470,301,57.0,17.2,39.8,43.0,38.9,4.1,0.0
match_exacto,SANTA CRUZ,Valle Grande,Postrervalle,postrervalle,1728,Gobierno Autónomo Municipal de Postrer Valle,Santa Cruz,GAM,municipal,608,1087,594,700,757,81,63.9,33.5,30.4,36.1,28.6,7.5,0.0
match_exacto,SANTA CRUZ,Valle Grande,Pucará,pucara,1729,Gobierno Autónomo Municipal de Pucara,Santa Cruz,GAM,municipal,765,1279,827,1077,811,140,58.1,29.0,29.0,41.9,37.8,4.1,0.0
match_exacto,SANTA CRUZ,Florida,Samaipata,samaipata,1730,Gobierno Autónomo Municipal de Samaipata,Santa Cruz,GAM,municipal,1778,7379,2888,1928,4745,1350,72.6,24.5,48.2,27.4,24.3,3.1,0.0
match_manual,SANTA CRUZ,Florida,Pampagrande,pampagrande,1731,Gobierno Autónomo Municipal de Pampa Grande,Santa Cruz,GAM,municipal,1607,6461,2270,1648,5189,1661,67.6,17.8,49.8,32.4,28.3,4.0,0.1
match_exacto,SANTA CRUZ,Florida,Mairana,mairana,1732,Gobierno Autónomo Municipal de Mairana,Santa Cruz,GAM,municipal,2095,8457,4356,1811,5803,2002,66.5,18.8,47.7,33.5,28.6,4.7,0.2
match_exacto,SANTA CRUZ,Florida,Quirusillas,quirusillas,1733,Gobierno Autónomo Municipal de Quirusillas,Santa Cruz,GAM,municipal,899,2415,936,853,1440,257,66.3,15.3,51.0,33.7,30.4,3.3,0.0
match_exacto,SANTA CRUZ,Obispo Santisteban,Montero,montero,1734,Gobierno Autónomo Municipal de Montero,Santa Cruz,GAM,municipal,9606,93097,25067,2038,35418,12503,83.9,30.1,53.8,16.1,15.7,0.4,0.0
match_exacto,SANTA CRUZ,Obispo Santisteban,General Saavedra,general saavedra,1735,Gobierno Autónomo Municipal de General Agustín Saavedra,Santa Cruz,GAM,municipal,4033,13535,4351,2168,7954,1228,65.1,13.1,51.9,34.9,33.6,1.3,0.0
match_exacto,SANTA CRUZ,Obispo Santisteban,Mineros,mineros,1736,Gobierno Autónomo Municipal de Mineros,Santa Cruz,GAM,municipal,3413,18029,4117,1583,8988,2483,76.2,24.3,52.0,23.8,22.7,1.1,0.0
match_exacto,SANTA CRUZ,Obispo Santisteban,Fernández Alonso,fernandez alonso,1753,Gobierno Autónomo Municipal de Fernández Alonso,Santa Cruz,GAM,municipal,2234,10129,3915,1052,5738,1584,71.7,16.6,55.1,28.3,25.6,1.8,0.9
match_exacto,SANTA CRUZ,Obispo Santisteban,San Pedro,san pedro,1754,Gobierno Autónomo Municipal de San Pedro,Santa Cruz,GAM,municipal,2940,10535,3815,826,4921,735,75.8,15.6,60.2,24.2,23.4,0.9,0.0
match_exacto,SANTA CRUZ,Ñuflo de Chávez,Concepción,concepcion,1737,Gobierno Autónomo Municipal de Concepción,Santa Cruz,GAM,municipal,14176,23061,15364,13865,12274,5084,39.5,9.1,30.4,60.5,53.6,6.7,0.2
match_exacto,SANTA CRUZ,Ñuflo de Chávez,San Javier,san javier,1738,Gobierno Autónomo Municipal de San Javier,Santa Cruz,GAM,municipal,6030,11779,5021,3715,5717,1620,52.4,10.6,41.8,47.6,44.2,3.3,0.1
match_exacto,SANTA CRUZ,Ñuflo de Chávez,San Julián,san julian,1739,Gobierno Autónomo Municipal de San Julián,Santa Cruz,GAM,municipal,9647,30731,16558,5940,18375,4266,65.5,14.9,50.5,34.5,32.1,2.4,0.0
match_exacto,SANTA CRUZ,Ñuflo de Chávez,San Antonio de Lomerio,san antonio de lomerio,1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,Santa Cruz,GAM,municipal,2651,5003,1937,4488,2519,217,49.6,10.5,39.1,50.4,49.0,1.4,0.0
match_exacto,SANTA CRUZ,Ñuflo de Chávez,San Ramón,san ramon,1750,Gobierno Autónomo Municipal de San Ramón,Santa Cruz,GAM,municipal,2519,6742,3291,1366,3315,756,61.3,11.5,49.9,38.7,36.0,2.6,0.0
match_exacto,SANTA CRUZ,Ñuflo de Chávez,Cuatro Cañadas,cuatro canadas,1755,Gobierno Autónomo Municipal de Cuatro Cañadas,Santa Cruz,GAM,municipal,2068,16772,4714,1504,12697,4199,70.7,19.7,51.0,29.3,27.8,1.6,0.0
match_exacto,SANTA CRUZ,Ángel Sandoval,San Matías,san matias,1740,Gobierno Autónomo Municipal de San Matías,Santa Cruz,GAM,municipal,5689,11534,5209,4556,6168,1825,56.3,10.1,46.2,43.7,41.0,2.7,0.0
match_exacto,SANTA CRUZ,Manuel María Caballero,Comarapa,comarapa,1741,Gobierno Autónomo Municipal de Comarapa,Santa Cruz,GAM,municipal,5006,10860,5738,3110,8736,2070,60.1,18.0,42.1,39.9,35.4,4.4,0.1
match_exacto,SANTA CRUZ,Manuel María Caballero,Saipina,saipina,1742,Gobierno Autónomo Municipal de Saipina,Santa Cruz,GAM,municipal,1532,3990,1742,737,3040,773,65.3,15.4,50.0,34.7,31.7,2.8,0.1
match_exacto,SANTA CRUZ,Germán Busch,Puerto Suárez,puerto suarez,1743,Gobierno Autónomo Municipal de Puerto Suárez,Santa Cruz,GAM,municipal,2345,11749,3618,1570,4140,1009,82.3,22.1,60.2,17.7,16.2,1.5,0.0
match_exacto,SANTA CRUZ,Germán Busch,Puerto Quijarro,puerto quijarro,1744,Gobierno Autónomo Municipal de Puerto Quijarro,Santa Cruz,GAM,municipal,1540,12488,4615,609,3776,1740,83.2,22.9,60.3,16.8,16.3,0.4,0.0
match_exacto,SANTA CRUZ,Germán Busch,El Carmen Rivero Tórrez,el carmen rivero torrez,1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,Santa Cruz,GAM,municipal,2792,6282,1990,3215,3184,1179,57.9,10.4,47.4,42.1,37.9,4.1,0.1
match_exacto,SANTA CRUZ,Guarayos,Ascención de Guarayos,ascencion de guarayos,1745,Gobierno Autónomo Municipal de Ascención de Guarayos,Santa Cruz,GAM,municipal,15045,25123,16866,10559,14679,4981,47.4,9.7,37.7,52.6,47.0,5.5,0.1
match_exacto,SANTA CRUZ,Guarayos,Urubichá,urubicha,1746,Gobierno Autónomo Municipal de Urubicha,Santa Cruz,GAM,municipal,2878,5007,2294,3154,2402,625,51.9,6.5,45.3,48.1,44.6,3.3,0.2
match_exacto,SANTA CRUZ,Guarayos,El Puente,el puente,1747,Gobierno Autónomo Municipal de El Puente,Santa Cruz,GAM,municipal,9147,12253,8465,7306,8268,2038,39.9,7.2,32.7,60.1,51.4,8.5,0.2
match_exacto,BENI,Cercado,Trinidad,trinidad,1801,Gobierno Autónomo Municipal de Trinidad,Beni,GAM,municipal,39698,100873,45734,4616,20266,12933,71.1,28.3,42.8,28.9,27.9,0.9,0.0
match_exacto,BENI,Cercado,San Javier,san javier,1802,Gobierno Autónomo Municipal de San Javier,Beni,GAM,municipal,4301,6088,3779,4276,3569,1762,35.0,9.0,26.0,65.0,53.8,10.9,0.3
match_exacto,BENI,Vaca Diez,Riberalta,riberalta,1803,Gobierno Autónomo Municipal de Riberalta,Beni,GAM,municipal,46496,83860,71571,18110,24923,11089,52.8,16.4,36.3,47.2,45.3,1.9,0.0
match_exacto,BENI,Vaca Diez,Guayaramerín,guayaramerin,1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,Beni,GAM,municipal,11187,30334,10822,5389,8741,3642,73.0,22.4,50.5,27.0,26.0,1.1,0.0
match_exacto,BENI,General José Ballivián,Reyes,reyes,1806,Gobierno Autónomo Municipal de Reyes,Beni,GAM,municipal,5590,8723,6878,4772,3548,2023,41.8,8.8,33.0,58.2,49.2,8.9,0.1
match_exacto,BENI,General José Ballivián,San Borja,san borja,1808,Gobierno Autónomo Municipal de San Borja,Beni,GAM,municipal,26103,35156,24459,21489,18347,7400,39.0,8.5,30.5,61.0,43.1,15.8,2.1
match_exacto,BENI,General José Ballivián,Santa Rosa,santa rosa,1809,Gobierno Autónomo Municipal de Santa Rosa,Beni,GAM,municipal,5081,8843,3607,3989,3679,1236,54.1,9.2,45.0,45.9,43.3,2.5,0.1
match_manual,BENI,General José Ballivián,Puerto Menor de Rurrenabaque,puerto menor de rurrenabaque,1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,GAM,municipal,9394,15529,7970,5772,5925,2180,55.7,14.4,41.2,44.3,39.7,4.5,0.2
match_exacto,BENI,Yacuma,Santa Ana,santa ana,1810,Gobierno Autónomo Municipal de Santa Ana,Beni,GAM,municipal,9109,14551,6513,4738,6986,2894,54.9,15.9,39.0,45.1,34.2,7.4,3.5
match_exacto,BENI,Yacuma,Exaltación,exaltacion,1820,Gobierno Autónomo Municipal de Exaltación,Beni,GAM,municipal,4998,6627,5145,5349,3015,1386,26.7,1.6,25.1,73.3,64.1,8.7,0.6
match_exacto,BENI,Moxos,San Ignacio,san ignacio,1811,Gobierno Autónomo Municipal de San Ignacio,Beni,GAM,municipal,12775,17166,8413,9487,8404,3344,45.6,12.1,33.5,54.4,45.4,8.3,0.8
match_exacto,BENI,Marbán,Loreto,loreto,1812,Gobierno Autónomo Municipal de Loreto,Beni,GAM,municipal,2413,3595,2181,2710,1863,592,37.5,7.6,30.0,62.5,50.3,11.7,0.5
match_exacto,BENI,Marbán,San Andrés,san andres,1813,Gobierno Autónomo Municipal de San Andrés,Beni,GAM,municipal,9653,11399,7186,7848,5873,2072,37.4,5.1,32.2,62.6,52.7,9.5,0.5
match_exacto,BENI,Mamoré,San Joaquín,san joaquin,1814,Gobierno Autónomo Municipal de San Joaquín,Beni,GAM,municipal,2151,5085,1999,1564,2002,455,63.9,14.3,49.6,36.1,33.5,2.7,0.0
match_exacto,BENI,Mamoré,San Ramón,san ramon,1815,Gobierno Autónomo Municipal de San Ramón,Beni,GAM,municipal,2129,3944,1609,1734,1479,549,62.0,15.0,46.9,38.0,34.8,3.2,0.1
match_exacto,BENI,Mamoré,Puerto Siles,puerto siles,1816,Gobierno Autónomo Municipal de Puerto Síles,Beni,GAM,municipal,456,868,393,358,355,64,55.6,9.3,46.3,44.4,41.6,2.8,0.0
match_exacto,BENI,Iténez,Magdalena,magdalena,1817,Gobierno Autónomo Municipal de Magdalena,Beni,GAM,municipal,5315,9728,6425,4109,2763,976,56.5,11.0,45.5,43.5,41.9,1.6,0.0
match_exacto,BENI,Iténez,Baures,baures,1818,Gobierno Autónomo Municipal de Baures,Beni,GAM,municipal,3442,5197,4088,3389,2372,716,46.5,7.3,39.2,53.5,45.7,7.7,0.1
match_exacto,BENI,Iténez,Huacaraje,huacaraje,1819,Gobierno Autónomo Municipal de Huacaraje,Beni,GAM,municipal,1842,3645,1817,1811,1410,349,53.8,8.6,45.1,46.2,44.6,1.6,0.0
match_manual,BENI,Territorio Indígena Multiétnico,TIOC-Territorio Indígena Multiétnico,tioc territorio indigena multietnico,3801,Gobierno Indígena Autónomo del Territorio Indígena Multiétnico,Beni,GAIOC,indigena_originario_campesino,3285,3315,2007,3501,2118,860,22.1,2.5,19.6,77.9,56.9,17.8,3.2
match_exacto,PANDO,Nicolás Suárez,Cobija,cobija,1901,Gobierno Autónomo Municipal de Cobija,Pando,GAM,municipal,4011,38656,13966,1626,7576,4459,85.6,36.2,49.4,14.4,14.1,0.3,0.0
match_exacto,PANDO,Nicolás Suárez,Porvenir,porvenir,1902,Gobierno Autónomo Municipal de Porvenir,Pando,GAM,municipal,961,7016,3186,1173,2470,514,76.3,12.5,63.7,23.7,22.5,1.2,0.0
match_exacto,PANDO,Nicolás Suárez,Bolpebra,bolpebra,1903,Gobierno Autónomo Municipal de Bolpebra,Pando,GAM,municipal,121,1739,1515,1133,851,218,50.9,7.9,43.0,49.1,48.1,1.0,0.0
match_exacto,PANDO,Nicolás Suárez,Bella Flor,bella flor,1904,Gobierno Autónomo Municipal de Bella Flor,Pando,GAM,municipal,289,2391,1758,1101,1284,323,60.4,12.2,48.3,39.6,37.1,2.4,0.0
match_exacto,PANDO,Manuripi,Puerto Rico,puerto rico,1905,Gobierno Autónomo Municipal de Puerto Rico,Pando,GAM,municipal,2857,5483,3809,1812,2238,577,51.9,9.5,42.4,48.1,44.7,3.3,0.1
match_exacto,PANDO,Manuripi,San Pedro,san pedro,1906,Gobierno Autónomo Municipal de San Pedro,Pando,GAM,municipal,2710,2801,3005,2787,1095,572,5.4,0.2,5.2,94.6,81.3,13.2,0.1
